Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2)
sec_contact_asym_mig_size	Round_1_Replicate_1	-91285.27	182586.54	396812.54	40979.91	2.1279,1.1904,0.4182,0.5478,0.1689,5.5798,1.9474,3.0261
sec_contact_asym_mig_size	Round_1_Replicate_2	-52024.17	104064.34	159537.49	8681.79	0.1499,0.1963,3.1917,0.6522,0.9704,1.1052,1.9351,7.006
sec_contact_asym_mig_size	Round_1_Replicate_3	-63822.82	127661.64	578612.45	12468.66	4.4598,6.3526,0.492,2.1977,3.8668,2.313,0.9116,7.8965
sec_contact_asym_mig_size	Round_1_Replicate_4	-167592.02	335200.04	1028253.93	47396.41	3.7001,0.8878,0.176,7.4617,0.4688,7.3987,0.9769,1.0595
sec_contact_asym_mig_size	Round_1_Replicate_5	-82693.62	165403.24	281259.63	25361.51	0.5705,2.0135,0.5269,0.3233,1.2039,0.728,0.5452,0.2681
sec_contact_asym_mig_size	Round_1_Replicate_6	-60255.58	120527.16	293304.62	21529.67	0.7735,5.2379,0.7643,0.4054,2.0807,4.7281,0.4479,0.1606
sec_contact_asym_mig_size	Round_1_Replicate_7	-221368.27	442752.54	2661597.88	16281.61	0.2583,0.2656,4.7724,0.2077,1.8193,0.1232,0.7403,4.7631
sec_contact_asym_mig_size	Round_1_Replicate_8	-61914.52	123845.04	190305.06	14655.83	0.3737,0.8054,1.018,1.0586,0.6904,1.5332,0.9867,2.6489
sec_contact_asym_mig_size	Round_1_Replicate_9	-176233.56	352483.12	1083691.49	18646.43	0.401,0.223,0.6335,3.0605,0.1964,0.8176,0.9545,0.4478
sec_contact_asym_mig_size	Round_1_Replicate_10	-116869.69	233755.38	69507017.0	6567.35	0.7944,0.4482,2.9033,3.6873,3.2577,1.7847,0.927,2.992
sec_contact_asym_mig_size	Round_2_Replicate_1	-43745.5	87507.0	200599.19	19841.97	0.3674,0.1382,0.9192,0.5029,2.9146,2.5625,0.687,15.9729
sec_contact_asym_mig_size	Round_2_Replicate_2	-51887.59	103791.18	185339.32	6211.04	0.3756,0.2051,5.3878,0.2658,0.4402,4.2359,1.8881,6.9217
sec_contact_asym_mig_size	Round_2_Replicate_3	-185810.74	371637.48	1717560.57	8376.64	0.3745,0.7207,6.1875,0.236,0.6982,0.2951,6.579,9.085
sec_contact_asym_mig_size	Round_2_Replicate_4	-46532.19	93080.38	163324.44	6864.75	0.051,0.3681,2.6134,1.3106,0.4225,1.1348,2.6507,20.524
sec_contact_asym_mig_size	Round_2_Replicate_5	-61950.32	123916.64	400422.78	15679.7	0.2461,0.7559,0.9131,1.1116,1.1178,2.735,1.993,1.8585
sec_contact_asym_mig_size	Round_2_Replicate_6	-83260.91	166537.82	493607.31	17209.84	0.3183,0.12,2.5652,0.6184,3.4171,0.548,3.2225,5.4577
sec_contact_asym_mig_size	Round_2_Replicate_7	-69087.66	138191.32	5395629.9	9515.64	0.1547,0.3013,1.6546,1.3702,3.124,3.5604,0.617,7.0437
sec_contact_asym_mig_size	Round_2_Replicate_8	-51632.86	103281.72	127189.97	9659.53	0.1431,0.0613,1.3927,1.283,0.6403,0.6296,0.6304,17.5578
sec_contact_asym_mig_size	Round_2_Replicate_9	-41862.83	83741.66	135695.28	16467.73	0.2586,0.6627,1.32,0.3507,1.4605,3.1442,0.5664,7.2972
sec_contact_asym_mig_size	Round_2_Replicate_10	-48942.8	97901.6	432253.62	4032.2	0.5774,0.0836,5.5027,1.5639,0.3524,1.4398,4.8756,17.8354
sec_contact_asym_mig_size	Round_2_Replicate_11	-89652.88	179321.76	250473.33	9183.68	0.1468,0.1052,1.1379,2.494,0.3027,0.7562,0.6825,13.0744
sec_contact_asym_mig_size	Round_2_Replicate_12	-66893.62	133803.24	197934.0	7838.07	0.0723,0.7536,2.0114,1.4235,0.3518,0.2901,3.2447,5.144
sec_contact_asym_mig_size	Round_2_Replicate_13	-84708.86	169433.72	315919.25	16124.37	0.072,0.056,1.9789,0.3704,1.4688,0.6467,5.5823,7.7535
sec_contact_asym_mig_size	Round_2_Replicate_14	-101026.51	202069.02	5552028.94	11734.3	0.5284,0.2264,3.4245,1.5751,3.5763,0.4201,1.3843,1.8909
sec_contact_asym_mig_size	Round_2_Replicate_15	-44912.92	89841.84	122475.32	9858.27	0.1606,0.1459,2.1184,0.6229,0.6164,1.3536,4.6172,4.3385
sec_contact_asym_mig_size	Round_2_Replicate_16	-108123.56	216263.12	466101.24	5070.53	0.1709,0.1593,9.4527,0.2089,0.4169,1.1325,4.1117,6.4564
sec_contact_asym_mig_size	Round_2_Replicate_17	-46405.98	92827.96	241674.18	4849.57	0.1907,0.7486,3.3836,2.3309,0.5867,0.757,5.0246,13.3295
sec_contact_asym_mig_size	Round_2_Replicate_18	-138743.53	277503.06	620149.28	9280.52	0.5239,0.2217,10.4247,0.3722,1.5088,0.6831,1.3743,11.3494
sec_contact_asym_mig_size	Round_2_Replicate_19	-47218.67	94453.34	176653.38	6743.3	0.3627,0.2973,3.0576,1.5251,0.9848,0.5682,2.4896,17.5427
sec_contact_asym_mig_size	Round_2_Replicate_20	-60984.67	121985.34	459522.78	10179.64	0.3858,0.17,2.8821,1.0108,2.1966,0.8081,4.4874,4.2825
sec_contact_asym_mig_size	Round_3_Replicate_1	-55193.28	110402.56	742454.29	8531.84	0.9335,0.2547,3.4603,0.3275,0.8753,7.5469,0.494,5.1438
sec_contact_asym_mig_size	Round_3_Replicate_2	-41868.86	83753.72	128990.39	18552.28	0.3029,0.4563,1.1981,0.2886,1.6133,3.5483,0.4266,16.6764
sec_contact_asym_mig_size	Round_3_Replicate_3	-41060.11	82136.22	158185.6	11593.41	0.2526,0.2712,2.3786,0.1066,0.5529,12.3948,1.4376,28.4819
sec_contact_asym_mig_size	Round_3_Replicate_4	-75024.57	150065.14	995115.66	39828.58	0.9275,0.1614,0.4278,0.5304,1.3995,9.266,0.4664,19.5294
sec_contact_asym_mig_size	Round_3_Replicate_5	-70325.01	140666.02	1043276.15	23983.18	0.3273,1.2482,0.7962,0.6874,0.7145,6.4349,1.0805,14.0283
