Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2)
sec_contact_asym_mig_size	Round_1_Replicate_1	-69861.53	139739.06	808691.35	6700.14	2.069,1.1698,7.658,0.3327,1.2684,6.48,5.5823,0.6512
sec_contact_asym_mig_size	Round_1_Replicate_2	-47709.97	95435.94	213819.5	21608.9	1.1478,7.5168,0.3108,1.0401,7.4613,1.2064,0.4928,1.6937
sec_contact_asym_mig_size	Round_1_Replicate_3	-79220.4	158456.8	355498.61	9900.98	0.5448,7.7938,4.8998,0.4544,1.1175,2.8153,2.2737,0.6292
sec_contact_asym_mig_size	Round_1_Replicate_4	-72769.6	145555.2	337056.98	13786.65	2.2111,0.615,0.4639,1.3657,1.4032,2.8469,4.3287,1.0247
sec_contact_asym_mig_size	Round_1_Replicate_5	-62655.65	125327.3	189103.2	19854.39	7.6306,2.2247,1.0158,0.6977,2.2941,0.257,6.9412,5.991
sec_contact_asym_mig_size	Round_1_Replicate_6	-65559.13	131134.26	244515.35	11912.93	4.6681,0.5912,2.0898,1.2106,1.9007,0.1504,4.1072,3.3115
sec_contact_asym_mig_size	Round_1_Replicate_7	-59699.75	119415.5	174005.93	28070.93	1.3332,2.7784,0.6435,0.2613,1.2736,1.6192,0.1416,2.836
sec_contact_asym_mig_size	Round_1_Replicate_8	-28514.28	57044.56	105114.63	11716.89	0.426,6.9866,0.8359,0.282,6.0633,1.5969,5.4559,0.4475
sec_contact_asym_mig_size	Round_1_Replicate_9	-56241.92	112499.84	122993.46	23608.29	0.3081,1.1443,0.2637,1.0111,4.0065,0.3681,1.3747,3.5264
sec_contact_asym_mig_size	Round_1_Replicate_10	-164018.11	328052.22	908106.36	29712.9	7.136,0.7332,0.3784,0.1844,0.351,0.5883,4.1291,3.4257
sec_contact_asym_mig_size	Round_2_Replicate_1	-94575.33	189166.66	38752195.05	12664.18	0.2838,3.5697,2.3908,1.0116,11.7391,1.4308,1.4911,0.2867
sec_contact_asym_mig_size	Round_2_Replicate_2	-30589.37	61194.74	238413.98	3287.54	0.3006,13.284,3.3504,0.4818,6.7861,0.5916,14.3985,0.1933
sec_contact_asym_mig_size	Round_2_Replicate_3	-22807.68	45631.36	56330.84	15411.24	0.3867,10.0326,0.313,0.4589,7.8161,0.5075,19.6941,1.014
