Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2)
sec_contact_asym_mig_size	Round_1_Replicate_1	-65485.64	130987.28	188046.49	13128.63	4.4418,0.3189,1.0262,1.6335,1.2588,0.177,0.3052,2.3884
sec_contact_asym_mig_size	Round_1_Replicate_2	-83439.07	166894.14	329898.45	19157.69	4.8409,0.1316,0.3755,2.0485,3.6878,0.798,1.4952,0.3795
sec_contact_asym_mig_size	Round_1_Replicate_3	-47076.84	94169.68	173525.98	28637.3	5.9244,0.3153,0.5829,0.3554,1.9963,4.5117,1.4197,5.9879
sec_contact_asym_mig_size	Round_1_Replicate_4	-23773.53	47563.06	50979.01	10419.71	1.8675,7.3905,0.398,0.2349,5.3802,1.8363,8.0133,0.3904
sec_contact_asym_mig_size	Round_1_Replicate_5	-52480.02	104976.04	603333.03	7127.53	3.5415,1.7121,2.6675,1.3184,1.3669,1.8685,4.0897,0.6777
sec_contact_asym_mig_size	Round_1_Replicate_6	-120930.1	241876.2	391780.9	20827.31	1.2723,0.1637,0.5232,1.2185,0.2629,0.9275,0.132,0.9112
sec_contact_asym_mig_size	Round_1_Replicate_7	-87317.22	174650.44	256793.55	24759.61	2.3559,0.5208,0.2194,1.4253,2.4025,0.9671,0.5295,0.1742
sec_contact_asym_mig_size	Round_1_Replicate_8	-92152.8	184321.6	362595.56	17927.64	2.4038,2.7975,0.6599,0.3739,0.7745,0.518,1.003,0.2724
sec_contact_asym_mig_size	Round_1_Replicate_9	-177010.23	354036.46	1337289.47	19920.71	1.9596,1.6425,0.7588,0.2159,0.41,0.21,1.8825,2.815
sec_contact_asym_mig_size	Round_1_Replicate_10	-98021.73	196059.46	417542.87	16746.7	1.4827,0.1646,1.7623,0.5577,1.4234,0.2278,0.4336,1.2566
sec_contact_asym_mig_size	Round_2_Replicate_1	-72193.51	144403.02	230605.91	17726.0	5.7492,19.8467,1.4387,0.0856,5.1075,3.5005,5.4569,0.8081
sec_contact_asym_mig_size	Round_2_Replicate_2	-138911.41	277838.82	1120796.88	4179.62	5.4425,22.3089,1.4361,0.0948,1.663,0.562,11.8029,0.1691
sec_contact_asym_mig_size	Round_2_Replicate_3	-39114.44	78244.88	96592.58	15777.19	1.4496,6.9953,0.6045,0.3916,2.414,0.7324,2.8811,0.6656
sec_contact_asym_mig_size	Round_2_Replicate_4	-28052.58	56121.16	137336.31	10977.7	6.5032,12.914,1.0728,0.2351,5.205,3.979,8.6294,0.9568
sec_contact_asym_mig_size	Round_2_Replicate_5	-49823.68	99663.36	144223.32	22117.57	5.1333,11.546,0.1835,0.7078,7.2945,2.378,3.0802,1.3687
sec_contact_asym_mig_size	Round_2_Replicate_6	-43829.92	87675.84	128650.12	47256.29	3.3498,13.596,0.3322,0.1482,12.01,1.2307,20.5263,0.8163
sec_contact_asym_mig_size	Round_2_Replicate_7	-41524.58	83065.16	250464.34	5860.55	0.6596,3.5011,0.5649,0.6822,4.9176,4.0068,13.3803,0.2526
sec_contact_asym_mig_size	Round_2_Replicate_8	-92911.35	185838.7	362731.79	13578.26	1.7769,7.859,0.1357,0.9022,5.0299,6.0605,2.4148,0.1883
sec_contact_asym_mig_size	Round_2_Replicate_9	-110728.21	221472.42	385147.83	45730.05	7.5895,26.6115,0.1121,0.1661,3.4814,0.5047,10.8483,1.0762
sec_contact_asym_mig_size	Round_2_Replicate_10	-77357.18	154730.36	270672.05	79946.91	5.5575,13.9602,0.2433,0.1589,6.9246,0.5275,4.1592,1.4899
sec_contact_asym_mig_size	Round_2_Replicate_11	-42208.03	84432.06	437759.07	12448.54	1.0251,25.5588,0.7298,0.2646,12.7746,0.9011,2.0762,0.1616
sec_contact_asym_mig_size	Round_2_Replicate_12	-31323.4	62662.8	566052.85	9038.85	0.9383,25.0544,0.5368,0.5346,11.3834,0.7138,6.4117,0.4363
sec_contact_asym_mig_size	Round_2_Replicate_13	-47784.92	95585.84	109033.92	16688.37	1.4072,8.8683,0.2769,0.242,2.9992,1.1782,5.1966,0.5507
sec_contact_asym_mig_size	Round_2_Replicate_14	-64681.63	129379.26	142132.22	8731.24	1.5598,6.5463,0.1622,0.655,4.2176,0.9205,12.9319,0.6259
sec_contact_asym_mig_size	Round_2_Replicate_15	-42707.27	85430.54	135395.75	9048.58	3.2293,2.2118,0.5248,0.2154,8.585,0.9331,15.8633,0.321
sec_contact_asym_mig_size	Round_2_Replicate_16	-68819.69	137655.38	241858.34	12173.16	1.8884,6.3575,0.6897,0.0569,2.9331,4.0664,3.9337,0.1253
sec_contact_asym_mig_size	Round_2_Replicate_17	-32575.76	65167.52	66055.11	18632.88	1.5537,8.6177,0.1428,0.1546,8.4626,2.1959,5.7419,0.3062
sec_contact_asym_mig_size	Round_2_Replicate_18	-42839.84	85695.68	1132144.34	7814.55	4.8207,15.998,0.7855,0.4157,7.1185,5.581,4.978,0.3402
sec_contact_asym_mig_size	Round_2_Replicate_19	-138273.88	276563.76	429026.44	3342.88	0.9837,7.635,0.1469,0.6859,1.9582,0.6472,26.5458,0.2229
sec_contact_asym_mig_size	Round_2_Replicate_20	-43110.79	86237.58	132898.87	19319.12	2.8985,2.4523,1.2956,0.1356,4.786,5.0388,3.4788,0.9771
sec_contact_asym_mig_size	Round_3_Replicate_1	-23242.61	46501.22	53252.52	8485.73	0.787,9.6358,0.2792,0.2717,8.8577,1.094,6.2247,0.1648
sec_contact_asym_mig_size	Round_3_Replicate_2	-29172.49	58360.98	65190.99	20859.26	0.6999,5.5307,0.3636,0.2471,4.633,1.7459,4.7935,0.6949
sec_contact_asym_mig_size	Round_3_Replicate_3	-86808.2	173632.4	248647.26	9767.97	5.4768,3.6654,0.1804,0.8872,3.1627,2.3454,15.1573,1.1018
sec_contact_asym_mig_size	Round_3_Replicate_4	-32689.38	65394.76	144595.23	17542.7	3.5181,10.8247,0.5201,0.2262,11.1514,0.6035,2.9076,0.2889
sec_contact_asym_mig_size	Round_3_Replicate_5	-32915.29	65846.58	81663.4	7543.88	0.9092,5.5324,1.114,0.086,12.938,4.1783,7.5889,0.083
