Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2)
sec_contact_asym_mig_size	Round_1_Replicate_1	-238134.12	476284.24	4532646.48	17717.92	0.1256,0.1373,0.6599,1.7063,1.564,0.2032,3.3019,0.1897
sec_contact_asym_mig_size	Round_1_Replicate_2	-124829.68	249675.36	1674233.33	7435.97	1.9783,1.7367,4.1696,2.7944,0.2457,3.6112,4.4921,0.2119
sec_contact_asym_mig_size	Round_1_Replicate_3	-44825.54	89667.08	103935.13	38577.33	2.2097,1.2637,0.1409,0.1766,6.9023,1.3249,0.4951,0.1643
sec_contact_asym_mig_size	Round_1_Replicate_4	-212708.66	425433.32	1598808.41	24826.89	0.2073,1.4221,0.3242,0.3102,0.2989,0.2173,1.9314,2.8562
sec_contact_asym_mig_size	Round_1_Replicate_5	-115022.26	230060.52	320603.23	22312.52	0.4268,0.3357,0.2987,7.053,1.3511,0.6541,0.1647,0.2697
sec_contact_asym_mig_size	Round_1_Replicate_6	-182743.79	365503.58	860456.19	26669.75	3.6451,6.9209,0.2596,7.9024,0.4304,3.3088,0.2145,7.4234
sec_contact_asym_mig_size	Round_1_Replicate_7	-58669.31	117354.62	170244.93	29529.91	3.4629,0.2988,0.4385,0.1774,1.907,1.6032,8.2147,1.8353
sec_contact_asym_mig_size	Round_1_Replicate_8	-73305.33	146626.66	675629.34	11207.13	0.6371,0.698,0.4857,3.5409,4.3317,1.8625,1.7251,1.9733
sec_contact_asym_mig_size	Round_1_Replicate_9	-103037.89	206091.78	504178.2	12378.38	0.3553,0.7874,5.1412,0.7116,2.3698,0.3314,0.5075,7.0319
sec_contact_asym_mig_size	Round_1_Replicate_10	-186713.59	373443.18	2112259.77	10382.77	0.1781,5.9416,4.0082,0.8951,0.2405,1.9102,2.8251,0.5154
sec_contact_asym_mig_size	Round_2_Replicate_1	-46884.13	93784.26	194583.89	26290.43	0.7879,1.2236,0.5256,0.3235,4.4508,3.4166,0.1249,0.0577
sec_contact_asym_mig_size	Round_2_Replicate_2	-30072.0	60160.0	115741.04	34813.01	7.1912,0.8059,0.1326,0.2632,20.8218,2.0768,0.5385,0.0986
sec_contact_asym_mig_size	Round_2_Replicate_3	-67519.23	135054.46	222131.21	34429.97	3.7387,0.3748,0.2105,0.1183,7.1614,1.0624,1.3156,0.1732
