Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2)
sec_contact_asym_mig_size	Round_1_Replicate_1	-76829.88	153675.76	277760.82	6457.57	2.2126,1.5575,1.5028,5.1539,0.7837,0.5079,1.2115,3.652
sec_contact_asym_mig_size	Round_1_Replicate_2	-114284.66	228585.32	749859.19	26523.2	0.5014,5.1548,0.4559,2.0904,0.4871,4.0064,0.1236,2.6504
sec_contact_asym_mig_size	Round_1_Replicate_3	-73884.2	147784.4	328588.83	8585.48	0.8014,0.1786,1.3392,6.3039,3.9341,1.6205,7.8163,0.2734
sec_contact_asym_mig_size	Round_1_Replicate_4	-184921.27	369858.54	680468.87	10651.86	0.3822,0.8654,0.1987,5.3687,0.9133,0.301,1.9248,1.8834
sec_contact_asym_mig_size	Round_1_Replicate_5	-94510.08	189036.16	313619.63	46359.25	4.1751,0.299,0.1941,0.1248,1.4818,1.5892,0.1373,0.23
sec_contact_asym_mig_size	Round_1_Replicate_6	-124110.94	248237.88	371369.58	9808.13	1.9935,2.0461,0.4224,0.4147,0.426,1.5359,6.7767,0.2622
sec_contact_asym_mig_size	Round_1_Replicate_7	-82505.65	165027.3	213853.0	44163.36	0.6342,0.5309,0.252,0.3333,0.8898,4.5888,0.1465,0.5959
sec_contact_asym_mig_size	Round_1_Replicate_8	-334556.9	669129.8	33421451.62	9255.83	0.6681,0.9233,7.4359,1.3599,0.2912,0.4544,5.5864,0.1828
sec_contact_asym_mig_size	Round_1_Replicate_9	-72774.48	145564.96	238814.69	11432.66	1.6085,0.3429,3.1529,0.1808,0.4348,3.0566,3.0307,0.4198
sec_contact_asym_mig_size	Round_1_Replicate_10	-142869.29	285754.58	822957.15	18093.94	0.3697,0.6185,1.0501,0.2953,0.2444,0.349,0.2613,2.7094
sec_contact_asym_mig_size	Round_2_Replicate_1	-98785.39	197586.78	327435.74	19329.68	0.8677,0.2124,1.2184,0.2531,0.2219,3.9838,1.7192,0.1473
sec_contact_asym_mig_size	Round_2_Replicate_2	-53829.8	107675.6	167323.01	6385.04	3.9913,1.2514,4.6689,0.3563,0.1176,2.6261,6.7077,1.5388
sec_contact_asym_mig_size	Round_2_Replicate_3	-69909.96	139835.92	289851.94	8667.91	2.192,0.8721,5.0562,0.2995,0.3818,4.1631,3.5685,0.4916
sec_contact_asym_mig_size	Round_2_Replicate_4	-71448.42	142912.84	239677.01	7601.12	3.404,0.7201,6.3365,0.2866,0.9223,2.9184,1.8454,1.6491
sec_contact_asym_mig_size	Round_2_Replicate_5	-127292.75	254601.5	1147033.51	16079.81	0.5103,0.4405,2.0611,0.3189,0.3542,7.2299,3.3633,0.1953
sec_contact_asym_mig_size	Round_2_Replicate_6	-156683.25	313382.5	781771.46	19980.97	0.4518,0.1056,10.0323,0.6354,0.2351,4.3191,1.0594,0.1347
sec_contact_asym_mig_size	Round_2_Replicate_7	-113763.04	227542.08	567218.02	8958.3	1.6677,0.1182,3.3192,0.0741,1.1029,2.2765,6.8371,0.2004
sec_contact_asym_mig_size	Round_2_Replicate_8	-44221.12	88458.24	128164.82	7582.7	5.0079,0.4822,1.4938,0.1085,1.4077,5.6691,5.629,0.1982
sec_contact_asym_mig_size	Round_2_Replicate_9	-32437.94	64891.88	136842.54	9959.21	2.0664,0.5583,1.2504,0.1887,1.1902,7.6436,8.4772,0.4276
sec_contact_asym_mig_size	Round_2_Replicate_10	-113276.79	226569.58	7491598.35	20307.63	0.3989,0.3602,0.9204,0.4929,1.1714,12.0528,2.6678,0.1666
sec_contact_asym_mig_size	Round_2_Replicate_11	-152550.36	305116.72	1395263.21	8137.54	3.4326,0.4801,11.2432,0.7186,0.1495,1.2035,2.3362,0.1872
sec_contact_asym_mig_size	Round_2_Replicate_12	-124780.08	249576.16	9156069.57	14355.49	0.4564,0.1232,4.881,0.5153,1.3262,8.2335,1.5627,0.3738
sec_contact_asym_mig_size	Round_2_Replicate_13	-160346.89	320709.78	1037120.07	10529.4	2.8317,0.5349,8.7081,0.065,0.2028,2.0236,1.8729,0.1668
sec_contact_asym_mig_size	Round_2_Replicate_14	-55991.55	111999.1	162716.07	15315.96	2.1921,0.3015,1.3176,0.0735,0.4537,6.0606,3.0592,0.4183
sec_contact_asym_mig_size	Round_2_Replicate_15	-110981.14	221978.28	712065.29	7928.89	0.6925,0.1632,6.3464,0.485,0.2509,2.7895,6.3338,0.8237
sec_contact_asym_mig_size	Round_2_Replicate_16	-79847.17	159710.34	284791.18	9165.98	6.6073,0.5802,2.285,0.1482,0.722,1.3561,4.935,1.4259
sec_contact_asym_mig_size	Round_2_Replicate_17	-140076.43	280168.86	698615.61	13058.0	1.2827,0.1092,0.9275,0.0857,0.7751,0.8729,5.3983,0.4066
sec_contact_asym_mig_size	Round_2_Replicate_18	-42373.66	84763.32	109440.29	8700.64	1.409,0.5875,1.2652,0.3198,1.7159,0.9391,10.7291,0.9851
sec_contact_asym_mig_size	Round_2_Replicate_19	-66684.71	133385.42	262468.36	4535.06	3.6147,0.4187,9.5615,0.4015,0.2835,2.8504,9.5467,1.159
sec_contact_asym_mig_size	Round_2_Replicate_20	-165830.44	331676.88	1214592.5	18063.5	0.4418,1.0566,2.8003,0.0788,0.1177,2.0559,1.1617,0.6178
sec_contact_asym_mig_size	Round_3_Replicate_1	-44168.81	88353.62	149970.99	7999.35	4.6167,0.5831,3.4583,0.1506,3.2673,6.8489,3.9079,0.2249
sec_contact_asym_mig_size	Round_3_Replicate_2	-36395.36	72806.72	79318.16	17904.98	0.8177,0.3564,0.4619,0.1285,1.3618,6.8589,6.8786,0.3623
sec_contact_asym_mig_size	Round_3_Replicate_3	-40657.13	81330.26	241379.97	15502.46	0.7423,0.6091,0.8015,0.4091,2.3067,5.4846,3.4948,0.2805
sec_contact_asym_mig_size	Round_3_Replicate_4	-74122.72	148261.44	5322775.49	12128.4	2.9836,0.1716,0.3929,0.3772,0.596,25.7971,20.2106,0.2036
sec_contact_asym_mig_size	Round_3_Replicate_5	-63176.21	126368.42	181908.64	13290.31	7.7938,0.4511,0.543,0.1142,0.4586,3.463,2.971,0.2453
sec_contact_asym_mig_size	Round_3_Replicate_6	-48291.26	96598.52	246715.35	14788.97	1.3116,1.0401,1.7491,0.0709,0.4917,21.1716,12.3075,0.471
sec_contact_asym_mig_size	Round_3_Replicate_7	-28782.59	57581.18	196486.93	11734.4	5.6343,0.3301,0.8316,0.114,1.1279,17.9916,6.2448,0.4626
sec_contact_asym_mig_size	Round_3_Replicate_8	-91318.83	182653.66	274074.69	7472.91	2.2642,0.4525,0.7736,0.0876,0.433,2.7354,18.4233,0.4544
sec_contact_asym_mig_size	Round_3_Replicate_9	-30635.89	61287.78	86951.45	17384.04	0.8577,0.1466,0.9597,0.1248,1.3464,8.693,8.1182,0.8985
sec_contact_asym_mig_size	Round_3_Replicate_10	-48927.56	97871.12	138859.12	10299.76	1.0574,0.8881,3.3688,0.2362,1.7298,3.0234,4.1133,1.086
sec_contact_asym_mig_size	Round_3_Replicate_11	-55620.92	111257.84	675754.71	8751.38	2.6453,0.5789,2.6185,0.1709,0.3409,14.172,10.1551,0.3179
sec_contact_asym_mig_size	Round_3_Replicate_12	-30851.22	61718.44	74860.0	13654.74	5.8409,0.2288,0.9627,0.1525,0.416,6.7007,12.0206,1.3656
sec_contact_asym_mig_size	Round_3_Replicate_13	-105451.57	210919.14	50014424.12	8177.92	1.9602,0.1422,4.1829,0.6447,0.5849,14.4227,6.447,1.1677
sec_contact_asym_mig_size	Round_3_Replicate_14	-59362.57	118741.14	661723.01	16102.89	1.1609,0.41,1.6566,0.1648,0.7174,13.9873,3.9891,0.3327
sec_contact_asym_mig_size	Round_3_Replicate_15	-54488.73	108993.46	501691.61	13509.29	1.3239,0.486,0.3942,0.3899,1.4963,10.2725,14.4203,0.4581
sec_contact_asym_mig_size	Round_3_Replicate_16	-65798.44	131612.88	1380568.49	11980.76	3.8143,0.177,0.4059,0.3411,0.3684,17.3898,14.8463,0.2587
sec_contact_asym_mig_size	Round_3_Replicate_17	-40439.39	80894.78	111530.94	30811.65	1.453,0.4599,0.6633,0.1124,0.5609,9.6967,6.9387,1.3808
sec_contact_asym_mig_size	Round_3_Replicate_18	-78372.94	156761.88	458709.22	6649.4	1.6207,0.1519,2.2834,0.2897,1.1262,6.9848,11.8337,0.186
sec_contact_asym_mig_size	Round_3_Replicate_19	-51849.63	103715.26	710937.0	15400.22	1.1159,0.2181,0.962,0.2128,0.3393,13.5713,21.0878,0.4157
sec_contact_asym_mig_size	Round_3_Replicate_20	-35316.65	70649.3	195127.94	4409.13	6.7192,0.3336,2.7763,0.2343,0.3649,6.9974,21.2054,0.6272
sec_contact_asym_mig_size	Round_3_Replicate_21	-37861.87	75739.74	352640.18	17362.84	1.4976,0.3271,0.7036,0.4534,4.3067,4.7196,3.3138,0.9772
sec_contact_asym_mig_size	Round_3_Replicate_22	-65512.76	131041.52	198359.18	6960.32	4.8914,0.1702,0.689,0.0953,3.9477,2.0204,24.7847,0.6034
sec_contact_asym_mig_size	Round_3_Replicate_23	-53531.46	107078.92	264219.93	25559.42	1.8494,0.3147,0.6115,0.3596,0.3558,6.8395,12.7762,1.3459
sec_contact_asym_mig_size	Round_3_Replicate_24	-76465.33	152946.66	630847.58	21571.66	0.6089,0.8034,0.9997,0.1398,0.9299,14.6576,2.9206,0.1553
sec_contact_asym_mig_size	Round_3_Replicate_25	-30739.26	61494.52	85890.1	8138.81	7.5401,0.681,0.753,0.1623,3.1874,5.2568,5.0408,0.1668
sec_contact_asym_mig_size	Round_3_Replicate_26	-58814.09	117644.18	665852.41	5078.1	3.9047,0.5238,4.5517,0.4384,1.6325,6.8336,10.269,0.1934
sec_contact_asym_mig_size	Round_3_Replicate_27	-34256.56	68529.12	67395.47	9679.63	2.3385,0.2886,0.4922,0.1888,1.3431,4.3153,19.1893,0.7396
sec_contact_asym_mig_size	Round_3_Replicate_28	-49559.7	99135.4	133898.13	8587.76	5.1967,1.8852,2.8318,0.1118,1.9554,4.2423,7.1938,1.2522
sec_contact_asym_mig_size	Round_3_Replicate_29	-31779.32	63574.64	134786.41	12647.96	2.0151,1.1523,0.4019,0.1654,2.0055,12.1649,20.4981,0.5364
sec_contact_asym_mig_size	Round_3_Replicate_30	-24005.79	48027.58	63122.84	15125.68	3.3639,0.3682,0.3774,0.0466,1.6185,26.1169,26.8068,0.4111
sec_contact_asym_mig_size	Round_4_Replicate_1	-23738.2	47492.4	77585.0	8154.39	5.1195,0.5059,0.4522,0.0474,1.7368,27.8196,20.506,0.2178
sec_contact_asym_mig_size	Round_4_Replicate_2	-23647.95	47311.9	66424.25	9974.8	2.0007,0.3187,0.4486,0.0499,2.3333,23.1279,25.215,0.2771
sec_contact_asym_mig_size	Round_4_Replicate_3	-24287.28	48590.56	74207.57	17302.36	2.5859,0.5698,0.3668,0.0456,1.4421,29.6249,19.2435,0.3021
sec_contact_asym_mig_size	Round_4_Replicate_4	-23561.66	47139.32	63544.25	7709.65	7.126,0.2857,0.4829,0.0452,1.0901,26.2785,22.9905,0.273
sec_contact_asym_mig_size	Round_4_Replicate_5	-27108.38	54232.76	70339.43	27592.0	1.9007,0.2067,0.3438,0.0622,1.5015,19.4834,23.4877,0.6494
sec_contact_asym_mig_size	Round_4_Replicate_6	-24645.56	49307.12	68803.54	24581.13	1.8078,0.2291,0.3844,0.0421,1.9208,28.8429,28.7928,0.6312
sec_contact_asym_mig_size	Round_4_Replicate_7	-25213.81	50443.62	62859.54	10905.26	5.0615,0.4793,0.3056,0.0674,2.7004,18.6543,18.7206,0.3375
sec_contact_asym_mig_size	Round_4_Replicate_8	-23669.13	47354.26	64121.11	9773.67	5.3511,0.6542,0.6685,0.0378,1.4657,29.9905,28.0729,0.5114
sec_contact_asym_mig_size	Round_4_Replicate_9	-25920.78	51857.56	87661.94	9516.41	3.604,0.1867,0.7142,0.0584,0.9024,21.6636,22.6062,0.3029
