Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2)
sec_contact_asym_mig_size	Round_1_Replicate_1	-149153.82	298323.64	874965.58	15403.59	0.2544,0.9362,0.2406,3.0323,1.3563,4.4754,3.7665,0.1588
sec_contact_asym_mig_size	Round_1_Replicate_2	-127479.93	254975.86	1002063.64	22588.45	0.8525,1.6443,0.3485,7.7062,1.2511,4.2245,1.4972,2.1653
sec_contact_asym_mig_size	Round_1_Replicate_3	-97478.82	194973.64	380713.85	16740.87	6.296,0.6181,0.533,0.2762,0.2706,1.2094,1.6914,0.2815
sec_contact_asym_mig_size	Round_1_Replicate_4	-125001.36	250018.72	358838.88	10475.08	0.3294,3.1044,0.3513,4.2064,1.0424,0.8939,2.4046,3.2487
sec_contact_asym_mig_size	Round_1_Replicate_5	-134246.56	268509.12	3410931.94	8686.53	7.6417,6.9174,3.2978,8.1002,0.3659,0.8445,0.1505,0.8246
sec_contact_asym_mig_size	Round_1_Replicate_6	-117651.63	235319.26	2980014.09	14634.58	0.1844,2.5812,3.688,0.6205,0.6554,4.9624,0.1554,0.629
sec_contact_asym_mig_size	Round_1_Replicate_7	-94890.21	189796.42	387090.54	18528.51	0.5406,4.7617,1.2069,0.1772,0.5358,1.0091,0.9792,5.3297
sec_contact_asym_mig_size	Round_1_Replicate_8	-108812.52	217641.04	424709.7	65036.85	0.1861,2.9361,0.2274,0.4446,0.2189,7.5425,0.986,1.0398
sec_contact_asym_mig_size	Round_1_Replicate_9	-145722.57	291461.14	475742.88	15598.09	1.473,1.7378,0.228,2.6824,1.1365,0.2182,0.1651,1.4072
sec_contact_asym_mig_size	Round_1_Replicate_10	-102194.05	204404.1	2911869.4	20406.07	1.6116,0.5542,0.4281,5.9443,2.743,5.8545,0.7042,2.5716
sec_contact_asym_mig_size	Round_2_Replicate_1	-49697.19	99410.38	165398.76	27284.96	0.224,16.1776,0.5351,0.4568,1.9859,3.5082,0.7205,5.8497
sec_contact_asym_mig_size	Round_2_Replicate_2	-149213.14	298442.28	805313.15	41736.57	0.1484,2.139,0.3856,0.1177,0.301,1.1256,0.6083,4.1518
sec_contact_asym_mig_size	Round_2_Replicate_3	-138123.76	276263.52	679633.56	16679.92	0.9805,11.0515,0.8586,0.3738,0.21,0.3693,1.1638,14.6242
