Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nuB, nuF, TB, TF)
three_epoch	Round_2_Replicate_29	-36117.91	72243.82	69985.13	531499.52	1.4353,0.3589,2.5809,0.3493
three_epoch	Round_2_Replicate_30	-15148.48	30304.96	29459.35	277424.95	1.6323,0.351,7.4689,0.0627
three_epoch	Round_3_Replicate_1	-50310.61	100629.22	91095.71	182351.82	3.6856,1.3188,2.51,0.5936
three_epoch	Round_3_Replicate_2	-7732.18	15472.36	14639.24	120793.56	13.8363,0.5819,3.8767,0.1864
three_epoch	Round_3_Replicate_3	-12467.29	24942.58	24142.99	327598.0	1.3431,0.2299,7.0958,0.033
three_epoch	Round_3_Replicate_4	-27702.21	55412.42	51983.94	369075.79	1.1706,0.4497,4.4316,0.0986
three_epoch	Round_3_Replicate_5	-15157.28	30322.56	29153.88	204891.61	2.224,0.481,6.2427,0.0797
three_epoch	Round_3_Replicate_6	-8943.47	17894.94	17292.72	72165.93	8.8648,0.9034,10.2513,0.1794
three_epoch	Round_3_Replicate_7	-19816.19	39640.38	37414.34	280360.4	8.2712,0.4922,0.9553,0.1989
three_epoch	Round_3_Replicate_8	-5323.02	10654.04	10247.44	312966.48	7.1236,0.1407,0.737,0.0401
three_epoch	Round_3_Replicate_9	-28406.0	56820.0	54677.15	315143.2	1.5214,0.5305,7.6733,0.1783
three_epoch	Round_3_Replicate_10	-33514.88	67037.76	66684.48	789597.44	5.4942,0.2013,5.2855,0.4882
three_epoch	Round_3_Replicate_11	-3725.61	7459.22	7017.37	88248.84	12.0883,0.3097,6.0545,0.0716
three_epoch	Round_3_Replicate_12	-33746.92	67501.84	66872.54	1678534.28	2.1088,0.0987,1.3601,0.2273
three_epoch	Round_3_Replicate_13	-20346.53	40701.06	37329.08	112247.31	5.0986,0.7615,4.9827,0.1016
three_epoch	Round_3_Replicate_14	-3502.58	7013.16	6679.26	162975.47	9.208,0.184,2.6695,0.051
three_epoch	Round_3_Replicate_15	-82802.78	165613.56	147620.42	194087.07	5.6001,1.4835,1.0077,0.5544
three_epoch	Round_3_Replicate_16	-32917.63	65843.26	60223.79	174360.4	2.9062,1.0488,3.7078,0.2416
three_epoch	Round_3_Replicate_17	-6446.08	12900.16	12498.15	280117.3	5.3465,0.1932,1.082,0.0559
three_epoch	Round_3_Replicate_18	-43373.23	86754.46	78489.76	117189.59	3.1984,1.4436,11.478,0.1191
three_epoch	Round_3_Replicate_19	-13625.79	27259.58	25761.15	295364.73	7.2263,0.3579,0.819,0.1208
three_epoch	Round_3_Replicate_20	-10924.68	21857.36	20765.79	277273.2	6.203,0.3235,1.0058,0.1027
three_epoch	Round_3_Replicate_21	-61557.66	123123.32	111256.65	100974.03	3.5285,1.3137,11.0344,0.0419
three_epoch	Round_3_Replicate_22	-34680.26	69368.52	63185.32	189542.33	7.4283,1.0196,1.8223,0.4313
three_epoch	Round_3_Replicate_23	-24226.7	48461.4	45396.76	361605.7	1.8468,0.4272,0.6337,0.1197
three_epoch	Round_3_Replicate_24	-13573.86	27155.72	25549.39	251894.55	16.8455,0.4236,1.1096,0.1609
three_epoch	Round_3_Replicate_25	-3764.07	7536.14	7265.09	259241.17	13.1819,0.1172,1.1586,0.0374
three_epoch	Round_3_Replicate_26	-37684.09	75376.18	68856.24	287281.95	2.8091,0.7094,0.9661,0.2651
three_epoch	Round_3_Replicate_27	-33494.5	66997.0	66896.14	1730242.02	3.8634,0.0873,1.6233,0.2207
three_epoch	Round_3_Replicate_28	-33481.2	66970.4	66696.88	1523858.43	3.834,0.1028,3.1371,0.2781
three_epoch	Round_3_Replicate_29	-8679.36	17366.72	16679.37	272479.97	4.7878,0.2686,1.1491,0.0778
three_epoch	Round_3_Replicate_30	-34108.69	68225.38	62960.96	352003.62	1.5249,0.5456,0.8611,0.1602
three_epoch	Round_3_Replicate_31	-6048.71	12105.42	11870.37	258977.44	7.2627,0.1729,1.3185,0.0553
three_epoch	Round_3_Replicate_32	-5959.88	11927.76	11348.37	313092.7	6.3453,0.1571,0.7011,0.0425
three_epoch	Round_3_Replicate_33	-89766.33	179540.66	159914.48	272721.92	1.502,1.1425,0.8229,0.3224
three_epoch	Round_3_Replicate_34	-17660.04	35328.08	33339.8	331361.13	1.8472,0.3668,0.9816,0.083
three_epoch	Round_3_Replicate_35	-40484.97	80977.94	73716.42	308612.2	4.3535,0.688,0.6097,0.2957
three_epoch	Round_3_Replicate_36	-43971.85	87951.7	79430.11	157719.27	4.6712,1.3941,2.7938,0.5087
three_epoch	Round_3_Replicate_37	-50685.53	101379.06	91043.57	235895.73	3.6536,1.0039,1.1849,0.4039
three_epoch	Round_3_Replicate_38	-11521.76	23051.52	22605.46	459571.26	0.9754,0.1425,0.7528,0.0222
three_epoch	Round_3_Replicate_39	-25437.24	50882.48	48210.11	130387.59	4.3517,1.2213,6.0936,0.3597
three_epoch	Round_3_Replicate_40	-6773.17	13554.34	12966.82	123211.03	10.0433,0.4949,4.0562,0.1416
three_epoch	Round_3_Replicate_41	-83721.0	167450.0	149023.17	211663.37	4.2488,1.4208,0.9175,0.6653
three_epoch	Round_3_Replicate_42	-6079.08	12166.16	11714.93	63181.28	14.2703,0.7958,9.795,0.19
three_epoch	Round_3_Replicate_43	-33394.68	66797.36	66660.75	880222.79	1.2928,0.1727,3.3609,0.2266
three_epoch	Round_3_Replicate_44	-74409.65	148827.3	132819.1	322685.7	1.0962,0.8997,6.9984,0.2482
three_epoch	Round_3_Replicate_45	-15755.91	31519.82	29010.58	309876.18	11.6631,0.337,0.5368,0.0975
three_epoch	Round_3_Replicate_46	-6230.83	12469.66	12002.99	95262.89	5.5814,0.26,8.7356,0.0351
three_epoch	Round_3_Replicate_47	-3242.46	6492.92	6094.39	161704.12	11.0433,0.1599,2.5468,0.0448
three_epoch	Round_3_Replicate_48	-6187.25	12382.5	11845.6	158339.25	4.2559,0.2617,3.6247,0.0471
three_epoch	Round_3_Replicate_49	-12587.54	25183.08	24262.71	136493.51	3.7163,0.6206,6.729,0.1076
three_epoch	Round_3_Replicate_50	-55331.33	110670.66	98741.75	207259.35	5.8001,1.1649,1.2089,0.462
three_epoch	Round_4_Replicate_1	-2269.82	4547.64	4269.49	137091.48	8.9584,0.083,3.4583,0.02
three_epoch	Round_4_Replicate_2	-4119.64	8247.28	7840.6	140531.24	12.2655,0.2729,3.2059,0.0812
three_epoch	Round_4_Replicate_3	-2745.86	5499.72	5245.58	241556.57	13.6389,0.081,1.3139,0.0251
three_epoch	Round_4_Replicate_4	-2247.5	4503.0	4225.49	101439.89	22.2489,0.164,4.7632,0.0506
three_epoch	Round_4_Replicate_5	-2864.91	5737.82	5421.45	212672.97	11.2491,0.1053,1.645,0.0312
three_epoch	Round_4_Replicate_6	-3819.1	7646.2	7283.71	230363.58	7.8826,0.1418,1.4779,0.0402
three_epoch	Round_4_Replicate_7	-4997.95	10003.9	9473.49	217443.3	7.9297,0.2056,1.6106,0.0587
three_epoch	Round_4_Replicate_8	-3849.13	7706.26	7351.77	264871.66	3.6224,0.095,1.2853,0.0203
three_epoch	Round_4_Replicate_9	-3104.29	6216.58	5902.42	209391.68	19.3263,0.1272,1.6594,0.0418
three_epoch	Round_4_Replicate_10	-3892.19	7792.38	7357.8	156535.47	12.7945,0.2268,2.6715,0.0683
three_epoch	Round_4_Replicate_11	-2143.71	4295.42	4023.84	99288.05	22.4593,0.1509,4.8915,0.0463
three_epoch	Round_4_Replicate_12	-3572.58	7153.16	6715.29	226749.94	6.6592,0.1126,1.4836,0.0285
three_epoch	Round_4_Replicate_13	-2185.58	4379.16	4126.13	128309.29	11.3573,0.0978,3.7186,0.0259
three_epoch	Round_4_Replicate_14	-4384.35	8776.7	8430.45	234405.19	9.3312,0.1657,1.4371,0.0509
three_epoch	Round_4_Replicate_15	-2315.09	4638.18	4382.19	112052.78	20.889,0.1574,4.2512,0.0496
three_epoch	Round_4_Replicate_16	-3056.22	6120.44	5790.31	150565.77	7.833,0.145,3.0728,0.0352
three_epoch	Round_4_Replicate_17	-2771.82	5551.64	5274.59	137009.01	13.5129,0.1644,3.3343,0.0487
three_epoch	Round_4_Replicate_18	-3792.64	7593.28	7195.94	195605.81	11.3855,0.1745,1.8998,0.0529
three_epoch	Round_4_Replicate_19	-4180.99	8369.98	8019.25	244030.79	12.7534,0.1521,1.2841,0.0486
three_epoch	Round_4_Replicate_20	-4898.68	9805.36	9296.31	193729.29	7.3063,0.2246,2.025,0.0611
three_epoch	Round_4_Replicate_21	-2147.12	4302.24	4024.54	111340.4	12.9452,0.1051,4.3986,0.0274
three_epoch	Round_4_Replicate_22	-4214.94	8437.88	8191.78	250880.44	4.3414,0.1133,1.4873,0.0279
three_epoch	Round_4_Replicate_23	-3946.53	7901.06	7470.09	203885.22	7.2413,0.1623,1.8404,0.0431
three_epoch	Round_4_Replicate_24	-2988.8	5985.6	5661.6	200962.09	9.3748,0.1179,1.8532,0.0334
three_epoch	Round_4_Replicate_25	-3664.43	7336.86	6959.03	103750.9	9.3522,0.2538,5.2115,0.0565
three_epoch	Round_4_Replicate_26	-2830.96	5669.92	5390.62	93071.07	15.0844,0.2365,5.6162,0.0643
three_epoch	Round_4_Replicate_27	-2832.26	5672.52	5336.32	191317.03	10.8204,0.1133,1.9659,0.0326
three_epoch	Round_4_Replicate_28	-2126.33	4260.66	4018.05	155424.41	9.0044,0.0673,2.8943,0.0174
three_epoch	Round_4_Replicate_29	-2768.56	5545.12	5231.43	209934.89	12.82,0.102,1.6652,0.0308
three_epoch	Round_4_Replicate_30	-2996.89	6001.78	5695.74	204739.57	21.1583,0.1246,1.722,0.0414
three_epoch	Round_4_Replicate_31	-2672.1	5352.2	5068.83	170573.0	17.3191,0.1286,2.3486,0.0414
three_epoch	Round_4_Replicate_32	-4442.67	8893.34	8483.27	211708.75	29.0964,0.1979,1.6075,0.0701
three_epoch	Round_4_Replicate_33	-2766.48	5540.96	5275.04	113298.3	14.5826,0.1939,4.3415,0.0561
three_epoch	Round_4_Replicate_34	-3224.36	6456.72	6111.27	236102.18	5.6285,0.0963,1.4571,0.0237
three_epoch	Round_4_Replicate_35	-4402.22	8812.44	8408.76	203519.04	9.2088,0.1973,1.8375,0.0589
three_epoch	Round_4_Replicate_36	-3194.2	6396.4	6040.34	237264.54	6.6824,0.0983,1.391,0.0255
three_epoch	Round_4_Replicate_37	-3005.06	6018.12	5663.39	202118.2	22.3041,0.1227,1.7144,0.04
three_epoch	Round_4_Replicate_38	-3764.16	7536.32	7197.16	163907.97	6.3612,0.1745,2.8563,0.0411
three_epoch	Round_4_Replicate_39	-4649.55	9307.1	8869.66	235898.55	5.6954,0.1683,1.4739,0.044
three_epoch	Round_4_Replicate_40	-3946.92	7901.84	7584.47	149826.81	5.4895,0.1647,3.5563,0.0335
three_epoch	Round_4_Replicate_41	-3605.5	7219.0	6869.27	219377.98	8.8086,0.1408,1.603,0.0407
three_epoch	Round_4_Replicate_42	-2277.67	4563.34	4277.68	123194.76	18.5949,0.1338,3.7031,0.0408
three_epoch	Round_4_Replicate_43	-3595.95	7199.9	6898.94	134883.97	8.6695,0.2109,3.6719,0.0537
three_epoch	Round_4_Replicate_44	-2996.0	6000.0	5708.01	114853.35	12.0201,0.2068,4.3416,0.0557
three_epoch	Round_4_Replicate_45	-2193.73	4395.46	4127.71	149396.62	16.3501,0.101,2.8583,0.031
three_epoch	Round_4_Replicate_46	-2755.95	5519.9	5201.43	104514.34	22.7394,0.2292,4.5659,0.0727
three_epoch	Round_4_Replicate_47	-6143.5	12295.0	11839.41	209234.03	7.3997,0.2629,1.8481,0.0792
three_epoch	Round_4_Replicate_48	-2631.36	5270.72	5018.13	114956.59	8.5062,0.1081,4.6909,0.0238
three_epoch	Round_4_Replicate_49	-3819.94	7647.88	7249.58	124783.09	7.3782,0.2113,4.1884,0.0452
three_epoch	Round_4_Replicate_50	-2526.75	5061.5	4757.36	113130.91	14.4801,0.1646,4.2485,0.0458
three_epoch	Round_4_Replicate_51	-4036.9	8081.8	7649.38	140372.63	11.9647,0.2633,3.1852,0.0766
three_epoch	Round_4_Replicate_52	-3673.23	7354.46	6991.44	168639.15	15.56,0.2031,2.3945,0.0657
three_epoch	Round_4_Replicate_53	-3187.41	6382.82	6133.56	113492.2	8.1866,0.1561,4.9175,0.0344
three_epoch	Round_4_Replicate_54	-2549.55	5107.1	4811.84	137936.72	12.2689,0.1372,3.2825,0.0385
three_epoch	Round_4_Replicate_55	-4582.99	9173.98	8777.7	233669.53	23.7586,0.1811,1.3553,0.0627
three_epoch	Round_4_Replicate_56	-2684.85	5377.7	5084.41	100211.08	22.3402,0.2307,4.8696,0.0727
three_epoch	Round_4_Replicate_57	-2302.94	4613.88	4362.66	115258.53	13.6612,0.1317,4.2489,0.0365
three_epoch	Round_4_Replicate_58	-2301.84	4611.68	4357.16	123616.92	17.3139,0.1364,3.7692,0.0417
three_epoch	Round_4_Replicate_59	-4150.23	8308.46	7812.38	140546.49	10.0609,0.2495,3.186,0.0664
three_epoch	Round_4_Replicate_60	-2146.23	4300.46	4053.21	92363.02	16.7411,0.1415,5.5819,0.039
three_epoch	Round_4_Replicate_61	-4742.75	9493.5	9072.51	225366.47	9.6315,0.1923,1.5192,0.0591
three_epoch	Round_4_Replicate_62	-4155.34	8318.68	7892.63	185977.5	6.6008,0.1867,2.2286,0.0472
three_epoch	Round_4_Replicate_63	-5031.34	10070.68	9644.15	236385.78	7.4889,0.1907,1.4294,0.056
three_epoch	Round_4_Replicate_64	-2933.55	5875.1	5558.72	131809.81	19.134,0.1981,3.3923,0.0635
three_epoch	Round_4_Replicate_65	-3334.24	6676.48	6325.03	235084.16	15.4744,0.1191,1.3319,0.0374
three_epoch	Round_4_Replicate_66	-4688.59	9385.18	8918.86	234879.11	10.1062,0.1806,1.368,0.055
three_epoch	Round_4_Replicate_67	-2432.99	4873.98	4585.11	160062.58	17.2045,0.1161,2.5625,0.0364
three_epoch	Round_4_Replicate_68	-3416.64	6841.28	6507.54	238833.58	10.4909,0.1193,1.3368,0.0357
three_epoch	Round_4_Replicate_69	-4233.86	8475.72	8111.37	233307.43	25.5304,0.1658,1.3604,0.0573
three_epoch	Round_4_Replicate_70	-2752.89	5513.78	5243.04	130076.43	15.636,0.1749,3.5539,0.0536
three_epoch	Round_4_Replicate_71	-2139.49	4286.98	4044.03	103852.27	19.581,0.1392,4.7288,0.0421
three_epoch	Round_4_Replicate_72	-4386.9	8781.8	8384.95	161061.36	9.5581,0.2488,2.7101,0.0717
three_epoch	Round_4_Replicate_73	-3849.98	7707.96	7310.82	177798.35	7.5439,0.1828,2.3526,0.0479
three_epoch	Round_4_Replicate_74	-2382.35	4772.7	4500.72	166552.17	8.5898,0.0873,2.5876,0.0226
three_epoch	Round_4_Replicate_75	-2817.54	5643.08	5330.3	130856.53	9.1375,0.1467,3.7047,0.0358
three_epoch	Round_4_Replicate_76	-2859.36	5726.72	5396.53	166437.99	18.003,0.1456,2.3947,0.0466
three_epoch	Round_4_Replicate_77	-2676.32	5360.64	5100.4	109026.29	25.2002,0.21,4.3955,0.0702
three_epoch	Round_4_Replicate_78	-3286.16	6580.32	6261.13	200789.6	12.9298,0.1424,1.8296,0.0445
three_epoch	Round_4_Replicate_79	-4322.13	8652.26	8290.33	217703.2	16.5702,0.1831,1.5801,0.0617
three_epoch	Round_4_Replicate_80	-2396.31	4800.62	4559.38	195098.9	13.26,0.0834,1.9461,0.0257
three_epoch	Round_4_Replicate_81	-4713.01	9434.02	9064.57	185038.06	17.5089,0.24,2.1003,0.0835
three_epoch	Round_4_Replicate_82	-2674.71	5357.42	5037.02	124413.2	12.1204,0.1577,3.7854,0.0424
three_epoch	Round_4_Replicate_83	-3133.01	6274.02	5983.51	169967.57	9.4112,0.15,2.5081,0.0422
three_epoch	Round_4_Replicate_84	-2964.85	5937.7	5655.26	120844.77	15.299,0.2092,3.9464,0.063
three_epoch	Round_4_Replicate_85	-2571.98	5151.96	4853.21	215279.23	13.5062,0.0863,1.5864,0.0261
three_epoch	Round_4_Replicate_86	-2641.8	5291.6	5058.36	243391.91	12.6202,0.0702,1.3144,0.0216
three_epoch	Round_4_Replicate_87	-2368.52	4745.04	4503.43	114567.43	20.7903,0.1562,4.164,0.0498
three_epoch	Round_4_Replicate_88	-2951.87	5911.74	5580.79	176044.02	21.3825,0.1454,2.1835,0.0481
three_epoch	Round_4_Replicate_89	-5360.03	10728.06	10338.33	223622.07	7.94,0.2143,1.6184,0.0653
three_epoch	Round_4_Replicate_90	-4328.78	8665.56	8238.47	228849.12	10.2933,0.1705,1.4435,0.0518
three_epoch	Round_4_Replicate_91	-2836.15	5680.3	5381.9	222311.32	12.4443,0.0993,1.5176,0.0302
three_epoch	Round_4_Replicate_92	-5018.86	10045.72	9522.87	207822.46	11.1186,0.2234,1.6997,0.0695
three_epoch	Round_4_Replicate_93	-4105.68	8219.36	7768.42	154869.8	19.4064,0.2523,2.646,0.084
three_epoch	Round_4_Replicate_94	-2859.7	5727.4	5419.86	206614.27	8.9175,0.1053,1.7794,0.0295
three_epoch	Round_4_Replicate_95	-2638.68	5285.36	5000.95	174631.77	8.3307,0.1044,2.4106,0.0275
three_epoch	Round_4_Replicate_96	-2578.28	5164.56	4898.68	145565.67	6.9816,0.0862,3.3864,0.0191
three_epoch	Round_4_Replicate_97	-2874.11	5756.22	5430.32	132717.19	9.6004,0.1556,3.5799,0.0391
three_epoch	Round_4_Replicate_98	-2650.42	5308.84	5051.58	215078.76	9.8194,0.0873,1.6732,0.0255
three_epoch	Round_4_Replicate_99	-2517.15	5042.3	4729.3	172441.81	9.7887,0.0971,2.3591,0.0263
three_epoch	Round_4_Replicate_100	-4787.15	9582.3	9185.28	208066.08	6.392,0.2011,1.8845,0.0546
