Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, T1, T2)
bottle_schange	Round_2_Replicate_6	-2063972.64	4127961.28	19241013.94	336048.48	0.4069,0.3155,0.5406,0.2894,2.9575,0.1757,0.4086,0.1729
bottle_schange	Round_2_Replicate_7	-1190958.13	2381932.26	4449262.14	334716.92	0.1657,1.1873,0.3464,0.3934,3.6449,0.2974,0.1608,0.183
bottle_schange	Round_2_Replicate_8	-1748585.68	3497187.36	11051001.34	315587.81	0.1429,0.7809,0.3861,0.2039,2.2215,0.9223,0.1991,0.2614
bottle_schange	Round_2_Replicate_9	-2272920.29	4545856.58	19017424.65	233091.82	0.9986,0.8328,0.1622,0.6112,16.6503,0.1361,0.1452,0.4898
bottle_schange	Round_2_Replicate_10	-4739985.1	9479986.2	646401407.49	328309.5	0.1266,0.2499,0.9263,0.425,3.5418,0.2512,0.5063,0.2439
bottle_schange	Round_2_Replicate_11	-1191601.31	2383218.62	4290563.4	237236.57	0.5549,0.9389,0.5024,0.4141,10.3105,0.5118,0.2747,0.2568
bottle_schange	Round_2_Replicate_12	-1817364.39	3634744.78	11533997.17	308828.37	0.2297,2.3219,0.4911,0.2343,4.0643,0.1359,0.1262,0.3104
bottle_schange	Round_2_Replicate_13	-1477965.44	2955946.88	7090403.98	472563.01	0.1453,0.4793,0.1301,0.2816,3.7566,0.0837,0.1961,0.092
bottle_schange	Round_2_Replicate_14	-644492.42	1289000.84	1412117.61	360569.15	0.2599,1.7357,0.7292,0.1204,10.4063,0.1648,0.0882,0.0862
bottle_schange	Round_2_Replicate_15	-4014423.91	8028863.82	214524009.05	271535.71	0.1675,2.3945,0.4,0.2397,11.3214,0.5806,0.8372,0.0655
bottle_schange	Round_2_Replicate_16	-5269443.46	10538902.92	1131884943.81	202684.79	0.5439,1.436,0.2993,0.1635,13.3396,0.1182,0.8775,0.5873
bottle_schange	Round_2_Replicate_17	-3058310.01	6116636.02	53556840.77	274839.52	0.5248,3.3037,0.1934,0.105,13.4315,0.1087,0.0769,0.365
bottle_schange	Round_2_Replicate_18	-8182607.26	16365230.52	218481484805.58	226500.19	0.0939,0.7831,0.2021,0.3777,18.0589,0.1496,0.8215,0.5074
bottle_schange	Round_2_Replicate_19	-5177692.73	10355401.46	1140746286.81	305496.77	0.2235,0.4075,0.3812,0.5307,5.9406,0.0773,0.7963,0.2907
bottle_schange	Round_2_Replicate_20	-5572201.15	11144418.3	2437642183.09	221894.08	0.0938,1.7884,0.8706,0.086,5.1228,0.1308,0.0573,0.7264
bottle_schange	Round_2_Replicate_21	-1509950.25	3019916.5	8270716.65	336368.54	0.3318,2.8277,0.2819,0.0885,16.7856,0.1817,0.5446,0.0659
bottle_schange	Round_2_Replicate_22	-3049531.15	6099078.3	61629669.06	168613.25	0.6833,2.1453,0.9232,0.1969,10.152,0.2891,0.1,0.7567
bottle_schange	Round_2_Replicate_23	-2093477.01	4186970.02	15593453.36	345906.14	0.0857,2.5719,1.1856,0.1476,3.3349,0.1627,0.1067,0.2505
bottle_schange	Round_2_Replicate_24	-462306.6	924629.2	862750.19	353571.93	0.3516,0.9828,1.8792,1.0688,3.9214,0.0811,0.1199,0.0517
bottle_schange	Round_2_Replicate_25	-970748.2	1941512.4	2729523.72	270218.32	0.1896,1.0658,0.4161,0.9307,5.7658,0.3633,0.0865,0.2709
bottle_schange	Round_2_Replicate_26	-3382725.43	6765466.86	134491499.43	267235.8	0.2345,0.3166,0.3353,1.0607,2.678,0.3232,0.4542,0.533
bottle_schange	Round_2_Replicate_27	-3348977.97	6697971.94	76082842.46	210672.72	0.2762,0.2771,0.7881,0.276,24.5186,0.2078,0.3026,0.4276
bottle_schange	Round_2_Replicate_28	-2932943.38	5865902.76	47897121.71	335323.61	0.1552,2.0545,0.7859,0.0838,5.815,0.2472,0.361,0.2081
bottle_schange	Round_2_Replicate_29	-2287469.38	4574954.76	26921309.44	419214.62	0.2731,0.5552,0.1861,0.1477,1.8674,0.1734,0.6137,0.052
bottle_schange	Round_2_Replicate_30	-1373641.28	2747298.56	6743709.32	298180.49	0.3773,1.6181,1.044,1.1678,5.3347,0.0955,0.5295,0.0887
bottle_schange	Round_3_Replicate_1	-652545.49	1305106.98	1357996.37	311218.7	0.6884,1.8913,3.2718,1.2608,6.1184,0.0515,0.0602,0.0769
bottle_schange	Round_3_Replicate_2	-600271.19	1200558.38	1258525.75	295317.7	1.1459,2.1316,5.0283,0.4723,1.1636,0.1353,0.0924,0.1034
bottle_schange	Round_3_Replicate_3	-1129025.44	2258066.88	3648103.88	431008.69	0.1507,1.275,5.1708,3.0996,14.2808,0.0293,0.2189,0.019
bottle_schange	Round_3_Replicate_4	-399444.15	798904.3	759605.12	369009.26	0.4703,0.4768,1.7722,3.4954,8.7581,0.0303,0.1166,0.0278
bottle_schange	Round_3_Replicate_5	-436857.11	873730.22	844448.79	385199.2	0.2671,2.3133,6.94,0.9146,1.4494,0.0379,0.0752,0.0597
bottle_schange	Round_3_Replicate_6	-460084.21	920184.42	956111.68	405498.27	0.2805,0.5991,4.509,0.3229,2.0531,0.0819,0.1665,0.0106
bottle_schange	Round_3_Replicate_7	-821103.15	1642222.3	1917524.04	355981.33	0.211,1.7507,0.5087,4.207,1.8886,0.1061,0.1845,0.034
bottle_schange	Round_3_Replicate_8	-583149.61	1166315.22	1422336.9	338928.55	1.1463,0.339,4.0647,1.9154,2.8995,0.0202,0.0834,0.0143
bottle_schange	Round_3_Replicate_9	-1102390.67	2204797.34	12707602.41	285848.75	0.4981,3.9128,6.7095,3.0507,7.1562,0.2923,0.0714,0.0675
