Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, T1, T2)
bottle_schange	Round_2_Replicate_8	-2741499.84	5483015.68	66235685.52	273768.82	0.6289,0.454,1.5157,9.9205,0.6658,0.1823,0.4887,1.0186
bottle_schange	Round_2_Replicate_9	-2783794.68	5567605.36	62100712.74	408803.9	0.2333,0.4897,3.9967,4.3238,0.1917,0.1534,0.4551,0.4899
bottle_schange	Round_2_Replicate_10	-1724086.44	3448188.88	13193151.08	295112.94	0.2008,5.3281,1.436,1.2884,0.3749,0.6476,0.0994,0.8628
bottle_schange	Round_2_Replicate_11	-1470396.33	2940808.66	7987103.16	191377.64	0.2505,1.0523,4.3668,2.4764,1.2522,1.4446,0.2568,0.588
bottle_schange	Round_2_Replicate_12	-1654821.78	3309659.56	13566465.96	277781.05	0.3251,5.7006,13.3563,0.923,0.3524,0.4282,0.4946,0.464
bottle_schange	Round_2_Replicate_13	-1104774.5	2209565.0	2695236.06	198730.85	0.1215,2.5901,4.8322,14.3208,1.6653,1.1887,0.0644,0.3844
bottle_schange	Round_2_Replicate_14	-1755087.81	3510191.62	15856641.94	274622.98	0.4941,2.0032,6.577,4.2913,0.5327,0.1895,0.2551,0.9551
bottle_schange	Round_2_Replicate_15	-1467408.45	2934832.9	8778607.86	250181.5	0.2773,1.416,4.5323,2.2014,1.1898,0.3138,0.3513,0.3658
bottle_schange	Round_2_Replicate_16	-2688491.82	5376999.64	46471969.74	275913.71	0.1983,3.4474,11.9804,13.6338,0.1522,0.3459,0.5613,0.4162
bottle_schange	Round_2_Replicate_17	-756851.1	1513718.2	2211371.46	418909.36	0.1563,0.4794,1.8679,10.0397,0.158,0.1708,0.0988,0.1831
bottle_schange	Round_2_Replicate_18	-451032.6	902081.2	958943.39	394206.68	0.1265,0.8996,8.9504,0.895,0.1984,0.2877,0.0581,0.1286
bottle_schange	Round_2_Replicate_19	-5727364.03	11454744.06	3937365814.4	271041.82	0.143,0.7162,3.5607,12.0842,0.1578,0.4812,0.5875,1.4715
bottle_schange	Round_2_Replicate_20	-836559.33	1673134.66	2153016.02	304873.42	0.0889,0.8234,12.3351,1.8071,1.4842,0.1351,0.0423,0.2227
bottle_schange	Round_2_Replicate_21	-637516.35	1275048.7	1613891.55	295433.16	0.2561,4.0608,3.2496,1.0185,0.8617,0.6221,0.0377,0.1613
bottle_schange	Round_2_Replicate_22	-3141977.18	6283970.36	97129611.56	243588.76	0.6186,0.4837,3.1311,1.8144,0.9962,0.1393,0.039,1.3791
bottle_schange	Round_2_Replicate_23	-724371.74	1448759.48	1637492.66	235208.89	1.1191,1.0118,11.9021,1.3604,0.5784,1.4471,0.3474,0.1025
bottle_schange	Round_2_Replicate_24	-955846.39	1911708.78	4867571.69	244132.83	1.1874,1.4403,5.5383,14.1146,1.333,0.4371,0.1472,0.106
bottle_schange	Round_2_Replicate_25	-318432.31	636880.62	678121.47	352351.9	1.0508,2.6878,5.77,9.3827,0.2155,0.1367,0.0782,0.2115
bottle_schange	Round_2_Replicate_26	-1452756.33	2905528.66	8176557.33	205611.48	0.1335,5.5143,12.8016,1.2223,1.5511,0.2973,0.0504,0.7486
bottle_schange	Round_2_Replicate_27	-2112105.11	4224226.22	23470697.48	193654.64	0.4045,0.4043,16.8698,11.05,1.1821,0.1432,0.0813,1.3047
bottle_schange	Round_2_Replicate_28	-856340.23	1712696.46	2601139.5	224554.82	0.7891,6.882,2.3194,0.9629,0.6433,1.181,0.3948,0.3104
bottle_schange	Round_2_Replicate_29	-3400905.65	6801827.3	150639629.2	291875.09	0.3193,1.4296,14.8256,13.4711,0.3221,0.1493,0.5571,1.3477
bottle_schange	Round_2_Replicate_30	-3801534.46	7603084.92	165501438.55	312350.99	0.1259,0.7633,2.3555,2.2365,0.1391,0.7013,0.1799,1.1588
bottle_schange	Round_3_Replicate_1	-563063.28	1126142.56	1708198.86	346252.37	1.7212,1.062,1.7146,10.2074,0.2084,0.1391,0.2607,0.2358
bottle_schange	Round_3_Replicate_2	-278937.8	557891.6	577882.2	376672.88	0.7367,8.9417,15.1506,3.5695,0.1809,0.109,0.0233,0.1637
bottle_schange	Round_3_Replicate_3	-457845.11	915706.22	1235510.43	337836.3	0.3043,1.7382,26.9902,12.363,0.201,0.1951,0.0394,0.4024
bottle_schange	Round_3_Replicate_4	-493261.22	986538.44	909027.06	303887.58	1.5792,3.9453,13.2823,12.9743,0.1604,0.2513,0.2728,0.054
bottle_schange	Round_3_Replicate_5	-443486.18	886988.36	986480.58	314691.79	0.4451,4.5647,3.6115,12.9067,0.4942,0.132,0.1235,0.2039
bottle_schange	Round_3_Replicate_6	-205994.96	412005.92	413911.75	433549.83	1.7843,1.1538,12.9943,12.1956,0.0792,0.0499,0.056,0.0863
bottle_schange	Round_3_Replicate_7	-395370.5	790757.0	837545.31	341178.48	1.6612,3.4517,9.9621,20.9838,0.3159,0.0412,0.0737,0.119
bottle_schange	Round_3_Replicate_8	-801645.37	1603306.74	2490284.39	378346.04	1.7284,7.022,1.7672,24.9484,0.1404,0.1481,0.1626,0.3584
bottle_schange	Round_3_Replicate_9	-393244.07	786504.14	751826.2	350523.53	0.7011,4.3091,16.9647,3.9458,0.0809,0.1247,0.1873,0.0877
bottle_schange	Round_3_Replicate_10	-1035926.49	2071868.98	4996943.35	302362.78	0.4073,9.5741,8.612,6.2922,0.3751,0.2011,0.1259,0.7165
bottle_schange	Round_3_Replicate_11	-328640.67	657297.34	801635.81	512513.76	4.0583,0.9939,2.7572,3.1439,0.0787,0.0481,0.0249,0.1337
bottle_schange	Round_3_Replicate_12	-717082.58	1434181.16	2067218.2	480258.48	0.4955,9.1342,2.3059,5.2808,0.0803,0.0932,0.1035,0.2204
bottle_schange	Round_3_Replicate_13	-1281142.15	2562300.3	5864280.1	511766.12	0.7987,1.3136,5.6008,2.4372,0.1002,0.1111,0.0392,0.4674
bottle_schange	Round_3_Replicate_14	-557740.5	1115497.0	1511424.25	434384.86	0.3639,10.6208,10.382,24.5356,0.0754,0.0554,0.1746,0.1446
bottle_schange	Round_3_Replicate_15	-420915.36	841846.72	873270.08	316460.27	1.3781,0.9551,14.1973,13.8622,0.1689,0.2544,0.1394,0.215
bottle_schange	Round_3_Replicate_16	-347882.69	695781.38	622844.26	405711.63	0.3355,6.9187,21.8819,10.0985,0.0714,0.1188,0.0567,0.1045
bottle_schange	Round_3_Replicate_17	-229039.33	458094.66	440683.43	432999.59	2.5847,4.2882,2.5514,4.1721,0.0935,0.0777,0.0532,0.1076
bottle_schange	Round_3_Replicate_18	-877425.79	1754867.58	6784943.33	307628.99	3.9917,2.8894,3.7009,27.8703,0.1944,0.5097,0.0558,0.1199
bottle_schange	Round_3_Replicate_19	-539209.99	1078435.98	1083209.22	327866.07	0.6402,1.1461,7.9389,17.4667,0.1273,0.2989,0.1638,0.1636
bottle_schange	Round_3_Replicate_20	-488039.16	976094.32	1372831.41	368094.17	0.5417,8.8749,2.2284,2.4407,0.3071,0.1825,0.0422,0.3256
bottle_schange	Round_3_Replicate_21	-2140008.71	4280033.42	13330292.51	328014.2	1.4773,1.2555,3.5334,11.6699,0.0831,0.5118,0.1099,0.6957
bottle_schange	Round_3_Replicate_22	-236038.17	472092.34	491113.77	401874.15	3.6203,1.6265,4.0554,7.8829,0.1105,0.067,0.0922,0.1162
bottle_schange	Round_3_Replicate_23	-660119.09	1320254.18	1823739.12	269096.29	0.5387,11.0314,20.5956,4.1244,0.654,0.1489,0.0449,0.3918
bottle_schange	Round_3_Replicate_24	-1033252.75	2066521.5	4848579.21	283427.12	2.8084,1.5146,6.3499,4.8101,0.3402,0.3143,0.1572,0.8132
bottle_schange	Round_3_Replicate_25	-244172.44	488360.88	485595.6	408869.01	1.7196,0.9631,8.1379,6.0882,0.118,0.1053,0.0319,0.1542
bottle_schange	Round_3_Replicate_26	-506079.31	1012174.62	983305.3	302457.47	1.5314,8.2879,5.5672,9.8796,0.1241,0.2156,0.2084,0.1284
bottle_schange	Round_3_Replicate_27	-470333.92	940683.84	972128.96	290166.54	0.9221,3.889,19.9768,14.3147,0.2223,0.2076,0.1797,0.1662
bottle_schange	Round_3_Replicate_28	-1426749.79	2853515.58	8283073.64	309632.37	2.961,0.8072,3.6664,14.9028,0.5813,0.0695,0.1193,0.619
bottle_schange	Round_3_Replicate_29	-303660.95	607337.9	601982.13	496772.73	1.2569,8.3799,14.6731,23.1253,0.0733,0.0518,0.0617,0.0394
bottle_schange	Round_3_Replicate_30	-709228.87	1418473.74	2481047.24	333820.39	4.0797,2.9392,1.8965,3.8332,0.4318,0.103,0.173,0.3546
bottle_schange	Round_3_Replicate_31	-294243.73	588503.46	591928.94	430845.24	2.5728,8.3163,4.1124,22.8318,0.1024,0.0929,0.0204,0.1802
bottle_schange	Round_3_Replicate_32	-469574.55	939165.1	1032882.14	285754.19	1.3058,2.0985,1.5229,4.5158,0.7919,0.1394,0.1931,0.1689
bottle_schange	Round_3_Replicate_33	-787490.88	1574997.76	3322601.27	261807.52	0.3737,1.5623,9.5694,14.6851,0.7546,0.3969,0.0317,0.2206
bottle_schange	Round_3_Replicate_34	-597914.84	1195845.68	1443728.37	298297.05	0.9763,5.0811,5.9982,7.1325,0.1872,0.358,0.1388,0.1226
bottle_schange	Round_3_Replicate_35	-308102.14	616220.28	700580.69	321162.52	3.9593,4.1775,9.9939,23.7822,0.1187,0.0518,0.2563,0.1095
bottle_schange	Round_3_Replicate_36	-273956.11	547928.22	577863.14	376259.44	2.1955,1.1381,14.1351,19.7375,0.1431,0.1032,0.0564,0.196
bottle_schange	Round_3_Replicate_37	-478183.36	956382.72	849815.42	367117.24	0.3887,1.0548,1.7869,13.0413,0.1389,0.2182,0.0978,0.086
bottle_schange	Round_3_Replicate_38	-461332.26	922680.52	1014041.89	282539.66	2.4516,2.3672,3.843,6.3341,0.3603,0.0476,0.2518,0.0808
bottle_schange	Round_3_Replicate_39	-890652.26	1781320.52	3008769.94	363125.03	4.3232,1.9588,14.5563,28.3864,0.1012,0.178,0.1838,0.4803
bottle_schange	Round_3_Replicate_40	-378209.46	756434.92	778772.17	379994.48	0.5115,1.3001,2.2813,17.39,0.1773,0.1479,0.0595,0.1987
bottle_schange	Round_3_Replicate_41	-519602.12	1039220.24	1532843.85	303149.45	2.4273,2.1614,8.9242,9.1591,0.4557,0.1421,0.0438,0.1664
bottle_schange	Round_3_Replicate_42	-1061989.34	2123994.68	4958710.53	287969.02	0.469,2.3075,7.6999,12.9628,0.3027,0.2911,0.1308,0.8095
bottle_schange	Round_3_Replicate_43	-426209.36	852434.72	999509.76	312614.87	0.7094,5.7666,14.4499,17.2189,0.3261,0.1517,0.0612,0.1841
bottle_schange	Round_3_Replicate_44	-897736.53	1795489.06	2981606.46	295197.17	0.9422,1.1075,12.71,4.5401,0.6343,0.0694,0.0588,0.3242
bottle_schange	Round_3_Replicate_45	-479882.13	959780.26	1155662.51	262823.84	2.13,2.6013,13.7948,18.0484,0.4086,0.3108,0.0372,0.5077
bottle_schange	Round_3_Replicate_46	-2070759.49	4141534.98	17033019.56	520594.12	4.4347,7.9297,9.2405,3.2655,0.096,0.1091,0.0253,0.7231
bottle_schange	Round_3_Replicate_47	-391703.78	783423.56	826148.74	329397.7	0.805,5.7121,14.3639,5.0652,0.1777,0.2439,0.1053,0.2444
bottle_schange	Round_3_Replicate_48	-1687930.83	3375877.66	11592830.6	279325.82	2.5132,1.6134,3.2222,27.8703,0.8496,0.0648,0.0726,0.768
bottle_schange	Round_3_Replicate_49	-912273.5	1824563.0	3939172.33	262499.89	2.3781,2.0986,4.1112,6.0222,0.5951,0.2553,0.0957,0.7783
bottle_schange	Round_3_Replicate_50	-636500.56	1273017.12	1731184.09	261839.32	2.2281,1.1804,7.6515,15.642,0.2449,0.2801,0.2428,0.0633
bottle_schange	Round_4_Replicate_1	-202000.95	404017.9	402894.66	445391.36	0.9475,0.8014,11.582,19.736,0.0818,0.0504,0.0305,0.1057
bottle_schange	Round_4_Replicate_2	-274618.78	549253.56	605588.61	451818.76	1.2757,2.047,11.9863,28.9483,0.0609,0.05,0.083,0.1264
bottle_schange	Round_4_Replicate_3	-253784.12	507584.24	540104.61	411217.45	1.8087,1.3427,16.6104,7.0031,0.1147,0.0433,0.031,0.0963
bottle_schange	Round_4_Replicate_4	-224974.57	449965.14	440444.98	422096.91	2.2499,2.0944,7.5702,6.8939,0.0856,0.0756,0.0556,0.116
bottle_schange	Round_4_Replicate_5	-227350.55	454717.1	454802.73	422327.41	1.7808,0.6538,6.9688,13.2614,0.1041,0.0739,0.038,0.1313
bottle_schange	Round_4_Replicate_6	-204067.55	408151.1	421726.32	438816.67	2.8275,1.8751,15.2308,9.7316,0.0482,0.0368,0.1046,0.0617
bottle_schange	Round_4_Replicate_7	-223766.93	447549.86	452208.68	416332.65	1.2937,0.9053,8.0224,7.8502,0.109,0.0673,0.0449,0.1134
bottle_schange	Round_4_Replicate_8	-204291.5	408599.0	406246.11	435580.08	1.3239,1.3647,14.9679,6.8504,0.0804,0.0618,0.0268,0.1071
bottle_schange	Round_4_Replicate_9	-229705.14	459426.28	467557.53	403196.87	1.4455,1.7432,14.259,10.8862,0.1036,0.0628,0.0611,0.1091
bottle_schange	Round_4_Replicate_10	-213248.39	426512.78	414553.84	432505.67	3.6304,1.5773,11.8123,23.5127,0.0646,0.052,0.0663,0.0945
bottle_schange	Round_4_Replicate_11	-197465.36	394946.72	401948.67	443557.87	3.4785,1.407,12.0978,10.7416,0.0639,0.0394,0.0665,0.0693
bottle_schange	Round_4_Replicate_12	-218130.85	436277.7	419564.07	439818.99	1.0597,1.2485,10.5675,14.3073,0.1023,0.0502,0.0501,0.0522
bottle_schange	Round_4_Replicate_13	-236131.41	472278.82	481095.35	401518.37	3.2848,1.2671,19.3979,7.707,0.0755,0.0775,0.0902,0.1167
bottle_schange	Round_4_Replicate_14	-239543.34	479102.68	463411.69	409623.71	1.3574,1.3958,15.474,26.9909,0.0916,0.0735,0.0609,0.1176
bottle_schange	Round_4_Replicate_15	-181660.74	363337.48	366696.07	471489.42	1.6445,2.0835,8.607,20.2009,0.0549,0.0293,0.0428,0.0738
bottle_schange	Round_4_Replicate_16	-238670.87	477357.74	501944.34	406958.89	2.0124,1.5268,6.9439,18.1774,0.103,0.0624,0.0842,0.1293
bottle_schange	Round_4_Replicate_17	-187319.37	374654.74	358698.41	468047.43	2.2632,1.2181,29.2955,9.6973,0.0467,0.0481,0.0222,0.0848
bottle_schange	Round_4_Replicate_18	-220235.0	440486.0	417183.88	445265.24	1.2396,0.5955,14.9999,10.0581,0.0913,0.0667,0.049,0.0471
bottle_schange	Round_4_Replicate_19	-215747.58	431511.16	432220.47	421445.49	1.4,2.3032,18.8128,8.4463,0.0807,0.0663,0.0513,0.1168
bottle_schange	Round_4_Replicate_20	-215437.88	430891.76	436645.17	423735.82	1.5714,0.6079,9.3711,6.1306,0.0632,0.0502,0.0823,0.0658
bottle_schange	Round_4_Replicate_21	-203213.26	406442.52	413442.55	435244.75	1.3708,1.5534,8.4751,8.0457,0.071,0.0306,0.0728,0.0514
bottle_schange	Round_4_Replicate_22	-230802.6	461621.2	468096.83	452596.29	1.091,0.6218,11.9492,22.8565,0.0706,0.061,0.0354,0.1252
bottle_schange	Round_4_Replicate_23	-250289.29	500594.58	507899.81	397190.43	1.1404,0.6905,13.9758,11.3846,0.102,0.0781,0.0823,0.1064
bottle_schange	Round_4_Replicate_24	-196584.15	393184.3	386848.07	448189.4	1.2182,0.7066,14.9504,6.3204,0.0403,0.0397,0.0785,0.0526
bottle_schange	Round_4_Replicate_25	-230832.44	461680.88	436178.97	470001.9	2.5338,0.9577,12.7261,20.0734,0.0869,0.0598,0.0252,0.0284
bottle_schange	Round_4_Replicate_26	-175770.42	351556.84	350128.05	477828.38	1.2327,0.7077,6.8666,9.9981,0.0474,0.027,0.0409,0.0529
bottle_schange	Round_4_Replicate_27	-214826.51	429669.02	418102.41	464989.82	2.9318,2.2282,10.5748,6.5356,0.0488,0.0554,0.0469,0.0942
bottle_schange	Round_4_Replicate_28	-234769.65	469555.3	439264.88	475093.49	1.8416,1.0488,24.5366,18.7546,0.104,0.0759,0.0227,0.0394
bottle_schange	Round_4_Replicate_29	-219963.4	439942.8	469654.13	428226.24	1.4606,1.8594,10.5685,6.9311,0.092,0.0539,0.0575,0.1147
bottle_schange	Round_4_Replicate_30	-195321.77	390659.54	384891.86	446319.79	2.38,1.7805,17.4795,12.3224,0.0726,0.0505,0.0265,0.0918
bottle_schange	Round_4_Replicate_31	-225366.01	450748.02	471222.21	430494.42	2.9219,0.6874,5.8726,13.0134,0.0764,0.0554,0.0784,0.101
bottle_schange	Round_4_Replicate_32	-258932.88	517881.76	496721.15	443076.45	1.7529,1.4253,13.8732,19.233,0.1284,0.0754,0.0556,0.0401
bottle_schange	Round_4_Replicate_33	-205909.04	411834.08	406411.62	440650.5	1.3924,0.6264,9.4355,15.1251,0.0634,0.0468,0.0667,0.071
bottle_schange	Round_4_Replicate_34	-222505.81	445027.62	470403.85	435090.1	0.9895,1.2673,6.1746,8.1971,0.0866,0.0517,0.0727,0.1014
bottle_schange	Round_4_Replicate_35	-203289.91	406595.82	416953.04	441237.43	1.5671,1.3549,16.3964,11.3109,0.0725,0.0492,0.0485,0.1006
bottle_schange	Round_4_Replicate_36	-211317.88	422651.76	404581.15	440171.61	1.0088,0.8843,7.483,6.6313,0.0676,0.0599,0.0479,0.0807
bottle_schange	Round_4_Replicate_37	-205225.7	410467.4	410630.66	438441.56	1.0774,1.0115,11.103,15.3338,0.0814,0.0508,0.0447,0.0989
bottle_schange	Round_4_Replicate_38	-216705.87	433427.74	427576.23	428231.08	1.289,0.7573,17.9037,9.5964,0.0746,0.049,0.0638,0.0556
bottle_schange	Round_4_Replicate_39	-200732.95	401481.9	402687.64	432028.5	2.6779,1.1543,5.6313,12.7847,0.0699,0.0411,0.0682,0.0771
bottle_schange	Round_4_Replicate_40	-199716.34	399448.68	404533.19	446729.45	2.4611,0.6977,27.2102,7.5627,0.0501,0.0502,0.0573,0.0858
bottle_schange	Round_4_Replicate_41	-213552.1	427120.2	438065.26	423223.39	0.93,1.9381,7.2274,21.4336,0.1136,0.0424,0.0438,0.1037
bottle_schange	Round_4_Replicate_42	-195345.37	390706.74	382444.92	452939.34	3.2306,1.353,14.1666,5.8465,0.0663,0.0599,0.0206,0.1035
bottle_schange	Round_4_Replicate_43	-213742.25	427500.5	422140.91	426095.26	1.4807,0.939,11.8485,11.6718,0.0846,0.0589,0.0499,0.0918
bottle_schange	Round_4_Replicate_44	-236331.32	472678.64	486059.53	404316.33	2.164,0.7335,18.7193,13.0762,0.1222,0.07,0.0238,0.1349
bottle_schange	Round_4_Replicate_45	-277430.37	554876.74	501907.09	406248.16	1.63,1.7704,9.6504,12.036,0.1062,0.0957,0.1021,0.041
bottle_schange	Round_4_Replicate_46	-199908.25	399832.5	400951.42	441419.39	1.8853,2.0661,11.1344,5.9024,0.0793,0.0573,0.0299,0.105
bottle_schange	Round_4_Replicate_47	-204389.75	408795.5	408149.59	435282.25	1.2883,2.0202,8.8279,9.4332,0.0943,0.0556,0.0247,0.1061
bottle_schange	Round_4_Replicate_48	-200307.95	400631.9	400809.74	451153.74	1.3898,0.6849,7.0152,18.8475,0.0709,0.0446,0.0446,0.0928
bottle_schange	Round_4_Replicate_49	-200114.18	400244.36	413862.34	436985.62	2.8949,1.5723,22.2164,7.987,0.062,0.0462,0.058,0.0939
bottle_schange	Round_4_Replicate_50	-196381.99	392779.98	381952.26	453695.68	1.2183,1.258,23.1204,8.8376,0.0536,0.0518,0.0396,0.0898
bottle_schange	Round_4_Replicate_51	-220585.54	441187.08	441552.85	425913.09	0.9056,0.8029,9.6877,13.1118,0.0896,0.0602,0.0566,0.1034
bottle_schange	Round_4_Replicate_52	-196621.94	393259.88	364535.99	463129.24	1.0047,0.8966,15.5871,9.7738,0.0602,0.0509,0.0354,0.0525
bottle_schange	Round_4_Replicate_53	-249441.44	498898.88	533578.22	403314.73	1.2874,0.8037,8.288,9.1376,0.1166,0.0438,0.0838,0.0871
bottle_schange	Round_4_Replicate_54	-203527.55	407071.1	427127.41	443904.82	2.549,1.1636,4.4575,11.0696,0.0765,0.039,0.0663,0.088
bottle_schange	Round_4_Replicate_55	-199721.85	399459.7	383116.18	455715.49	1.4744,1.3034,11.7348,8.2781,0.0594,0.0552,0.0334,0.0922
bottle_schange	Round_4_Replicate_56	-191075.41	382166.82	376053.23	458829.75	0.9393,0.9853,26.7976,7.4691,0.0519,0.0483,0.036,0.0865
bottle_schange	Round_4_Replicate_57	-205540.7	411097.4	419079.46	447853.99	1.2453,0.7366,19.1441,13.3437,0.074,0.0542,0.0342,0.1071
bottle_schange	Round_4_Replicate_58	-178322.05	356660.1	351222.28	475550.94	2.3559,1.9436,25.3461,8.2465,0.0468,0.0399,0.0194,0.0816
bottle_schange	Round_4_Replicate_59	-218539.18	437094.36	448714.35	432705.89	1.1832,0.7376,7.913,14.8201,0.1062,0.0631,0.0247,0.1368
bottle_schange	Round_4_Replicate_60	-207674.92	415365.84	425963.93	431376.48	2.3136,0.9934,6.8533,11.1927,0.0838,0.0483,0.0586,0.0964
bottle_schange	Round_4_Replicate_61	-194173.51	388363.02	383387.65	448609.76	1.0993,1.0325,19.7793,5.0612,0.0588,0.0529,0.0371,0.0858
bottle_schange	Round_4_Replicate_62	-200256.18	400528.36	392325.7	448333.95	1.7646,0.8183,10.5697,7.1894,0.0734,0.0608,0.0246,0.1042
bottle_schange	Round_4_Replicate_63	-201105.12	402226.24	398452.17	440756.12	1.2289,1.1181,15.5743,10.0207,0.0705,0.0534,0.0417,0.0951
bottle_schange	Round_4_Replicate_64	-195989.04	391994.08	386606.93	447031.65	1.9171,0.7684,10.9302,8.8354,0.0592,0.0406,0.0607,0.0535
bottle_schange	Round_4_Replicate_65	-204265.76	408547.52	412226.59	434635.39	1.3995,0.7761,6.3885,19.1998,0.0957,0.0437,0.0318,0.0938
bottle_schange	Round_4_Replicate_66	-191186.78	382389.56	382968.04	451422.92	3.4304,1.1774,10.2538,8.6658,0.0687,0.0454,0.0326,0.0886
bottle_schange	Round_4_Replicate_67	-205800.09	411616.18	404542.3	435438.43	1.3824,1.5162,9.1288,19.4839,0.0925,0.0565,0.0214,0.1165
bottle_schange	Round_4_Replicate_68	-220517.42	441050.84	460660.89	414688.3	1.7278,1.8767,7.7069,10.7796,0.1016,0.0512,0.0704,0.1077
bottle_schange	Round_4_Replicate_69	-194609.28	389234.56	406296.53	464645.3	2.8868,0.6093,7.8209,26.3841,0.0563,0.0314,0.0537,0.0783
bottle_schange	Round_4_Replicate_70	-268719.28	537454.56	499985.19	434346.88	2.5251,1.0454,20.2073,22.5567,0.1097,0.1038,0.0768,0.0433
bottle_schange	Round_4_Replicate_71	-216317.6	432651.2	453281.8	426006.01	1.2064,1.2947,7.9735,11.8373,0.1021,0.045,0.0542,0.1019
bottle_schange	Round_4_Replicate_72	-192373.38	384762.76	382304.04	449997.38	1.8255,0.8638,9.7324,17.5597,0.0753,0.0417,0.0242,0.0852
bottle_schange	Round_4_Replicate_73	-211243.3	422502.6	443667.51	420827.79	1.6882,1.8085,13.6327,5.9167,0.0716,0.0409,0.0825,0.0804
bottle_schange	Round_4_Replicate_74	-241962.85	483941.7	447493.37	472557.94	2.8414,1.9221,13.0958,15.8082,0.1009,0.0798,0.0255,0.041
bottle_schange	Round_4_Replicate_75	-204740.89	409497.78	419299.76	445570.82	0.9494,1.2437,13.5965,7.7522,0.0779,0.0549,0.0347,0.1101
bottle_schange	Round_4_Replicate_76	-235072.04	470160.08	459381.36	430554.41	1.1929,1.6588,11.8307,8.6906,0.0751,0.078,0.0514,0.1226
bottle_schange	Round_4_Replicate_77	-192933.4	385882.8	389181.54	459784.39	2.4754,1.2975,6.1285,11.4469,0.0726,0.0436,0.032,0.0967
