Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, T1, T2)
bottle_schange	Round_2_Replicate_28	-1048554.31	2097124.62	4133291.6	461421.55	4.8209,0.7349,0.0711,0.6506,0.4956,0.1311,0.2109,0.1799
bottle_schange	Round_2_Replicate_29	-423848.23	847712.46	1020127.49	379452.72	1.615,0.2839,0.2088,2.154,0.6078,0.1022,0.1414,0.0678
bottle_schange	Round_2_Replicate_30	-4839130.83	9678277.66	914283115.48	336703.75	1.2202,0.3248,0.0593,8.6165,1.6396,0.0756,1.1312,0.3819
bottle_schange	Round_3_Replicate_1	-624883.09	1249782.18	1548300.76	349430.87	1.7391,4.5443,0.0429,3.0619,0.7723,0.0816,0.3278,0.0772
bottle_schange	Round_3_Replicate_2	-346942.3	693900.6	711507.11	353357.08	5.6803,1.3924,0.2618,4.3107,0.8915,0.0544,0.1122,0.0913
bottle_schange	Round_3_Replicate_3	-1539402.34	3078820.68	8582801.35	347572.83	0.6736,0.7223,0.0723,4.0101,0.4875,0.2817,0.6105,0.0994
bottle_schange	Round_3_Replicate_4	-1089837.65	2179691.3	5159747.91	309254.08	2.1465,0.3983,0.3206,0.689,0.8066,0.2252,0.4352,0.1387
bottle_schange	Round_3_Replicate_5	-230491.3	460998.6	458754.48	444076.86	4.7685,3.0762,0.0372,0.5395,1.2141,0.0253,0.0569,0.0303
bottle_schange	Round_3_Replicate_6	-799801.6	1599619.2	2621633.92	427169.94	0.9181,2.5384,0.133,0.529,1.0395,0.0854,0.1087,0.1796
bottle_schange	Round_3_Replicate_7	-1154357.02	2308730.04	6277971.91	255051.35	3.2803,0.5664,0.0206,0.878,2.1362,0.0961,0.8132,0.0179
bottle_schange	Round_3_Replicate_8	-682489.01	1364994.02	2319434.96	296684.06	4.9024,1.2451,0.0516,6.1444,2.4122,0.0557,0.5781,0.0854
bottle_schange	Round_3_Replicate_9	-852850.5	1705717.0	2720042.9	364683.76	3.2181,4.9552,0.0595,0.5636,0.7373,0.2204,0.3287,0.1524
bottle_schange	Round_3_Replicate_10	-475898.68	951813.36	886009.69	371202.86	0.9904,2.8464,0.0713,2.4838,1.3397,0.1697,0.0795,0.084
bottle_schange	Round_3_Replicate_11	-542908.93	1085833.86	1326635.47	288383.14	1.2664,0.7018,0.3537,0.8329,0.3536,0.2782,0.3652,0.0212
bottle_schange	Round_3_Replicate_12	-344618.7	689253.4	695167.64	359235.55	4.589,1.823,0.0715,1.2911,3.164,0.0518,0.1513,0.0647
bottle_schange	Round_3_Replicate_13	-1110263.34	2220542.68	5348047.53	342968.62	6.1086,0.5397,0.0509,2.5028,0.2329,0.117,0.6805,0.056
bottle_schange	Round_3_Replicate_14	-727466.54	1454949.08	2348019.84	266878.6	1.2133,0.7726,0.2672,1.6967,1.7857,0.0587,0.5177,0.0192
bottle_schange	Round_3_Replicate_15	-507795.81	1015607.62	1119315.82	312811.71	3.7025,0.7156,0.3016,2.8215,1.7779,0.0491,0.1674,0.0787
bottle_schange	Round_3_Replicate_16	-509912.45	1019840.9	1058029.8	335492.6	4.8994,0.6015,0.2748,0.7201,2.8649,0.0897,0.0647,0.0987
bottle_schange	Round_3_Replicate_17	-551940.11	1103896.22	1552996.28	240844.43	2.9681,3.0261,0.1424,2.1994,1.0388,0.0813,0.645,0.071
bottle_schange	Round_3_Replicate_18	-445391.59	890799.18	1053608.22	271227.86	7.4085,3.9143,0.1652,0.7135,0.6671,0.1324,0.3452,0.0605
bottle_schange	Round_3_Replicate_19	-532016.98	1064049.96	1122990.85	269978.67	1.9532,1.3571,0.1197,2.647,1.3161,0.246,0.3602,0.0522
bottle_schange	Round_3_Replicate_20	-2217416.93	4434849.86	26306893.33	358085.51	0.6541,0.4821,0.3156,3.7888,0.2683,0.2638,0.746,0.1933
bottle_schange	Round_3_Replicate_21	-809961.39	1619938.78	1811828.7	214610.69	1.1147,4.5917,0.3683,2.4135,0.7431,0.1634,0.5541,0.0315
bottle_schange	Round_3_Replicate_22	-425540.83	851097.66	833688.24	341091.04	2.8731,0.7507,0.1556,1.0602,2.875,0.1345,0.0874,0.0959
bottle_schange	Round_3_Replicate_23	-427576.27	855168.54	788825.36	413378.61	2.0944,4.4208,0.0511,1.1808,0.3918,0.128,0.0732,0.0502
bottle_schange	Round_3_Replicate_24	-499561.19	999138.38	1052723.83	315386.07	5.2315,0.6079,0.3534,1.619,1.7116,0.0766,0.1229,0.0839
bottle_schange	Round_3_Replicate_25	-1409391.67	2818799.34	7845069.46	458208.52	6.3818,0.5033,0.0819,2.0977,0.3084,0.045,0.4737,0.1348
bottle_schange	Round_3_Replicate_26	-395232.95	790481.9	902112.7	381710.68	4.7129,0.3463,0.2803,0.6299,0.6034,0.0926,0.0953,0.0821
bottle_schange	Round_3_Replicate_27	-597341.06	1194698.12	1557595.1	354753.57	3.0214,0.3528,0.1795,3.3214,0.7464,0.2912,0.134,0.1788
bottle_schange	Round_3_Replicate_28	-262190.2	524396.4	526313.06	463137.67	7.5672,2.1979,0.0323,0.5697,1.9598,0.0283,0.0583,0.0425
bottle_schange	Round_3_Replicate_29	-1243098.39	2486212.78	6833410.0	305848.73	5.9625,0.399,0.2399,6.2909,0.9713,0.084,0.483,0.1782
bottle_schange	Round_3_Replicate_30	-276313.34	552642.68	530872.14	397923.81	1.4441,0.8217,0.1735,0.9683,0.2311,0.0993,0.1312,0.0491
bottle_schange	Round_3_Replicate_31	-481093.13	962202.26	1331104.23	283854.24	2.0471,1.891,0.0465,1.8712,0.3251,0.0245,0.5644,0.0207
bottle_schange	Round_3_Replicate_32	-370390.76	740797.52	780913.85	337143.52	1.3033,1.323,0.3406,2.3937,0.8404,0.0319,0.193,0.0467
bottle_schange	Round_3_Replicate_33	-495355.36	990726.72	1710152.69	362818.76	3.89,1.3421,0.2029,3.6671,0.5573,0.142,0.061,0.0652
bottle_schange	Round_3_Replicate_34	-358809.15	717634.3	789432.57	327679.0	2.6373,1.0218,0.2292,1.7885,0.3439,0.0971,0.2654,0.0582
bottle_schange	Round_3_Replicate_35	-634790.19	1269596.38	2092461.95	381579.35	6.1193,0.376,0.0487,0.9351,0.4186,0.0603,0.3275,0.0385
bottle_schange	Round_3_Replicate_36	-402260.08	804536.16	741172.07	384258.8	3.6357,1.5689,0.03,0.7338,1.1467,0.1471,0.1291,0.0408
bottle_schange	Round_3_Replicate_37	-710437.5	1420891.0	2361599.52	300300.09	2.6794,0.7627,0.0456,4.5348,0.8141,0.1439,0.5545,0.045
bottle_schange	Round_3_Replicate_38	-1918351.31	3836718.62	11924220.68	164630.62	8.8438,0.3522,0.2483,1.0455,3.1117,0.0452,0.6346,0.0172
bottle_schange	Round_3_Replicate_39	-549837.29	1099690.58	1127317.65	280041.21	2.0489,2.4204,0.0948,6.0755,1.6832,0.1652,0.3317,0.0834
bottle_schange	Round_3_Replicate_40	-402073.54	804163.08	912644.22	355627.19	1.904,0.5454,0.1668,1.8096,1.0267,0.0373,0.1713,0.0472
bottle_schange	Round_3_Replicate_41	-972182.98	1944381.96	3753600.37	491810.21	2.2998,0.9542,0.1597,6.1561,0.3566,0.0403,0.1648,0.2035
bottle_schange	Round_3_Replicate_42	-624915.71	1249847.42	1840319.46	348669.42	1.0082,2.011,0.2046,3.7816,0.3124,0.0904,0.3831,0.1041
bottle_schange	Round_3_Replicate_43	-783546.13	1567108.26	2486062.68	346731.61	0.6854,0.6339,0.1174,2.0759,0.8983,0.2656,0.3557,0.0762
bottle_schange	Round_3_Replicate_44	-271283.66	542583.32	515319.61	425997.34	1.1523,0.4051,0.0642,0.7277,0.7316,0.0945,0.0831,0.043
bottle_schange	Round_3_Replicate_45	-647141.15	1294298.3	2195319.73	313420.64	1.1733,3.4625,0.2091,2.3427,0.8411,0.0455,0.5206,0.0926
bottle_schange	Round_3_Replicate_46	-367280.2	734576.4	696370.19	377987.47	1.972,1.319,0.1273,2.7252,0.4349,0.1334,0.1329,0.0825
bottle_schange	Round_3_Replicate_47	-549439.22	1098894.44	997676.24	336307.18	1.0945,2.2316,0.0765,5.8257,0.2088,0.115,0.2374,0.0364
bottle_schange	Round_3_Replicate_48	-268245.79	536507.58	541365.96	401626.57	1.4551,1.9695,0.0542,6.3482,0.2662,0.0204,0.195,0.0297
bottle_schange	Round_3_Replicate_49	-1208971.96	2417959.92	6382974.15	342210.11	1.3104,0.5061,0.085,0.6353,0.2235,0.2534,0.6695,0.0399
bottle_schange	Round_3_Replicate_50	-434651.97	869319.94	1003200.11	316184.12	7.6363,0.5643,0.1798,1.104,0.4618,0.0905,0.2443,0.0445
bottle_schange	Round_4_Replicate_1	-229602.65	459221.3	438579.03	451042.31	3.466,3.1615,0.0286,0.8318,1.8427,0.0252,0.0578,0.0323
bottle_schange	Round_4_Replicate_2	-205876.87	411769.74	398030.39	478391.82	7.7638,5.3121,0.0211,0.3458,1.4359,0.0205,0.0452,0.025
bottle_schange	Round_4_Replicate_3	-235694.25	471404.5	457347.54	421366.74	6.5625,2.4533,0.0233,0.9363,1.4149,0.0254,0.1232,0.0289
bottle_schange	Round_4_Replicate_4	-253311.57	506639.14	479194.81	454019.14	2.5944,3.0558,0.0319,0.4944,1.9594,0.0437,0.0342,0.037
bottle_schange	Round_4_Replicate_5	-215382.35	430780.7	427998.03	457307.59	2.5654,2.5077,0.0342,1.0447,1.0038,0.0164,0.0529,0.0267
bottle_schange	Round_4_Replicate_6	-203261.53	406539.06	395465.36	455268.72	6.0679,4.8368,0.0236,0.4141,0.8256,0.0213,0.0768,0.0237
bottle_schange	Round_4_Replicate_7	-212445.98	424907.96	415464.62	441173.91	5.7257,3.9842,0.0252,0.3721,0.9579,0.025,0.0936,0.0255
bottle_schange	Round_4_Replicate_8	-225570.22	451156.44	439081.39	440707.85	2.4634,5.8667,0.0322,0.3709,1.3836,0.0288,0.0772,0.0301
bottle_schange	Round_4_Replicate_9	-217527.76	435071.52	417713.77	468908.73	6.9671,4.795,0.029,0.8324,1.3853,0.0212,0.0384,0.0307
bottle_schange	Round_4_Replicate_10	-241834.04	483684.08	457938.53	443024.89	2.6506,3.6996,0.0277,0.3218,2.138,0.0409,0.074,0.0347
bottle_schange	Round_4_Replicate_11	-226615.34	453246.68	422874.32	477513.44	4.9072,3.2979,0.0167,0.4318,1.4749,0.0278,0.0468,0.025
bottle_schange	Round_4_Replicate_12	-261447.65	522911.3	492691.5	438296.76	3.3329,3.4158,0.0432,0.2915,1.807,0.0608,0.0531,0.0458
bottle_schange	Round_4_Replicate_13	-224378.0	448772.0	434611.83	442823.54	6.4905,2.4936,0.0397,0.3763,0.8477,0.0379,0.0719,0.0345
bottle_schange	Round_4_Replicate_14	-231158.36	462332.72	435922.29	469296.12	9.4061,2.0695,0.0237,0.8742,1.5131,0.0274,0.054,0.0342
bottle_schange	Round_4_Replicate_15	-242623.22	485262.44	459028.99	463617.99	6.3686,1.9687,0.0304,0.5556,1.9551,0.0341,0.0433,0.0397
bottle_schange	Round_4_Replicate_16	-226386.59	452789.18	433288.02	458706.81	3.3895,1.8825,0.0279,0.3242,1.2186,0.0372,0.0689,0.033
bottle_schange	Round_4_Replicate_17	-211847.59	423711.18	409693.3	465755.06	3.9338,2.8918,0.0267,0.7277,1.2309,0.0201,0.0582,0.029
bottle_schange	Round_4_Replicate_18	-210486.73	420989.46	432279.06	450022.17	7.4199,4.5355,0.0288,0.644,0.7015,0.0139,0.0939,0.0243
bottle_schange	Round_4_Replicate_19	-233019.6	466055.2	445911.04	447673.05	4.2225,2.1835,0.0271,0.5085,1.9157,0.0306,0.0726,0.0334
bottle_schange	Round_4_Replicate_20	-240449.52	480915.04	468502.33	436135.94	3.3578,2.2174,0.027,0.4616,2.0615,0.0317,0.0973,0.0339
bottle_schange	Round_4_Replicate_21	-231017.01	462050.02	438681.59	472718.57	6.4492,1.751,0.0403,0.4478,1.1537,0.0363,0.0235,0.0398
bottle_schange	Round_4_Replicate_22	-251005.83	502027.66	473577.96	446090.53	7.1177,1.9318,0.0328,0.923,2.0249,0.0345,0.0597,0.0425
bottle_schange	Round_4_Replicate_23	-213879.59	427775.18	410582.18	454074.69	3.8505,2.6678,0.0242,0.762,1.1903,0.0217,0.0733,0.0271
bottle_schange	Round_4_Replicate_24	-264246.54	528509.08	529323.99	440975.49	5.4286,1.8601,0.0506,0.4113,1.5238,0.0303,0.0476,0.0383
bottle_schange	Round_4_Replicate_25	-200224.69	400465.38	384162.71	478516.08	5.5851,1.8567,0.0268,0.397,0.6089,0.0256,0.0566,0.0272
bottle_schange	Round_4_Replicate_26	-200110.46	400236.92	386113.22	487304.43	2.989,3.7801,0.0214,0.5916,1.1341,0.0167,0.0431,0.0248
bottle_schange	Round_4_Replicate_27	-226513.0	453042.0	441333.18	455571.24	3.8468,3.877,0.0444,0.6043,0.8915,0.0305,0.0601,0.0398
bottle_schange	Round_4_Replicate_28	-209187.92	418391.84	407258.5	454390.19	2.463,3.0763,0.0295,0.5912,0.7757,0.0225,0.0853,0.0281
bottle_schange	Round_4_Replicate_29	-220995.04	442006.08	424242.72	455783.55	2.7699,5.096,0.039,0.68,0.91,0.0288,0.0618,0.0363
bottle_schange	Round_4_Replicate_30	-220832.95	441681.9	434019.03	467047.36	4.6737,4.3593,0.0233,0.6375,2.1454,0.0183,0.0364,0.0253
bottle_schange	Round_4_Replicate_31	-230090.87	460197.74	445264.53	493100.38	9.3079,3.2393,0.0288,1.0307,0.6971,0.0267,0.0421,0.0378
bottle_schange	Round_4_Replicate_32	-200980.41	401976.82	382500.01	489677.71	3.0123,3.2322,0.0307,0.4572,0.6349,0.0256,0.0348,0.0298
bottle_schange	Round_4_Replicate_33	-221487.41	442990.82	421230.69	471197.51	4.5529,2.1998,0.0458,0.3999,0.7751,0.0398,0.0294,0.0393
bottle_schange	Round_4_Replicate_34	-202591.0	405198.0	394104.53	466504.24	4.3331,2.254,0.0263,0.3969,0.7988,0.0228,0.0666,0.0261
bottle_schange	Round_4_Replicate_35	-241699.25	483414.5	461119.8	439296.92	2.4108,1.8912,0.0314,0.3544,2.0002,0.0405,0.0697,0.0341
bottle_schange	Round_4_Replicate_36	-204589.41	409194.82	405802.69	469208.19	4.0787,2.0586,0.0229,0.5609,1.1424,0.0157,0.0473,0.0216
bottle_schange	Round_4_Replicate_37	-222955.33	445926.66	426339.62	456334.16	3.3554,3.595,0.0413,0.4129,0.8453,0.0377,0.0491,0.0356
bottle_schange	Round_4_Replicate_38	-226534.12	453084.24	434050.39	473812.55	4.3264,3.4223,0.0251,0.3192,2.234,0.0272,0.0329,0.0302
bottle_schange	Round_4_Replicate_39	-278404.77	556825.54	567895.82	412209.06	3.564,3.1794,0.0514,0.4775,2.0145,0.0299,0.0729,0.0349
bottle_schange	Round_4_Replicate_40	-243205.55	486427.1	462803.11	444260.46	4.7891,2.6851,0.0347,1.0249,1.9901,0.0287,0.0553,0.0386
bottle_schange	Round_4_Replicate_41	-231082.69	462181.38	434223.31	463650.94	6.8199,2.8388,0.0324,0.6351,1.3504,0.0334,0.0392,0.0369
bottle_schange	Round_4_Replicate_42	-308166.05	616348.1	695235.86	423654.96	3.805,4.2566,0.0463,0.3656,1.8271,0.0182,0.0453,0.0234
bottle_schange	Round_4_Replicate_43	-247355.82	494727.64	476116.77	418888.09	3.2981,3.8229,0.0275,0.5323,1.8643,0.0348,0.1145,0.033
bottle_schange	Round_4_Replicate_44	-223438.28	446892.56	432761.63	435378.78	5.4066,2.3817,0.0268,0.9769,1.0471,0.0238,0.1026,0.0295
bottle_schange	Round_4_Replicate_45	-253878.21	507772.42	491208.56	453218.5	7.8479,1.5701,0.0475,0.5007,1.3982,0.0398,0.0417,0.0469
bottle_schange	Round_4_Replicate_46	-239759.43	479534.86	470005.55	426548.55	9.1229,3.934,0.029,0.3126,2.0167,0.0338,0.0964,0.0327
bottle_schange	Round_4_Replicate_47	-245979.72	491975.44	499830.75	427993.01	4.1196,5.0261,0.0328,0.395,1.755,0.0246,0.107,0.033
bottle_schange	Round_4_Replicate_48	-222076.38	444168.76	425537.18	475206.54	7.2593,4.9058,0.0438,0.5054,0.6824,0.0375,0.0398,0.0424
bottle_schange	Round_4_Replicate_49	-222826.0	445668.0	427091.65	465150.42	5.3388,2.5114,0.0234,0.3615,1.7675,0.0297,0.0417,0.0276
bottle_schange	Round_4_Replicate_50	-245676.14	491368.28	472678.31	434854.19	4.0467,4.3847,0.0447,1.0511,1.4147,0.0312,0.0714,0.0439
bottle_schange	Round_4_Replicate_51	-201645.25	403306.5	397146.16	451164.3	3.6695,3.9115,0.0254,0.5023,0.6997,0.0188,0.0948,0.024
bottle_schange	Round_4_Replicate_52	-216840.84	433697.68	434121.03	442139.62	3.4015,2.4364,0.0296,1.0167,1.1239,0.0154,0.0789,0.0247
bottle_schange	Round_4_Replicate_53	-187335.01	374686.02	363059.76	497070.65	2.9605,5.1793,0.0214,0.5383,0.6615,0.0145,0.0399,0.0219
bottle_schange	Round_4_Replicate_54	-230161.31	460338.62	436663.1	475089.29	7.8053,2.0602,0.0244,0.2884,1.9962,0.0346,0.0395,0.0333
bottle_schange	Round_4_Replicate_55	-223836.77	447689.54	435022.68	434928.27	4.1582,3.2343,0.0345,0.3026,0.8362,0.0381,0.0962,0.0317
bottle_schange	Round_4_Replicate_56	-235703.12	471422.24	465203.15	421638.27	3.1833,3.4673,0.0375,0.4321,1.2676,0.0311,0.1011,0.0323
bottle_schange	Round_4_Replicate_57	-223834.68	447685.36	428229.3	465228.43	3.5881,3.3797,0.0273,0.4696,1.5411,0.0287,0.0386,0.0299
bottle_schange	Round_4_Replicate_58	-253007.1	506030.2	485097.42	460209.67	8.6215,2.939,0.037,0.9855,2.1272,0.0266,0.0358,0.0433
bottle_schange	Round_4_Replicate_59	-225777.05	451570.1	431661.64	467566.72	7.4915,2.754,0.0283,0.5047,1.7026,0.0276,0.033,0.0314
bottle_schange	Round_4_Replicate_60	-242775.34	485566.68	481462.43	430404.99	2.6707,3.5655,0.0525,0.3722,0.9684,0.0422,0.0653,0.0363
bottle_schange	Round_4_Replicate_61	-248202.31	496420.62	512243.32	439424.56	6.707,3.406,0.0356,0.8703,1.5669,0.0158,0.0551,0.0264
bottle_schange	Round_4_Replicate_62	-226079.3	452174.6	430700.16	458342.03	2.5984,2.4969,0.0482,0.9051,0.8509,0.0321,0.0451,0.0414
bottle_schange	Round_4_Replicate_63	-273329.61	546675.22	555609.43	415602.65	5.3211,1.7476,0.0428,0.64,2.0709,0.0236,0.0912,0.0348
bottle_schange	Round_4_Replicate_64	-225954.52	451925.04	433738.75	462446.64	7.0124,1.8576,0.03,0.4058,1.1159,0.0351,0.0622,0.0353
bottle_schange	Round_4_Replicate_65	-253712.77	507441.54	499007.34	437807.05	6.3516,1.7778,0.0433,0.7957,1.6685,0.0284,0.0661,0.0414
bottle_schange	Round_4_Replicate_66	-242026.1	484068.2	486096.51	435773.56	3.3212,3.6378,0.0594,0.3409,0.8459,0.034,0.0592,0.0354
bottle_schange	Round_4_Replicate_67	-209587.13	419190.26	400784.28	466463.18	2.7146,4.3313,0.0211,1.0518,1.5568,0.0169,0.0566,0.0251
bottle_schange	Round_4_Replicate_68	-247461.26	494938.52	469951.98	450236.45	5.421,2.595,0.0345,0.4915,1.8262,0.0391,0.0559,0.0418
bottle_schange	Round_4_Replicate_69	-206659.87	413335.74	394124.81	479199.34	3.4963,3.9588,0.03,0.7593,0.734,0.023,0.0481,0.0312
bottle_schange	Round_4_Replicate_70	-213701.29	427418.58	414928.69	479374.89	5.4508,2.1329,0.0256,0.4836,1.3049,0.0227,0.0246,0.0262
bottle_schange	Round_4_Replicate_71	-244514.04	489044.08	463274.43	455000.36	2.7303,4.4083,0.0327,0.4446,2.0808,0.0359,0.0501,0.0393
bottle_schange	Round_4_Replicate_72	-193314.63	386645.26	375608.07	482059.93	4.6441,4.3944,0.0263,0.8185,0.6899,0.0154,0.0434,0.0242
bottle_schange	Round_4_Replicate_73	-208807.39	417630.78	407691.46	456114.38	5.6348,1.9135,0.0275,0.5028,0.8648,0.0235,0.078,0.0277
bottle_schange	Round_4_Replicate_74	-210802.94	421621.88	405593.27	464523.03	3.3552,3.5219,0.0408,0.8637,0.7051,0.0249,0.051,0.0344
bottle_schange	Round_4_Replicate_75	-206305.43	412626.86	394166.16	480475.39	4.7657,1.7533,0.0366,0.3436,0.6488,0.0324,0.0327,0.0318
bottle_schange	Round_4_Replicate_76	-230338.63	460693.26	453209.69	426130.39	4.4882,3.5922,0.0372,0.3027,0.9498,0.0382,0.1062,0.0335
bottle_schange	Round_4_Replicate_77	-194699.64	389415.28	373979.13	493243.89	4.3534,2.9189,0.0253,1.0601,0.7721,0.0153,0.0315,0.0257
