Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, m12, m21, T1, T2, T3)
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_17	-406667.57	813357.14	924235.68	51337.18	0.7309,19.7029,25.9203,1.0509,0.9087,4.8814,3.9561,1.0567,28.9966,1.8605,1.1955
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_18	-1146826.47	2293674.94	64314030.38	48820.55	3.5882,2.7383,27.0764,6.7227,0.7391,1.9013,2.4827,0.1201,14.3534,12.5965,0.2232
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_19	-1487822.52	2975667.04	298838086.15	66892.31	2.896,1.4028,12.679,4.9606,0.7181,5.6838,5.0395,0.2034,28.3579,1.1507,0.2116
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_20	-355265.88	710553.76	646561.86	33518.55	7.237,12.2821,5.344,9.4661,0.4911,1.5192,0.556,0.1528,19.0064,2.3428,0.4897
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_21	-791041.25	1582104.5	2602113.06	85265.98	2.129,1.5083,19.8169,1.9081,0.8431,3.3679,3.2745,0.1382,29.0212,1.3333,1.614
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_22	-391546.95	783115.9	845779.22	31054.08	1.0829,11.8391,29.6837,5.5307,0.5579,2.1118,0.9129,1.0966,29.3201,4.2501,1.4387
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_23	-200609.46	401240.92	379189.35	25233.46	8.2199,12.863,15.3914,9.3782,0.8913,1.1436,0.7684,0.9269,29.7,4.1028,0.9791
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_24	-612885.47	1225792.94	1794512.65	107939.46	1.8408,9.2284,28.3579,2.4329,0.2814,0.6181,1.9598,0.1524,5.7768,1.4146,0.8745
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_25	-285302.25	570626.5	506300.44	121293.61	10.7856,1.9393,17.5043,1.2294,0.2053,1.4088,6.8552,0.6411,28.3579,1.3195,0.3733
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_26	-472278.38	944578.76	1052267.97	37548.66	0.7521,2.1783,25.7148,10.0927,0.3668,1.2659,3.2053,1.6695,28.1796,3.7275,1.153
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_27	-2506847.69	5013717.38	16324496.74	117835.39	4.5387,1.3913,8.4768,3.3932,0.1226,1.888,3.3469,0.2425,28.3579,5.9554,1.4118
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_28	-1858902.12	3717826.24	9068131.63	83124.73	2.0628,4.3218,8.8686,1.1721,0.2021,3.0226,1.0264,0.3483,28.3579,2.9717,1.4783
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_29	-923771.52	1847565.04	3006287.68	49763.77	2.1593,4.9752,17.4571,1.0737,1.3156,0.769,0.912,0.2344,28.3579,3.5135,0.5437
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_30	-277705.05	555432.1	576372.96	33642.52	6.5722,7.5383,24.745,5.0722,0.5986,1.5929,0.6556,0.2208,22.8727,1.3455,0.7469
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_31	-955865.36	1911752.72	3696174.22	70815.17	5.1615,2.2093,28.3579,1.2149,0.8314,0.8352,1.3389,0.8638,11.5906,1.9478,1.3517
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_32	-687447.89	1374917.78	1789101.58	64336.9	2.2772,7.1706,5.0064,7.1816,0.0996,1.5117,6.7408,0.3507,7.7494,5.0611,0.1337
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_33	-887409.78	1774841.56	2474026.63	72313.06	1.7413,1.8774,22.0507,1.3325,0.3213,2.9842,0.5714,0.1255,7.3423,12.7099,0.1479
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_34	-268055.51	536133.02	550907.39	49115.06	2.8064,1.123,29.3858,1.1523,0.4706,3.1493,2.0866,1.5912,29.464,3.2995,0.4895
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_35	-633390.41	1266802.82	1683314.95	36025.57	6.4898,17.0315,10.3834,6.017,0.2049,4.8133,5.7664,0.6935,28.3579,3.6506,0.2842
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_36	-551413.38	1102848.76	1411745.14	52376.03	0.789,1.6733,6.6632,6.1399,0.2206,3.3092,2.0483,0.286,28.3579,12.5132,0.2288
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_37	-646159.34	1292340.68	1567888.13	109335.6	5.208,3.7079,25.2997,1.3836,0.2807,3.9377,0.9965,0.141,5.8244,12.1597,0.2694
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_38	-728084.7	1456191.4	1854697.56	121979.11	0.7676,2.8476,4.4849,2.7076,0.2283,0.9023,5.3043,0.2695,28.3579,2.065,0.7087
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_39	-1754863.27	3509748.54	6526470.41	72177.39	2.0132,5.4917,8.7077,4.4432,0.161,5.474,2.1817,0.3657,9.617,2.7374,1.1579
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_40	-520865.2	1041752.4	949383.71	196120.19	2.4972,1.983,15.8382,1.3314,0.1282,3.103,3.1082,0.2113,27.2462,9.9288,0.25
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_41	-2520896.25	5041814.5	19411568.89	165309.48	1.4862,11.4886,6.5694,1.7048,0.1307,2.6272,2.47,0.2208,10.1222,9.3318,1.2875
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_42	-812858.41	1625738.82	1919760.87	85844.58	5.7656,12.5583,8.2285,2.9792,0.2727,4.8683,1.392,0.252,9.7164,11.5252,0.836
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_43	-503149.57	1006321.14	1414336.87	55827.86	1.6132,6.573,12.1362,2.7615,1.1109,0.7235,0.5199,0.3234,6.49,15.1368,0.8933
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_44	-424711.46	849444.92	1073757.31	33734.25	0.6926,13.6539,8.9799,9.4311,1.1451,0.5813,0.7739,0.1498,27.8424,2.7397,1.2875
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_45	-250912.29	501846.58	449970.24	59786.69	1.7539,2.0077,8.1427,3.0796,0.3136,1.3449,2.2054,0.3421,29.3876,1.9765,0.3664
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_46	-575911.28	1151844.56	3243535.69	37205.7	4.0418,3.1659,16.3202,15.8242,0.7459,0.5897,0.6686,0.3017,13.0583,2.4159,0.2781
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_47	-682770.85	1365563.7	1631653.35	58827.82	1.283,2.3478,29.4316,7.5046,0.1436,2.6415,3.311,0.1635,29.297,1.0914,0.2772
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_48	-539748.92	1079519.84	1063325.7	105610.92	1.5517,3.7888,9.7333,2.9341,0.0831,7.349,2.3068,0.1878,5.5755,2.9877,0.1423
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_49	-623363.57	1246749.14	1309127.47	89735.63	1.4599,4.0801,5.7707,4.1956,0.1855,1.8674,7.1803,0.2697,24.355,2.4523,0.4613
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_50	-547707.97	1095437.94	1411973.1	57067.7	2.0873,7.4177,27.3433,1.7519,0.6734,0.825,0.903,0.197,29.3586,5.5696,0.4569
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_1	-262794.36	525610.72	731292.53	24086.74	7.3103,19.0967,20.1206,8.1071,0.9898,0.985,1.5077,0.9074,24.6841,2.2031,0.5745
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_2	-260946.46	521914.92	474360.32	25875.79	4.5474,13.7102,16.9482,9.2396,0.556,1.4542,0.4099,0.604,27.2714,6.9932,0.7769
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_3	-221668.69	443359.38	447178.94	29803.88	4.681,13.7606,17.6554,5.0871,0.6484,1.2393,0.9094,0.7717,23.432,3.1554,0.5472
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_4	-247848.65	495719.3	469301.12	25277.32	8.8726,20.0269,28.1687,9.1567,0.646,1.68,0.9657,0.5848,26.1475,4.9649,1.0992
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_5	-274258.3	548538.6	638640.63	26219.91	15.9062,15.3486,25.8694,16.2643,0.972,0.8131,0.7227,1.8213,24.1681,3.4055,1.4063
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_6	-238677.59	477377.18	458737.51	26955.87	6.3827,16.6833,25.0961,5.719,0.8163,2.1791,1.2664,0.7385,29.5041,2.9926,1.2472
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_7	-431066.99	862155.98	1010156.15	28869.8	6.856,15.9916,28.8693,15.4912,0.6278,0.9475,0.7936,0.7821,27.8628,2.6202,1.6451
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_8	-178944.31	357910.62	341344.84	29124.4	7.0646,24.5708,7.2886,6.3931,1.5404,0.8241,0.4035,0.8123,27.3567,4.3489,0.657
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_9	-276688.93	553399.86	536410.93	24496.57	11.3883,22.7558,18.4526,11.8648,0.4948,1.0072,0.6644,1.3478,29.918,3.2101,0.8616
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_10	-227451.5	454925.0	475983.5	26528.53	5.7266,8.0696,15.6272,5.9851,1.2863,1.5688,0.9654,0.7176,29.5231,8.0268,0.7702
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_11	-173702.97	347427.94	331824.58	32785.1	8.3947,11.7815,9.789,8.4577,0.7178,0.5992,0.9415,0.5738,19.4006,5.9004,0.595
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_12	-304138.13	608298.26	685558.04	30915.44	7.8663,12.4055,20.0722,6.8951,0.5474,0.6597,0.5213,0.9398,27.619,3.9293,0.9919
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_13	-261213.35	522448.7	568054.12	24010.35	4.1276,9.5466,22.9454,10.2216,0.6327,1.302,0.716,0.5286,26.757,6.9613,0.5951
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_14	-191755.71	383533.42	357894.31	31517.84	8.0176,7.2375,9.0823,6.4411,1.0791,1.106,1.3343,0.6601,29.7577,5.9724,0.7948
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_15	-407136.14	814294.28	934126.87	28055.59	5.0136,20.8135,29.8615,14.5203,0.5745,1.0912,1.0445,1.7093,27.9176,3.9983,1.4847
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_16	-183409.94	366841.88	369823.23	24374.39	7.9975,14.4124,18.6151,9.9488,1.1214,0.9247,0.5627,1.0952,28.7566,6.4576,1.0293
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_17	-201861.45	403744.9	405549.92	36841.84	5.9426,7.3593,7.6014,6.3807,1.1651,0.62,1.0307,1.1948,18.3122,2.2474,0.5356
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_18	-186386.84	372795.68	362093.99	32651.34	13.4435,14.8965,10.2872,8.5202,0.6542,0.6539,1.0719,0.522,19.7195,4.3552,0.6683
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_19	-210260.82	420543.64	441805.14	29768.14	8.4283,13.9399,9.2033,5.7558,1.6201,0.6861,1.4308,0.8977,26.0748,5.3397,0.7436
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_20	-323847.6	647717.2	800375.27	25619.14	13.477,14.4359,22.5665,20.9431,1.3127,0.5957,0.9871,0.7666,26.8792,2.097,1.5609
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_21	-249822.14	499666.28	604531.41	25303.06	9.9267,6.7932,21.2483,7.759,0.7664,1.1687,0.5104,1.2989,26.3953,3.3941,0.5812
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_22	-530981.8	1061985.6	1250982.16	27904.59	13.9016,17.8114,16.4331,14.7892,0.5047,1.0589,0.7337,1.5602,26.7213,7.0194,1.418
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_23	-388063.34	776148.68	996740.46	29965.1	9.6781,9.838,22.1854,5.6092,1.3804,1.0072,0.4968,0.6195,20.9319,8.0514,1.5701
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_24	-276621.65	553265.3	639766.98	28700.65	5.8777,7.0508,13.6719,11.0233,1.5692,0.6489,0.5366,0.7667,29.5284,2.9985,1.271
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_25	-241132.84	482287.68	527908.41	28465.41	6.1452,22.8151,28.3427,5.8901,0.7495,0.859,1.5226,0.7542,26.9006,2.2648,1.0935
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_26	-282045.16	564112.32	610292.8	26611.71	11.6784,10.3035,13.3231,7.3294,0.9474,2.0218,0.8148,1.4188,22.5327,3.4767,0.7088
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_27	-240663.8	481349.6	606749.52	27347.23	9.6107,13.3447,8.9703,12.1385,1.5748,0.6331,0.7651,1.8396,25.203,3.6474,0.5605
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_28	-292656.07	585334.14	727148.65	21455.36	10.9501,23.837,11.0739,9.6538,1.1609,1.8206,1.0179,0.5618,29.0236,4.8905,0.6601
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_29	-313153.75	626329.5	1046883.59	22225.74	13.5576,23.8953,15.0778,12.8877,1.712,0.9444,0.4192,1.555,26.2256,8.7868,0.6286
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_30	-225344.06	450710.12	403304.56	27675.79	9.3646,22.4002,9.9409,6.187,1.0742,2.2462,1.3131,0.5054,23.2806,2.2158,0.9291
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_31	-459422.83	918867.66	1118757.9	34597.81	6.7555,6.3676,10.8709,11.1866,1.1371,0.7048,1.5502,1.8217,27.2196,2.1937,1.7443
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_32	-393921.68	787865.36	1583215.84	20636.13	9.199,18.6564,9.5066,15.9479,1.7963,1.2319,0.9104,1.0057,27.936,6.5601,0.5858
