Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, m12, m21, T1, T2, T3)
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_15	-743766.55	1487555.1	1657319.54	90146.46	0.2655,1.721,1.1791,11.1882,0.2535,2.9741,2.4124,4.6147,0.1365,2.5659,0.3902
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_16	-615940.34	1231902.68	1581191.01	59777.72	0.1417,1.7981,0.8395,5.6248,2.1181,4.0607,9.3554,1.1011,0.236,2.2648,0.8832
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_17	-752631.49	1505284.98	1973761.62	81978.57	0.7165,1.0547,0.4404,11.4858,0.6838,1.0161,1.5908,0.8319,0.1425,2.3032,0.3109
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_18	-597889.4	1195800.8	1195169.82	95816.97	0.5964,0.2171,0.2297,8.6636,1.2524,2.0616,20.5691,6.0167,0.0656,1.824,0.2296
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_19	-589862.25	1179746.5	1359513.36	49445.16	1.4708,0.3743,2.5358,8.2668,1.384,5.2038,1.6429,1.9557,0.254,3.0063,0.9907
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_20	-341332.05	682686.1	744638.85	37656.26	0.5462,3.4704,1.9283,12.8259,2.4333,1.6672,4.0337,1.535,0.1554,6.4603,1.0501
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_21	-787517.49	1575056.98	3736587.25	125614.5	0.7298,1.983,0.4727,3.0202,0.8827,0.6397,2.5279,2.5821,0.1437,3.2181,0.7706
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_22	-432016.86	864055.72	2431897.67	40490.72	0.2999,0.2551,1.661,11.8305,0.7471,0.8185,15.9029,3.828,0.1272,5.7844,0.2344
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_23	-956981.9	1913985.8	4632072.6	119041.92	0.2187,0.6415,0.5507,1.7131,0.7512,2.8973,3.768,7.291,0.3551,1.8495,0.8505
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_24	-790186.13	1580394.26	13981432.17	124357.24	0.1213,0.4251,2.6282,3.7532,0.3757,2.4496,9.1669,0.9393,0.5262,0.5872,0.1471
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_25	-584926.04	1169874.08	2026125.87	104352.63	1.12,0.4528,1.9655,1.8469,0.6357,1.635,2.2312,0.8372,0.5861,1.3653,0.7713
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_26	-608510.18	1217042.36	1306372.48	140600.02	0.0946,0.534,0.4243,4.9333,0.2093,0.8966,7.9588,0.5591,0.0877,0.7187,0.182
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_27	-616054.3	1232130.6	1719752.94	67727.89	0.61,0.6481,1.6714,2.5272,2.1741,4.9275,1.6434,0.966,0.4409,1.4343,0.9132
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_28	-417316.7	834655.4	976073.83	91521.98	0.7721,1.6434,3.2225,6.9026,0.3972,0.8267,5.1023,0.835,0.4281,1.2328,0.4658
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_29	-2699744.84	5399511.68	213774340.38	156622.49	0.2768,0.3735,0.2188,12.3748,0.2355,0.5884,4.1339,1.4228,0.1659,0.6586,1.1351
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_30	-380419.69	760861.38	1000537.96	61588.99	0.1763,0.6174,1.5458,13.7462,2.6862,0.4542,18.632,4.5872,0.4698,2.116,0.5195
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_1	-182189.5	364401.0	374836.03	59401.08	1.7791,1.5777,6.3597,2.1622,0.5277,1.049,4.5605,1.9959,2.0388,16.5883,0.3565
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_2	-191224.29	382470.58	429507.84	53175.14	0.6072,2.8247,5.2786,6.4786,0.7127,0.2097,2.7734,1.0184,0.281,4.8166,0.3546
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_3	-380747.81	761517.62	1313398.95	88868.81	0.5585,0.6889,4.5781,2.1999,0.1046,1.5975,12.145,2.0107,2.2506,8.6795,0.1106
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_4	-291474.72	582971.44	770303.57	114174.22	5.7141,5.0706,3.2252,1.1397,0.6251,0.3207,5.2841,1.9225,0.4122,8.1451,0.3889
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_5	-164066.0	328154.0	413795.11	91141.26	5.6935,3.8185,2.8668,2.8711,0.2845,0.1942,16.5226,0.8815,0.8874,6.7083,0.1431
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_6	-1717983.23	3435988.46	22186059.29	259755.83	0.5963,0.4034,2.0671,0.8698,0.0932,0.1542,1.715,0.3693,0.3815,14.0164,0.6167
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_7	-173756.1	347534.2	311973.89	122855.4	1.1818,3.2808,1.4398,1.0305,0.1257,0.4584,1.6768,0.7613,1.2587,8.2446,0.0757
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_8	-366004.87	732031.74	880270.53	64381.2	0.5373,3.3446,1.7123,3.1102,0.1377,1.935,4.319,0.9472,1.2838,10.6054,0.1097
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_9	-1019191.41	2038404.82	5247566.45	296928.95	0.9568,3.6221,2.2493,0.7052,0.0759,0.2822,6.0514,0.8895,1.92,2.7815,0.4262
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_10	-141220.59	282463.18	278491.46	70014.21	1.1284,0.5658,1.1255,5.6387,0.5282,0.2103,18.684,2.1408,0.8675,4.9674,0.2168
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_11	-268150.67	536323.34	618295.75	94969.33	2.5652,0.9934,2.5451,0.5225,0.5431,1.633,1.3798,1.8364,0.337,8.7704,0.1214
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_12	-209183.32	418388.64	354508.29	87078.87	0.6063,1.0403,1.0499,2.1637,0.2351,0.5864,1.5648,0.2213,1.3091,15.3884,0.0773
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_13	-364127.3	728276.6	744598.38	55772.97	1.7283,0.9205,2.734,8.1469,0.1022,0.3512,2.7719,0.3616,1.7644,5.8687,0.2038
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_14	-204844.54	409711.08	458073.41	104253.62	0.7895,3.2225,4.2284,2.5849,0.261,0.3653,9.0284,0.4407,0.8109,10.4107,0.3843
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_15	-519502.22	1039026.44	1944014.47	249678.83	2.2796,2.5273,9.0111,0.5248,0.1577,0.1741,3.5764,0.2419,0.2968,6.6129,0.2139
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_16	-369204.21	738430.42	769277.76	38225.75	0.3917,0.7251,2.2284,7.9853,0.1456,0.7557,6.4077,2.0678,0.233,11.1382,0.157
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_17	-137081.48	274184.96	264227.26	119875.05	4.8258,6.2506,1.0941,1.145,0.418,0.1772,2.2329,2.1852,2.4785,16.7177,0.1278
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_18	-643004.7	1286031.4	27251190.63	33338.68	0.7221,3.8281,8.9223,2.942,0.658,0.3801,2.144,2.5014,0.6108,8.8865,0.0881
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_19	-339865.69	679753.38	710879.88	151079.68	4.2017,1.2585,1.7857,1.0749,0.7957,0.9015,13.3784,0.3867,0.8627,2.7109,0.3094
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_20	-375946.7	751915.4	2277888.72	72743.81	0.3814,0.662,2.3098,2.5659,0.3682,0.8308,2.2282,0.1832,1.3715,7.5919,0.0803
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_21	-971155.51	1942333.02	4865433.39	169199.37	2.8211,0.8915,1.2617,2.1687,0.2018,0.1802,13.9707,2.2805,3.3688,2.6909,0.668
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_22	-559045.17	1118112.34	7381554.68	76036.12	5.4235,1.2611,9.5383,2.8292,0.1664,2.1203,2.6336,0.8955,1.239,1.2851,0.1115
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_23	-136605.39	273232.78	260751.15	135669.29	1.7622,0.4906,0.8903,0.9088,0.3751,0.134,2.0956,1.8012,2.4439,1.4708,0.0858
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_24	-755923.67	1511869.34	5002355.48	157700.95	1.0949,0.7922,6.3328,0.5783,0.6266,1.3828,5.0818,0.2897,0.9165,1.2805,0.1004
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_25	-289076.87	578175.74	861508.62	69009.63	1.3397,4.9248,6.4211,2.0909,0.1823,1.5066,2.6338,1.4919,1.2829,3.3927,0.163
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_26	-275469.81	550961.62	678672.04	64234.27	3.8568,2.7285,1.7147,3.3138,0.8036,1.4523,5.5691,0.3618,0.3209,18.7595,0.2768
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_27	-502149.27	1004320.54	1818169.62	249767.3	0.6501,1.3047,11.1441,0.9576,0.1565,0.2336,21.2922,0.2002,1.4538,9.3806,0.4346
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_28	-329400.89	658823.78	659559.53	37415.18	1.9138,0.6649,2.4485,7.0241,0.3585,1.4507,6.5303,0.8707,2.1341,20.4728,0.4759
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_29	-134105.55	268233.1	246808.77	81476.48	0.669,5.8811,3.0835,3.1214,0.1075,0.1568,4.2335,0.5328,3.1997,3.1353,0.1149
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_30	-368991.97	738005.94	947100.29	163196.56	2.0091,0.8098,3.2931,0.9026,0.378,0.8974,5.5124,0.4019,0.8768,4.2034,0.3718
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_31	-730777.77	1461577.54	25876934.84	111336.53	5.2827,1.8633,8.23,1.3357,0.7028,0.7288,10.2994,1.2154,0.2288,4.4211,0.1085
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_32	-257580.91	515183.82	483906.25	151176.3	1.8227,1.0732,0.888,0.8154,0.3403,1.7976,2.0506,0.5533,0.3418,9.4604,0.0752
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_33	-1117163.23	2234348.46	5079085.44	161398.24	1.3923,2.0932,2.5903,1.2803,0.0962,1.2733,5.004,0.4392,1.7693,3.7591,0.6014
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_34	-320905.65	641833.3	663728.88	182716.99	0.4055,0.4048,9.9897,0.8451,0.2752,1.0239,17.7199,1.1915,3.0431,14.4932,0.2901
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_35	-612281.07	1224584.14	2152316.21	78995.95	5.1332,1.2413,1.6345,8.0065,0.4131,0.3392,1.3602,0.5798,2.3222,3.548,0.7657
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_36	-331576.28	663174.56	2356748.08	55713.61	3.1134,2.5772,6.025,3.6377,0.2091,0.3649,3.7851,0.5107,1.4591,11.0558,0.1021
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_37	-428409.45	856840.9	1270996.4	87513.75	0.3806,0.931,3.3462,3.6116,0.1109,0.9513,1.5865,0.3992,0.3066,1.7064,0.0874
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_38	-193263.94	386549.88	457923.4	61146.38	1.1801,3.5516,6.7096,6.9512,0.6294,0.2297,11.3547,0.9698,0.5372,4.7218,0.4733
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_39	-482646.89	965315.78	957704.9	91233.7	1.8848,0.9109,1.4165,6.3973,0.1941,0.8305,18.3535,2.5538,0.4621,1.7009,0.2369
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_40	-272928.7	545879.4	643806.3	125407.2	0.7913,3.5845,2.5392,0.944,0.1425,0.5941,1.405,0.6352,0.4512,8.8715,0.2072
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_41	-372929.08	745880.16	1102354.67	111080.97	3.803,0.4238,4.876,1.1286,0.5786,0.2741,2.9634,1.4425,1.3847,1.9039,0.4028
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_42	-513098.31	1026218.62	1563333.65	109380.18	4.008,2.0744,0.9243,3.7868,0.4112,0.5391,19.7148,2.6318,0.6623,2.1863,0.6007
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_43	-1239383.68	2478789.36	5565651.88	71195.59	0.4993,3.6015,2.7016,5.6578,0.1131,0.9712,6.4577,1.0543,3.0631,4.1375,0.7904
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_44	-816775.0	1633572.0	3300347.53	112960.43	4.5952,0.5219,0.9186,1.5339,0.449,2.0774,1.649,0.8499,0.2234,2.0738,0.7325
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_45	-886835.24	1773692.48	3046547.94	120436.28	1.8484,0.5296,2.9418,1.4769,0.0991,1.736,1.9728,0.9574,1.1476,2.3049,0.4899
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_46	-486990.94	974003.88	9155277.31	50840.77	0.4847,2.8646,3.3107,5.5532,0.5291,0.2003,2.3042,2.3939,2.9769,2.6777,0.0824
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_47	-338190.83	676403.66	2338536.19	70981.38	4.2506,0.5645,7.414,5.1247,0.1241,0.2631,10.9835,0.1964,0.2665,4.5835,0.0923
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_48	-297748.18	595518.36	689251.78	70698.38	3.2685,2.1532,4.6212,2.066,0.1113,1.2934,1.5379,1.7817,2.6618,1.2469,0.118
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_49	-206167.7	412357.4	626203.49	37839.52	0.539,1.3485,2.7205,6.8577,0.276,0.2742,15.6159,2.437,1.7589,17.4508,0.1557
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_50	-336728.02	673478.04	782219.37	124178.53	5.0182,0.9875,11.1301,0.6735,0.3043,1.2367,2.875,1.0453,0.3026,9.2647,0.2755
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_1	-122653.35	245328.7	256110.71	70039.39	0.3682,8.4487,3.5923,2.1809,0.1702,0.1119,3.1214,0.6171,5.9657,2.3873,0.1113
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_2	-113375.6	226773.2	230205.47	60485.78	0.3681,6.9799,6.0076,5.209,0.1675,0.1261,2.8542,0.2947,3.4911,4.0469,0.1723
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_3	-105054.56	210131.12	204766.46	58061.73	0.6756,11.9925,3.9201,4.504,0.153,0.1147,3.9406,0.9721,4.5154,2.3788,0.1431
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_4	-145873.05	291768.1	265184.25	81409.57	0.3466,6.8281,4.8271,3.9893,0.1306,0.2198,7.3074,0.2982,2.7077,3.4149,0.1811
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_5	-203761.4	407544.8	394344.77	119312.21	0.3607,3.3378,2.0763,2.466,0.1035,0.235,7.9075,0.2592,2.1509,6.2453,0.1641
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_6	-148312.3	296646.6	297131.39	116781.48	1.0929,4.5149,2.0868,1.5949,0.1871,0.2161,2.8392,0.3092,6.7785,5.3449,0.1345
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_7	-108079.75	216181.5	202718.39	65306.58	0.9393,5.2339,1.8913,4.0178,0.187,0.1117,4.0184,0.4508,6.415,5.9667,0.1295
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_8	-131108.88	262239.76	236061.61	65101.37	0.335,10.6781,1.6764,3.0984,0.1998,0.2156,3.3861,0.2724,5.5614,1.6111,0.14
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_9	-142392.11	284806.22	258600.15	63574.19	0.9029,5.0083,3.1697,4.1442,0.1555,0.2276,2.5162,0.2426,4.034,6.1494,0.1544
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_10	-116807.7	233637.4	230621.27	78569.77	1.2071,3.3799,4.9926,4.2408,0.1387,0.1254,5.1184,0.514,3.8368,2.0791,0.1466
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_11	-174101.17	348224.34	342622.69	65374.23	0.54,4.3033,1.6389,4.2784,0.1386,0.1803,6.1383,0.6862,4.1358,5.4789,0.1063
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_12	-114794.16	229610.32	225312.98	111877.97	0.3793,4.4337,1.938,2.2315,0.1376,0.0966,5.1763,0.2676,4.327,4.2868,0.1063
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_13	-145236.57	290495.14	271676.15	67555.23	0.4413,6.1076,1.9738,3.8208,0.1818,0.1945,2.4808,0.5414,4.398,3.0218,0.1673
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_14	-169380.07	338782.14	299154.12	109564.65	0.3649,7.5007,1.9196,1.9142,0.0683,0.1996,2.713,0.3449,1.9403,3.1202,0.0745
