Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, m12, m21, T1, T2, T3)
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_21	-1101639.48	2203300.96	4243794.26	179971.35	0.2379,0.0988,8.5142,0.6453,0.5327,0.3795,0.109,6.159,1.681,0.9643,0.1441
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_22	-573140.08	1146302.16	1664435.5	84709.16	0.5283,1.5083,6.0614,0.3846,0.6751,0.5119,0.5753,4.3316,6.5151,4.5776,0.0726
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_23	-595790.97	1191603.94	1540213.82	180626.36	1.0545,0.3125,1.7315,2.1446,5.733,0.1198,0.2063,6.7673,0.8636,3.0864,0.1227
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_24	-1493471.31	2986964.62	6053893.83	169696.32	0.4876,0.6634,2.9199,0.5305,4.0511,0.1399,0.8819,8.325,2.6474,0.5549,0.3616
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_25	-795928.32	1591878.64	3107570.28	178381.23	0.1966,0.1083,5.2024,0.9093,0.8088,0.405,1.2509,10.0631,3.0816,0.53,0.1639
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_26	-1980275.98	3960573.96	11358076.09	112821.52	0.0951,0.353,10.2452,0.5977,7.002,0.1226,0.657,11.9882,0.8293,1.2926,0.0943
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_27	-1108823.0	2217668.0	8875459.54	128851.56	0.7884,0.1694,6.6318,1.2368,1.2024,0.3038,0.1165,5.5092,7.0967,0.788,0.101
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_28	-874076.94	1748175.88	2046436.01	174722.3	0.263,0.471,2.7518,1.2634,3.8635,0.1239,0.3763,10.3686,1.0047,1.6032,0.236
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_29	-1570437.5	3140897.0	7379854.5	98968.87	0.9208,0.7011,14.6396,4.1967,2.3422,0.1386,0.2903,13.614,2.9582,1.6102,0.7224
sec_contact_bottle_schange_thr_epoch	Round_2_Replicate_30	-1953507.38	3907036.76	954267904.66	245226.91	0.225,0.2262,1.5597,2.8362,2.8903,0.6578,0.6408,13.7793,2.9,0.5862,0.0829
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_1	-422544.6	845111.2	818326.78	302144.89	0.1663,0.9421,0.5368,0.5872,0.6972,0.8588,1.7646,2.1254,0.2616,9.484,0.0448
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_2	-591545.21	1183112.42	4301527.23	74006.33	0.067,1.5788,4.5224,1.4327,0.5845,0.7452,1.6836,3.0852,1.5597,15.8189,0.122
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_3	-877177.1	1754376.2	2124844.8	463781.74	0.0722,0.4325,0.3846,0.2323,2.0569,0.8561,0.3089,4.9204,0.809,7.1643,0.1105
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_4	-543771.8	1087565.6	1590233.42	216472.51	0.0965,0.5674,1.385,1.8281,0.7111,0.1995,1.5316,6.9565,1.4553,4.8587,0.4198
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_5	-1132821.16	2265664.32	4433090.8	222627.45	0.154,1.9265,2.898,0.3493,1.1298,0.74,2.6302,1.0072,0.4097,1.7609,0.374
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_6	-430203.05	860428.1	801550.04	494307.84	0.0336,0.7687,0.4875,0.2947,1.3591,0.0998,1.038,6.8298,0.2371,11.3571,0.0422
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_7	-795827.6	1591677.2	2342728.88	196423.66	0.1402,1.7154,0.7453,0.6621,2.3413,0.8252,0.9132,1.4846,1.1623,8.7444,0.3997
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_8	-1672650.62	3345323.24	235248877.2	230682.44	0.0294,2.9732,1.3772,2.3262,2.7542,0.9553,0.1701,7.84,2.0793,1.6814,0.0772
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_9	-871476.97	1742975.94	7502311.79	112664.76	0.0449,0.2938,2.795,0.5307,3.0224,0.4008,1.2114,4.8198,0.8533,10.1058,0.0416
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_10	-574814.4	1149650.8	1650200.67	169268.63	0.2254,0.3746,2.6015,0.5696,0.483,0.2199,0.5231,7.9218,2.2081,18.7442,0.3459
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_11	-1103783.88	2207589.76	3777444.27	156802.6	0.3715,0.6252,2.0241,0.6511,3.9818,0.3033,1.9956,0.8705,2.5039,4.0439,0.4022
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_12	-680517.99	1361057.98	1422398.24	378051.73	0.0439,0.3869,0.4935,0.4038,3.7327,0.2552,0.6343,4.458,0.2011,6.5118,0.1138
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_13	-264562.32	529146.64	515333.34	222952.16	0.0441,3.1331,0.6732,1.1532,0.4584,0.1419,1.193,0.6441,0.6277,4.2035,0.0785
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_14	-586690.87	1173403.74	1397956.02	250478.59	0.0932,1.547,2.0802,0.4925,0.4848,0.8837,0.204,2.4135,0.3984,1.1674,0.138
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_15	-586608.53	1173239.06	1348860.0	132923.49	0.2956,0.7748,2.4743,2.2538,2.5238,0.2997,1.5001,0.8023,0.7284,1.7022,0.367
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_16	-1205823.04	2411668.08	27486350.74	330763.17	0.4595,2.7887,0.6468,2.1154,1.0577,0.3182,0.8246,7.3782,0.6986,17.4895,0.0413
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_17	-506170.79	1012363.58	1018402.02	130017.3	0.2315,0.2142,2.1805,0.8956,2.395,1.2701,0.7102,3.0724,2.2488,3.1312,0.3721
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_18	-471438.65	942899.3	881947.25	225216.29	0.0331,0.8002,1.0369,0.8446,3.0118,0.4363,0.6796,0.6719,0.2774,1.2219,0.0295
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_19	-625608.39	1251238.78	1874724.25	388542.54	0.0596,0.5577,0.8295,0.3525,0.3185,0.1341,2.0761,1.2988,0.3991,2.9315,0.131
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_20	-619904.14	1239830.28	1487199.85	332448.07	0.0756,0.9866,0.7068,0.3027,1.8634,0.5634,1.3001,0.6375,0.2639,2.577,0.0261
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_21	-385941.89	771905.78	887044.21	221074.66	0.2955,0.2833,1.4729,0.4432,0.6196,0.1817,2.4066,4.7694,0.3798,6.3327,0.1494
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_22	-368301.84	736625.68	767308.37	196691.78	0.4589,0.3481,0.7041,1.5885,1.0302,0.3061,2.597,1.6086,0.8745,2.5277,0.1055
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_23	-353223.44	706468.88	827669.61	174871.37	0.0709,1.0983,2.6549,0.6549,0.4845,0.1969,1.7646,6.2048,0.643,3.6277,0.2103
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_24	-406393.45	812808.9	740266.25	201507.24	0.311,3.336,0.5748,1.3933,1.6536,0.5071,2.6941,1.7472,0.212,3.1218,0.1581
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_25	-1342142.07	2684306.14	5341199.97	192565.52	0.0513,0.3738,1.7422,0.3491,3.9933,0.4855,2.2248,1.1045,2.3524,16.1891,0.3612
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_26	-1076763.23	2153548.46	44620746.41	157429.66	0.4547,0.2117,2.2691,1.3198,0.5427,0.3454,0.2203,6.9187,1.614,4.673,0.0435
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_27	-654595.53	1309213.06	1390145.18	491116.18	0.0927,0.3135,0.3984,1.1949,0.3797,0.214,0.4756,5.1939,1.054,5.6711,0.0768
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_28	-1515077.27	3030176.54	6744799.47	100977.55	0.0727,1.8842,3.8143,0.2111,4.1815,0.1436,0.3616,1.106,1.6956,9.4192,0.1517
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_29	-1193902.24	2387826.48	4590693.83	249445.22	0.0302,0.2654,0.947,0.2341,2.5782,0.2247,0.747,1.5794,1.4482,1.5057,0.2143
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_30	-413314.9	826651.8	810196.26	166929.78	0.2815,0.8609,1.5611,1.1384,2.9193,0.118,0.8038,2.5773,0.6877,3.4819,0.1022
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_31	-1298723.67	2597469.34	4999070.64	161948.63	0.0322,2.7943,2.3681,0.3444,3.5181,0.1993,1.1369,4.6356,2.8339,1.1615,0.3483
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_32	-750930.48	1501882.96	2299161.43	118350.39	0.1938,3.318,3.7313,1.115,3.0999,0.2328,1.9784,1.065,0.5628,4.3211,0.1135
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_33	-846275.4	1692572.8	2408983.84	303733.81	0.1041,0.7488,0.627,0.252,1.3241,1.3845,0.5725,2.6146,0.5483,10.3054,0.2122
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_34	-329092.84	658207.68	693503.82	129331.21	0.0979,0.2443,2.1787,2.2228,1.2212,0.1539,2.5262,6.177,0.5781,5.1835,0.1942
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_35	-1758528.42	3517078.84	9545870.45	156245.4	0.0555,0.286,2.3096,0.1777,3.3788,0.1256,0.3777,5.2402,0.6963,4.7305,0.2805
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_36	-665667.72	1331357.44	1953025.99	203018.51	0.3532,1.0543,0.8151,1.6698,4.1531,0.4104,0.6199,2.3422,0.3468,13.3104,0.0754
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_37	-384143.79	768309.58	781993.35	398366.04	0.0999,0.2573,0.8054,0.1998,0.4161,0.388,0.5583,9.1794,0.2651,8.3066,0.0916
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_38	-584896.67	1169815.34	1176977.1	283729.91	0.0806,0.624,0.5632,0.854,1.4583,0.6265,1.2466,4.1403,1.238,8.539,0.1934
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_39	-1200906.09	2401834.18	16038387.02	318796.32	0.3304,0.3207,0.5044,2.1496,2.5726,0.5894,1.8148,7.8909,0.3733,2.8664,0.0723
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_40	-531708.68	1063439.36	1296499.8	381260.45	0.1196,0.3228,0.5076,0.3885,0.7653,0.2198,0.5917,1.8032,0.2743,2.4511,0.0907
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_41	-456339.17	912700.34	1015993.39	163069.76	0.1901,0.4342,1.9684,0.3773,1.0359,0.7906,0.5983,1.8406,0.2892,5.1721,0.08
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_42	-391721.23	783464.46	739646.73	152837.23	0.2261,1.2512,1.7339,0.7196,1.3305,1.2235,0.3582,2.2969,0.4444,8.4108,0.1899
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_43	-373170.41	746362.82	734903.29	129917.28	0.0747,0.4413,1.9052,1.8865,1.1318,0.9308,2.2614,1.0813,0.4987,4.141,0.3913
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_44	-544603.76	1089229.52	1310054.98	234882.87	0.0462,1.6963,0.9281,0.4254,0.8201,1.1034,1.0979,1.3869,1.6416,1.9485,0.2116
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_45	-438259.26	876540.52	1487132.38	145000.31	0.0789,0.2576,2.3413,0.4393,0.415,1.1308,1.3341,6.3595,0.9605,12.4732,0.0908
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_46	-708377.25	1416776.5	1919613.97	189223.94	0.1158,0.5999,2.7179,0.382,0.5307,0.6604,1.5856,0.8308,2.1464,1.2927,0.0789
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_47	-609502.73	1219027.46	1387439.13	320298.38	0.045,0.7844,0.4694,0.5324,0.784,0.8221,0.4074,0.9438,0.437,1.8816,0.0541
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_48	-622566.56	1245155.12	1272111.3	236731.7	0.1295,2.9154,1.274,1.2036,3.464,0.169,0.1785,8.7124,2.6826,2.5235,0.1854
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_49	-444519.94	889061.88	1201452.1	143521.83	0.0328,1.2115,1.8212,1.4568,1.9062,0.2016,0.382,2.2208,0.6353,6.2757,0.0793
sec_contact_bottle_schange_thr_epoch	Round_3_Replicate_50	-400379.56	800781.12	875629.87	121553.87	0.1835,0.2096,2.5706,0.5031,0.8072,0.168,0.2091,1.1795,0.2352,10.0337,0.0358
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_1	-355202.89	710427.78	654805.5	253877.53	0.0597,2.9192,0.5288,1.2574,0.3783,0.1167,0.7884,1.0676,0.5322,3.1942,0.0451
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_2	-224835.54	449693.08	407535.9	211592.54	0.0281,2.9308,0.8644,1.1064,0.236,0.1771,1.4611,1.0228,0.8337,8.2064,0.0783
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_3	-337859.86	675741.72	644084.22	190789.38	0.0463,1.6659,0.4435,1.6976,0.5066,0.0857,1.0768,0.3113,1.2464,8.827,0.0411
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_4	-510690.41	1021402.82	1134129.5	239917.21	0.0371,5.0296,0.4471,1.5699,0.3008,0.1959,1.0954,0.9437,0.9984,6.9152,0.1213
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_5	-300982.6	601987.2	587289.06	224925.79	0.0227,1.575,0.5506,1.1858,0.68,0.1141,1.1287,0.362,0.4351,5.2023,0.0561
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_6	-281524.64	563071.28	594181.36	245745.5	0.0165,4.0859,0.7805,0.9019,0.3155,0.091,0.6539,0.8823,0.334,4.1358,0.06
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_7	-364450.15	728922.3	666219.33	180671.05	0.0165,3.2554,0.4372,1.9486,0.4248,0.233,1.859,0.5797,0.7446,8.4585,0.082
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_8	-361972.86	723967.72	774070.24	298840.96	0.0231,1.7764,0.4597,0.864,0.3391,0.1318,1.3365,0.367,0.4369,2.541,0.0567
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_9	-283721.3	567464.6	536099.18	239496.35	0.0315,1.7281,0.6844,0.8567,0.6943,0.1816,1.2133,0.8449,0.6996,4.5424,0.0747
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_10	-246336.13	492694.26	472296.35	190098.39	0.0476,1.9527,0.9339,1.506,0.7107,0.1209,2.203,0.8204,0.4558,3.5564,0.1002
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_11	-374151.88	748325.76	792741.0	204026.98	0.0513,3.6928,1.2845,0.7113,0.8678,0.1184,1.536,1.1585,1.1854,2.9414,0.0769
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_12	-288050.41	576122.82	533923.69	229492.72	0.0875,2.59,0.8363,0.7623,0.793,0.1332,0.7098,0.9253,0.6008,3.4443,0.0442
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_13	-240439.92	480901.84	446218.38	180546.16	0.0606,4.7629,0.7835,2.0564,0.29,0.1536,1.9322,0.9026,1.2547,3.2177,0.1122
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_14	-208738.24	417498.48	381625.55	185728.62	0.0326,1.6709,0.8715,1.4385,0.35,0.1081,1.1614,0.7392,0.9336,5.5374,0.069
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_15	-388625.24	777272.48	809900.45	252999.29	0.026,4.5313,0.542,1.1816,0.4228,0.2356,1.0908,1.2003,0.7896,4.3682,0.1214
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_16	-460123.62	920269.24	848793.25	206323.39	0.0629,2.0588,0.4591,2.1084,0.488,0.2027,1.2184,1.1179,0.6283,3.9833,0.0654
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_17	-314261.11	628544.22	561687.91	200921.93	0.0301,4.1624,0.6212,1.5039,0.4537,0.1514,0.8736,0.8621,1.2505,4.9369,0.0578
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_18	-328940.81	657903.62	669261.74	281167.05	0.0656,2.3872,0.5043,1.0001,0.2935,0.1487,1.2489,0.9441,0.5346,2.9196,0.0778
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_19	-259703.08	519428.16	501002.83	159946.68	0.0514,3.4357,0.7293,2.0941,0.3326,0.0801,0.8523,0.4278,0.5581,8.1263,0.0645
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_20	-244094.9	488211.8	457296.64	309081.63	0.0319,5.7404,0.5422,0.8319,0.2541,0.099,2.3302,0.5775,0.3374,6.6664,0.0455
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_21	-355039.02	710100.04	777758.04	266195.95	0.0383,2.4816,1.1746,0.7249,0.2813,0.1877,1.8888,0.4667,0.5042,3.412,0.08
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_22	-242214.76	484451.52	466403.88	135626.79	0.0495,3.1286,1.3175,1.7104,0.7661,0.1959,0.9135,0.4161,0.9818,9.2168,0.1172
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_23	-218583.88	437189.76	429943.18	231708.88	0.0404,2.8484,1.009,0.8296,0.2526,0.104,1.3837,1.2046,0.4974,4.474,0.0631
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_24	-335825.38	671672.76	591704.85	223698.26	0.0319,5.0425,0.6517,1.1892,0.373,0.2285,0.8056,1.0086,0.3164,4.5337,0.0532
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_25	-264546.17	529114.34	473031.55	311937.29	0.026,5.5514,0.4947,0.7798,0.2859,0.1164,2.2895,0.5897,1.0006,4.3929,0.0334
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_26	-244461.42	488944.84	462581.95	190277.8	0.0654,4.4771,1.1051,1.4714,0.2441,0.1604,0.9832,0.5568,0.549,2.7832,0.0768
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_27	-207250.48	414522.96	394359.19	180455.81	0.0749,1.5955,1.0964,1.4708,0.4377,0.1027,1.4406,1.1045,0.574,4.3977,0.0877
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_28	-217546.7	435115.4	405809.3	211766.16	0.0418,4.0121,0.4333,1.6821,0.8088,0.0635,2.4172,0.5482,1.1178,7.1449,0.0688
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_29	-362248.95	724519.9	759433.73	302728.79	0.0485,1.6598,0.5958,0.624,0.4602,0.1831,0.6413,1.1617,0.5337,3.0977,0.0624
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_30	-700202.91	1400427.82	1944793.98	291319.23	0.0327,2.3446,0.4834,0.6766,0.2808,0.2222,0.6695,0.3531,1.1963,2.3372,0.0925
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_31	-264482.43	528986.86	530853.54	196255.68	0.066,4.7707,0.952,1.2495,0.5143,0.1451,2.2944,0.8079,0.4623,5.511,0.0731
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_32	-338504.86	677031.72	656901.9	287505.68	0.023,3.374,0.4415,0.8674,0.3507,0.2608,1.8647,0.7729,1.1314,2.9405,0.0835
