Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, m12, m21, T1, T2, T3)
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_33	-285825.49	571672.98	581074.13	426702.26	3.1587,10.8502,0.3995,0.4543,0.5031,0.044,3.113,3.7231,0.0666,0.265,0.0501
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_34	-367459.75	734941.5	731118.72	361899.02	2.9704,6.5104,0.7775,0.325,0.7106,0.07,1.0755,5.6672,0.0347,0.2735,0.0434
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_35	-257921.28	515864.56	478011.98	444755.64	3.0191,5.881,0.3175,0.4381,0.6173,0.0524,1.9018,4.0832,0.0665,0.2229,0.0403
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_36	-245676.01	491374.02	482117.75	372166.81	2.7452,12.5395,0.7214,0.6242,0.2485,0.0984,3.129,4.184,0.0644,0.2898,0.0703
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_37	-261364.92	522751.84	504469.34	452885.54	3.1808,5.1627,0.4273,0.5711,0.2954,0.0671,1.1075,4.9127,0.0378,0.4107,0.0516
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_38	-264184.8	528391.6	481437.71	385654.02	5.469,12.8643,0.3574,0.5977,0.6208,0.0691,2.3481,1.9236,0.0826,0.1504,0.0426
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_39	-357908.24	715838.48	701919.71	353427.39	2.3783,10.9063,0.6557,0.4946,0.9097,0.081,2.3609,5.8169,0.0493,0.3893,0.0596
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_40	-214567.44	429156.88	408599.76	431450.65	2.732,10.6244,0.4773,0.6844,0.2349,0.0283,1.2348,5.2678,0.1234,0.4098,0.033
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_41	-376317.31	752656.62	800618.77	359829.5	4.9973,10.935,0.6608,0.3665,0.6637,0.0582,2.6457,3.0956,0.0573,0.1271,0.0332
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_42	-284934.12	569890.24	554395.56	368975.38	2.7424,6.9132,0.5016,0.426,0.4456,0.1076,3.387,1.6794,0.1107,0.1291,0.0567
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_43	-368766.94	737555.88	720530.54	349860.01	4.0306,8.1171,0.7111,0.487,0.9106,0.0612,1.2779,2.14,0.0387,0.1629,0.0407
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_44	-242677.99	485377.98	438317.87	433399.28	5.9891,16.5076,0.2977,0.5857,0.3431,0.0701,3.236,1.7683,0.0462,0.4203,0.0396
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_45	-281488.99	562999.98	511236.04	428230.93	6.1174,11.9885,0.2836,0.7162,0.8845,0.0548,2.5232,5.3732,0.0381,0.1543,0.0508
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_46	-249238.45	498498.9	458463.18	428177.7	2.7598,8.6529,0.2942,0.6601,0.451,0.0638,3.4798,2.1151,0.0333,0.3376,0.0477
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_47	-338224.65	676471.3	720964.98	421359.2	2.1685,5.1594,0.4961,0.281,0.4812,0.0555,2.0411,3.3836,0.0415,0.1932,0.0435
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_48	-252576.74	505175.48	469946.08	400724.01	3.5833,4.2112,0.502,0.4538,0.3895,0.0417,1.7169,2.4364,0.039,0.3229,0.0267
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_49	-353901.47	707824.94	728440.58	468103.44	6.3185,9.7117,0.3026,0.2829,0.5763,0.1001,1.0378,1.8832,0.0507,0.2891,0.0301
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_50	-248609.65	497241.3	473383.49	348608.04	1.9002,5.7383,0.6142,0.8539,0.3677,0.0498,2.0477,2.0666,0.0642,0.4678,0.0474
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_51	-232695.55	465413.1	431824.69	447358.88	1.6459,8.6089,0.2764,0.5013,0.3789,0.0571,3.5031,2.2004,0.0554,0.2107,0.0399
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_52	-207113.93	414249.86	371572.95	475653.51	5.8238,15.8729,0.2801,0.6913,0.2543,0.0238,2.7176,4.991,0.0831,0.3372,0.0246
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_53	-317736.69	635495.38	608353.3	374879.36	3.4104,6.9627,0.6039,0.7901,0.762,0.0512,1.1068,5.8228,0.0364,0.2866,0.0544
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_54	-449194.75	898411.5	993776.23	381750.37	5.3249,11.2286,0.5852,0.3548,0.9094,0.0524,2.7369,1.9594,0.0412,0.319,0.0503
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_55	-276524.21	553070.42	509601.08	436152.76	1.7765,8.5287,0.2954,0.2761,0.8499,0.0905,2.7463,1.9057,0.0348,0.1249,0.0316
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_56	-244537.19	489096.38	449812.11	454653.03	5.7528,5.4734,0.3068,0.7882,0.5521,0.0318,2.478,6.1051,0.1192,0.3433,0.0407
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_57	-287833.36	575688.72	567055.35	362193.12	3.5373,7.6328,0.8315,0.5202,0.3061,0.068,1.09,3.3009,0.0295,0.2527,0.0442
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_58	-216279.54	432581.08	407306.65	414799.08	6.1172,10.9034,0.3006,0.9458,0.4067,0.0212,3.4662,2.0459,0.0759,0.1638,0.0302
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_59	-336235.07	672492.14	691545.85	401203.14	2.1094,4.0351,0.4717,0.3506,0.6332,0.057,3.5225,1.7483,0.0719,0.2493,0.0353
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_60	-282660.07	565342.14	504607.71	408189.54	1.7617,8.9546,0.2973,0.5459,0.9294,0.0778,3.6172,4.8946,0.0944,0.2054,0.0485
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_61	-282099.34	564220.68	550448.99	363750.47	2.3479,6.3731,0.581,0.4725,0.4055,0.0561,2.251,1.9148,0.1058,0.1449,0.0376
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_62	-221894.55	443811.1	415076.74	415278.03	2.4067,5.7163,0.4077,0.4115,0.2854,0.0283,1.0452,2.5862,0.1079,0.2094,0.0185
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_63	-322514.58	645051.16	601685.17	361749.51	3.8536,9.7922,0.6298,0.4049,0.83,0.0711,1.2498,2.9134,0.0485,0.3462,0.0334
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_64	-263488.69	526999.38	497906.07	384348.3	4.6687,5.0574,0.4606,0.4629,0.5597,0.0485,2.1514,3.1257,0.1067,0.1987,0.0374
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_65	-278478.01	556978.02	517045.6	451744.74	2.6614,5.1669,0.2382,0.3787,0.9037,0.0606,1.6118,1.8329,0.0384,0.1412,0.0292
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_66	-230845.09	461712.18	427781.14	471230.63	3.2706,6.7574,0.2312,0.3046,0.4956,0.0509,3.3,1.9855,0.0328,0.1154,0.0276
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_67	-316301.6	632625.2	687913.73	438292.23	2.4047,10.1234,0.2706,0.5073,0.5311,0.0558,0.9859,1.8995,0.0648,0.11,0.0522
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_68	-240747.65	481517.3	457534.12	432728.94	4.6774,7.9148,0.4387,0.5244,0.287,0.065,1.3872,4.3698,0.095,0.4287,0.0476
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_69	-314978.64	629979.28	615189.32	332563.46	4.2993,10.9329,0.7586,0.5283,0.5165,0.0522,1.7178,2.6224,0.1083,0.3291,0.036
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_70	-268372.65	536767.3	502274.97	401501.72	2.0511,4.6837,0.4528,0.3827,0.4688,0.0713,2.4125,2.7648,0.0626,0.2232,0.0312
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_71	-286665.19	573352.38	596148.19	442908.38	4.8894,7.3516,0.3842,0.3668,0.3856,0.0599,2.395,2.5395,0.0808,0.3223,0.0472
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_72	-311702.22	623426.44	564626.62	406762.09	3.7231,6.6634,0.4814,0.3634,1.0072,0.0763,1.0494,5.3261,0.0969,0.4158,0.0356
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_73	-289501.84	579025.68	580043.25	371659.68	5.8818,4.801,0.7972,0.5373,0.298,0.0812,1.8305,2.5775,0.0344,0.1574,0.0542
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_74	-242221.41	484464.82	465509.99	407365.09	2.741,7.2475,0.4752,0.5541,0.3263,0.0699,1.9551,7.0371,0.0795,0.1475,0.0553
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_75	-274756.81	549535.62	513667.3	409038.69	2.441,13.9012,0.3853,0.6349,0.5771,0.0638,1.2958,4.25,0.0748,0.2121,0.0507
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_76	-318080.44	636182.88	698148.92	470487.58	2.659,7.3535,0.4374,0.3264,0.3671,0.0424,1.5313,6.0381,0.0528,0.2935,0.0514
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_77	-274803.92	549629.84	551787.07	385261.91	3.2789,8.7367,0.605,0.9652,0.4,0.0656,0.9917,5.366,0.0565,0.1639,0.0749
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_78	-199232.19	398486.38	362763.82	428932.66	6.2606,4.3365,0.3296,0.6075,0.2822,0.0279,3.2243,2.3291,0.101,0.4174,0.0263
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_79	-377992.28	756006.56	761487.75	329298.0	3.2603,14.9342,0.749,0.4882,0.7044,0.1055,3.3932,1.7251,0.1078,0.1487,0.0706
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_80	-323470.98	646963.96	627174.17	385190.69	1.7458,10.1018,0.5202,0.5856,0.8364,0.0455,2.3351,5.8532,0.043,0.1599,0.0489
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_81	-228095.86	456213.72	419506.38	425727.5	2.6633,11.3647,0.3383,0.4038,0.4342,0.0514,3.0769,3.6858,0.111,0.2086,0.0349
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_82	-291589.08	583200.16	568483.78	373888.02	2.4205,13.1706,0.6307,0.794,0.4795,0.0613,1.3712,3.5105,0.0316,0.1666,0.0571
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_83	-220762.87	441547.74	404883.17	419124.94	5.5251,8.3626,0.3194,0.3606,0.356,0.0499,2.1464,2.2206,0.0948,0.1338,0.0246
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_84	-199782.34	399586.68	361133.81	432718.42	2.0226,4.0348,0.336,0.4621,0.2747,0.0326,2.4681,3.5762,0.1303,0.2255,0.0247
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_85	-245777.72	491577.44	466686.06	422265.17	2.3616,10.0592,0.3615,0.6182,0.4382,0.0275,1.3352,2.2501,0.1017,0.3883,0.0269
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_86	-262714.5	525451.0	491559.67	393654.1	2.797,9.6475,0.4522,0.3239,0.6414,0.0383,1.1697,3.4505,0.1009,0.1609,0.0204
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_87	-263676.3	527374.6	520093.49	391755.54	5.8549,14.9215,0.5557,0.5028,0.309,0.0655,3.0412,1.8656,0.0466,0.1364,0.0464
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_88	-309190.82	618403.64	648037.94	426728.02	2.2793,9.3515,0.4063,0.3775,0.5263,0.0343,1.6406,2.3184,0.1036,0.2861,0.0354
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_89	-312858.27	625738.54	628428.95	384712.5	4.4298,13.4592,0.6195,0.3795,0.4427,0.0546,1.9778,3.4044,0.0332,0.1456,0.0344
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_90	-459764.97	919551.94	1093327.5	516846.57	2.3074,10.7865,0.2623,0.2691,0.4192,0.0426,1.5736,1.9101,0.1091,0.2978,0.0425
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_91	-321560.25	643142.5	645186.03	424126.26	2.7771,9.4217,0.418,0.2769,0.7426,0.0664,3.471,4.2648,0.0491,0.2195,0.0342
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_92	-244751.49	489524.98	446186.31	482339.6	5.2197,11.2709,0.3349,0.2579,0.4176,0.0586,0.9728,5.7724,0.0347,0.2106,0.0246
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_93	-252115.79	504253.58	467377.42	396314.3	1.9839,14.6804,0.4234,0.6122,0.321,0.0771,1.5622,2.8093,0.0868,0.2026,0.0452
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_94	-368535.09	737092.18	751491.2	372069.1	7.6572,6.2924,0.6939,0.3587,0.7169,0.071,1.5157,6.6464,0.0543,0.3634,0.0631
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_95	-241450.4	482922.8	453588.4	382085.43	3.6381,5.4893,0.4636,0.599,0.3777,0.0382,2.7744,2.5241,0.091,0.2779,0.0285
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_96	-300060.85	600143.7	608926.53	388637.29	1.6394,9.6118,0.6431,0.2853,0.2479,0.0516,1.2709,1.8521,0.0479,0.1089,0.0211
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_97	-325586.99	651195.98	654759.84	372733.74	2.2429,6.5918,0.5725,0.3878,0.671,0.0516,1.942,2.8434,0.0565,0.2049,0.0226
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_98	-365515.58	731053.16	759410.1	523623.86	1.6694,4.593,0.2896,0.4673,0.7744,0.046,1.0001,5.7207,0.0591,0.375,0.0532
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_99	-228675.49	457372.98	441153.08	425791.53	1.7808,13.9648,0.3522,0.426,0.3223,0.0564,2.3508,4.0814,0.089,0.1169,0.0431
sec_contact_bottle_schange_thr_epoch	Round_4_Replicate_100	-246862.68	493747.36	483755.55	426004.24	2.222,7.6619,0.4089,0.382,0.3337,0.0397,3.2828,2.6435,0.0492,0.151,0.031
