Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, m12, m21, T1, T2)
sec_contact_schange	Round_4_Replicate_73	-104698.3	209412.6	198214.02	150445.43	1.6236,24.2992,0.1539,0.0947,4.0261,2.079,1.4388,0.3823
sec_contact_schange	Round_4_Replicate_74	-102409.47	204834.94	196625.11	160668.45	4.7246,17.2249,0.0997,0.084,5.1395,0.9921,1.1214,0.2939
sec_contact_schange	Round_4_Replicate_75	-155742.23	311500.46	291263.6	194895.72	3.1439,14.1221,0.1147,0.0794,3.6734,4.3837,1.8512,0.6002
sec_contact_schange	Round_4_Replicate_76	-135126.5	270269.0	247479.24	171841.03	4.6315,16.4695,0.1053,0.1321,4.6175,1.2019,1.4007,0.5851
sec_contact_schange	Round_4_Replicate_77	-92824.83	185665.66	178781.59	106137.34	4.4716,21.2092,0.0968,0.0621,4.0111,2.8415,2.6401,0.259
sec_contact_schange	Round_4_Replicate_78	-93447.13	186910.26	178980.93	85546.82	1.8688,24.19,0.1119,0.075,5.0193,1.5661,3.6056,0.2743
sec_contact_schange	Round_4_Replicate_79	-116216.35	232448.7	223297.39	161093.41	1.6212,23.902,0.1732,0.1217,3.8893,1.1694,1.1734,0.5104
sec_contact_schange	Round_4_Replicate_80	-99634.08	199284.16	186588.98	166176.27	2.3414,23.0413,0.1376,0.0763,3.5423,2.7028,1.1923,0.3317
sec_contact_schange	Round_4_Replicate_81	-107691.47	215398.94	226418.06	128804.26	2.2188,22.318,0.1266,0.0575,4.2446,1.5063,1.5511,0.2141
sec_contact_schange	Round_4_Replicate_82	-154277.82	308571.64	305789.94	168713.38	1.8295,14.8883,0.0861,0.1151,8.6354,1.4917,1.8149,0.4986
sec_contact_schange	Round_4_Replicate_83	-91562.98	183141.96	176429.63	72062.37	3.3014,18.3397,0.0821,0.0617,5.8119,1.5518,4.6103,0.2152
sec_contact_schange	Round_4_Replicate_84	-115795.13	231606.26	222627.85	177989.58	1.7729,23.8306,0.0921,0.0913,7.6646,1.0275,1.1226,0.3625
sec_contact_schange	Round_4_Replicate_85	-97788.28	195592.56	184785.59	142075.35	1.6984,25.2387,0.145,0.0779,3.2743,2.0579,1.5528,0.3011
sec_contact_schange	Round_4_Replicate_86	-135355.68	270727.36	272410.95	139622.99	2.2788,23.5835,0.0881,0.0946,8.1316,3.1746,1.9068,0.3571
sec_contact_schange	Round_4_Replicate_87	-99656.23	199328.46	201598.47	135596.47	1.5321,11.9551,0.1226,0.0583,4.6592,1.6948,1.5935,0.1906
sec_contact_schange	Round_4_Replicate_88	-95029.98	190075.96	180792.43	170264.7	2.117,28.7308,0.0871,0.0521,6.1708,3.1014,1.1595,0.2285
sec_contact_schange	Round_4_Replicate_89	-121298.76	242613.52	231093.65	106776.74	2.1315,18.9941,0.1105,0.1298,6.1031,1.322,2.8946,0.4299
sec_contact_schange	Round_4_Replicate_90	-99440.15	198896.3	197189.37	131346.07	3.9646,24.6274,0.0775,0.0601,7.998,2.0774,1.8954,0.2563
sec_contact_schange	Round_4_Replicate_91	-127861.36	255738.72	245323.63	126536.88	1.2829,13.5439,0.1057,0.0946,6.2677,1.5845,2.7855,0.3945
sec_contact_schange	Round_4_Replicate_92	-94504.45	189024.9	184883.1	103503.27	1.3999,16.8874,0.0746,0.0484,8.4983,2.4125,2.9856,0.185
sec_contact_schange	Round_4_Replicate_93	-177633.2	355282.4	349602.33	139444.95	1.6108,21.479,0.0793,0.0983,4.7179,1.2854,2.6604,0.4876
sec_contact_schange	Round_4_Replicate_94	-105816.96	211649.92	201603.51	75402.75	2.078,12.0047,0.077,0.076,7.9318,1.3924,5.2363,0.2302
sec_contact_schange	Round_4_Replicate_95	-121813.9	243643.8	226233.29	99159.31	1.7597,28.2151,0.141,0.099,3.698,1.9264,3.9668,0.5119
sec_contact_schange	Round_4_Replicate_96	-94840.34	189696.68	179026.46	99915.02	1.9719,16.5418,0.1554,0.0905,3.5746,2.2235,2.9701,0.3106
sec_contact_schange	Round_4_Replicate_97	-127756.72	255529.44	234407.32	126644.61	2.1457,26.5313,0.127,0.1352,4.4303,2.156,2.116,0.4812
sec_contact_schange	Round_4_Replicate_98	-96487.07	192990.14	194692.01	105601.99	3.6692,13.0838,0.1,0.0617,3.9389,2.0611,2.4156,0.2046
sec_contact_schange	Round_4_Replicate_99	-141616.24	283248.48	264740.21	119284.17	2.2397,13.1395,0.1314,0.1338,3.9335,1.0909,3.2135,0.5996
sec_contact_schange	Round_4_Replicate_100	-97560.59	195137.18	199656.59	79067.96	4.9949,19.2013,0.0816,0.0646,6.1889,1.2988,3.5175,0.2056
