Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, m12, m21, T1, T2)
sec_contact_schange	Round_2_Replicate_25	-1016848.69	2033713.38	9635217.87	474810.19	5.0534,0.1098,0.2918,0.8415,5.0646,0.1886,0.081,0.3754
sec_contact_schange	Round_2_Replicate_26	-941477.16	1882970.32	2395035.78	235766.43	18.5461,0.3104,0.3449,1.5986,0.6665,0.0651,0.2347,0.083
sec_contact_schange	Round_2_Replicate_27	-509969.59	1019955.18	928678.32	402560.78	20.3551,0.9023,0.0666,0.8701,6.4731,0.1472,0.165,0.3463
sec_contact_schange	Round_2_Replicate_28	-839771.82	1679559.64	2203433.49	243700.45	4.6465,0.3728,0.3371,3.4949,1.3639,0.069,0.3496,0.085
sec_contact_schange	Round_2_Replicate_29	-647128.55	1294273.1	1342109.93	268250.33	1.6741,0.5166,0.5956,3.3794,0.4404,0.0851,0.0674,0.2648
sec_contact_schange	Round_2_Replicate_30	-1185460.48	2370936.96	35803805.78	253776.65	1.4435,0.9565,0.4177,2.3339,4.8307,0.2165,0.1654,0.6054
sec_contact_schange	Round_3_Replicate_1	-638244.33	1276504.66	3221816.93	364551.29	23.9915,0.2651,0.1144,1.3613,2.6208,0.2666,0.044,0.0928
sec_contact_schange	Round_3_Replicate_2	-652778.0	1305572.0	1398408.53	328796.07	16.2069,0.1593,0.152,9.0964,0.7723,0.1064,0.0808,0.2019
sec_contact_schange	Round_3_Replicate_3	-528793.22	1057602.44	1034932.63	354948.28	7.0547,0.3317,0.0836,2.8135,1.012,0.2506,0.2165,0.1592
sec_contact_schange	Round_3_Replicate_4	-513208.91	1026433.82	1206100.03	361864.69	10.5146,0.1628,0.1733,1.7514,1.5376,0.3101,0.0342,0.1735
sec_contact_schange	Round_3_Replicate_5	-555875.31	1111766.62	918965.08	329416.5	15.568,0.7159,0.062,4.1528,0.8731,0.1873,0.1553,0.1452
sec_contact_schange	Round_3_Replicate_6	-443764.75	887545.5	1050269.58	400619.87	15.4435,0.2239,0.0338,1.0627,0.6241,0.066,0.1618,0.052
sec_contact_schange	Round_3_Replicate_7	-782594.44	1565204.88	2297536.1	353208.49	29.644,0.0944,0.1132,8.1658,1.157,0.0329,0.0776,0.0699
sec_contact_schange	Round_3_Replicate_8	-925510.46	1851036.92	2975996.98	430215.53	5.0213,0.1259,0.0602,2.0552,0.7316,0.2868,0.1971,0.1122
sec_contact_schange	Round_3_Replicate_9	-1055408.55	2110833.1	2124829.52	302553.41	25.858,0.7681,0.0443,11.7788,6.0282,0.3264,0.0403,0.3411
sec_contact_schange	Round_3_Replicate_10	-741913.75	1483843.5	1979574.73	428371.17	12.695,0.1555,0.0344,6.7028,1.9096,0.0441,0.1991,0.0707
sec_contact_schange	Round_3_Replicate_11	-436466.89	872949.78	852720.87	338507.44	27.3548,0.4656,0.1075,1.056,0.5377,0.0655,0.1437,0.221
sec_contact_schange	Round_3_Replicate_12	-456145.59	912307.18	777338.63	390505.01	22.146,0.1888,0.0642,7.2832,1.2526,0.2107,0.0443,0.1264
sec_contact_schange	Round_3_Replicate_13	-392547.19	785110.38	690668.28	447297.02	25.0379,0.1587,0.0474,2.5604,2.8798,0.0579,0.0551,0.1115
sec_contact_schange	Round_3_Replicate_14	-472920.93	945857.86	881039.8	368708.18	7.3145,0.1789,0.1432,2.4387,1.3309,0.3736,0.0215,0.202
sec_contact_schange	Round_3_Replicate_15	-627808.65	1255633.3	1191048.92	372271.12	23.9915,0.1704,0.1056,5.4786,2.5202,0.0373,0.0485,0.2774
sec_contact_schange	Round_3_Replicate_16	-520950.11	1041916.22	1162481.34	444381.85	6.5342,0.1141,0.0436,8.4588,0.5639,0.3309,0.0883,0.0733
sec_contact_schange	Round_3_Replicate_17	-361673.64	723363.28	666265.74	444445.95	23.558,0.3443,0.0354,0.8802,5.2267,0.2792,0.0982,0.0901
sec_contact_schange	Round_3_Replicate_18	-616524.51	1233065.02	1046373.07	339651.6	27.8703,0.4936,0.0812,2.9874,0.6324,0.0314,0.0419,0.2739
sec_contact_schange	Round_3_Replicate_19	-660530.68	1321077.36	1313662.07	478096.03	6.1722,0.1265,0.0672,5.6128,4.5564,0.14,0.1022,0.1862
sec_contact_schange	Round_3_Replicate_20	-1639040.08	3278096.16	8958871.35	352253.52	9.1557,0.1137,0.0678,8.2867,1.2304,0.0573,0.3347,0.0856
sec_contact_schange	Round_3_Replicate_21	-1127259.64	2254535.28	38863477.51	340539.9	23.9871,0.8765,0.0752,5.8104,0.5573,0.0814,0.0398,0.0579
sec_contact_schange	Round_3_Replicate_22	-1766471.23	3532958.46	9873407.49	318779.64	9.4306,0.1017,0.0613,10.2341,5.4619,0.1177,0.3182,0.0353
sec_contact_schange	Round_3_Replicate_23	-624420.16	1248856.32	1609331.08	359022.26	23.9915,0.1413,0.1017,1.5069,0.6609,0.0496,0.1029,0.0864
sec_contact_schange	Round_3_Replicate_24	-788499.72	1577015.44	3536469.33	317435.2	5.7991,0.2785,0.216,4.5245,2.3984,0.3204,0.1015,0.0675
sec_contact_schange	Round_3_Replicate_25	-302497.87	605011.74	610399.64	439827.08	23.4848,0.1187,0.0341,1.5282,0.5373,0.0303,0.0434,0.0448
sec_contact_schange	Round_3_Replicate_26	-786981.95	1573979.9	2038233.46	451550.98	8.6477,0.1814,0.0419,3.4166,4.7892,0.145,0.322,0.1032
sec_contact_schange	Round_3_Replicate_27	-1163178.27	2326372.54	3465356.59	472879.61	27.8703,0.2689,0.051,0.7378,0.4616,0.0507,0.0243,0.4481
sec_contact_schange	Round_3_Replicate_28	-539441.25	1078898.5	1022058.68	291579.68	23.9915,0.5543,0.1458,2.3335,1.3549,0.0234,0.2541,0.3001
sec_contact_schange	Round_3_Replicate_29	-829050.65	1658117.3	1943284.44	472507.21	6.0882,0.3228,0.0444,0.8349,0.8083,0.0586,0.0928,0.2408
sec_contact_schange	Round_3_Replicate_30	-763723.86	1527463.72	1520848.39	344984.95	20.7725,0.7784,0.0555,6.3104,3.7133,0.0615,0.0305,0.1754
sec_contact_schange	Round_3_Replicate_31	-388655.83	777327.66	801610.34	371642.44	23.4848,0.2716,0.0371,2.9734,0.3961,0.0367,0.1389,0.0464
sec_contact_schange	Round_3_Replicate_32	-518775.18	1037566.36	1304956.88	375526.02	21.1586,0.6166,0.0526,1.5985,2.2733,0.1463,0.0663,0.0978
sec_contact_schange	Round_3_Replicate_33	-450682.54	901381.08	1045346.61	364831.64	21.1742,0.2828,0.0316,0.8271,1.9195,0.1792,0.2205,0.0429
sec_contact_schange	Round_3_Replicate_34	-465739.19	931494.38	836445.14	341420.68	22.0818,0.4299,0.0583,5.9271,0.5738,0.0514,0.1723,0.1082
sec_contact_schange	Round_3_Replicate_35	-691812.81	1383641.62	1326582.33	455835.63	29.8088,0.0986,0.0437,8.1269,1.8293,0.1675,0.0573,0.182
sec_contact_schange	Round_3_Replicate_36	-502289.39	1004594.78	1259227.61	358875.42	23.9915,0.2308,0.1162,1.7272,1.6744,0.1116,0.0686,0.1144
sec_contact_schange	Round_3_Replicate_37	-587900.1	1175816.2	940763.77	351740.82	14.2606,0.6232,0.0541,4.0368,3.0974,0.025,0.2341,0.1966
sec_contact_schange	Round_3_Replicate_38	-490805.23	981626.46	995204.08	315591.84	25.0379,0.4538,0.0438,9.7038,0.7987,0.3244,0.2815,0.0726
sec_contact_schange	Round_3_Replicate_39	-770556.48	1541128.96	5069694.51	340749.25	22.7448,0.8794,0.0599,4.1202,1.2771,0.0229,0.0701,0.0737
sec_contact_schange	Round_3_Replicate_40	-391984.16	783984.32	757704.36	386466.42	11.4057,0.2276,0.0564,10.5837,0.643,0.0375,0.0737,0.0649
sec_contact_schange	Round_3_Replicate_41	-533061.24	1066138.48	1397371.54	367274.49	5.7241,0.1775,0.1247,1.3236,2.0102,0.0464,0.0844,0.0605
sec_contact_schange	Round_3_Replicate_42	-1025197.31	2050410.62	5622805.3	299617.49	23.4848,0.2345,0.2122,1.2042,3.9736,0.0347,0.1633,0.0789
sec_contact_schange	Round_3_Replicate_43	-837617.7	1675251.4	3755405.18	341032.27	21.5538,0.2675,0.1203,1.1103,5.0186,0.3362,0.3342,0.1334
sec_contact_schange	Round_3_Replicate_44	-1567222.13	3134460.26	6689989.04	266331.07	22.3578,0.1184,0.1846,2.6715,1.7778,0.0262,0.2277,0.0521
sec_contact_schange	Round_3_Replicate_45	-510937.21	1021890.42	1175688.25	389960.58	8.1375,0.2316,0.0514,3.1231,0.6052,0.0346,0.1714,0.0781
sec_contact_schange	Round_3_Replicate_46	-906839.4	1813694.8	1746787.87	343159.75	18.6407,0.179,0.0865,10.499,1.3382,0.0566,0.0741,0.395
sec_contact_schange	Round_3_Replicate_47	-917065.27	1834146.54	2079359.59	434497.57	16.8014,0.074,0.0727,6.0275,1.4968,0.069,0.0417,0.2986
sec_contact_schange	Round_3_Replicate_48	-946480.93	1892977.86	11614690.32	365275.83	23.9915,0.2215,0.1112,9.945,5.2365,0.2033,0.0468,0.1105
sec_contact_schange	Round_3_Replicate_49	-800317.32	1600650.64	2893411.03	328897.13	4.6822,0.1971,0.2214,1.1774,3.2723,0.09,0.134,0.0623
sec_contact_schange	Round_3_Replicate_50	-467785.89	935587.78	1196660.67	377904.04	10.2235,0.3982,0.0418,11.0163,2.7268,0.1104,0.1008,0.0538
sec_contact_schange	Round_4_Replicate_1	-291631.55	583279.1	501138.44	447949.41	20.4541,0.1789,0.0389,0.9706,0.9295,0.0255,0.0339,0.0756
sec_contact_schange	Round_4_Replicate_2	-259416.88	518849.76	471706.92	462165.98	11.6514,0.12,0.0353,0.8237,0.4385,0.0534,0.024,0.0537
sec_contact_schange	Round_4_Replicate_3	-233823.97	467663.94	422134.99	485810.07	26.1801,0.1087,0.0166,0.8584,0.2996,0.0299,0.031,0.0334
sec_contact_schange	Round_4_Replicate_4	-297757.9	595531.8	534739.66	452111.39	18.465,0.128,0.0341,1.9199,0.3767,0.0642,0.0393,0.0606
sec_contact_schange	Round_4_Replicate_5	-263328.0	526672.0	454277.35	494789.59	17.4359,0.0885,0.0199,2.1958,1.0752,0.0301,0.0263,0.043
sec_contact_schange	Round_4_Replicate_6	-227363.76	454743.52	406870.04	497244.86	25.4966,0.0996,0.0136,0.9105,0.7476,0.0277,0.03,0.029
sec_contact_schange	Round_4_Replicate_7	-253368.11	506752.22	443187.2	485651.88	20.2277,0.1343,0.0211,0.809,1.0013,0.0229,0.0381,0.0463
sec_contact_schange	Round_4_Replicate_8	-264159.47	528334.94	479354.29	471626.6	14.3739,0.0789,0.027,2.2477,0.3827,0.0283,0.0177,0.0431
sec_contact_schange	Round_4_Replicate_9	-260879.58	521775.16	463022.98	475143.01	20.8002,0.0952,0.0224,1.7492,0.3932,0.0269,0.0211,0.0416
sec_contact_schange	Round_4_Replicate_10	-277475.64	554967.28	499171.02	463997.38	22.8968,0.0961,0.0349,1.3366,0.5677,0.0186,0.0213,0.0624
sec_contact_schange	Round_4_Replicate_11	-262893.22	525802.44	464990.24	464530.84	17.0091,0.1584,0.0189,1.6616,0.9871,0.0484,0.0486,0.0355
sec_contact_schange	Round_4_Replicate_12	-246331.94	492679.88	446765.35	471662.69	14.8682,0.1451,0.0166,1.2502,0.3915,0.0166,0.0504,0.0303
sec_contact_schange	Round_4_Replicate_13	-303583.27	607182.54	523192.82	448119.8	10.2663,0.1339,0.0423,1.8255,0.3823,0.0337,0.03,0.0701
sec_contact_schange	Round_4_Replicate_14	-313431.58	626879.16	540759.2	436374.56	23.549,0.1802,0.0398,1.5391,0.8118,0.0466,0.0438,0.0768
sec_contact_schange	Round_4_Replicate_15	-398373.75	796763.5	880333.42	386441.43	22.854,0.1708,0.0406,2.9972,0.2516,0.0342,0.0786,0.0333
sec_contact_schange	Round_4_Replicate_16	-263076.54	526169.08	470947.87	463522.23	15.9214,0.1243,0.0274,1.2597,0.2695,0.0242,0.0318,0.0466
sec_contact_schange	Round_4_Replicate_17	-304310.42	608636.84	570279.16	430971.63	21.3309,0.1388,0.0476,1.3551,0.3779,0.0229,0.0324,0.0687
sec_contact_schange	Round_4_Replicate_18	-278714.05	557444.1	491364.77	451888.43	18.1377,0.1689,0.0257,1.5708,0.4967,0.0391,0.0501,0.0468
sec_contact_schange	Round_4_Replicate_19	-239802.99	479621.98	433484.45	488011.0	17.191,0.0839,0.0236,0.8574,0.3898,0.0502,0.0197,0.0432
sec_contact_schange	Round_4_Replicate_20	-281164.83	562345.66	513573.26	439577.3	18.3726,0.1911,0.0343,0.9054,0.4312,0.0355,0.0566,0.0574
sec_contact_schange	Round_4_Replicate_21	-267185.93	534387.86	472629.6	466526.36	20.9161,0.1605,0.0156,2.7067,0.3648,0.0322,0.059,0.0326
sec_contact_schange	Round_4_Replicate_22	-275432.3	550880.6	484324.45	469404.44	19.5313,0.125,0.0244,1.7313,0.3241,0.0426,0.0377,0.0488
sec_contact_schange	Round_4_Replicate_23	-292638.15	585292.3	542878.39	442846.68	21.2133,0.1263,0.0348,2.025,0.3383,0.0485,0.0344,0.053
sec_contact_schange	Round_4_Replicate_24	-253688.28	507392.56	454932.96	464390.7	15.5764,0.1558,0.0245,0.8045,0.3399,0.0183,0.0432,0.0437
sec_contact_schange	Round_4_Replicate_25	-258426.25	516868.5	463467.4	466154.43	18.18,0.1777,0.0159,1.2226,0.4564,0.0116,0.0645,0.0326
sec_contact_schange	Round_4_Replicate_26	-256977.42	513970.84	453666.03	467924.92	19.0998,0.1612,0.0172,1.3562,0.426,0.0427,0.0522,0.0343
sec_contact_schange	Round_4_Replicate_27	-277389.22	554794.44	488629.25	458673.45	22.1534,0.1473,0.0217,2.5603,0.2455,0.021,0.0477,0.042
sec_contact_schange	Round_4_Replicate_28	-326650.54	653317.08	606244.39	415342.25	14.6187,0.1927,0.044,2.2731,0.4007,0.0338,0.0656,0.0616
sec_contact_schange	Round_4_Replicate_29	-252598.54	505213.08	451424.43	461138.12	24.2477,0.193,0.0151,0.9262,0.2775,0.0161,0.0627,0.0311
sec_contact_schange	Round_4_Replicate_30	-293420.4	586856.8	512068.46	462730.89	21.7889,0.0744,0.0353,2.8067,0.5311,0.0167,0.0138,0.0639
sec_contact_schange	Round_4_Replicate_31	-310114.29	620244.58	536555.63	441358.86	26.674,0.1849,0.0285,2.2979,0.3305,0.0156,0.0561,0.0591
sec_contact_schange	Round_4_Replicate_32	-275461.14	550938.28	488373.81	450955.59	17.7413,0.1427,0.0422,0.818,0.3883,0.0173,0.0215,0.072
sec_contact_schange	Round_4_Replicate_33	-288516.97	577049.94	549536.52	429788.46	18.8573,0.2073,0.0302,1.124,0.6641,0.034,0.061,0.0448
sec_contact_schange	Round_4_Replicate_34	-297856.58	595729.16	525732.76	436454.12	25.2546,0.1767,0.0392,1.1881,0.3358,0.028,0.0376,0.071
sec_contact_schange	Round_4_Replicate_35	-299345.53	598707.06	515834.61	456953.15	19.3006,0.1328,0.033,1.9341,0.7268,0.0224,0.0356,0.0651
sec_contact_schange	Round_4_Replicate_36	-274890.11	549796.22	494812.36	460802.43	20.292,0.1211,0.0262,2.0563,0.7505,0.0485,0.0352,0.0455
sec_contact_schange	Round_4_Replicate_37	-269296.46	538608.92	481413.66	452906.17	22.252,0.18,0.0276,0.8911,0.9303,0.0299,0.0474,0.0507
sec_contact_schange	Round_4_Replicate_38	-263180.68	526377.36	481240.24	455393.17	15.4595,0.1603,0.0191,2.0474,0.2686,0.0183,0.057,0.0322
sec_contact_schange	Round_4_Replicate_39	-319537.16	639090.32	579978.96	423709.02	16.3076,0.1954,0.0365,2.8018,0.8398,0.0164,0.065,0.0566
sec_contact_schange	Round_4_Replicate_40	-235795.46	471606.92	416591.73	492449.27	20.2854,0.0974,0.0164,1.0501,0.472,0.0225,0.026,0.0335
sec_contact_schange	Round_4_Replicate_41	-232932.89	465881.78	417249.54	496254.18	11.5255,0.0808,0.0165,1.5977,0.3832,0.0478,0.0243,0.0298
sec_contact_schange	Round_4_Replicate_42	-280579.08	561174.16	500551.78	448942.13	15.0047,0.1574,0.0337,1.1934,0.359,0.0663,0.0422,0.0564
sec_contact_schange	Round_4_Replicate_43	-246806.71	493629.42	447611.43	470981.82	10.6618,0.1302,0.0195,1.3186,0.2965,0.0372,0.039,0.0316
sec_contact_schange	Round_4_Replicate_44	-310445.21	620906.42	564357.0	441801.38	21.5075,0.1838,0.0441,0.906,0.4102,0.0177,0.0465,0.0891
sec_contact_schange	Round_4_Replicate_45	-300173.33	600362.66	529983.88	437652.84	23.4201,0.1809,0.0294,2.2377,0.3439,0.0222,0.0544,0.0535
sec_contact_schange	Round_4_Replicate_46	-262220.51	524457.02	485193.22	451777.33	12.2859,0.1899,0.018,1.2892,0.2739,0.0232,0.073,0.0303
sec_contact_schange	Round_4_Replicate_47	-258934.19	517884.38	458645.66	483709.82	26.3221,0.103,0.022,1.3043,0.8394,0.0257,0.0299,0.0463
sec_contact_schange	Round_4_Replicate_48	-275520.82	551057.64	488218.51	455237.43	19.1131,0.1904,0.0215,1.2626,0.4717,0.0479,0.0644,0.0432
sec_contact_schange	Round_4_Replicate_49	-284702.6	569421.2	522307.44	446519.0	12.7694,0.1401,0.0315,2.1263,0.3697,0.0536,0.0439,0.0463
sec_contact_schange	Round_4_Replicate_50	-242932.27	485880.54	448493.38	493255.18	13.352,0.0806,0.0212,1.1387,0.6753,0.0259,0.0252,0.0374
sec_contact_schange	Round_4_Replicate_51	-257389.25	514794.5	458148.2	474533.04	21.1346,0.1156,0.0211,1.5554,0.9488,0.0279,0.0326,0.0398
sec_contact_schange	Round_4_Replicate_52	-258588.56	517193.12	474761.05	451666.06	8.3757,0.1815,0.0261,0.8621,0.3867,0.0217,0.0578,0.0383
sec_contact_schange	Round_4_Replicate_53	-258133.82	516283.64	474512.58	450631.24	21.1721,0.1934,0.0199,0.848,0.3545,0.0464,0.0647,0.0356
sec_contact_schange	Round_4_Replicate_54	-279171.29	558358.58	522530.49	455336.35	21.8031,0.1076,0.0283,2.3416,0.5019,0.019,0.0288,0.0441
sec_contact_schange	Round_4_Replicate_55	-276084.6	552185.2	519671.5	451671.39	21.9392,0.1293,0.0248,2.3124,0.4842,0.0364,0.0398,0.0387
sec_contact_schange	Round_4_Replicate_56	-292033.55	584083.1	513830.55	456708.33	17.6671,0.1348,0.0312,1.8591,0.5049,0.0458,0.0401,0.0583
sec_contact_schange	Round_4_Replicate_57	-269617.13	539250.26	482360.33	454274.67	17.0994,0.1635,0.0287,1.0159,0.6968,0.0499,0.0436,0.0498
sec_contact_schange	Round_4_Replicate_58	-266170.93	532357.86	482296.62	451735.36	19.4653,0.163,0.0291,0.8897,0.2594,0.0589,0.042,0.0496
sec_contact_schange	Round_4_Replicate_59	-234210.85	468437.7	414275.13	501614.66	18.4234,0.0792,0.0135,2.4481,0.8103,0.0282,0.0252,0.0277
sec_contact_schange	Round_4_Replicate_60	-293776.71	587569.42	514685.3	456408.62	20.6119,0.154,0.0256,2.3181,0.53,0.0306,0.0516,0.0516
sec_contact_schange	Round_4_Replicate_61	-230256.16	460528.32	426837.08	499033.96	15.3654,0.0741,0.0162,1.2765,1.0311,0.0397,0.024,0.0289
sec_contact_schange	Round_4_Replicate_62	-280537.99	561091.98	491270.29	462128.23	13.247,0.1372,0.0346,1.1639,0.8236,0.0473,0.0359,0.0626
sec_contact_schange	Round_4_Replicate_63	-282002.67	564021.34	495956.93	463790.48	13.8233,0.1419,0.0282,1.5296,0.5927,0.0488,0.0442,0.053
sec_contact_schange	Round_4_Replicate_64	-248254.49	496524.98	460419.99	485863.54	17.6602,0.0856,0.018,2.2539,0.6111,0.06,0.0306,0.0318
sec_contact_schange	Round_4_Replicate_65	-283865.67	567747.34	493852.37	450733.17	25.8457,0.2137,0.0265,0.8376,0.682,0.0345,0.0439,0.0547
sec_contact_schange	Round_4_Replicate_66	-237062.15	474140.3	439040.4	484229.39	13.3626,0.086,0.0222,0.9591,0.4604,0.0165,0.0234,0.0361
sec_contact_schange	Round_4_Replicate_67	-318499.41	637014.82	599063.52	435479.62	23.8477,0.1043,0.0445,2.8032,0.5456,0.0241,0.0246,0.0648
sec_contact_schange	Round_4_Replicate_68	-276053.81	552123.62	510830.25	448089.05	19.2443,0.1447,0.0357,0.9544,0.4381,0.0249,0.0295,0.0561
sec_contact_schange	Round_4_Replicate_69	-246128.55	492273.1	451105.39	476304.25	24.392,0.1145,0.017,1.5606,0.7958,0.0162,0.0376,0.0315
sec_contact_schange	Round_4_Replicate_70	-275752.28	551520.56	503745.51	453182.72	26.4847,0.1295,0.0301,1.3669,0.4023,0.0221,0.0358,0.0518
sec_contact_schange	Round_4_Replicate_71	-302107.11	604230.22	534951.15	444439.82	23.2292,0.1677,0.0285,2.4682,0.695,0.02,0.0577,0.0542
sec_contact_schange	Round_4_Replicate_72	-272501.68	545019.36	483873.86	473811.56	21.2488,0.1319,0.0227,1.3904,0.468,0.0295,0.0424,0.0478
sec_contact_schange	Round_4_Replicate_73	-251890.29	503796.58	457926.92	462295.89	21.4931,0.1972,0.0152,0.7465,0.478,0.0804,0.0712,0.0313
