Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, m12, m21, T1, T2)
sec_contact_schange	Round_4_Replicate_74	-286712.38	573440.76	553519.95	339691.2	6.2653,0.6185,0.2457,0.3031,1.33,1.0682,0.4349,0.6816
sec_contact_schange	Round_4_Replicate_75	-196079.79	392175.58	382272.3	342595.42	5.9144,1.7266,0.1562,0.0992,0.7753,3.7083,0.4434,0.2799
sec_contact_schange	Round_4_Replicate_76	-253804.37	507624.74	485034.58	322101.83	2.6582,1.6485,0.2533,0.2518,1.9862,1.6144,0.4197,0.4484
sec_contact_schange	Round_4_Replicate_77	-246228.09	492472.18	508115.37	315406.08	11.4787,1.1053,0.1611,0.1972,2.1237,2.7265,0.4535,0.3274
sec_contact_schange	Round_4_Replicate_78	-299627.78	599271.56	568322.33	353128.74	4.9499,0.9093,0.2385,0.3056,2.2724,2.0037,0.3997,0.8716
sec_contact_schange	Round_4_Replicate_79	-212158.57	424333.14	388403.57	331665.55	10.7989,1.1483,0.1569,0.151,2.0897,3.2631,0.7045,0.4972
sec_contact_schange	Round_4_Replicate_80	-226740.46	453496.92	419309.2	305025.5	5.5705,0.6153,0.197,0.175,1.3483,2.7219,1.0863,0.5343
sec_contact_schange	Round_4_Replicate_81	-310097.75	620211.5	726092.16	241309.22	10.847,1.114,0.3125,0.2136,1.8698,3.5145,1.3121,0.8551
sec_contact_schange	Round_4_Replicate_82	-241714.33	483444.66	485749.63	295701.42	11.0694,0.5092,0.1644,0.1973,0.8719,2.3367,0.6755,0.3489
sec_contact_schange	Round_4_Replicate_83	-238072.69	476161.38	478453.05	285730.94	4.2866,0.903,0.2061,0.1875,1.0165,3.4518,0.6947,0.2848
sec_contact_schange	Round_4_Replicate_84	-293454.98	586925.96	646543.32	242703.63	4.3852,0.737,0.2251,0.2666,0.7026,1.3232,1.1278,0.3021
sec_contact_schange	Round_4_Replicate_85	-217291.14	434598.28	399081.6	342642.36	5.8871,0.6462,0.1938,0.1518,1.0198,3.7646,0.553,0.4496
sec_contact_schange	Round_4_Replicate_86	-228093.37	456202.74	420833.63	275500.11	5.143,1.0358,0.3004,0.2277,0.7018,2.1395,0.8023,0.6228
sec_contact_schange	Round_4_Replicate_87	-310575.79	621167.58	731421.78	221811.37	7.2812,1.1835,0.3055,0.1754,1.7458,2.1329,1.0801,0.3411
sec_contact_schange	Round_4_Replicate_88	-259217.88	518451.76	514035.53	297914.85	6.7554,0.7497,0.2321,0.2549,0.8171,1.4589,0.5655,0.4581
sec_contact_schange	Round_4_Replicate_89	-312837.15	625690.3	614876.37	369832.44	10.1715,0.4824,0.2503,0.2996,1.522,1.03,0.3788,1.0373
sec_contact_schange	Round_4_Replicate_90	-246048.23	492112.46	502310.48	217877.15	9.5451,1.7899,0.3393,0.2542,0.8039,1.0908,1.2679,0.7674
sec_contact_schange	Round_4_Replicate_91	-251563.14	503142.28	505153.84	298113.88	5.5596,0.8707,0.2686,0.2069,1.2537,2.9034,0.5385,0.4462
sec_contact_schange	Round_4_Replicate_92	-234877.57	469771.14	437408.61	300212.87	6.303,1.3383,0.2931,0.2263,0.9888,1.8105,0.5028,0.7073
sec_contact_schange	Round_4_Replicate_93	-318537.35	637090.7	749603.02	249994.39	7.1118,0.5742,0.2969,0.2004,1.6503,2.4814,0.9339,0.3723
sec_contact_schange	Round_4_Replicate_94	-235644.64	471305.28	425234.28	231529.05	4.0433,1.8212,0.336,0.3361,1.1716,1.0564,1.4206,0.845
sec_contact_schange	Round_4_Replicate_95	-234994.13	470004.26	450251.98	243831.86	5.361,1.1299,0.2653,0.2045,1.1492,3.4513,1.4604,0.5941
sec_contact_schange	Round_4_Replicate_96	-215291.74	430599.48	401553.13	304134.71	6.0844,1.2365,0.188,0.1373,1.7551,3.5843,1.0662,0.5337
sec_contact_schange	Round_4_Replicate_97	-279032.98	558081.96	591234.68	343975.64	3.5141,1.1825,0.2197,0.1521,1.0365,1.2543,0.5135,0.4283
sec_contact_schange	Round_4_Replicate_98	-264478.39	528972.78	476622.93	301941.23	4.0922,0.6757,0.3711,0.2815,0.6693,2.0092,0.5043,0.9861
sec_contact_schange	Round_4_Replicate_99	-313229.39	626474.78	589379.88	419252.3	8.6194,0.5837,0.1605,0.2501,1.5903,1.2378,0.3748,0.8327
sec_contact_schange	Round_4_Replicate_100	-280740.5	561497.0	521039.16	338714.28	3.7701,0.5549,0.2826,0.2895,1.0054,1.4389,0.4725,0.8134
