Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, m12, m21, T1, T2)
sec_contact_schange	Round_4_Replicate_75	-164324.35	328664.7	324958.67	307717.46	3.5324,14.2779,0.0644,0.0344,4.8166,1.7268,0.6063,0.1097
sec_contact_schange	Round_4_Replicate_76	-147495.45	295006.9	267670.82	383744.12	3.845,15.4298,0.049,0.0435,9.0087,1.5993,0.4148,0.1399
sec_contact_schange	Round_4_Replicate_77	-148080.0	296176.0	270289.66	432152.46	3.2333,15.5825,0.0616,0.0407,5.7616,1.3583,0.2051,0.134
sec_contact_schange	Round_4_Replicate_78	-202918.22	405852.44	433138.81	329640.88	3.4119,15.1177,0.0592,0.0288,3.5631,0.5337,0.5235,0.0998
sec_contact_schange	Round_4_Replicate_79	-150627.89	301271.78	274306.53	410715.7	5.0317,21.1439,0.0395,0.0392,11.8707,0.5366,0.3653,0.1371
sec_contact_schange	Round_4_Replicate_80	-146393.8	292803.6	269048.65	429408.11	11.8384,17.0911,0.0472,0.0396,7.4497,1.7731,0.2241,0.1363
sec_contact_schange	Round_4_Replicate_81	-160381.82	320779.64	302555.07	312203.65	6.3556,26.4015,0.0841,0.0648,5.07,0.9324,0.5371,0.2073
sec_contact_schange	Round_4_Replicate_82	-143344.56	286705.12	261153.8	425162.03	4.6372,24.5055,0.0447,0.0307,8.0181,1.4995,0.2069,0.0996
sec_contact_schange	Round_4_Replicate_83	-187225.64	374467.28	335577.0	449087.01	8.9668,20.7515,0.0466,0.0667,7.8479,0.7488,0.2409,0.2253
sec_contact_schange	Round_4_Replicate_84	-158795.13	317606.26	292299.69	375890.06	3.8309,22.8434,0.0909,0.0632,4.8093,0.7778,0.2742,0.1974
sec_contact_schange	Round_4_Replicate_85	-147831.76	295679.52	270584.24	403982.66	3.0064,24.1778,0.0542,0.0379,8.0702,0.6037,0.2561,0.1185
sec_contact_schange	Round_4_Replicate_86	-155432.71	310881.42	300025.31	387338.04	5.1463,23.443,0.0694,0.0383,5.8271,1.6521,0.256,0.131
sec_contact_schange	Round_4_Replicate_87	-175632.96	351281.92	363153.28	366346.58	7.0493,19.6515,0.0598,0.0607,10.2484,1.1913,0.3904,0.1785
sec_contact_schange	Round_4_Replicate_88	-170473.92	340963.84	307243.38	417768.01	3.5215,25.2464,0.0724,0.0609,4.3065,0.8896,0.2264,0.2045
sec_contact_schange	Round_4_Replicate_89	-153662.2	307340.4	294740.29	347067.81	5.387,21.9088,0.056,0.0387,7.1149,0.5265,0.4666,0.1344
sec_contact_schange	Round_4_Replicate_90	-159465.84	318947.68	295478.85	331121.84	10.5057,27.8879,0.0478,0.0592,11.0532,0.6288,0.6262,0.1918
sec_contact_schange	Round_4_Replicate_91	-150432.11	300880.22	281810.86	340649.81	6.3289,27.1354,0.069,0.0497,5.2108,1.8756,0.532,0.1943
sec_contact_schange	Round_4_Replicate_92	-141918.95	283853.9	260526.58	401107.05	9.4853,21.9311,0.0395,0.0322,8.8084,1.7705,0.3256,0.1154
sec_contact_schange	Round_4_Replicate_93	-188827.17	377670.34	386939.18	278046.53	5.7378,21.8472,0.0569,0.0363,6.753,0.942,0.6384,0.1024
sec_contact_schange	Round_4_Replicate_94	-160565.12	321146.24	286740.42	377384.84	3.7848,24.0987,0.0643,0.0652,7.4936,0.5968,0.3676,0.2018
sec_contact_schange	Round_4_Replicate_95	-160040.88	320097.76	312783.55	421967.07	7.8887,15.6209,0.0588,0.0312,4.9595,1.3254,0.1692,0.1072
sec_contact_schange	Round_4_Replicate_96	-156739.02	313494.04	279465.01	407301.75	4.238,20.0147,0.0518,0.04,5.0682,0.7581,0.2386,0.116
sec_contact_schange	Round_4_Replicate_97	-159284.54	318585.08	286887.78	412706.54	6.9549,16.6778,0.0481,0.0439,6.6946,0.7644,0.1857,0.1082
sec_contact_schange	Round_4_Replicate_98	-140382.21	280780.42	259378.77	404517.48	4.3525,26.3731,0.0356,0.0248,10.7472,1.0565,0.3154,0.0899
sec_contact_schange	Round_4_Replicate_99	-151900.69	303817.38	279119.25	401448.44	3.4604,18.2188,0.0634,0.0387,4.321,1.4875,0.2615,0.1246
sec_contact_schange	Round_4_Replicate_100	-149890.11	299796.22	278582.38	336140.85	3.318,25.7417,0.0641,0.0514,7.9752,1.791,0.6001,0.1868
