Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2)
anc_asym_mig_size	Round_1_Replicate_1	-618462.76	1236941.52	185067126.94	15519.1	2.0325,1.7561,0.2564,1.9188,2.1883,7.4169,0.6894,1.512
anc_asym_mig_size	Round_1_Replicate_2	-390250.31	780516.62	12407798.96	17705.19	2.4816,0.1964,0.3712,2.4568,0.3608,0.9701,0.3326,0.9393
anc_asym_mig_size	Round_1_Replicate_3	-107937.76	215891.52	426181.15	14253.47	3.5414,0.3002,2.106,0.7321,0.2975,1.8781,0.647,0.118
anc_asym_mig_size	Round_1_Replicate_4	-285643.07	571302.14	5648258.25	22093.14	7.5129,0.5116,1.0377,0.225,0.2819,4.6953,0.1749,0.5917
anc_asym_mig_size	Round_1_Replicate_5	-174462.95	348941.9	1203852.78	11657.34	2.9328,2.5634,1.4585,0.4225,0.7279,1.6734,2.6099,0.6073
anc_asym_mig_size	Round_1_Replicate_6	-87343.93	174703.86	294025.87	6987.91	6.1688,3.0352,2.2579,0.8466,3.6775,4.4016,3.7076,0.4493
anc_asym_mig_size	Round_1_Replicate_7	-342215.54	684447.08	10874842.89	3823.26	1.564,0.7224,7.3569,4.0593,0.1348,1.4167,0.1401,5.3903
anc_asym_mig_size	Round_1_Replicate_8	-1081924.51	2163865.02	324132956655.26	25487.05	0.351,0.6698,0.4132,0.2311,5.0895,0.4905,4.1566,2.0981
anc_asym_mig_size	Round_1_Replicate_9	-564056.49	1128128.98	202777560.92	9358.4	2.3226,1.688,2.1524,0.7092,5.426,0.9348,1.4578,3.4684
anc_asym_mig_size	Round_1_Replicate_10	-238140.96	476297.92	2293567.16	14598.49	2.3645,0.1963,0.879,1.9179,0.2143,4.9871,0.3493,1.0199
anc_asym_mig_size	Round_2_Replicate_1	-116287.21	232590.42	475987.61	10851.98	4.8797,1.3877,4.0972,0.4742,9.1918,1.2334,4.3205,0.4042
anc_asym_mig_size	Round_2_Replicate_2	-249554.58	499125.16	3174052.95	6400.21	10.4641,5.5111,8.2294,0.5604,5.254,11.7614,1.1484,0.9623
anc_asym_mig_size	Round_2_Replicate_3	-199463.49	398942.98	1386020.95	14972.69	12.2217,7.9665,0.697,0.8943,0.9615,2.9609,1.0568,0.677
anc_asym_mig_size	Round_2_Replicate_4	-57041.3	114098.6	140311.64	6869.01	7.882,5.0881,0.6257,0.4329,6.5663,2.1263,6.5779,0.1658
anc_asym_mig_size	Round_2_Replicate_5	-62635.19	125286.38	193530.18	6146.78	3.9388,5.3835,1.6492,1.4396,3.2244,4.3221,4.6246,0.2714
anc_asym_mig_size	Round_2_Replicate_6	-130095.93	260207.86	650871.21	3963.58	6.4704,9.0801,4.3621,0.513,5.4063,1.6135,9.3017,0.6789
anc_asym_mig_size	Round_2_Replicate_7	-99208.99	198433.98	341251.19	8548.84	2.0761,2.9135,3.7122,1.4464,1.9108,2.5241,1.7666,0.483
anc_asym_mig_size	Round_2_Replicate_8	-89880.23	179776.46	1474082.54	7762.92	5.9539,1.901,4.3006,3.2867,6.7581,3.0974,2.4314,0.2508
anc_asym_mig_size	Round_2_Replicate_9	-193483.27	386982.54	1644886.11	18221.46	1.874,0.7672,1.4506,0.3248,7.4654,1.6385,2.2193,0.5288
anc_asym_mig_size	Round_2_Replicate_10	-135074.5	270165.0	586006.44	8916.4	8.0395,1.8868,8.8041,0.3027,4.9626,1.4087,1.5683,0.2474
anc_asym_mig_size	Round_2_Replicate_11	-89475.71	178967.42	282244.07	18012.03	13.6065,1.3777,0.6617,0.4572,10.671,1.2158,8.4826,0.2787
anc_asym_mig_size	Round_2_Replicate_12	-130070.29	260156.58	576312.3	8061.01	2.6379,1.0111,6.0629,0.9463,10.6451,4.4596,13.8179,0.777
anc_asym_mig_size	Round_2_Replicate_13	-264489.67	528995.34	3389433.35	10442.79	2.0449,11.8314,1.0054,0.6008,1.2834,2.807,12.8657,1.2942
anc_asym_mig_size	Round_2_Replicate_14	-102336.9	204689.8	1169864.11	9876.5	2.6653,8.5303,5.3029,1.7226,2.9987,15.1954,0.9754,0.2419
anc_asym_mig_size	Round_2_Replicate_15	-79659.05	159334.1	366499.3	11035.55	1.9703,0.76,3.1091,3.2633,8.1561,4.2746,4.5457,0.3088
anc_asym_mig_size	Round_2_Replicate_16	-105583.93	211183.86	459283.8	4742.23	13.7547,12.5774,1.2143,0.302,6.6052,8.9774,4.5295,0.1771
anc_asym_mig_size	Round_2_Replicate_17	-91728.36	183472.72	324575.89	13248.51	3.183,0.9597,1.3385,0.3292,2.1246,6.786,1.5988,0.2192
anc_asym_mig_size	Round_2_Replicate_18	-97367.24	194750.48	353937.41	7252.67	8.9158,1.4142,3.369,0.9762,4.0757,2.033,15.1223,0.6817
anc_asym_mig_size	Round_2_Replicate_19	-63045.74	126107.48	296595.62	5794.03	2.4993,3.1807,4.8208,3.3003,3.2934,9.3607,9.1137,0.4545
anc_asym_mig_size	Round_2_Replicate_20	-183413.7	366843.4	1365058.02	10225.2	15.451,1.1771,1.9596,0.7766,7.5034,3.2334,7.0738,1.1323
anc_asym_mig_size	Round_3_Replicate_1	-178586.77	357189.54	1183411.08	10466.33	3.4097,2.8176,0.8194,0.2674,5.025,1.5673,14.3427,0.5119
anc_asym_mig_size	Round_3_Replicate_2	-35808.95	71633.9	108966.98	5352.47	22.5208,5.2548,1.5961,0.6196,16.4549,1.4964,14.4653,0.1572
anc_asym_mig_size	Round_3_Replicate_3	-64268.14	128552.28	243514.15	5134.24	7.4796,4.8462,0.2593,0.6429,2.04,2.0008,5.854,0.0442
anc_asym_mig_size	Round_3_Replicate_4	-157332.51	314681.02	947505.61	7605.32	6.3772,5.7994,1.1958,0.2569,2.8886,3.2777,5.2829,0.4068
anc_asym_mig_size	Round_3_Replicate_5	-136083.97	272183.94	495626.61	11564.1	19.1486,4.2152,0.4199,0.6158,8.638,4.6258,3.0892,0.3412
anc_asym_mig_size	Round_3_Replicate_6	-90087.75	180191.5	308307.83	11150.49	9.4484,4.0,0.524,0.1938,12.2948,5.8725,2.7447,0.1424
anc_asym_mig_size	Round_3_Replicate_7	-95346.7	190709.4	364288.89	8863.9	28.3457,5.7725,1.5563,0.2397,10.5687,1.5793,2.2029,0.149
anc_asym_mig_size	Round_3_Replicate_8	-113098.27	226212.54	462581.62	8681.69	7.0034,8.6084,1.0081,0.3594,8.9182,1.1344,3.7968,0.3266
anc_asym_mig_size	Round_3_Replicate_9	-88751.5	177519.0	537394.65	8179.22	8.5559,6.168,0.9679,1.4424,24.6106,8.3298,1.7646,0.1395
anc_asym_mig_size	Round_3_Replicate_10	-74657.11	149330.22	433797.04	8399.45	9.5107,5.0973,2.4756,1.1009,29.4571,1.4281,2.2127,0.206
anc_asym_mig_size	Round_3_Replicate_11	-101992.58	204001.16	5842146.73	4530.33	22.6773,9.019,0.8776,1.6001,7.1407,1.2142,4.5325,0.0611
anc_asym_mig_size	Round_3_Replicate_12	-176480.5	352977.0	1248654.76	4150.95	6.1123,13.8556,1.9522,0.2909,14.918,0.6488,15.2442,0.6203
anc_asym_mig_size	Round_3_Replicate_13	-187197.72	374411.44	832546.48	8770.09	2.1264,9.9395,0.4016,0.9218,5.8196,2.7937,6.0234,0.5503
anc_asym_mig_size	Round_3_Replicate_14	-78734.84	157485.68	260244.06	6136.46	8.6481,8.886,0.526,0.2101,9.2739,7.133,4.3,0.0993
anc_asym_mig_size	Round_3_Replicate_15	-163149.55	326315.1	1019079.87	6557.89	4.5148,18.2134,0.9434,0.2029,6.0082,4.0889,6.174,0.3305
anc_asym_mig_size	Round_3_Replicate_16	-50237.26	100490.52	165251.89	6415.48	11.4616,3.6698,1.2336,0.3094,6.5597,2.4063,5.4821,0.0911
anc_asym_mig_size	Round_3_Replicate_17	-97886.51	195789.02	354915.44	6249.66	18.5046,4.4661,0.9416,0.3156,2.7937,1.7267,7.6954,0.2927
anc_asym_mig_size	Round_3_Replicate_18	-51221.23	102458.46	119301.83	6683.47	16.3798,1.446,0.5536,0.4806,2.3303,2.6155,10.7266,0.1478
anc_asym_mig_size	Round_3_Replicate_19	-142117.6	284251.2	786306.44	10806.76	4.2388,3.6277,1.5982,0.2363,18.9209,0.7638,4.2139,0.3713
anc_asym_mig_size	Round_3_Replicate_20	-201832.96	403681.92	1249817.38	10578.14	3.3422,4.4823,0.3985,0.3133,4.756,3.5372,8.9918,0.4879
anc_asym_mig_size	Round_3_Replicate_21	-68117.53	136251.06	182097.79	5657.29	2.5057,6.5424,2.0694,1.1616,2.9509,2.1885,7.728,0.5068
anc_asym_mig_size	Round_3_Replicate_22	-103224.94	206465.88	410819.38	9451.73	19.5928,2.6498,1.0379,0.2352,4.1433,0.8052,10.4931,0.2634
anc_asym_mig_size	Round_3_Replicate_23	-98181.55	196379.1	334887.1	4454.55	23.7363,8.7722,0.4782,0.1767,2.7932,0.9109,15.9751,0.1837
anc_asym_mig_size	Round_3_Replicate_24	-66697.76	133411.52	203331.63	3125.8	7.4038,14.2756,0.3516,0.7328,1.7777,1.2626,10.4357,0.0696
anc_asym_mig_size	Round_3_Replicate_25	-67956.79	135929.58	194533.45	12298.42	5.164,1.3224,1.7199,0.644,4.3118,0.5802,27.4112,0.1968
anc_asym_mig_size	Round_3_Replicate_26	-35660.43	71336.86	121549.96	8063.8	2.2792,4.1742,0.8203,0.2084,26.244,0.9887,7.2061,0.0544
anc_asym_mig_size	Round_3_Replicate_27	-82058.47	164132.94	331101.65	4798.16	10.71,13.557,0.939,0.4531,2.3069,5.034,4.9306,0.1328
anc_asym_mig_size	Round_3_Replicate_28	-309117.23	618250.46	3309478.68	11263.77	9.711,9.0251,0.2331,0.5834,7.248,0.9777,6.0481,0.5889
anc_asym_mig_size	Round_3_Replicate_29	-51690.51	103397.02	138105.3	5943.14	2.8652,3.5293,1.5031,0.2223,3.6775,1.3833,17.7849,0.1314
anc_asym_mig_size	Round_3_Replicate_30	-44127.81	88271.62	144249.03	11809.21	12.0841,1.7497,1.1418,0.6621,12.5035,1.7965,20.5807,0.129
anc_asym_mig_size	Round_4_Replicate_1	-34951.79	69919.58	106652.75	9933.62	3.4093,2.6693,0.6848,0.3039,15.1133,1.7318,8.8954,0.0703
anc_asym_mig_size	Round_4_Replicate_2	-37039.42	74094.84	130726.8	4827.3	2.6311,7.4266,1.2406,0.2755,24.5173,0.9965,10.9344,0.0739
anc_asym_mig_size	Round_4_Replicate_3	-31940.56	63897.12	101496.55	4794.5	2.1946,6.9639,1.066,0.3023,21.666,0.5566,17.5442,0.0795
anc_asym_mig_size	Round_4_Replicate_4	-33141.02	66298.04	106811.79	9994.76	2.2103,3.0796,0.5592,0.2132,18.5226,0.724,9.5385,0.0496
anc_asym_mig_size	Round_4_Replicate_5	-41635.2	83286.4	97782.33	11651.47	2.0817,2.8304,0.4443,0.1818,21.5401,1.8205,7.2186,0.0763
anc_asym_mig_size	Round_4_Replicate_6	-41332.59	82681.18	204286.51	9664.86	1.7098,3.0066,1.1483,0.2039,19.5949,1.6997,4.9892,0.0433
anc_asym_mig_size	Round_4_Replicate_7	-39693.45	79402.9	116600.18	11658.73	1.4148,2.2595,1.6355,0.1656,24.3056,1.1338,14.9852,0.0523
anc_asym_mig_size	Round_4_Replicate_8	-34100.8	68217.6	121898.52	7574.38	3.5587,4.0162,0.8922,0.1329,27.3836,0.5364,13.3035,0.0362
anc_asym_mig_size	Round_4_Replicate_9	-40990.56	81997.12	136801.65	10044.2	1.7209,3.2413,1.1975,0.2773,21.4272,0.8692,4.71,0.0736
anc_asym_mig_size	Round_4_Replicate_10	-41841.63	83699.26	110875.78	10360.96	4.0129,3.3956,0.6423,0.178,19.4111,1.5183,4.4367,0.0654
anc_asym_mig_size	Round_4_Replicate_11	-36574.8	73165.6	110924.01	10260.55	3.5735,2.5117,1.1434,0.1772,25.5482,1.9445,14.1402,0.0535
anc_asym_mig_size	Round_4_Replicate_12	-31667.45	63350.9	87654.69	6226.25	4.7472,5.4863,0.5083,0.2079,24.1035,1.1103,12.8269,0.0562
anc_asym_mig_size	Round_4_Replicate_13	-38443.83	76903.66	109554.65	7464.88	3.4526,4.0203,1.3074,0.3082,21.5558,1.9372,7.7699,0.0972
anc_asym_mig_size	Round_4_Replicate_14	-37537.84	75091.68	125432.12	6696.51	2.8998,4.4276,1.4785,0.1673,19.2253,0.8318,10.6012,0.0488
anc_asym_mig_size	Round_4_Replicate_15	-39117.5	78251.0	134439.71	8296.82	2.5413,5.0405,0.3939,0.1632,24.7219,1.0625,5.0374,0.0387
