Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2)
anc_asym_mig_size	Round_1_Replicate_1	-132490.96	264997.92	515445.76	17200.54	4.9665,0.8415,0.633,2.2158,0.2353,0.4302,0.4393,0.275
anc_asym_mig_size	Round_1_Replicate_2	-247900.71	495817.42	1688239.7	29013.85	0.1583,0.5605,0.2304,5.6814,0.7443,3.4575,0.6769,0.1922
anc_asym_mig_size	Round_1_Replicate_3	-252489.52	504995.04	2518867.19	19946.24	0.1389,0.2041,0.706,3.4829,5.825,3.5269,2.7202,0.6251
anc_asym_mig_size	Round_1_Replicate_4	-785850.43	1571716.86	6385022667.0	18289.25	5.7059,0.1307,1.5833,0.1607,2.1395,0.1677,0.7452,1.1423
anc_asym_mig_size	Round_1_Replicate_5	-230734.33	461484.66	2658192.92	26965.89	2.2577,0.2122,0.7016,0.5422,2.0652,0.2792,5.3615,0.3103
anc_asym_mig_size	Round_1_Replicate_6	-134786.16	269588.32	471213.15	11423.2	0.2948,0.2714,4.9832,7.4934,6.809,3.6864,0.1535,0.4826
anc_asym_mig_size	Round_1_Replicate_7	-291601.39	583218.78	5704478.03	13711.57	1.7918,0.312,6.2377,0.1832,8.2221,1.3255,0.1893,0.4599
anc_asym_mig_size	Round_1_Replicate_8	-108335.81	216687.62	403589.92	21954.5	0.2551,1.2068,1.6603,0.3407,7.3061,6.1234,1.17,0.2427
anc_asym_mig_size	Round_1_Replicate_9	-252671.09	505358.18	277972019383.94	5120.47	0.7285,0.2509,2.4183,0.1914,0.6537,0.4476,1.1315,4.3576
anc_asym_mig_size	Round_1_Replicate_10	-894063.14	1788142.28	10011809267.86	12110.64	2.9115,0.4284,0.3326,2.4389,2.3857,1.9581,0.212,2.9772
anc_asym_mig_size	Round_2_Replicate_1	-65118.21	130252.42	308334.95	21328.75	0.5595,1.2876,1.4574,0.781,6.1464,10.4553,0.3557,0.0929
anc_asym_mig_size	Round_2_Replicate_2	-171589.75	343195.5	858623.32	37693.18	0.1189,2.7836,0.6575,0.8689,4.4306,11.5447,2.5549,0.2178
anc_asym_mig_size	Round_2_Replicate_3	-98166.56	196349.12	253861.84	22910.5	0.1411,4.71,0.6859,0.5871,5.6092,1.8837,0.3761,0.0947
anc_asym_mig_size	Round_2_Replicate_4	-308672.31	617360.62	7225724.58	13255.46	0.317,0.2954,4.0307,0.4087,5.2606,3.8742,1.4454,0.9054
anc_asym_mig_size	Round_2_Replicate_5	-497437.28	994890.56	90048864.46	19259.27	0.1328,0.5671,1.8851,0.1642,17.0537,7.6218,0.7466,0.8618
anc_asym_mig_size	Round_2_Replicate_6	-185376.15	370768.3	1327565.75	26523.64	0.2455,4.0451,0.845,0.2246,2.3132,2.741,1.5679,0.3025
anc_asym_mig_size	Round_2_Replicate_7	-206767.7	413551.4	1956198.0	32755.11	0.3524,1.0355,0.8517,0.1453,1.9948,12.2787,0.4233,0.2876
anc_asym_mig_size	Round_2_Replicate_8	-286975.11	573966.22	5541927.25	12445.72	0.2278,0.629,4.0577,0.4188,18.4231,2.1012,0.8372,0.9473
anc_asym_mig_size	Round_2_Replicate_9	-148160.46	296336.92	707224.98	16937.6	0.1366,0.6066,2.1409,0.9234,7.1195,2.8532,0.3249,0.4983
anc_asym_mig_size	Round_2_Replicate_10	-162022.29	324060.58	769362.37	15978.77	0.1237,0.4011,4.9448,0.9351,13.5453,1.8037,0.7321,0.4325
anc_asym_mig_size	Round_2_Replicate_11	-61356.96	122729.92	160440.27	23319.41	0.5191,0.5049,3.6517,0.4636,5.4536,1.6583,0.3029,0.0678
anc_asym_mig_size	Round_2_Replicate_12	-93903.39	187822.78	431111.82	43198.28	0.2563,0.5017,1.3955,0.7025,3.2017,16.4673,1.5208,0.0606
anc_asym_mig_size	Round_2_Replicate_13	-263117.51	526251.02	3268195.74	25837.95	0.1125,0.3936,2.1429,0.5365,1.9743,9.5533,4.649,0.4057
anc_asym_mig_size	Round_2_Replicate_14	-502050.8	1004117.6	82572327.66	30937.74	0.5287,4.3669,0.5526,0.159,2.0482,7.1311,0.6712,0.7755
anc_asym_mig_size	Round_2_Replicate_15	-164120.52	328257.04	800721.96	46057.7	0.1495,4.3908,0.6585,0.6028,2.5761,20.5924,1.6111,0.1897
anc_asym_mig_size	Round_2_Replicate_16	-179069.79	358155.58	1272153.41	27177.4	0.3412,0.3978,1.2036,0.3303,3.5884,18.6524,0.8115,0.3981
anc_asym_mig_size	Round_2_Replicate_17	-123232.44	246480.88	390744.2	57566.78	0.1003,1.4687,4.9142,0.1238,7.4304,23.1182,0.4736,0.0614
anc_asym_mig_size	Round_2_Replicate_18	-61036.58	122089.16	244589.18	14967.62	0.8155,3.2101,0.7286,0.4817,14.2298,5.2588,1.0185,0.078
anc_asym_mig_size	Round_2_Replicate_19	-291174.63	582365.26	5688618.19	35587.57	0.1391,0.7487,0.6307,0.1504,4.5039,3.2011,0.9638,0.3839
