Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2)
anc_sym_mig	Round_1_Replicate_1	-361289.4	722588.8	8214854.23	10929.95	0.6,3.3998,0.4811,1.1985,1.2748
anc_sym_mig	Round_1_Replicate_2	-1803404.97	3606819.94	7.466921722704074e+16	22662.67	0.223,0.2625,6.2437,0.1375,3.2399
anc_sym_mig	Round_1_Replicate_3	-460272.68	920555.36	35808192.29	8300.04	1.1309,2.8553,2.964,0.9975,3.586
anc_sym_mig	Round_1_Replicate_4	-153078.65	306167.3	595384.57	18308.62	0.5653,1.9523,6.8573,0.2569,0.461
anc_sym_mig	Round_1_Replicate_5	-184429.11	368868.22	1225485.47	39379.25	0.3077,0.1877,0.6143,0.1795,0.1488
anc_sym_mig	Round_1_Replicate_6	-393275.02	786560.04	11288396.21	9164.44	0.592,3.5664,0.6859,3.2595,1.653
anc_sym_mig	Round_1_Replicate_7	-586746.45	1173502.9	115264655.41	17808.25	0.2015,2.2593,0.7672,0.1773,1.0179
anc_sym_mig	Round_1_Replicate_8	-903248.89	1806507.78	17942795164.29	15040.09	0.5249,0.8399,0.2423,0.4667,3.2823
anc_sym_mig	Round_1_Replicate_9	-255393.95	510797.9	1541949.58	14635.85	0.2569,7.1413,1.8719,0.856,0.2911
anc_sym_mig	Round_1_Replicate_10	-410430.74	820871.48	1.7974961908064967e+27	6549.18	0.2377,0.1833,0.4275,0.1526,8.4259
anc_sym_mig	Round_2_Replicate_1	-154093.09	308196.18	473045.04	28367.78	0.1936,1.8509,16.2927,0.6334,0.1762
anc_sym_mig	Round_2_Replicate_2	-166525.73	333061.46	601018.31	22652.08	0.2911,2.2212,5.6069,0.0674,0.2883
anc_sym_mig	Round_2_Replicate_3	-243169.42	486348.84	2086001.43	7807.22	1.4001,7.582,23.7932,0.2897,1.7012
anc_sym_mig	Round_2_Replicate_4	-59534.47	119078.94	187706.2	18778.48	1.279,0.6294,23.0863,0.7173,0.1418
anc_sym_mig	Round_2_Replicate_5	-84998.64	170007.28	477274.18	16059.5	0.9709,3.533,16.578,0.3621,0.1576
anc_sym_mig	Round_2_Replicate_6	-197759.74	395529.48	1068495.0	25863.68	0.3081,0.973,3.8503,0.2007,0.3847
anc_sym_mig	Round_2_Replicate_7	-88604.72	177219.44	248853.28	15360.56	0.7496,3.553,8.5483,0.6595,0.1871
anc_sym_mig	Round_2_Replicate_8	-141647.1	283304.2	650019.96	23904.68	0.6524,0.5915,5.0936,0.2426,0.4047
anc_sym_mig	Round_2_Replicate_9	-120750.15	241510.3	475900.51	15353.71	1.9331,0.9818,1.9959,0.1762,0.4559
anc_sym_mig	Round_2_Replicate_10	-177951.96	355913.92	924120.43	8492.44	2.0067,6.0014,6.169,0.2525,1.2285
anc_sym_mig	Round_2_Replicate_11	-137457.15	274924.3	586237.16	13901.16	1.5434,1.5961,10.7221,0.204,0.6983
anc_sym_mig	Round_2_Replicate_12	-92934.86	185879.72	296349.06	17906.77	1.9808,0.6106,29.1216,0.1242,0.2971
anc_sym_mig	Round_2_Replicate_13	-321855.17	643720.34	5639539.33	11426.61	0.751,2.9295,3.5137,0.596,1.6143
anc_sym_mig	Round_2_Replicate_14	-183478.08	366966.16	1008782.52	17577.37	0.6447,1.4649,15.8645,0.4361,0.6954
anc_sym_mig	Round_2_Replicate_15	-533632.74	1067275.48	63021507.84	16566.87	0.2624,2.1142,2.8294,0.9843,1.21
anc_sym_mig	Round_2_Replicate_16	-282403.95	564817.9	4326678.09	17715.71	0.797,0.9629,15.838,0.0836,1.242
anc_sym_mig	Round_2_Replicate_17	-385036.29	770082.58	16235641.31	16758.94	0.8168,0.8209,4.9619,0.4881,1.6881
anc_sym_mig	Round_2_Replicate_18	-102172.3	204354.6	346064.54	13972.52	2.1048,1.0043,26.639,0.4479,0.4281
anc_sym_mig	Round_2_Replicate_19	-91679.87	183369.74	1028544.5	16275.78	1.8265,2.9821,13.1687,0.1188,0.1869
anc_sym_mig	Round_2_Replicate_20	-138604.38	277218.76	540477.53	11330.54	1.448,2.9891,9.9424,0.5397,0.7415
anc_sym_mig	Round_3_Replicate_1	-69848.21	139706.42	372052.33	11549.03	1.3042,2.3188,25.3041,1.7547,0.1878
anc_sym_mig	Round_3_Replicate_2	-45705.53	91421.06	162759.92	26906.51	0.7506,0.3653,20.2113,0.3339,0.0634
