Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2)
anc_sym_mig	Round_3_Replicate_3	-51213.13	102436.26	281366.55	14462.0	1.7995,0.6358,14.9768,3.1951,0.1
anc_sym_mig	Round_3_Replicate_4	-75320.16	150650.32	196752.1	30574.54	0.448,0.4177,9.4597,0.6085,0.1459
anc_sym_mig	Round_3_Replicate_5	-44840.1	89690.2	149080.36	28149.53	0.5968,0.3977,16.2747,0.8151,0.0603
anc_sym_mig	Round_3_Replicate_6	-100381.94	200773.88	612807.68	10044.04	3.1571,2.2293,20.7522,0.7479,0.331
anc_sym_mig	Round_3_Replicate_7	-98248.76	196507.52	325465.78	14786.84	2.2162,0.834,25.7368,0.3836,0.3684
anc_sym_mig	Round_3_Replicate_8	-99902.1	199814.2	342217.02	11288.75	2.5669,1.6135,28.2126,0.6423,0.4511
anc_sym_mig	Round_3_Replicate_9	-57195.9	114401.8	213366.55	20178.16	0.8725,0.8045,20.7334,0.63,0.1131
anc_sym_mig	Round_3_Replicate_10	-51921.81	103853.62	193184.45	12672.3	1.3778,1.0658,18.1207,3.4551,0.1655
anc_sym_mig	Round_3_Replicate_11	-71610.34	143230.68	168945.57	21591.53	0.4596,1.4676,19.4056,0.8025,0.1314
anc_sym_mig	Round_3_Replicate_12	-41192.02	82394.04	134165.19	31480.44	0.5595,0.2959,9.4135,0.6226,0.0362
anc_sym_mig	Round_3_Replicate_13	-60755.75	121521.5	160390.99	18560.59	1.3189,0.4701,23.5096,2.7464,0.1764
anc_sym_mig	Round_3_Replicate_14	-55399.22	110808.44	180756.06	24654.0	1.9928,0.1939,10.5207,0.1467,0.0343
anc_sym_mig	Round_3_Replicate_15	-83659.68	167329.36	266038.0	15012.37	2.6833,0.6809,11.4629,0.5022,0.2189
anc_sym_mig	Round_3_Replicate_16	-102423.72	204857.44	536472.88	11539.31	3.089,2.1124,22.3429,0.3944,0.3366
anc_sym_mig	Round_3_Replicate_17	-60687.33	121384.66	142786.52	30445.3	0.4647,0.4387,22.2694,2.8558,0.1184
anc_sym_mig	Round_3_Replicate_18	-130392.51	260795.02	402465.35	14665.84	0.5935,2.3066,26.9453,2.2325,0.4569
anc_sym_mig	Round_3_Replicate_19	-65511.12	131032.24	667612.94	17722.85	1.407,0.7807,17.2156,0.6404,0.084
anc_sym_mig	Round_3_Replicate_20	-77793.79	155597.58	203862.76	31514.74	0.4307,0.4371,11.3439,2.8648,0.1495
anc_sym_mig	Round_3_Replicate_21	-99616.19	199242.38	304464.84	28336.74	0.4541,0.5198,15.6005,0.3727,0.2332
anc_sym_mig	Round_3_Replicate_22	-62825.14	125660.28	242692.04	19927.8	0.4701,1.7411,26.1378,1.6644,0.0881
anc_sym_mig	Round_3_Replicate_23	-54256.15	108522.3	229016.92	23407.97	1.3186,0.3886,13.9132,0.1809,0.0667
anc_sym_mig	Round_3_Replicate_24	-58487.74	116985.48	183448.33	23059.98	2.0035,0.2738,23.6583,0.6064,0.073
anc_sym_mig	Round_3_Replicate_25	-63460.21	126930.42	150720.45	22579.3	0.5892,0.8237,14.8892,0.7365,0.144
anc_sym_mig	Round_3_Replicate_26	-51671.9	103353.8	231975.51	19557.21	0.636,0.9228,13.8211,2.1959,0.0789
anc_sym_mig	Round_3_Replicate_27	-54894.09	109798.18	227018.83	22721.6	1.5551,0.3433,22.9224,0.4482,0.0696
anc_sym_mig	Round_3_Replicate_28	-93734.38	187478.76	1078681.23	14261.51	4.8939,0.8856,27.7292,0.3549,0.1305
anc_sym_mig	Round_3_Replicate_29	-120503.58	241017.16	503724.65	28632.21	0.6195,0.3368,19.0833,0.6247,0.2863
anc_sym_mig	Round_3_Replicate_30	-72041.12	144092.24	473118.71	17558.3	4.4118,0.342,12.6617,1.0771,0.0515
anc_sym_mig	Round_4_Replicate_1	-41132.13	82274.26	157942.65	36461.11	0.523,0.2365,10.0179,1.0034,0.0231
anc_sym_mig	Round_4_Replicate_2	-48413.33	96836.66	219557.06	28035.21	1.0919,0.2126,9.5921,0.4853,0.0224
anc_sym_mig	Round_4_Replicate_3	-38103.7	76217.4	112304.84	38321.73	0.455,0.2109,6.2316,0.7312,0.0121
anc_sym_mig	Round_4_Replicate_4	-40011.92	80033.84	111523.85	32276.89	0.5497,0.2611,5.9604,0.5413,0.025
anc_sym_mig	Round_4_Replicate_5	-39717.84	79445.68	139257.95	35641.52	0.523,0.232,7.0667,0.8437,0.0154
anc_sym_mig	Round_4_Replicate_6	-33465.44	66940.88	103068.74	37024.8	0.4093,0.1932,7.4732,0.3042,0.0112
anc_sym_mig	Round_4_Replicate_7	-53048.94	106107.88	249627.71	21873.39	1.0417,0.5064,7.7656,0.5556,0.0599
anc_sym_mig	Round_4_Replicate_8	-48394.27	96798.54	230507.31	26186.14	1.0193,0.2944,11.8028,1.0747,0.0394
anc_sym_mig	Round_4_Replicate_9	-43068.29	86146.58	177328.84	32104.07	0.7022,0.2318,8.727,0.8377,0.0214
anc_sym_mig	Round_4_Replicate_10	-47634.69	95279.38	202706.19	22844.57	0.9568,0.4154,7.5123,1.24,0.0487
anc_sym_mig	Round_4_Replicate_11	-40794.33	81598.66	133210.16	29808.26	0.5527,0.333,5.2816,0.4221,0.0209
anc_sym_mig	Round_4_Replicate_12	-41766.07	83542.14	145026.73	30926.98	0.5218,0.3438,5.6168,1.0264,0.0205
anc_sym_mig	Round_4_Replicate_13	-42848.34	85706.68	113099.69	32118.35	0.4199,0.3624,7.7834,0.4112,0.0403
anc_sym_mig	Round_4_Replicate_14	-41524.75	83059.5	140415.93	31365.62	0.6611,0.2463,7.6763,0.6477,0.0255
anc_sym_mig	Round_4_Replicate_15	-41228.41	82466.82	130262.74	37805.12	0.3698,0.2975,13.2434,0.7825,0.034
anc_sym_mig	Round_4_Replicate_16	-40289.1	80588.2	136233.01	30955.24	0.7073,0.2086,6.7602,0.3824,0.016
anc_sym_mig	Round_4_Replicate_17	-42421.38	84852.76	135920.33	29248.01	0.6778,0.2912,5.0803,0.8921,0.0206
anc_sym_mig	Round_4_Replicate_18	-45724.26	91458.52	185119.25	27520.86	0.8383,0.3,9.7218,1.08,0.0382
anc_sym_mig	Round_4_Replicate_19	-39427.15	78864.3	122694.42	35433.47	0.4808,0.254,6.7347,0.7969,0.0193
anc_sym_mig	Round_4_Replicate_20	-47504.82	95019.64	180894.57	25148.78	0.9763,0.3235,5.3648,0.3743,0.0277
anc_sym_mig	Round_4_Replicate_21	-40828.53	81667.06	127578.14	30113.94	0.7144,0.2255,6.4256,0.3626,0.0208
anc_sym_mig	Round_4_Replicate_22	-48016.88	96043.76	187340.65	25776.62	1.0073,0.2906,7.5257,0.9126,0.0343
anc_sym_mig	Round_4_Replicate_23	-42483.92	84977.84	109642.71	36057.57	0.4107,0.2994,6.5278,0.9304,0.0302
anc_sym_mig	Round_4_Replicate_24	-39975.35	79960.7	155073.39	31920.64	0.5196,0.2979,8.5101,0.525,0.0256
anc_sym_mig	Round_4_Replicate_25	-49474.39	98958.78	211151.29	23748.1	0.8629,0.4677,15.5691,0.5867,0.0689
anc_sym_mig	Round_4_Replicate_26	-45109.25	90228.5	167121.14	30977.38	0.4002,0.4542,15.9099,0.4634,0.0452
anc_sym_mig	Round_4_Replicate_27	-42673.7	85357.4	174116.87	35166.69	0.5312,0.2692,19.9832,1.1469,0.0379
anc_sym_mig	Round_4_Replicate_28	-47943.38	95896.76	185580.89	24545.67	1.0093,0.3211,5.6958,0.8844,0.0301
anc_sym_mig	Round_4_Replicate_29	-40882.43	81774.86	149393.47	43640.66	0.3985,0.2167,12.2112,1.151,0.0218
anc_sym_mig	Round_4_Replicate_30	-43324.68	86659.36	175808.99	30607.83	0.7435,0.2484,11.2969,0.6704,0.0313
anc_sym_mig	Round_4_Replicate_31	-48965.35	97940.7	163985.56	25102.12	1.017,0.318,8.6323,0.5071,0.0514
anc_sym_mig	Round_4_Replicate_32	-47375.9	94761.8	211795.01	25709.7	0.9545,0.3146,8.7378,0.8955,0.0365
anc_sym_mig	Round_4_Replicate_33	-41764.11	83538.22	175506.63	33788.27	0.5583,0.2656,10.1519,0.9988,0.0258
anc_sym_mig	Round_4_Replicate_34	-38219.05	76448.1	112376.32	33372.91	0.5677,0.2113,8.7229,0.3673,0.0262
anc_sym_mig	Round_4_Replicate_35	-37262.54	74535.08	104467.18	34111.37	0.4724,0.2417,6.617,0.3907,0.021
anc_sym_mig	Round_4_Replicate_36	-47179.23	94368.46	185145.41	25896.79	0.9568,0.3022,7.6889,0.6496,0.0358
anc_sym_mig	Round_4_Replicate_37	-41497.28	83004.56	165870.43	30562.32	0.5268,0.344,5.8399,0.7565,0.0173
anc_sym_mig	Round_4_Replicate_38	-40645.85	81301.7	138511.03	30916.43	0.6809,0.2338,9.3458,0.3981,0.0289
anc_sym_mig	Round_4_Replicate_39	-36953.5	73917.0	118332.3	35782.99	0.4996,0.2065,8.9376,0.4477,0.0203
anc_sym_mig	Round_4_Replicate_40	-41986.28	83982.56	161148.02	31191.41	0.4766,0.3649,7.5081,0.676,0.0266
