Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2)
anc_sym_mig	Round_3_Replicate_21	-48738.21	97486.42	142667.81	3250.92	6.6426,2.9493,3.499,28.125,0.6741
anc_sym_mig	Round_3_Replicate_22	-81702.94	163415.88	258166.74	4825.35	4.3014,1.7261,0.7231,21.25,0.7594
anc_sym_mig	Round_3_Replicate_23	-53087.9	106185.8	514791.38	7003.42	4.4448,1.0858,5.9153,29.895,0.1272
anc_sym_mig	Round_3_Replicate_24	-49576.61	99163.22	132872.96	5577.48	4.0244,1.3541,0.741,23.9654,0.1521
anc_sym_mig	Round_3_Replicate_25	-163499.88	327009.76	1070335.21	6263.6	5.0268,0.8629,2.091,18.8841,1.1318
anc_sym_mig	Round_3_Replicate_26	-69103.2	138216.4	215121.27	8826.73	2.4295,0.7415,0.5648,12.5014,0.0944
anc_sym_mig	Round_3_Replicate_27	-70605.25	141220.5	5567780.48	2614.9	4.93,6.6241,2.6673,28.1747,0.1741
anc_sym_mig	Round_3_Replicate_28	-114204.83	228419.66	483231.47	7642.05	3.3406,0.9143,0.9873,6.5406,0.6064
anc_sym_mig	Round_3_Replicate_29	-62369.14	124748.28	161596.41	3431.2	5.3593,3.0267,0.7279,23.7646,0.8657
anc_sym_mig	Round_3_Replicate_30	-99122.82	198255.64	362945.36	5672.42	4.3215,1.363,4.3262,20.1351,1.0149
anc_sym_mig	Round_4_Replicate_1	-48101.81	96213.62	164807.6	2385.67	7.3635,5.0448,1.2082,28.7968,0.7356
anc_sym_mig	Round_4_Replicate_2	-46222.6	92455.2	177714.1	3785.13	4.8493,2.897,2.2892,22.4914,0.4225
anc_sym_mig	Round_4_Replicate_3	-47097.72	94205.44	178628.95	2401.19	8.3055,4.3027,0.7242,29.6962,0.5074
anc_sym_mig	Round_4_Replicate_4	-46347.28	92704.56	178258.42	3184.45	5.7722,3.4583,1.0875,24.1246,0.4079
anc_sym_mig	Round_4_Replicate_5	-44916.51	89843.02	193251.16	3835.56	4.4416,2.9373,1.5246,28.9623,0.3209
anc_sym_mig	Round_4_Replicate_6	-52558.42	105126.84	134612.05	3378.61	5.6428,3.1379,1.6039,22.6943,0.7517
anc_sym_mig	Round_4_Replicate_7	-44621.91	89253.82	140042.29	4198.35	4.3181,2.4583,0.9434,25.3636,0.2667
anc_sym_mig	Round_4_Replicate_8	-47679.03	95368.06	284609.31	2881.58	5.2844,4.6286,0.887,27.5675,0.2958
anc_sym_mig	Round_4_Replicate_9	-45619.7	91249.4	176906.54	4066.93	4.1777,2.8425,1.8651,22.8637,0.3561
anc_sym_mig	Round_4_Replicate_10	-46040.88	92091.76	152667.6	3658.94	4.8437,3.0306,2.3804,26.934,0.4922
anc_sym_mig	Round_4_Replicate_11	-45442.24	90894.48	208387.01	3607.54	4.7428,3.1584,1.7856,28.1367,0.3631
anc_sym_mig	Round_4_Replicate_12	-49412.27	98834.54	170920.16	2147.14	9.0358,5.2855,0.778,27.9249,0.7434
anc_sym_mig	Round_4_Replicate_13	-46037.64	92085.28	158137.14	3370.44	5.2084,3.3378,2.0417,27.894,0.5135
anc_sym_mig	Round_4_Replicate_14	-50256.57	100523.14	496914.05	3155.41	4.5698,4.4287,2.305,28.9367,0.3181
anc_sym_mig	Round_4_Replicate_15	-47269.7	94549.4	125703.36	4593.02	4.0619,2.1677,1.1668,26.9389,0.3622
anc_sym_mig	Round_4_Replicate_16	-46572.13	93154.26	134425.03	3407.54	5.7369,2.8593,0.9311,29.5032,0.4385
anc_sym_mig	Round_4_Replicate_17	-46026.54	92063.08	157858.59	2927.86	6.1262,3.7908,0.7811,26.9551,0.4223
anc_sym_mig	Round_4_Replicate_18	-46175.38	92360.76	194727.45	2743.23	5.9957,4.4577,0.7701,28.7501,0.3851
anc_sym_mig	Round_4_Replicate_19	-48726.87	97463.74	207353.07	3643.05	3.5807,4.3266,2.6821,24.8894,0.4287
anc_sym_mig	Round_4_Replicate_20	-48282.18	96574.36	142462.53	2696.72	6.1108,4.5937,1.9099,29.3439,0.7813
anc_sym_mig	Round_4_Replicate_21	-44804.41	89618.82	148805.7	4829.35	3.9867,2.0219,1.4705,28.5596,0.2664
anc_sym_mig	Round_4_Replicate_22	-47713.46	95436.92	163667.79	2602.16	6.8587,4.4993,1.356,27.3932,0.6714
anc_sym_mig	Round_4_Replicate_23	-53797.36	107604.72	130995.5	4139.21	3.8812,3.0034,1.8526,19.5633,0.6593
anc_sym_mig	Round_4_Replicate_24	-47661.46	95332.92	136090.33	3857.34	5.0627,2.6084,1.6301,23.9223,0.4877
anc_sym_mig	Round_4_Replicate_25	-46612.91	93235.82	167523.05	2807.61	7.0543,3.6387,1.298,29.4789,0.5483
anc_sym_mig	Round_4_Replicate_26	-44943.58	89897.16	150093.63	3798.56	5.1235,2.5589,0.925,26.7944,0.2869
anc_sym_mig	Round_4_Replicate_27	-54790.88	109591.76	139896.12	2537.25	7.7397,4.0688,0.9337,28.8627,1.0211
anc_sym_mig	Round_4_Replicate_28	-44247.22	88504.44	170227.24	4796.81	3.3561,2.4234,1.369,28.7642,0.2262
anc_sym_mig	Round_4_Replicate_29	-45854.39	91718.78	144272.64	3416.3	5.2849,3.1374,1.3868,29.8535,0.4796
anc_sym_mig	Round_4_Replicate_30	-44481.84	88973.68	158194.43	3818.0	4.6886,2.7666,1.0882,29.5235,0.3067
anc_sym_mig	Round_4_Replicate_31	-50104.99	100219.98	167635.35	1974.28	8.8727,6.4809,0.8392,29.7983,0.9065
anc_sym_mig	Round_4_Replicate_32	-46035.65	92081.3	180886.72	3207.59	5.2703,3.6617,2.5351,29.4235,0.5206
anc_sym_mig	Round_4_Replicate_33	-46836.25	93682.5	136639.03	2839.75	5.9131,4.1258,0.7724,29.6867,0.5405
anc_sym_mig	Round_4_Replicate_34	-47316.26	94642.52	155102.01	3437.15	4.8919,3.5233,2.5124,23.2541,0.5581
anc_sym_mig	Round_4_Replicate_35	-45846.4	91702.8	240366.25	4755.3	3.7864,2.2982,2.5153,20.4113,0.2581
anc_sym_mig	Round_4_Replicate_36	-47838.89	95687.78	161042.73	2547.41	7.6163,4.243,2.3382,29.831,0.7677
anc_sym_mig	Round_4_Replicate_37	-48998.3	98006.6	164354.45	2346.48	7.3837,5.3211,1.4661,27.6761,0.8152
anc_sym_mig	Round_4_Replicate_38	-46856.87	93723.74	203161.79	3080.88	5.1286,4.185,1.1389,25.3203,0.406
anc_sym_mig	Round_4_Replicate_39	-45839.44	91688.88	188011.08	3343.13	4.8732,3.6098,2.1369,29.2551,0.4619
anc_sym_mig	Round_4_Replicate_40	-51589.09	103188.18	134754.63	4053.5	5.1701,2.3063,1.5916,22.6792,0.5535
