Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2)
anc_sym_mig	Round_3_Replicate_12	-55443.09	110896.18	143599.14	18491.44	1.0403,0.5938,3.0214,1.7485,0.1024
anc_sym_mig	Round_3_Replicate_13	-86029.36	172068.72	201165.81	12603.5	0.6902,1.6212,0.8309,8.0343,0.0922
anc_sym_mig	Round_3_Replicate_14	-57918.52	115847.04	206163.07	20237.21	0.506,1.1121,4.9762,2.2256,0.052
anc_sym_mig	Round_3_Replicate_15	-44816.69	89643.38	119481.58	11599.86	1.5202,0.8231,1.0438,9.0772,0.0117
anc_sym_mig	Round_3_Replicate_16	-49250.06	98510.12	214957.88	10776.15	1.462,1.2962,5.0827,4.886,0.1363
anc_sym_mig	Round_3_Replicate_17	-88936.37	177882.74	203716.3	11220.4	0.7407,2.2413,1.3096,6.7576,0.1839
anc_sym_mig	Round_3_Replicate_18	-46866.73	93743.46	128836.89	11581.05	1.8006,0.6902,1.1133,7.3354,0.0167
anc_sym_mig	Round_3_Replicate_19	-75053.67	150117.34	190224.2	13724.79	0.6817,1.7085,0.937,3.3173,0.0107
anc_sym_mig	Round_3_Replicate_20	-43784.95	87579.9	120159.41	25102.67	0.6227,0.4477,3.1016,7.1905,0.0215
anc_sym_mig	Round_3_Replicate_21	-65497.19	131004.38	173356.79	18269.18	0.7596,0.7301,0.8653,2.6425,0.0123
anc_sym_mig	Round_3_Replicate_22	-55388.9	110787.8	217193.62	17820.54	1.6445,0.4811,8.6432,1.4147,0.0838
anc_sym_mig	Round_3_Replicate_23	-54047.71	108105.42	170932.5	20027.28	0.5175,0.9485,3.5748,12.4871,0.0394
anc_sym_mig	Round_3_Replicate_24	-47573.15	95156.3	119852.44	25338.41	0.6718,0.4079,2.5867,1.7565,0.0296
anc_sym_mig	Round_3_Replicate_25	-60224.78	120459.56	349314.52	16889.24	0.6812,1.4447,6.6298,1.7578,0.0675
anc_sym_mig	Round_3_Replicate_26	-76497.15	153004.3	189020.64	15774.46	0.5433,2.1889,4.3261,2.3892,0.1153
anc_sym_mig	Round_3_Replicate_27	-59462.71	118935.42	267599.41	20859.83	0.5951,1.0379,3.2937,0.9073,0.0266
anc_sym_mig	Round_3_Replicate_28	-51565.27	103140.54	356343.58	19925.18	1.4309,0.3609,6.2007,6.0899,0.0248
anc_sym_mig	Round_3_Replicate_29	-86538.01	173086.02	283169.37	10671.31	2.0647,1.7547,0.7741,1.5128,0.169
anc_sym_mig	Round_3_Replicate_30	-100583.55	201177.1	334948.66	31267.67	0.4497,0.3551,1.8642,0.7431,0.1209
anc_sym_mig	Round_4_Replicate_1	-42455.34	84920.68	146204.8	31611.56	0.539,0.3275,4.5249,9.6338,0.011
anc_sym_mig	Round_4_Replicate_2	-43122.61	86255.22	138297.77	20678.93	0.9308,0.4402,2.8145,4.5059,0.0162
anc_sym_mig	Round_4_Replicate_3	-43648.83	87307.66	182959.16	21096.69	0.9433,0.4275,3.6081,4.9819,0.0161
anc_sym_mig	Round_4_Replicate_4	-48764.35	97538.7	129215.61	27546.98	0.6943,0.2976,2.2324,5.5535,0.0108
anc_sym_mig	Round_4_Replicate_5	-42367.82	84745.64	142471.1	17913.36	0.9589,0.5673,2.35,19.961,0.0131
anc_sym_mig	Round_4_Replicate_6	-42735.81	85481.62	138080.54	28830.33	0.6456,0.3269,4.2713,4.2122,0.0158
anc_sym_mig	Round_4_Replicate_7	-45622.27	91254.54	266990.25	16399.87	0.8776,0.7749,2.9058,11.7919,0.0136
anc_sym_mig	Round_4_Replicate_8	-44195.95	88401.9	140532.55	14607.08	0.977,0.8607,1.9656,21.0055,0.0278
anc_sym_mig	Round_4_Replicate_9	-46849.63	93709.26	122485.47	19641.96	0.7041,0.6525,1.8332,4.8939,0.0111
anc_sym_mig	Round_4_Replicate_10	-42734.25	85478.5	153709.89	16502.03	1.0676,0.6152,2.6633,8.1184,0.0284
anc_sym_mig	Round_4_Replicate_11	-45188.45	90386.9	187180.42	19236.82	0.7307,0.691,4.8324,18.6008,0.0464
anc_sym_mig	Round_4_Replicate_12	-44302.71	88615.42	116287.82	22964.32	0.6814,0.4792,2.3803,8.4352,0.0164
anc_sym_mig	Round_4_Replicate_13	-44463.01	88936.02	203930.32	18948.71	0.7659,0.6573,2.8996,13.4767,0.0106
anc_sym_mig	Round_4_Replicate_14	-44910.31	89830.62	185494.01	17233.69	1.1757,0.545,5.0131,5.4706,0.0565
anc_sym_mig	Round_4_Replicate_15	-43400.12	86810.24	137580.38	15617.66	1.1958,0.6076,1.8867,5.2212,0.0126
anc_sym_mig	Round_4_Replicate_16	-42578.79	85167.58	155698.74	28415.61	0.6417,0.3403,4.2857,7.8817,0.0115
anc_sym_mig	Round_4_Replicate_17	-47487.88	94985.76	120160.86	22468.8	0.5987,0.5766,2.0647,10.4969,0.0123
anc_sym_mig	Round_4_Replicate_18	-44065.52	88141.04	221647.75	22758.11	0.7406,0.4814,5.8331,16.5782,0.0317
anc_sym_mig	Round_4_Replicate_19	-44265.62	88541.24	212273.68	14971.46	1.2328,0.6762,4.2813,9.3431,0.0563
anc_sym_mig	Round_4_Replicate_20	-42400.83	84811.66	147321.43	25540.27	0.6742,0.3992,3.5318,10.7832,0.0108
anc_sym_mig	Round_4_Replicate_21	-44213.8	88437.6	167294.12	14330.55	1.0188,0.8777,2.6544,10.873,0.045
anc_sym_mig	Round_4_Replicate_22	-43198.33	86406.66	128938.54	26471.36	0.5857,0.4278,3.173,4.5386,0.0115
anc_sym_mig	Round_4_Replicate_23	-42431.72	84873.44	139172.22	29472.67	0.5782,0.3493,4.0138,15.8771,0.0113
anc_sym_mig	Round_4_Replicate_24	-42593.53	85197.06	159692.38	25921.15	0.6937,0.3795,3.9582,5.6349,0.0125
anc_sym_mig	Round_4_Replicate_25	-42505.93	85021.86	151150.09	30506.95	0.5866,0.3231,4.5624,13.2521,0.0117
anc_sym_mig	Round_4_Replicate_26	-42667.13	85344.26	146105.42	20800.85	0.8408,0.4897,3.375,12.4759,0.0258
anc_sym_mig	Round_4_Replicate_27	-43258.68	86527.36	152666.06	30141.49	0.5809,0.3448,6.3794,4.4374,0.0282
anc_sym_mig	Round_4_Replicate_28	-42429.54	84869.08	138797.28	34557.95	0.505,0.2906,4.788,6.1574,0.0103
anc_sym_mig	Round_4_Replicate_29	-42899.9	85809.8	169798.76	18283.67	1.0377,0.5064,2.7266,12.8468,0.0113
anc_sym_mig	Round_4_Replicate_30	-45684.37	91378.74	264332.92	16055.25	0.889,0.8035,3.0908,11.1611,0.0209
anc_sym_mig	Round_4_Replicate_31	-50578.86	101167.72	320267.73	18942.5	0.6304,0.8601,3.5593,4.644,0.0143
anc_sym_mig	Round_4_Replicate_32	-42778.24	85566.48	130264.25	23745.44	0.6765,0.4582,2.9081,9.351,0.0124
anc_sym_mig	Round_4_Replicate_33	-44224.66	88459.32	194417.0	18701.33	0.8465,0.6304,4.355,5.3452,0.0408
anc_sym_mig	Round_4_Replicate_34	-43307.89	86625.78	159056.67	17722.68	1.017,0.5707,3.8106,11.8339,0.0457
anc_sym_mig	Round_4_Replicate_35	-45000.7	90011.4	144896.57	17190.7	0.8247,0.7536,2.2282,5.383,0.0208
anc_sym_mig	Round_4_Replicate_36	-42364.36	84738.72	142033.31	16732.79	1.0403,0.5987,2.2029,12.9816,0.0143
anc_sym_mig	Round_4_Replicate_37	-42533.31	85076.62	157890.61	26185.99	0.6832,0.3765,3.9048,12.3181,0.0115
anc_sym_mig	Round_4_Replicate_38	-42477.27	84964.54	138478.34	37405.95	0.4687,0.2678,5.3021,9.2337,0.0106
anc_sym_mig	Round_4_Replicate_39	-42558.87	85127.74	162226.27	17612.44	1.0132,0.56,2.5572,11.9838,0.0132
anc_sym_mig	Round_4_Replicate_40	-44757.93	89525.86	183863.27	17425.72	0.8074,0.7452,2.7007,7.7998,0.0187
