Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, T1, T2)
sec_contact_asym_mig	Round_2_Replicate_15	-125586.14	251184.28	417422.04	27514.88	0.4583,0.9475,0.1129,2.2897,2.7701,2.554
sec_contact_asym_mig	Round_2_Replicate_16	-52808.25	105628.5	143504.94	23708.32	1.0579,0.0919,0.1352,6.7912,8.4007,1.2011
sec_contact_asym_mig	Round_2_Replicate_17	-113428.35	226868.7	328608.52	42670.62	0.2065,0.3013,0.4062,6.2549,5.3941,0.5548
sec_contact_asym_mig	Round_2_Replicate_18	-102514.23	205040.46	11432705.35	51940.62	0.395,1.018,0.2483,18.4263,5.1831,2.8831
sec_contact_asym_mig	Round_2_Replicate_19	-45842.9	91697.8	195456.25	63339.24	0.3867,0.0644,0.3183,25.4504,12.4558,0.8734
sec_contact_asym_mig	Round_2_Replicate_20	-73719.28	147450.56	882504.26	20271.28	0.8964,0.9073,0.2172,5.0712,21.6359,2.6406
sec_contact_asym_mig	Round_3_Replicate_1	-24055.51	48123.02	52903.05	3501.74	2.6206,0.4375,0.9521,2.2613,27.1702,0.7123
sec_contact_asym_mig	Round_3_Replicate_2	-43945.75	87903.5	99252.32	7240.92	2.0143,0.4253,1.4493,2.8099,8.9802,0.2607
sec_contact_asym_mig	Round_3_Replicate_3	-48938.85	97889.7	221078.23	10179.14	2.9848,0.3481,3.1489,2.157,9.9107,1.8219
sec_contact_asym_mig	Round_3_Replicate_4	-62120.2	124252.4	186482.97	4285.86	7.2061,0.1062,0.386,4.1725,10.8834,1.801
sec_contact_asym_mig	Round_3_Replicate_5	-31887.94	63787.88	359703.88	4237.65	2.332,0.3913,3.078,4.9791,21.7505,0.6256
sec_contact_asym_mig	Round_3_Replicate_6	-44298.0	88608.0	224521.04	5144.34	4.5325,0.133,0.4829,11.2009,18.6903,0.8571
sec_contact_asym_mig	Round_3_Replicate_7	-77485.69	154983.38	191948.16	5003.68	1.0052,0.1959,0.467,1.5662,26.9424,0.677
sec_contact_asym_mig	Round_3_Replicate_8	-45089.19	90190.38	121279.34	29694.48	0.556,0.0736,4.7768,5.4027,29.9806,1.5228
sec_contact_asym_mig	Round_3_Replicate_9	-27502.76	55017.52	77244.0	8634.14	1.473,0.1486,0.7056,7.3493,29.6216,1.1179
sec_contact_asym_mig	Round_3_Replicate_10	-46347.29	92706.58	219624.29	6635.75	3.6918,0.1153,0.433,12.4827,12.2436,0.534
sec_contact_asym_mig	Round_3_Replicate_11	-74198.78	148409.56	180724.88	10391.64	0.9921,0.351,0.4441,1.5764,7.6175,0.5517
sec_contact_asym_mig	Round_3_Replicate_12	-36269.33	72550.66	81212.36	14978.31	0.6525,0.1619,1.1643,3.6166,29.9152,1.9088
sec_contact_asym_mig	Round_3_Replicate_13	-64071.7	128155.4	202278.26	4855.84	4.7279,0.1086,0.8427,4.5819,11.0459,0.2172
sec_contact_asym_mig	Round_3_Replicate_14	-30976.67	61965.34	61606.6	5571.08	0.5793,0.0714,3.5437,8.2122,22.1261,0.1851
sec_contact_asym_mig	Round_3_Replicate_15	-61583.45	123178.9	176991.22	6698.95	6.423,0.0937,1.0921,6.7322,3.6964,1.8998
sec_contact_asym_mig	Round_3_Replicate_16	-50013.27	100038.54	271316.85	6502.19	4.3236,0.1357,0.8402,11.2629,6.6313,0.4412
sec_contact_asym_mig	Round_3_Replicate_17	-31843.41	63698.82	95636.17	7291.29	2.2877,0.2269,2.5896,3.2889,12.1704,1.0055
sec_contact_asym_mig	Round_3_Replicate_18	-45256.97	90525.94	128217.97	5612.96	4.7767,0.1982,1.5391,3.7811,7.6881,0.2346
sec_contact_asym_mig	Round_3_Replicate_19	-38375.26	76762.52	109003.68	14393.81	1.1733,0.2583,0.5119,4.4879,8.4293,1.0083
sec_contact_asym_mig	Round_3_Replicate_20	-28542.45	57096.9	90667.34	12385.88	1.2848,0.1994,2.516,6.5829,4.7752,0.245
sec_contact_asym_mig	Round_3_Replicate_21	-69151.27	138314.54	234797.32	3941.41	5.6702,0.0975,3.2148,2.6891,15.3664,0.143
sec_contact_asym_mig	Round_3_Replicate_22	-36617.01	73246.02	147876.67	7303.29	2.9928,0.0669,2.2284,19.1282,11.5706,0.6691
sec_contact_asym_mig	Round_3_Replicate_23	-30872.81	61757.62	92240.09	4871.82	3.3493,0.3233,0.4238,3.3714,29.2394,1.9947
sec_contact_asym_mig	Round_3_Replicate_24	-46329.09	92670.18	151335.88	8122.26	2.8667,0.1489,0.5338,6.7224,7.4872,0.4976
sec_contact_asym_mig	Round_3_Replicate_25	-42198.04	84408.08	289896.47	21380.31	0.6338,0.1608,1.2067,13.1447,6.304,0.3294
sec_contact_asym_mig	Round_3_Replicate_26	-46491.94	92995.88	172924.45	4982.91	3.4592,0.0547,1.5026,19.6102,22.512,0.4464
sec_contact_asym_mig	Round_3_Replicate_27	-40233.1	80478.2	99396.58	12622.76	1.5861,0.2517,1.3627,2.6395,3.4604,0.3222
sec_contact_asym_mig	Round_3_Replicate_28	-36112.65	72237.3	108119.95	18795.13	1.2498,0.0765,2.3062,13.2521,2.9796,0.6738
sec_contact_asym_mig	Round_3_Replicate_29	-37982.11	75976.22	134954.58	28792.42	0.7931,0.0818,0.4807,16.6186,16.4819,1.2581
sec_contact_asym_mig	Round_3_Replicate_30	-32477.98	64967.96	108737.13	3587.01	5.9225,0.163,1.9738,6.2173,28.1849,1.6986
sec_contact_asym_mig	Round_4_Replicate_1	-23483.63	46979.26	54325.92	4332.36	1.5057,0.4103,1.2217,2.5213,25.9762,0.8694
sec_contact_asym_mig	Round_4_Replicate_2	-31085.47	62182.94	67511.12	3340.59	3.8178,0.4217,0.668,1.4093,24.8886,0.8342
sec_contact_asym_mig	Round_4_Replicate_3	-32275.51	64563.02	66906.52	4929.99	2.819,0.6314,0.7307,1.1795,14.136,0.7499
sec_contact_asym_mig	Round_4_Replicate_4	-24869.69	49751.38	100123.23	3254.32	3.4368,0.4381,1.4454,2.7028,29.7326,1.2189
sec_contact_asym_mig	Round_4_Replicate_5	-34635.67	69283.34	85503.06	4784.72	1.9351,0.2751,0.5661,3.0725,25.8729,0.732
sec_contact_asym_mig	Round_4_Replicate_6	-24263.38	48538.76	62288.61	3671.86	2.7637,0.4195,0.7801,2.4119,28.3912,1.0773
sec_contact_asym_mig	Round_4_Replicate_7	-31448.57	62909.14	70613.1	4043.91	3.3445,0.2701,1.0282,1.9829,20.2021,0.6211
sec_contact_asym_mig	Round_4_Replicate_8	-23743.82	47499.64	53534.05	3127.41	4.1401,0.2969,1.5831,3.214,26.5881,0.4354
sec_contact_asym_mig	Round_4_Replicate_9	-22989.16	45990.32	61700.57	3944.69	2.0748,0.2727,1.3057,4.0134,26.9756,0.5811
sec_contact_asym_mig	Round_4_Replicate_10	-29291.01	58594.02	79368.83	5107.9	1.741,0.2414,0.6714,4.1718,29.348,0.7895
sec_contact_asym_mig	Round_4_Replicate_11	-24153.58	48319.16	79707.04	4290.25	2.6976,0.4742,1.2622,2.3512,21.8313,1.3015
sec_contact_asym_mig	Round_4_Replicate_12	-24761.05	49534.1	92730.11	3469.67	3.3542,0.2872,1.4223,4.3417,27.0013,0.6979
sec_contact_asym_mig	Round_4_Replicate_13	-32606.3	65224.6	142995.0	6511.49	1.8148,0.5251,1.0777,3.2527,11.8856,0.5763
sec_contact_asym_mig	Round_4_Replicate_14	-39474.31	78960.62	99949.06	3015.48	6.0367,0.49,0.5595,1.3534,21.4545,0.6894
sec_contact_asym_mig	Round_4_Replicate_15	-36809.27	73630.54	97364.58	5860.95	2.9016,0.1873,0.7107,3.8771,14.5412,0.769
sec_contact_asym_mig	Round_4_Replicate_16	-29770.02	59552.04	95576.07	6660.49	1.386,0.6841,1.4243,2.2803,11.8244,0.63
sec_contact_asym_mig	Round_4_Replicate_17	-22991.0	45994.0	63874.93	3685.65	2.3141,0.2995,1.4474,3.446,29.5382,0.8533
sec_contact_asym_mig	Round_4_Replicate_18	-30597.66	61207.32	103616.98	4365.42	3.8493,0.6143,0.881,2.3063,14.512,0.6482
sec_contact_asym_mig	Round_4_Replicate_19	-23147.97	46307.94	54301.48	5118.87	1.4203,0.3597,1.3315,2.7633,22.1761,0.9007
sec_contact_asym_mig	Round_4_Replicate_20	-27435.22	54882.44	60673.17	4228.76	3.3896,0.3968,0.8125,1.9466,18.1751,0.7567
sec_contact_asym_mig	Round_4_Replicate_21	-27461.02	54934.04	62418.44	4441.97	2.4379,0.3632,1.0085,1.8093,23.232,1.3867
sec_contact_asym_mig	Round_4_Replicate_22	-25319.21	50650.42	73430.77	3677.1	2.561,0.7062,1.0009,1.897,24.0094,0.8426
sec_contact_asym_mig	Round_4_Replicate_23	-25340.17	50692.34	55125.97	4681.29	1.7607,0.4947,0.9276,1.9574,21.234,0.9113
sec_contact_asym_mig	Round_4_Replicate_24	-27731.08	55474.16	113036.86	4137.21	2.0513,0.4262,0.8794,3.5385,27.171,0.7762
sec_contact_asym_mig	Round_4_Replicate_25	-23517.38	47046.76	59981.46	5157.13	1.3975,0.355,1.2246,3.1374,23.6344,0.926
sec_contact_asym_mig	Round_4_Replicate_26	-28130.7	56273.4	69754.95	4477.67	2.2497,0.8109,1.232,1.6656,17.8828,0.647
sec_contact_asym_mig	Round_4_Replicate_27	-25593.65	51199.3	70634.81	4335.1	2.2383,0.4424,0.713,2.5608,26.2313,1.1312
sec_contact_asym_mig	Round_4_Replicate_28	-56203.06	112418.12	291440.67	4314.2	5.4158,0.788,0.4959,2.4961,9.9769,0.4403
sec_contact_asym_mig	Round_4_Replicate_29	-29210.61	58433.22	62937.96	4092.43	2.9723,0.496,1.5328,1.3514,19.9067,0.6094
sec_contact_asym_mig	Round_4_Replicate_30	-34487.13	68986.26	83883.79	4124.0	1.9891,0.6855,0.6595,1.8387,22.932,0.8014
sec_contact_asym_mig	Round_4_Replicate_31	-32457.87	64927.74	114651.63	3845.38	4.4503,0.3581,0.9019,3.5347,18.0841,0.5951
sec_contact_asym_mig	Round_4_Replicate_32	-25612.98	51237.96	58658.02	3839.68	3.7336,0.5407,0.8026,1.5149,19.9769,1.1091
sec_contact_asym_mig	Round_4_Replicate_33	-30635.4	61282.8	71374.9	4052.77	2.3013,0.6284,0.6408,1.7783,22.8294,0.8676
sec_contact_asym_mig	Round_4_Replicate_34	-30613.86	61239.72	90832.05	5512.8	1.5764,0.7138,1.2059,2.1491,15.1622,0.645
sec_contact_asym_mig	Round_4_Replicate_35	-29015.89	58043.78	84182.49	3251.56	4.2443,0.4413,0.829,2.6969,24.3843,0.6316
sec_contact_asym_mig	Round_4_Replicate_36	-28592.77	57197.54	63475.26	3437.95	4.2009,0.3759,0.8018,1.6952,23.232,0.9041
sec_contact_asym_mig	Round_4_Replicate_37	-30045.47	60102.94	257765.94	2792.97	4.9392,0.6702,1.6402,2.2552,29.71,1.1831
sec_contact_asym_mig	Round_4_Replicate_38	-39394.66	78801.32	128190.85	3346.56	2.8847,0.6056,0.4853,2.2468,29.4691,0.7986
sec_contact_asym_mig	Round_4_Replicate_39	-53496.94	107005.88	160455.06	4488.79	5.4229,0.2297,0.5509,2.0068,11.1505,0.6238
sec_contact_asym_mig	Round_4_Replicate_40	-25907.99	51827.98	112912.16	3159.1	2.9861,0.8205,1.5544,1.4724,28.396,1.0291
