Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, T1, T2)
sec_contact_asym_mig	Round_1_Replicate_1	-138730.12	277472.24	441677.99	15931.62	0.2069,4.569,2.0871,0.5381,0.5219,0.2885
sec_contact_asym_mig	Round_1_Replicate_2	-54705.25	109422.5	206624.62	30058.1	0.6086,0.2683,0.3126,6.9402,6.2863,0.8201
sec_contact_asym_mig	Round_1_Replicate_3	-81560.41	163132.82	292932.77	38194.43	0.2937,0.1746,3.0048,0.649,5.6404,1.0187
sec_contact_asym_mig	Round_1_Replicate_4	-96619.95	193251.9	500442.03	21520.64	0.5617,1.86,0.5375,3.298,0.2509,0.2115
sec_contact_asym_mig	Round_1_Replicate_5	-191974.18	383960.36	787774.43	13929.31	0.2667,4.1903,0.5112,0.9505,0.2558,3.9176
sec_contact_asym_mig	Round_1_Replicate_6	-78675.26	157362.52	2636451.25	5641.15	2.8993,2.549,6.6218,2.3002,4.5744,0.184
sec_contact_asym_mig	Round_1_Replicate_7	-74539.83	149091.66	260310.23	14567.56	1.3493,0.5501,0.7093,0.4595,0.3897,4.0082
sec_contact_asym_mig	Round_1_Replicate_8	-90605.63	181223.26	210762.6	7750.11	0.2124,4.8455,3.3042,0.1263,0.1984,6.4132
sec_contact_asym_mig	Round_1_Replicate_9	-101405.94	202823.88	638736.93	43509.0	0.359,0.7865,0.2838,6.572,1.8126,4.152
sec_contact_asym_mig	Round_1_Replicate_10	-173250.33	346512.66	702695.71	7843.86	0.2016,5.6945,1.5878,0.5812,3.8903,0.1807
sec_contact_asym_mig	Round_2_Replicate_1	-86490.75	172993.5	5261034.42	43666.82	0.4978,0.544,0.3716,16.4348,7.2776,2.7657
sec_contact_asym_mig	Round_2_Replicate_2	-38253.03	76518.06	98283.72	7807.26	2.1024,0.1106,1.2041,5.1416,10.4462,0.4921
sec_contact_asym_mig	Round_2_Replicate_3	-139878.74	279769.48	485808.63	30032.59	0.3576,0.9843,0.1563,2.4241,9.488,2.6902
sec_contact_asym_mig	Round_2_Replicate_4	-118812.11	237636.22	2030725.74	73030.45	0.1889,0.5384,0.1029,18.6906,7.4509,0.3063
sec_contact_asym_mig	Round_2_Replicate_5	-96923.66	193859.32	13143258.18	12488.22	0.9255,0.4561,0.5778,16.8319,15.9526,0.2632
sec_contact_asym_mig	Round_2_Replicate_6	-98021.24	196054.48	474470.51	27682.54	0.3916,1.027,0.6322,4.4167,1.9103,0.8296
sec_contact_asym_mig	Round_2_Replicate_7	-45753.7	91519.4	146988.25	21441.48	1.2019,0.1479,0.2169,8.1384,3.0378,1.3184
sec_contact_asym_mig	Round_2_Replicate_8	-49927.76	99867.52	130399.53	15195.44	0.631,0.2064,0.5424,5.9576,12.4613,0.5026
sec_contact_asym_mig	Round_2_Replicate_9	-57783.78	115579.56	329896.29	16377.21	1.0097,0.4109,0.2536,5.6128,9.5623,0.7238
sec_contact_asym_mig	Round_2_Replicate_10	-90155.83	180323.66	28904554.63	18561.23	1.3044,0.6131,0.1666,18.3526,7.1482,0.4558
sec_contact_asym_mig	Round_2_Replicate_11	-161883.45	323778.9	537456.87	21224.36	0.2098,0.0969,0.3649,4.4327,6.8494,0.2602
sec_contact_asym_mig	Round_2_Replicate_12	-47133.58	94279.16	123869.63	26132.23	0.7392,0.1614,1.1815,3.5858,9.5132,3.0989
sec_contact_asym_mig	Round_2_Replicate_13	-86100.28	172212.56	648033.66	25892.64	0.4154,0.4522,0.348,8.8227,10.0042,0.4657
sec_contact_asym_mig	Round_2_Replicate_14	-60581.62	121175.24	482613.47	52772.58	0.4549,0.1695,0.085,16.0095,15.4733,1.7839
