Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu, T)
growth	Round_1_Replicate_1	-47055.53	94115.06	85706.54	513967.72	0.2123,0.3898
growth	Round_1_Replicate_2	-188067.74	376139.48	363062.07	239037.71	3.2994,0.1068
growth	Round_1_Replicate_3	-250499.58	501003.16	525824.3	83358.51	5.3012,5.7171
growth	Round_1_Replicate_4	-118756.11	237516.22	223087.11	1752160.94	0.1359,2.4325
growth	Round_1_Replicate_5	-302722.96	605449.92	639113.82	174784.71	5.1194,0.5165
growth	Round_1_Replicate_6	-59547.97	119099.94	108460.03	624608.18	0.2243,0.6718
growth	Round_1_Replicate_7	-172993.67	345991.34	338032.38	228682.2	1.4467,0.7609
growth	Round_1_Replicate_8	-185527.23	371058.46	367351.83	184216.36	1.8419,2.0315
growth	Round_1_Replicate_9	-249869.63	499743.26	520945.51	157843.8	2.9701,1.4113
growth	Round_1_Replicate_10	-135555.22	271114.44	257875.83	278723.57	0.9404,3.0665
growth	Round_1_Replicate_11	-106936.61	213877.22	199235.17	978948.02	0.2258,2.0557
growth	Round_1_Replicate_12	-64101.46	128206.92	117682.83	381400.43	0.3326,0.3018
growth	Round_1_Replicate_13	-113727.21	227458.42	212873.78	1319567.43	0.175,2.2888
growth	Round_1_Replicate_14	-156055.67	312115.34	301743.19	151555.11	1.9257,8.6959
growth	Round_1_Replicate_15	-118753.21	237510.42	223263.74	306033.57	0.7686,1.0334
growth	Round_2_Replicate_1	-101238.71	202481.42	188425.33	327326.67	0.6204,0.6263
growth	Round_2_Replicate_2	-74473.51	148951.02	136673.33	401537.33	0.3954,0.5437
growth	Round_2_Replicate_3	-62280.03	124564.06	113436.61	898484.93	0.1646,0.791
growth	Round_2_Replicate_4	-111032.12	222068.24	207653.96	328422.72	0.6801,1.0333
growth	Round_2_Replicate_5	-110850.86	221705.72	207276.68	331428.07	0.6738,1.0707
growth	Round_2_Replicate_6	-19589.51	39183.02	36008.67	848797.5	0.0599,0.2099
growth	Round_2_Replicate_7	-81258.6	162521.2	149635.4	374817.35	0.4516,0.5444
growth	Round_2_Replicate_8	-35680.34	71364.68	64939.4	723195.45	0.1256,0.3802
growth	Round_2_Replicate_9	-87422.39	174848.78	161104.45	452576.7	0.4146,1.0133
growth	Round_2_Replicate_10	-60622.89	121249.78	110513.06	540634.18	0.2591,0.6158
growth	Round_2_Replicate_11	-90191.48	180386.96	166445.97	449210.98	0.4283,1.0838
growth	Round_2_Replicate_12	-65308.39	130620.78	119548.36	412836.13	0.3382,0.4348
growth	Round_2_Replicate_13	-32723.22	65450.44	59583.3	863531.54	0.0994,0.3715
growth	Round_2_Replicate_14	-114962.99	229929.98	215826.38	299072.99	0.7532,0.617
growth	Round_2_Replicate_15	-77324.9	154653.8	142003.86	406194.38	0.4076,0.6155
growth	Round_2_Replicate_16	-45810.48	91624.96	83192.53	1160786.22	0.1006,0.5483
growth	Round_2_Replicate_17	-14746.85	29497.7	27291.65	885531.65	0.041,0.1527
growth	Round_2_Replicate_18	-89083.82	178171.64	164736.95	350769.59	0.5176,0.5475
growth	Round_2_Replicate_19	-110188.9	220381.8	206249.01	307285.35	0.7066,0.6069
growth	Round_2_Replicate_20	-32654.07	65312.14	59487.71	737653.68	0.1137,0.3471
growth	Round_2_Replicate_21	-21544.59	43093.18	39542.33	730061.19	0.0743,0.2129
growth	Round_2_Replicate_22	-28543.61	57091.22	52071.48	888451.23	0.0852,0.3233
growth	Round_2_Replicate_23	-64620.92	129245.84	118079.2	453865.94	0.3161,0.5366
growth	Round_2_Replicate_24	-80894.57	161793.14	148447.47	790602.77	0.2277,1.1574
growth	Round_2_Replicate_25	-72291.9	144587.8	132584.73	402968.73	0.3825,0.5112
growth	Round_2_Replicate_26	-105658.33	211320.66	197630.17	304188.44	0.664,0.3904
growth	Round_2_Replicate_27	-54615.95	109235.9	99303.7	870836.71	0.1528,0.6676
growth	Round_2_Replicate_28	-25515.56	51035.12	46613.4	1250223.16	0.056,0.2998
growth	Round_2_Replicate_29	-97317.99	194639.98	180340.24	415631.27	0.4902,1.1936
growth	Round_2_Replicate_30	-106928.12	213860.24	199944.37	306636.21	0.6786,0.4768
growth	Round_3_Replicate_1	-7471.78	14947.56	14080.15	883218.71	0.0103,0.0446
growth	Round_3_Replicate_2	-10491.59	20987.18	19586.01	1082294.81	0.0212,0.1036
growth	Round_3_Replicate_3	-24723.43	49450.86	45247.11	733211.83	0.0863,0.2511
growth	Round_3_Replicate_4	-19375.76	38755.52	35656.48	697101.27	0.0672,0.1789
growth	Round_3_Replicate_5	-7414.29	14832.58	13974.26	910303.72	0.0101,0.0453
growth	Round_3_Replicate_6	-13717.85	27439.7	25422.21	1290560.88	0.0274,0.1531
growth	Round_3_Replicate_7	-8398.49	16800.98	15778.38	839163.86	0.0147,0.0572
growth	Round_3_Replicate_8	-7420.56	14845.12	13985.7	913926.89	0.0101,0.0456
growth	Round_3_Replicate_9	-8159.56	16323.12	15335.93	1362494.08	0.0106,0.069
growth	Round_3_Replicate_10	-11718.59	23441.18	21808.47	1291977.45	0.0219,0.1251
growth	Round_3_Replicate_11	-7420.39	14844.78	13984.6	983407.17	0.01,0.049
growth	Round_3_Replicate_12	-8114.7	16233.4	15254.04	1323769.35	0.0107,0.0681
growth	Round_3_Replicate_13	-7476.36	14956.72	14088.63	878898.96	0.0103,0.0443
growth	Round_3_Replicate_14	-8424.4	16852.8	15824.21	889272.74	0.0149,0.0617
growth	Round_3_Replicate_15	-7515.7	15035.4	14159.83	939823.97	0.0105,0.0488
growth	Round_3_Replicate_16	-25361.11	50726.22	46379.95	776976.3	0.0849,0.2684
growth	Round_3_Replicate_17	-9102.43	18208.86	17055.62	1791366.53	0.0106,0.0838
growth	Round_3_Replicate_18	-16584.97	33173.94	30592.96	1061591.45	0.0412,0.1871
growth	Round_3_Replicate_19	-8544.76	17093.52	16045.52	845825.42	0.0155,0.0602
growth	Round_3_Replicate_20	-19262.29	38528.58	35395.65	1352189.58	0.0392,0.2241
growth	Round_3_Replicate_21	-8230.91	16465.82	15466.17	1427981.64	0.0104,0.0704
