Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu, T)
growth	Round_2_Replicate_20	-58623.76	117251.52	107047.98	445683.05	0.2896,0.4281
growth	Round_2_Replicate_21	-53221.68	106447.36	97094.73	460395.57	0.2568,0.3862
growth	Round_2_Replicate_22	-11765.24	23534.48	21913.32	757673.69	0.0311,0.0972
growth	Round_2_Replicate_23	-10392.23	20788.46	19410.64	886959.41	0.0237,0.0925
growth	Round_2_Replicate_24	-32500.46	65004.92	59161.86	1043614.0	0.083,0.3816
growth	Round_2_Replicate_25	-18255.92	36515.84	33623.28	774738.86	0.0588,0.1827
growth	Round_2_Replicate_26	-29664.97	59333.94	54206.34	586576.49	0.1205,0.249
growth	Round_2_Replicate_27	-37283.25	74570.5	67853.78	665247.35	0.1403,0.3795
growth	Round_2_Replicate_28	-19004.91	38013.82	34970.83	769158.01	0.0621,0.1908
growth	Round_2_Replicate_29	-40050.91	80105.82	72961.44	545486.97	0.1735,0.3372
growth	Round_2_Replicate_30	-11544.2	23092.4	21497.45	997389.07	0.0264,0.1162
growth	Round_3_Replicate_1	-9778.66	19561.32	18305.69	729284.72	0.0208,0.0643
growth	Round_3_Replicate_2	-8073.36	16150.72	15178.76	1232786.68	0.0112,0.0666
growth	Round_3_Replicate_3	-7534.94	15073.88	14195.95	884858.94	0.0106,0.0458
growth	Round_3_Replicate_4	-7450.2	14904.4	14039.2	991134.48	0.0101,0.0499
growth	Round_3_Replicate_5	-8349.42	16702.84	15689.19	824962.35	0.0144,0.055
growth	Round_3_Replicate_6	-8322.53	16649.06	15634.28	1216542.67	0.0122,0.0709
growth	Round_3_Replicate_7	-8217.39	16438.78	15445.41	901438.37	0.0139,0.059
growth	Round_3_Replicate_8	-7453.98	14911.96	14046.56	947431.16	0.0102,0.048
growth	Round_3_Replicate_9	-7430.42	14864.84	14004.28	882869.2	0.0101,0.0438
growth	Round_3_Replicate_10	-7432.22	14868.44	14006.44	968512.46	0.0101,0.0486
growth	Round_3_Replicate_11	-7429.03	14862.06	14001.55	894106.86	0.0101,0.0445
growth	Round_3_Replicate_12	-9264.59	18533.18	17355.84	968450.85	0.018,0.0801
growth	Round_3_Replicate_13	-14065.06	28134.12	26048.1	1329097.69	0.0275,0.1579
growth	Round_3_Replicate_14	-19605.47	39214.94	36023.61	1008824.4	0.052,0.2231
growth	Round_3_Replicate_15	-7710.19	15424.38	14517.35	877835.71	0.0114,0.0485
growth	Round_3_Replicate_16	-7619.62	15243.24	14350.55	924137.48	0.011,0.0498
growth	Round_3_Replicate_17	-7782.94	15569.88	14647.64	1181353.02	0.0105,0.0607
growth	Round_3_Replicate_18	-7426.33	14856.66	13996.33	910999.72	0.0101,0.0455
growth	Round_3_Replicate_19	-7818.95	15641.9	14713.3	1245280.09	0.0102,0.0622
growth	Round_3_Replicate_20	-7722.51	15449.02	14541.71	812966.57	0.0111,0.043
growth	Round_3_Replicate_21	-7440.23	14884.46	14021.29	953775.69	0.0102,0.0481
growth	Round_3_Replicate_22	-7940.75	15885.5	14936.49	1170178.0	0.0112,0.0635
growth	Round_3_Replicate_23	-7684.39	15372.78	14467.82	1062633.7	0.0108,0.0566
growth	Round_3_Replicate_24	-14880.79	29765.58	27522.89	1109787.4	0.0347,0.1663
growth	Round_3_Replicate_25	-7721.21	15446.42	14538.62	834982.59	0.0113,0.0452
growth	Round_3_Replicate_26	-10098.1	20200.2	18875.19	903149.58	0.0222,0.0893
growth	Round_3_Replicate_27	-11469.17	22942.34	21352.51	2651599.21	0.0108,0.1085
growth	Round_3_Replicate_28	-8853.18	17710.36	16612.92	771459.04	0.0165,0.0569
growth	Round_3_Replicate_29	-7452.09	14908.18	14043.21	937957.64	0.0102,0.0475
growth	Round_3_Replicate_30	-7786.35	15576.7	14653.65	1240310.66	0.0102,0.0615
growth	Round_3_Replicate_31	-7666.53	15337.06	14434.68	1135467.37	0.0103,0.0579
growth	Round_3_Replicate_32	-7495.88	14995.76	14123.0	986023.5	0.0104,0.0505
growth	Round_3_Replicate_33	-12808.31	25620.62	23826.32	658158.26	0.0353,0.0885
growth	Round_3_Replicate_34	-8625.99	17255.98	16190.01	1026668.64	0.0149,0.072
growth	Round_3_Replicate_35	-7507.24	15018.48	14145.12	886933.09	0.0105,0.0455
growth	Round_3_Replicate_36	-7411.96	14827.92	13969.91	916165.23	0.0101,0.0456
growth	Round_3_Replicate_37	-7582.33	15168.66	14282.14	927909.6	0.0109,0.0494
growth	Round_3_Replicate_38	-10736.28	21476.56	20044.53	763830.44	0.0261,0.0839
growth	Round_3_Replicate_39	-12737.41	25478.82	23655.51	1061875.14	0.0292,0.1357
growth	Round_3_Replicate_40	-8060.3	16124.6	15154.5	1349095.14	0.0104,0.0672
growth	Round_3_Replicate_41	-8790.42	17584.84	16492.47	902358.61	0.0165,0.0687
growth	Round_3_Replicate_42	-7527.17	15058.34	14182.95	829996.74	0.0102,0.0412
growth	Round_3_Replicate_43	-7426.25	14856.5	13995.57	960526.99	0.0101,0.0481
growth	Round_3_Replicate_44	-7665.78	15335.56	14433.95	1031668.08	0.0109,0.0553
growth	Round_3_Replicate_45	-19451.9	38907.8	35738.38	1250559.66	0.0426,0.2267
growth	Round_3_Replicate_46	-10744.22	21492.44	20047.22	967686.2	0.0239,0.103
growth	Round_3_Replicate_47	-7684.38	15372.76	14468.83	952371.15	0.0113,0.0525
growth	Round_3_Replicate_48	-7976.64	15957.28	15008.85	780407.3	0.012,0.0437
growth	Round_3_Replicate_49	-7477.81	14959.62	14090.42	934520.39	0.0104,0.0478
growth	Round_3_Replicate_50	-8332.27	16668.54	15653.07	1065555.52	0.0134,0.0682
growth	Round_4_Replicate_1	-7399.68	14803.36	13947.14	933603.02	0.01,0.0463
growth	Round_4_Replicate_2	-7405.74	14815.48	13958.27	933034.63	0.01,0.0464
growth	Round_4_Replicate_3	-7402.83	14809.66	13952.86	939713.52	0.01,0.0467
growth	Round_4_Replicate_4	-7400.86	14805.72	13949.17	945827.32	0.01,0.0469
growth	Round_4_Replicate_5	-7402.66	14809.32	13952.69	927155.55	0.01,0.046
growth	Round_4_Replicate_6	-7400.88	14805.76	13949.47	923857.14	0.01,0.0458
growth	Round_4_Replicate_7	-7401.3	14806.6	13950.22	925533.7	0.01,0.0459
growth	Round_4_Replicate_8	-7400.14	14804.28	13948.18	919246.72	0.01,0.0455
growth	Round_4_Replicate_9	-7407.11	14818.22	13960.53	954528.83	0.01,0.0475
growth	Round_4_Replicate_10	-7403.97	14811.94	13955.14	924290.93	0.01,0.0459
growth	Round_4_Replicate_11	-7400.9	14805.8	13949.51	923763.06	0.01,0.0458
growth	Round_4_Replicate_12	-7400.66	14805.32	13948.88	939733.47	0.01,0.0466
growth	Round_4_Replicate_13	-7405.65	14815.3	13958.12	931542.01	0.01,0.0463
growth	Round_4_Replicate_14	-7399.15	14802.3	13946.22	929162.22	0.01,0.0461
growth	Round_4_Replicate_15	-7400.76	14805.52	13949.08	937804.43	0.01,0.0465
growth	Round_4_Replicate_16	-7401.23	14806.46	13950.26	913335.36	0.01,0.0452
growth	Round_4_Replicate_17	-7403.22	14810.44	13953.88	915289.45	0.01,0.0453
growth	Round_4_Replicate_18	-7403.67	14811.34	13954.43	937200.68	0.01,0.0466
growth	Round_4_Replicate_19	-7400.87	14805.74	13949.46	923947.64	0.01,0.0458
growth	Round_4_Replicate_20	-7399.36	14802.72	13946.55	934579.92	0.01,0.0463
growth	Round_4_Replicate_21	-7410.64	14825.28	13966.84	971346.14	0.01,0.0483
growth	Round_4_Replicate_22	-7401.71	14807.42	13950.88	931989.31	0.01,0.0463
growth	Round_4_Replicate_23	-7407.66	14819.32	13961.92	923150.04	0.01,0.0459
growth	Round_4_Replicate_24	-7410.51	14825.02	13967.27	914102.83	0.01,0.0454
growth	Round_4_Replicate_25	-7402.04	14808.08	13951.31	947052.42	0.01,0.047
growth	Round_4_Replicate_26	-7402.33	14808.66	13952.24	916303.98	0.01,0.0454
growth	Round_4_Replicate_27	-7420.9	14845.8	13986.13	928317.91	0.0101,0.0464
growth	Round_4_Replicate_28	-7406.34	14816.68	13959.78	903903.93	0.01,0.0447
growth	Round_4_Replicate_29	-7404.72	14813.44	13956.6	917172.47	0.01,0.0455
growth	Round_4_Replicate_30	-7404.41	14812.82	13956.03	917320.49	0.01,0.0455
growth	Round_4_Replicate_31	-7405.78	14815.56	13957.98	964057.87	0.01,0.0479
growth	Round_4_Replicate_32	-7400.76	14805.52	13949.11	934541.69	0.01,0.0464
growth	Round_4_Replicate_33	-7404.68	14813.36	13956.33	932174.31	0.01,0.0463
growth	Round_4_Replicate_34	-7402.0	14808.0	13951.44	930111.78	0.01,0.0462
growth	Round_4_Replicate_35	-7405.12	14814.24	13957.18	928894.67	0.01,0.0462
growth	Round_4_Replicate_36	-7399.17	14802.34	13946.28	928216.01	0.01,0.046
growth	Round_4_Replicate_37	-7407.25	14818.5	13961.28	914432.72	0.01,0.0454
growth	Round_4_Replicate_38	-7399.53	14803.06	13946.97	925324.88	0.01,0.0459
growth	Round_4_Replicate_39	-7403.96	14811.92	13955.04	929692.99	0.01,0.0462
growth	Round_4_Replicate_40	-7401.6	14807.2	13950.77	925658.08	0.01,0.0459
growth	Round_4_Replicate_41	-7416.95	14837.9	13979.35	896703.91	0.01,0.0445
growth	Round_4_Replicate_42	-7402.66	14809.32	13952.49	943432.64	0.01,0.0469
growth	Round_4_Replicate_43	-7408.2	14820.4	13963.08	911248.17	0.01,0.0452
growth	Round_4_Replicate_44	-7402.2	14808.4	13951.71	938869.25	0.01,0.0466
growth	Round_4_Replicate_45	-7399.35	14802.7	13946.5	936715.29	0.01,0.0465
growth	Round_4_Replicate_46	-7399.72	14803.44	13947.14	939672.79	0.01,0.0466
growth	Round_4_Replicate_47	-7400.8	14805.6	13949.24	930080.15	0.01,0.0461
growth	Round_4_Replicate_48	-7401.76	14807.52	13951.23	913715.65	0.01,0.0452
growth	Round_4_Replicate_49	-7407.57	14819.14	13961.85	915347.38	0.01,0.0454
growth	Round_4_Replicate_50	-7402.52	14809.04	13952.55	917704.58	0.01,0.0455
growth	Round_4_Replicate_51	-7425.53	14855.06	13994.57	932671.18	0.0101,0.0467
growth	Round_4_Replicate_52	-7399.52	14803.04	13946.91	929013.27	0.01,0.0461
growth	Round_4_Replicate_53	-7399.85	14803.7	13947.4	938663.56	0.01,0.0466
growth	Round_4_Replicate_54	-7404.23	14812.46	13955.7	917723.86	0.01,0.0455
growth	Round_4_Replicate_55	-7406.45	14816.9	13959.66	925264.68	0.01,0.046
growth	Round_4_Replicate_56	-7403.68	14811.36	13954.68	917465.02	0.01,0.0455
growth	Round_4_Replicate_57	-7400.54	14805.08	13948.67	938143.68	0.01,0.0466
growth	Round_4_Replicate_58	-7419.72	14843.44	13983.64	955963.75	0.0101,0.0478
growth	Round_4_Replicate_59	-7406.96	14817.92	13960.98	899079.38	0.01,0.0444
growth	Round_4_Replicate_60	-7401.54	14807.08	13950.6	929408.68	0.01,0.0461
growth	Round_4_Replicate_61	-7403.71	14811.42	13954.47	938731.15	0.01,0.0466
growth	Round_4_Replicate_62	-7399.82	14803.64	13947.53	922491.74	0.01,0.0457
growth	Round_4_Replicate_63	-7409.51	14823.02	13964.77	969815.15	0.01,0.0482
growth	Round_4_Replicate_64	-7409.04	14822.08	13964.0	962344.66	0.01,0.0479
growth	Round_4_Replicate_65	-7407.49	14818.98	13961.34	945260.95	0.01,0.047
growth	Round_4_Replicate_66	-7399.53	14803.06	13946.87	933292.13	0.01,0.0463
growth	Round_4_Replicate_67	-7400.27	14804.54	13948.22	933798.25	0.01,0.0463
growth	Round_4_Replicate_68	-7401.25	14806.5	13950.2	920187.51	0.01,0.0456
growth	Round_4_Replicate_69	-7409.7	14823.4	13966.09	893974.45	0.01,0.0441
growth	Round_4_Replicate_70	-7404.49	14812.98	13956.09	924645.19	0.01,0.0459
growth	Round_4_Replicate_71	-7400.66	14805.32	13948.98	930701.73	0.01,0.0462
growth	Round_4_Replicate_72	-7405.81	14815.62	13958.57	919900.84	0.01,0.0457
growth	Round_4_Replicate_73	-7402.49	14808.98	13952.42	923826.66	0.01,0.0458
growth	Round_4_Replicate_74	-7403.12	14810.24	13953.44	934758.36	0.01,0.0464
growth	Round_4_Replicate_75	-7402.11	14808.22	13951.67	928443.45	0.01,0.0461
growth	Round_4_Replicate_76	-7399.12	14802.24	13946.16	930095.9	0.01,0.0461
growth	Round_4_Replicate_77	-7402.75	14809.5	13952.81	930935.28	0.01,0.0462
growth	Round_4_Replicate_78	-7406.24	14816.48	13959.04	945695.44	0.01,0.047
growth	Round_4_Replicate_79	-7403.23	14810.46	13953.49	946633.44	0.01,0.047
growth	Round_4_Replicate_80	-7399.7	14803.4	13947.24	928514.95	0.01,0.046
growth	Round_4_Replicate_81	-7400.73	14805.46	13949.26	919183.6	0.01,0.0455
growth	Round_4_Replicate_82	-7408.86	14821.72	13964.47	898438.82	0.01,0.0444
growth	Round_4_Replicate_83	-7400.71	14805.42	13948.96	939652.83	0.01,0.0466
growth	Round_4_Replicate_84	-7402.55	14809.1	13952.74	908808.32	0.01,0.045
growth	Round_4_Replicate_85	-7404.38	14812.76	13955.53	955071.59	0.01,0.0475
growth	Round_4_Replicate_86	-7405.05	14814.1	13957.35	907579.91	0.01,0.0449
growth	Round_4_Replicate_87	-7401.27	14806.54	13950.17	925360.68	0.01,0.0459
growth	Round_4_Replicate_88	-7407.53	14819.06	13961.24	959651.0	0.01,0.0477
growth	Round_4_Replicate_89	-7399.54	14803.08	13947.02	923419.07	0.01,0.0457
growth	Round_4_Replicate_90	-7400.02	14804.04	13947.89	924349.71	0.01,0.0458
growth	Round_4_Replicate_91	-7424.91	14853.82	13992.77	997428.25	0.01,0.0496
growth	Round_4_Replicate_92	-7403.79	14811.58	13954.45	954202.34	0.01,0.0474
growth	Round_4_Replicate_93	-7402.13	14808.26	13951.92	912246.03	0.01,0.0452
growth	Round_4_Replicate_94	-7404.67	14813.34	13956.52	916834.28	0.01,0.0455
growth	Round_4_Replicate_95	-7400.66	14805.32	13948.99	930566.12	0.01,0.0462
growth	Round_4_Replicate_96	-7401.5	14807.0	13950.63	922664.54	0.01,0.0457
growth	Round_4_Replicate_97	-7401.0	14806.0	13949.41	946613.7	0.01,0.047
growth	Round_4_Replicate_98	-7400.63	14805.26	13949.01	924498.1	0.01,0.0458
growth	Round_4_Replicate_99	-7404.43	14812.86	13956.11	914148.91	0.01,0.0453
growth	Round_4_Replicate_100	-7406.82	14817.64	13960.75	897638.73	0.01,0.0443
