Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu, T)
growth	Round_1_Replicate_1	-116834.56	233673.12	219250.47	345021.83	0.6787,1.6761
growth	Round_1_Replicate_2	-61787.28	123578.56	112642.07	564917.57	0.2534,0.661
growth	Round_1_Replicate_3	-107535.02	215074.04	200443.86	682357.15	0.3248,2.1695
growth	Round_1_Replicate_4	-115852.95	231709.9	217261.89	348077.76	0.6684,1.6393
growth	Round_1_Replicate_5	-318020.51	636045.02	702638.16	127334.85	4.9497,1.5761
growth	Round_1_Replicate_6	-68804.81	137613.62	126686.43	362880.79	0.3607,0.277
growth	Round_1_Replicate_7	-155626.74	311257.48	300691.68	230196.92	1.2713,1.7002
growth	Round_1_Replicate_8	-178640.55	357285.1	348046.46	236708.26	1.621,0.3228
growth	Round_1_Replicate_9	-127925.41	255854.82	242064.62	284398.23	0.8772,1.0058
growth	Round_1_Replicate_10	-127303.17	254610.34	240659.98	439182.45	0.5699,4.5993
growth	Round_1_Replicate_11	-51827.75	103659.5	94209.95	796075.13	0.1595,0.6156
growth	Round_1_Replicate_12	-85384.47	170772.94	157018.34	1034250.63	0.1818,1.2484
growth	Round_1_Replicate_13	-33434.23	66872.46	61217.72	482567.37	0.1423,0.1948
growth	Round_1_Replicate_14	-114168.83	228341.66	213774.47	765554.89	0.3024,2.6745
growth	Round_1_Replicate_15	-116150.75	232305.5	217792.06	688842.28	0.3402,2.8913
growth	Round_2_Replicate_1	-30379.94	60763.88	55432.71	660028.4	0.1154,0.2942
growth	Round_2_Replicate_2	-26696.06	53396.12	48773.8	784283.78	0.0888,0.2858
growth	Round_2_Replicate_3	-18552.75	37109.5	34163.12	745314.28	0.0614,0.1806
growth	Round_2_Replicate_4	-13405.85	26815.7	24864.94	1011329.03	0.0326,0.143
growth	Round_2_Replicate_5	-23495.63	46995.26	43083.14	641407.46	0.0883,0.2075
growth	Round_2_Replicate_6	-15791.29	31586.58	29171.1	926457.5	0.0433,0.1697
growth	Round_2_Replicate_7	-19123.04	38250.08	35190.88	734994.06	0.0643,0.1853
growth	Round_2_Replicate_8	-61673.23	123350.46	112584.02	467947.26	0.2956,0.5207
growth	Round_2_Replicate_9	-13941.92	27887.84	25830.44	1086152.44	0.0325,0.153
growth	Round_2_Replicate_10	-27595.83	55195.66	50401.22	736563.4	0.0965,0.286
growth	Round_2_Replicate_11	-50937.85	101879.7	92832.68	488766.4	0.2374,0.4052
growth	Round_2_Replicate_12	-22525.12	45054.24	41327.78	664463.68	0.0826,0.2052
growth	Round_2_Replicate_13	-13289.25	26582.5	24677.79	730708.9	0.0386,0.1125
growth	Round_2_Replicate_14	-44043.08	88090.16	80083.19	654981.81	0.1656,0.4614
growth	Round_2_Replicate_15	-45750.76	91505.52	83122.71	838935.89	0.1369,0.5365
growth	Round_2_Replicate_16	-26799.32	53602.64	48934.62	946590.73	0.0758,0.3073
growth	Round_2_Replicate_17	-37285.06	74574.12	67788.98	916561.82	0.1058,0.4341
growth	Round_2_Replicate_18	-12784.64	25573.28	23743.38	981214.93	0.0312,0.133
growth	Round_2_Replicate_19	-15479.71	30963.42	28612.59	887551.35	0.0436,0.1625
