Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, T1, T2, T3)
bottle_schange_thr_epoch	Round_4_Replicate_53	-1010765.29	2021548.58	2455668.89	205800.53	1.2777,3.5024,1.9475,1.8705,0.3654,5.2377,0.3023,0.052,0.3308
bottle_schange_thr_epoch	Round_4_Replicate_54	-672914.54	1345847.08	1394762.48	240632.95	1.8385,5.3319,3.3619,1.2862,0.4396,1.8911,0.1137,0.0366,0.3246
bottle_schange_thr_epoch	Round_4_Replicate_55	-733596.44	1467210.88	1552736.38	254965.81	1.1929,3.1239,3.4835,1.4906,0.2251,3.005,0.1825,0.0424,0.1384
bottle_schange_thr_epoch	Round_4_Replicate_56	-799778.1	1599574.2	1671892.57	219554.83	1.5219,3.0647,1.9339,1.4803,0.2223,5.6346,0.3947,0.0488,0.0848
bottle_schange_thr_epoch	Round_4_Replicate_57	-664846.33	1329710.66	1333215.65	258687.87	0.7159,1.4207,3.6155,1.2996,0.3803,2.0261,0.1533,0.0437,0.1821
bottle_schange_thr_epoch	Round_4_Replicate_58	-834221.62	1668461.24	1743012.85	217909.4	1.2031,2.0823,3.8301,3.6537,0.2302,4.4422,0.3509,0.0588,0.0907
bottle_schange_thr_epoch	Round_4_Replicate_59	-852624.94	1705267.88	1697375.63	242074.09	1.3694,3.6794,5.9966,2.7685,0.1943,4.0005,0.1408,0.0414,0.2219
bottle_schange_thr_epoch	Round_4_Replicate_60	-867672.35	1735362.7	1904396.74	206814.82	0.9877,2.377,4.0265,3.0883,0.7383,1.9433,0.3251,0.0169,0.172
bottle_schange_thr_epoch	Round_4_Replicate_61	-944710.14	1889438.28	2216330.24	195855.79	0.8151,1.7457,3.4065,2.6079,0.7604,3.8546,0.2681,0.0583,0.2701
bottle_schange_thr_epoch	Round_4_Replicate_62	-842799.69	1685617.38	1883825.39	202211.33	1.9696,4.9046,3.5573,1.6073,0.4825,3.6461,0.2768,0.0345,0.2668
bottle_schange_thr_epoch	Round_4_Replicate_63	-869256.84	1738531.68	1932620.99	200166.97	1.5505,1.6148,3.4447,2.3166,0.5544,5.0927,0.317,0.0368,0.2286
bottle_schange_thr_epoch	Round_4_Replicate_64	-766317.09	1532652.18	1638377.47	221563.81	1.3813,1.658,3.1879,1.776,0.5319,2.6465,0.2089,0.0351,0.2576
bottle_schange_thr_epoch	Round_4_Replicate_65	-794147.44	1588312.88	1966205.05	220774.19	1.0617,3.5586,5.8331,1.1191,0.2801,2.7498,0.3511,0.0837,0.2207
bottle_schange_thr_epoch	Round_4_Replicate_66	-785852.33	1571722.66	1811284.56	219834.31	1.4346,3.251,4.1119,1.4477,0.4399,3.7407,0.1535,0.1041,0.2089
bottle_schange_thr_epoch	Round_4_Replicate_67	-1003947.67	2007913.34	2953120.32	187408.6	1.6226,2.9117,5.2331,3.7197,0.642,3.5471,0.194,0.097,0.2394
bottle_schange_thr_epoch	Round_4_Replicate_68	-723484.92	1446987.84	1538632.65	224299.25	2.4855,2.7551,3.7165,2.1406,0.4074,1.8185,0.1939,0.0427,0.3059
bottle_schange_thr_epoch	Round_4_Replicate_69	-661583.61	1323185.22	1292114.98	272319.5	2.7118,1.4525,1.7101,1.7465,0.2742,2.1293,0.1232,0.0384,0.1823
bottle_schange_thr_epoch	Round_4_Replicate_70	-862361.49	1724740.98	1870818.58	206196.97	1.1378,2.967,5.1133,2.2118,0.2965,4.5327,0.3242,0.0934,0.1226
bottle_schange_thr_epoch	Round_4_Replicate_71	-700673.48	1401364.96	1345142.0	264403.2	0.7891,2.4645,3.0825,1.7943,0.2535,2.1743,0.1044,0.066,0.2
bottle_schange_thr_epoch	Round_4_Replicate_72	-767720.99	1535459.98	1621897.15	227289.34	1.1907,2.9663,1.6133,1.3515,0.6672,2.7207,0.126,0.0673,0.3019
bottle_schange_thr_epoch	Round_4_Replicate_73	-1001610.72	2003239.44	2729067.04	230796.67	0.812,2.153,1.9177,1.8369,0.2384,3.7137,0.4036,0.0601,0.1756
bottle_schange_thr_epoch	Round_4_Replicate_74	-829504.57	1659027.14	1708179.63	247938.28	0.807,4.0036,1.5321,2.0727,0.3504,2.4788,0.0993,0.0563,0.3071
bottle_schange_thr_epoch	Round_4_Replicate_75	-930943.43	1861904.86	2023551.33	202773.9	0.7813,4.3172,4.2876,2.8445,0.508,3.0295,0.2684,0.0696,0.1923
bottle_schange_thr_epoch	Round_4_Replicate_76	-747778.29	1495574.58	1730017.5	206238.74	2.2755,2.1963,3.8973,1.7577,0.711,1.5109,0.2547,0.0345,0.2749
bottle_schange_thr_epoch	Round_4_Replicate_77	-756441.27	1512900.54	1618896.06	226681.68	1.1274,2.43,2.6765,1.254,0.4506,3.1226,0.2497,0.0566,0.2104
bottle_schange_thr_epoch	Round_4_Replicate_78	-804914.25	1609846.5	1776927.54	224105.64	1.4069,2.1731,3.2864,2.1057,0.3474,4.0314,0.2838,0.0347,0.126
bottle_schange_thr_epoch	Round_4_Replicate_79	-846134.16	1692286.32	1764240.74	223782.03	0.782,3.4158,2.4125,3.5577,0.5271,2.332,0.112,0.0465,0.297
bottle_schange_thr_epoch	Round_4_Replicate_80	-776192.32	1552402.64	1603346.94	229901.55	1.2672,2.2444,5.4021,2.8796,0.1862,2.4707,0.3029,0.0575,0.1044
bottle_schange_thr_epoch	Round_4_Replicate_81	-760957.72	1521933.44	1665785.65	228867.53	1.1044,1.8672,2.9843,1.7025,0.5947,2.1162,0.2224,0.0435,0.1559
bottle_schange_thr_epoch	Round_4_Replicate_82	-780846.77	1561711.54	1670799.01	223625.61	2.3001,2.0766,2.186,2.2295,0.3404,3.5005,0.2945,0.0283,0.164
bottle_schange_thr_epoch	Round_4_Replicate_83	-722837.89	1445693.78	1547400.19	225803.29	2.7062,5.0416,2.0525,1.5305,0.4951,1.9205,0.1986,0.0417,0.3229
bottle_schange_thr_epoch	Round_4_Replicate_84	-844686.73	1689391.46	1895335.44	205431.77	2.7608,3.4779,4.562,2.359,0.4431,3.2392,0.1941,0.039,0.3269
bottle_schange_thr_epoch	Round_4_Replicate_85	-932002.9	1864023.8	2466101.23	198183.25	0.7685,4.1902,4.4986,1.5722,0.6455,2.1131,0.3924,0.061,0.22
bottle_schange_thr_epoch	Round_4_Replicate_86	-807599.47	1615216.94	1789819.01	217046.26	1.6004,1.2594,2.969,4.0198,0.5607,2.8322,0.2857,0.0349,0.134
bottle_schange_thr_epoch	Round_4_Replicate_87	-710771.88	1421561.76	1490843.34	233223.92	2.064,2.7433,2.7478,1.4904,0.3147,2.3015,0.2237,0.0874,0.2283
bottle_schange_thr_epoch	Round_4_Replicate_88	-805609.95	1611237.9	1787400.44	216847.16	2.3334,2.1481,5.2765,1.8733,0.3789,3.8073,0.2039,0.0316,0.2646
bottle_schange_thr_epoch	Round_4_Replicate_89	-777523.96	1555065.92	1635229.51	235171.4	0.8858,2.7904,1.8483,1.5056,0.2817,3.9135,0.2823,0.1068,0.1016
bottle_schange_thr_epoch	Round_4_Replicate_90	-700681.8	1401381.6	1424161.49	249524.56	1.2518,2.2035,2.0324,1.2024,0.4422,2.7017,0.1475,0.0339,0.2133
bottle_schange_thr_epoch	Round_4_Replicate_91	-755163.12	1510344.24	1601348.17	248184.1	0.8909,4.3294,1.8166,1.4013,0.422,2.2431,0.088,0.0464,0.3483
bottle_schange_thr_epoch	Round_4_Replicate_92	-676003.96	1352025.92	1329690.18	257332.6	1.0807,2.3631,2.6977,1.1106,0.2274,4.8347,0.1613,0.1015,0.1323
bottle_schange_thr_epoch	Round_4_Replicate_93	-658063.37	1316144.74	1243833.87	274499.37	1.0801,1.3465,2.5324,1.2469,0.2381,2.8187,0.1101,0.0642,0.1909
bottle_schange_thr_epoch	Round_4_Replicate_94	-720986.77	1441991.54	1430724.67	263592.15	0.8284,2.3313,2.7096,2.012,0.2497,2.3596,0.1099,0.0721,0.1632
bottle_schange_thr_epoch	Round_4_Replicate_95	-866137.23	1732292.46	1771955.25	226814.59	0.7044,3.0494,3.0449,2.4107,0.3832,3.4984,0.2046,0.047,0.2137
bottle_schange_thr_epoch	Round_4_Replicate_96	-724750.04	1449518.08	1556441.89	226088.96	1.8601,1.9284,1.6979,1.4969,0.4405,2.564,0.2946,0.0731,0.1637
bottle_schange_thr_epoch	Round_4_Replicate_97	-813112.09	1626242.18	1853113.35	201325.94	1.1837,3.1657,4.7117,1.2873,0.6156,2.8685,0.295,0.0886,0.1944
bottle_schange_thr_epoch	Round_4_Replicate_98	-779029.1	1558076.2	1744740.6	209973.47	1.9539,3.8386,3.6038,1.8449,0.4323,1.9943,0.3217,0.0265,0.2111
bottle_schange_thr_epoch	Round_4_Replicate_99	-689006.55	1378031.1	1357028.69	265520.27	0.9093,1.4067,1.5604,2.047,0.3173,2.1457,0.1418,0.0759,0.1216
bottle_schange_thr_epoch	Round_4_Replicate_100	-928738.74	1857495.48	2362300.38	209949.92	0.7328,2.8765,2.6975,1.6933,0.539,2.6069,0.3967,0.0811,0.1282
