Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, T1, T2, T3)
bottle_schange_thr_epoch	Round_1_Replicate_1	-4153002.52	8306023.04	321184277.7	264814.22	0.4815,1.111,0.1983,0.7555,1.3149,1.0328,1.0888,0.3474,0.1561
bottle_schange_thr_epoch	Round_1_Replicate_2	-2631194.29	5262406.58	48328871.94	340628.86	1.088,7.5562,0.2675,0.4537,0.9209,0.2759,0.2202,0.2456,0.4958
bottle_schange_thr_epoch	Round_1_Replicate_3	-4069421.46	8138860.92	1.1786443539262385e+18	58606.38	0.8204,0.3999,2.1154,0.2463,0.191,0.2641,1.8804,6.4856,4.4674
bottle_schange_thr_epoch	Round_1_Replicate_4	-10550442.38	21100902.76	121636176218595.98	143666.8	0.1666,1.8393,0.9229,0.5932,1.2161,0.5785,0.9915,2.7638,1.7518
bottle_schange_thr_epoch	Round_1_Replicate_5	-3020169.32	6040356.64	95085858.27	133866.53	1.1073,2.9993,1.2673,4.7593,4.0996,0.1998,0.1584,2.1717,0.7941
bottle_schange_thr_epoch	Round_1_Replicate_6	-12718361.73	25436741.46	5684961384288523.0	190031.74	1.0663,0.6448,0.2445,0.4803,0.7094,0.1618,2.7611,1.0097,1.5529
bottle_schange_thr_epoch	Round_1_Replicate_7	-2502129.2	5004276.4	50611389.16	134607.05	2.1274,1.0414,2.8553,1.6991,0.2957,2.1785,0.5489,2.2419,0.2223
bottle_schange_thr_epoch	Round_1_Replicate_8	-8762973.81	17525965.62	2.892451646598215e+22	97347.08	2.7945,0.4343,0.2354,4.0457,1.1511,0.1804,4.9095,0.208,4.6711
bottle_schange_thr_epoch	Round_1_Replicate_9	-6134030.24	12268078.48	14432413908.84	57676.09	0.6941,6.2038,1.6077,5.9096,2.23,6.6345,2.1928,5.3519,1.0674
bottle_schange_thr_epoch	Round_1_Replicate_10	-8952447.62	17904913.24	2052282605353.68	94999.85	0.6955,0.5706,0.1698,2.5186,0.7985,7.9857,0.4986,0.1647,3.5505
bottle_schange_thr_epoch	Round_1_Replicate_11	-8003494.18	16007006.36	288620080999.78	164339.38	0.1323,3.2738,3.178,0.9416,0.3662,0.1484,0.4238,4.1771,0.816
bottle_schange_thr_epoch	Round_1_Replicate_12	-5224994.26	10450006.52	1512570398.49	127505.15	1.1215,0.1936,1.9411,0.6114,7.388,0.1553,0.1301,0.9933,1.0337
bottle_schange_thr_epoch	Round_1_Replicate_13	-3828798.9	7657615.8	233472506.87	169657.29	0.4717,2.327,1.8262,6.9568,0.1764,0.5889,1.733,0.312,0.1986
bottle_schange_thr_epoch	Round_1_Replicate_14	-7401634.21	14803286.42	92354986349.66	179476.79	1.5816,6.0652,0.3767,4.5054,0.429,0.469,1.3833,1.1178,2.1454
bottle_schange_thr_epoch	Round_1_Replicate_15	-4393113.65	8786245.3	704034726.95	132150.28	1.6279,2.0259,1.6033,3.3369,1.317,0.6414,1.9539,0.3103,2.5463
bottle_schange_thr_epoch	Round_2_Replicate_1	-1201430.21	2402878.42	6552901.74	201906.62	1.4232,3.2794,4.0468,0.7737,0.1211,3.2487,0.4636,0.6694,0.0869
bottle_schange_thr_epoch	Round_2_Replicate_2	-1276482.74	2552983.48	5211514.34	157439.51	0.9561,0.3253,3.0005,2.9061,0.5127,2.8221,0.1778,0.6976,0.0755
bottle_schange_thr_epoch	Round_2_Replicate_3	-2716832.58	5433683.16	63588248.04	65885.02	0.5621,1.5768,3.7122,5.9499,0.9126,5.6575,0.1838,4.8288,0.376
bottle_schange_thr_epoch	Round_2_Replicate_4	-1781624.31	3563266.62	11810040.98	153504.94	7.8456,4.0566,0.8359,2.7796,0.7962,6.1794,0.4545,1.0804,0.0965
bottle_schange_thr_epoch	Round_2_Replicate_5	-4916565.48	9833148.96	1942239831.61	145866.19	3.3076,0.4041,2.2245,0.901,0.2002,1.225,0.8287,3.027,0.1194
bottle_schange_thr_epoch	Round_2_Replicate_6	-966689.3	1933396.6	3405644.8	127272.74	5.712,4.0664,6.5733,5.3025,0.9796,0.5544,0.4412,0.6729,0.3466
bottle_schange_thr_epoch	Round_2_Replicate_7	-3461090.65	6922199.3	380981049378975.2	82010.33	8.2596,0.9987,1.3034,0.4535,0.167,5.0578,0.6122,9.0077,0.0793
bottle_schange_thr_epoch	Round_2_Replicate_8	-10045592.78	20091203.56	30142698880727.44	133903.47	0.6772,0.8828,1.8298,0.4263,0.1378,5.6174,1.7227,4.3743,0.0548
bottle_schange_thr_epoch	Round_2_Replicate_9	-10732668.62	21465355.24	326142777596841.44	83316.15	0.8396,0.3301,5.8831,0.5557,0.2661,7.7335,2.1166,5.0056,0.1121
bottle_schange_thr_epoch	Round_2_Replicate_10	-5666192.62	11332403.24	4744181099.44	127149.52	0.7425,0.8872,8.5385,1.3901,0.102,6.7647,2.0328,2.5067,0.4019
bottle_schange_thr_epoch	Round_2_Replicate_11	-5195402.57	10390823.14	3151896188.03	99615.39	1.8624,0.3033,5.2908,0.6797,0.3364,1.2357,0.2986,3.7062,0.0833
bottle_schange_thr_epoch	Round_2_Replicate_12	-2821851.51	5643721.02	38415049.04	173937.86	0.7822,2.4558,1.0337,5.3957,0.1088,0.6643,0.2746,1.4574,0.2618
bottle_schange_thr_epoch	Round_2_Replicate_13	-1421857.38	2843732.76	8290201.33	144317.06	0.9407,0.7824,2.2964,1.8559,0.9141,4.632,0.1505,1.1941,0.1133
bottle_schange_thr_epoch	Round_2_Replicate_14	-4111925.55	8223869.1	461005820.39	102106.52	5.8111,0.3144,10.9272,0.6041,0.7315,3.0022,0.8613,1.2719,0.2025
bottle_schange_thr_epoch	Round_2_Replicate_15	-5360811.64	10721641.28	2236123510.47	98193.6	1.2218,0.3299,1.6529,2.8086,0.3352,7.8247,0.3698,4.8638,0.5834
bottle_schange_thr_epoch	Round_2_Replicate_16	-3999349.52	7998717.04	442534110.24	126018.53	0.92,0.8008,1.7669,2.0077,0.5743,1.9795,1.4365,1.9801,0.0956
bottle_schange_thr_epoch	Round_2_Replicate_17	-4868427.31	9736872.62	1925556551.99	109776.09	1.2086,0.7075,2.1349,2.3857,0.3718,1.1061,1.9718,2.7232,0.1262
bottle_schange_thr_epoch	Round_2_Replicate_18	-1946968.73	3893955.46	21307203.2	196795.57	2.7559,3.0315,3.7402,0.4762,0.2875,1.4091,0.4051,0.8739,0.1792
bottle_schange_thr_epoch	Round_2_Replicate_19	-1981312.82	3962643.64	22581124.37	129733.53	5.2837,0.9331,8.8068,1.1475,0.385,5.8824,1.1988,0.5892,0.2946
bottle_schange_thr_epoch	Round_2_Replicate_20	-5418324.92	10836667.84	2929538032.56	113781.65	8.5358,3.6422,1.0472,1.5402,0.8161,5.8643,1.5198,4.1014,0.2544
bottle_schange_thr_epoch	Round_2_Replicate_21	-7347865.17	14695748.34	152627595269.61	81532.3	5.4379,2.205,7.3601,0.4563,0.2491,2.6941,1.1377,4.4046,0.0901
bottle_schange_thr_epoch	Round_2_Replicate_22	-2715851.8	5431721.6	42733150.57	117896.21	5.7871,2.7735,0.9452,6.1814,0.6488,2.3841,0.7097,1.5076,0.5068
bottle_schange_thr_epoch	Round_2_Replicate_23	-7839750.14	15679518.28	185599283675.96	102468.25	3.3146,0.5703,1.019,2.4866,0.3141,4.036,2.0604,4.4629,0.5593
bottle_schange_thr_epoch	Round_2_Replicate_24	-4468144.15	8936306.3	914558275.85	173674.69	1.0469,0.3167,1.2198,1.5801,0.9398,1.0089,1.1634,0.9489,0.3258
bottle_schange_thr_epoch	Round_2_Replicate_25	-4265825.09	8531668.18	454212347.92	179736.8	1.0297,1.6184,7.4222,0.8822,0.0965,1.0791,0.6092,2.6718,0.4717
bottle_schange_thr_epoch	Round_2_Replicate_26	-8111607.96	16223233.92	697496789855.39	115498.42	0.9023,0.9263,2.5916,0.6192,0.684,0.6937,1.1237,4.9034,0.348
bottle_schange_thr_epoch	Round_2_Replicate_27	-3362090.24	6724198.48	158423342.57	174157.62	7.0357,0.349,5.735,0.5578,0.2608,5.7688,0.8499,0.7329,0.4
bottle_schange_thr_epoch	Round_2_Replicate_28	-1894820.28	3789658.56	14587337.64	256873.97	3.8192,0.5947,0.8244,0.6281,0.3216,5.0332,0.166,0.5608,0.2995
bottle_schange_thr_epoch	Round_2_Replicate_29	-2741011.02	5482040.04	52732519.04	98184.03	0.9438,0.7473,6.3988,6.5134,0.1429,0.8132,0.1707,4.5694,0.522
bottle_schange_thr_epoch	Round_2_Replicate_30	-2317672.04	4635362.08	29867290.05	109291.47	0.901,0.3,9.5056,0.8551,0.9729,2.1304,0.134,1.3943,0.1484
bottle_schange_thr_epoch	Round_3_Replicate_1	-1322774.69	2645567.38	8315769.6	164233.69	1.5031,14.0348,14.2774,1.5426,0.8217,0.9924,0.1757,0.253,1.1961
bottle_schange_thr_epoch	Round_3_Replicate_2	-1698842.93	3397703.86	8015087.07	56193.65	15.3505,5.2564,13.4674,15.1073,2.3724,0.1641,0.9096,1.7841,0.0977
bottle_schange_thr_epoch	Round_3_Replicate_3	-1020138.45	2040294.9	5118534.39	154867.6	23.715,1.6136,3.7917,5.905,0.3915,0.2323,0.3273,1.1816,0.2601
bottle_schange_thr_epoch	Round_3_Replicate_4	-1713966.77	3427951.54	16441674.45	122082.17	8.3553,10.5048,9.159,2.9272,0.474,1.0337,0.3603,2.0606,0.8515
bottle_schange_thr_epoch	Round_3_Replicate_5	-1514866.51	3029751.02	7524776.17	84600.38	11.4697,11.9418,4.4569,5.7991,2.6094,2.0777,1.1125,0.3258,0.1709
bottle_schange_thr_epoch	Round_3_Replicate_6	-1980071.44	3960160.88	15545154.52	84650.03	6.1485,11.8798,16.1031,1.9142,3.7291,0.4602,0.2535,1.2159,0.6858
bottle_schange_thr_epoch	Round_3_Replicate_7	-1961001.91	3922021.82	12750251.35	85113.48	24.9324,1.079,2.2671,15.2865,0.4208,0.7731,0.2726,2.1618,0.0893
