Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1m, nu2m, nu1f, nu2f, T1, T2, T3)
bottle_schange_thr_epoch	Round_2_Replicate_26	-2966616.61	5933251.22	82906151.32	106850.01	22.4939,6.2798,26.1218,1.3072,0.1284,0.1188,5.9595,0.0854,0.4849
bottle_schange_thr_epoch	Round_2_Replicate_27	-4363778.81	8727575.62	202371602.2	193033.09	17.6644,9.1439,18.8197,2.1654,0.0669,0.4937,2.8297,0.2945,1.2144
bottle_schange_thr_epoch	Round_2_Replicate_28	-8974796.58	17949611.16	160186043582.16	236692.69	23.4064,3.3567,2.7966,0.5325,0.0966,0.0868,3.7333,0.0894,1.3081
bottle_schange_thr_epoch	Round_2_Replicate_29	-4789387.69	9578793.38	461621379.35	158970.71	5.9006,6.0023,24.3856,1.7903,0.0972,0.4968,4.2013,0.4624,1.3801
bottle_schange_thr_epoch	Round_2_Replicate_30	-3062202.75	6124423.5	120252587.08	70165.94	1.8267,5.9061,24.285,2.5443,0.4072,0.5807,4.0791,1.0613,0.1291
bottle_schange_thr_epoch	Round_3_Replicate_1	-478026.49	956070.98	1044270.54	257496.26	25.8277,9.8218,25.0556,8.0706,0.0745,0.1729,0.394,0.0662,0.1533
bottle_schange_thr_epoch	Round_3_Replicate_2	-1051221.91	2102461.82	2990382.01	190523.03	28.0679,22.6081,16.1683,9.698,0.1454,0.9305,0.572,0.0597,0.5101
bottle_schange_thr_epoch	Round_3_Replicate_3	-908852.65	1817723.3	3265537.95	113480.88	19.9139,13.2755,22.7199,1.8641,0.1345,0.3343,1.5552,0.1783,0.1321
bottle_schange_thr_epoch	Round_3_Replicate_4	-1205805.43	2411628.86	6077902.95	202189.88	7.8097,23.6793,12.7392,3.0972,0.2123,0.5535,0.8752,0.162,0.7339
bottle_schange_thr_epoch	Round_3_Replicate_5	-696879.94	1393777.88	1588298.26	212074.48	3.9474,23.1452,10.0875,6.8821,0.1868,0.4897,0.3786,0.0725,0.2086
bottle_schange_thr_epoch	Round_3_Replicate_6	-1112380.3	2224778.6	4843923.3	92408.36	8.3992,13.1092,24.1821,3.6357,0.4523,0.2901,2.1148,0.0403,0.2152
bottle_schange_thr_epoch	Round_3_Replicate_7	-1719149.47	3438316.94	15078909.97	141861.34	17.7291,8.8046,4.7887,10.5244,0.1412,0.1211,3.2382,0.1822,0.4066
bottle_schange_thr_epoch	Round_3_Replicate_8	-1376004.61	2752027.22	7901809.34	73113.0	15.5378,5.6689,24.6701,4.3066,0.1802,0.2937,2.8271,0.1911,0.1091
bottle_schange_thr_epoch	Round_3_Replicate_9	-1348918.03	2697854.06	7835143.36	229191.99	4.8397,4.8849,28.0679,0.8384,0.066,0.2856,1.4648,0.0783,0.2833
bottle_schange_thr_epoch	Round_3_Replicate_10	-506507.99	1013033.98	1046145.81	269143.62	9.2329,3.1742,5.7372,6.9966,0.0882,0.2199,0.3232,0.0468,0.114
bottle_schange_thr_epoch	Round_3_Replicate_11	-3427687.37	6855392.74	119689156.24	161560.18	4.4425,9.9029,3.9818,5.0575,0.2037,0.1515,4.2289,0.1125,0.8595
bottle_schange_thr_epoch	Round_3_Replicate_12	-920709.23	1841436.46	3705234.37	181632.08	14.5292,3.5798,16.5173,1.1819,0.5844,1.0074,0.3938,0.0493,0.7331
bottle_schange_thr_epoch	Round_3_Replicate_13	-992817.25	1985652.5	2608892.51	142168.14	6.9061,15.2341,8.552,3.2276,0.0776,0.4671,1.0963,0.0445,0.0936
bottle_schange_thr_epoch	Round_3_Replicate_14	-891807.18	1783632.36	2438776.54	152110.37	10.2163,2.9777,11.7701,3.7599,0.2456,1.3713,0.3963,0.428,0.1887
bottle_schange_thr_epoch	Round_3_Replicate_15	-1756927.83	3513873.66	13221414.03	96833.28	29.3959,29.1915,3.2391,3.3011,0.229,0.851,3.8465,0.0425,0.6288
bottle_schange_thr_epoch	Round_3_Replicate_16	-817810.81	1635639.62	3713982.83	211209.07	9.5432,7.7162,11.671,2.3025,0.101,0.6423,0.2878,0.1436,0.0769
bottle_schange_thr_epoch	Round_3_Replicate_17	-1134694.8	2269407.6	5771951.59	248202.65	25.6428,3.9262,3.0578,13.1281,0.1445,0.1044,1.1343,0.0815,0.3552
bottle_schange_thr_epoch	Round_3_Replicate_18	-5603571.66	11207161.32	812867206.17	204088.63	28.0679,15.6437,7.6763,1.2011,0.0549,0.1208,4.5347,0.2941,0.8515
bottle_schange_thr_epoch	Round_3_Replicate_19	-695369.32	1390756.64	2370957.26	187373.53	25.8823,5.173,11.962,0.7697,0.103,0.5977,0.8568,0.1853,0.142
bottle_schange_thr_epoch	Round_3_Replicate_20	-1100843.12	2201704.24	5087488.36	210343.44	8.3033,2.9325,28.0679,1.0044,0.2411,1.2143,0.5354,0.0774,0.7081
bottle_schange_thr_epoch	Round_3_Replicate_21	-845605.71	1691229.42	2668560.3	196504.23	19.53,5.8796,28.0679,11.2111,0.1324,0.4537,0.5716,0.2657,0.4181
bottle_schange_thr_epoch	Round_3_Replicate_22	-900670.53	1801359.06	2683485.98	147838.43	11.7247,3.1341,6.1273,4.5507,0.3353,1.2959,0.8992,0.0739,0.266
bottle_schange_thr_epoch	Round_3_Replicate_23	-988420.06	1976858.12	2624559.67	143796.47	14.0001,4.5478,27.1539,6.2219,0.0863,1.3814,0.8667,0.2253,0.1523
bottle_schange_thr_epoch	Round_3_Replicate_24	-1027665.87	2055349.74	5102943.99	147538.19	23.6797,5.0816,19.0299,0.7808,0.0416,1.3304,1.4408,0.414,0.0776
bottle_schange_thr_epoch	Round_3_Replicate_25	-1200605.65	2401229.3	5785051.07	92777.27	28.0679,4.3718,4.1454,11.0671,0.184,0.3737,2.2729,0.1566,0.1245
bottle_schange_thr_epoch	Round_3_Replicate_26	-1171375.72	2342769.44	6794312.89	142668.55	28.0679,4.9843,10.5471,1.611,0.3765,0.7819,0.5966,0.06,0.1015
bottle_schange_thr_epoch	Round_3_Replicate_27	-1061139.97	2122297.94	4577279.72	117501.89	4.3474,5.569,8.0999,1.2483,0.2514,0.3947,1.6487,0.1085,0.0819
bottle_schange_thr_epoch	Round_3_Replicate_28	-1366210.66	2732439.32	9050499.45	135959.25	6.9227,3.7309,3.3935,1.1165,0.0509,0.3311,2.4952,0.066,0.0867
bottle_schange_thr_epoch	Round_3_Replicate_29	-743021.71	1486061.42	2199420.68	153639.38	17.5654,28.0679,3.5013,1.9374,0.1334,0.2587,1.2434,0.0468,0.1403
bottle_schange_thr_epoch	Round_3_Replicate_30	-1249812.79	2499643.58	8275666.69	108819.6	4.9245,28.0679,3.2754,2.1188,0.3727,0.1433,2.7561,0.1692,0.1716
bottle_schange_thr_epoch	Round_3_Replicate_31	-1303596.24	2607210.48	6035254.76	91532.67	28.1759,27.8713,13.8242,11.8694,0.3242,1.1232,2.3943,0.0973,0.6867
bottle_schange_thr_epoch	Round_3_Replicate_32	-894358.39	1788734.78	2867783.6	126780.13	28.0679,11.8794,12.1001,2.5926,0.132,0.6576,0.7334,0.6382,0.1035
bottle_schange_thr_epoch	Round_3_Replicate_33	-973313.1	1946644.2	3278401.29	122565.82	14.6962,12.9636,8.7883,1.6448,0.2301,0.873,1.1874,0.0521,0.15
bottle_schange_thr_epoch	Round_3_Replicate_34	-1929338.02	3858694.04	20014895.09	139808.01	29.3959,2.965,29.1915,0.8784,0.5534,0.2534,1.5308,0.0416,0.6565
bottle_schange_thr_epoch	Round_3_Replicate_35	-2127806.7	4255631.4	24481347.77	197774.59	25.3182,9.3556,14.8245,0.851,0.1055,0.1881,2.0442,0.4785,0.4382
bottle_schange_thr_epoch	Round_3_Replicate_36	-873197.98	1746413.96	3545354.35	162551.81	16.2005,21.6116,3.7095,10.1297,0.1721,0.1579,1.4517,0.1793,0.2634
bottle_schange_thr_epoch	Round_3_Replicate_37	-1351303.14	2702624.28	6541843.05	283508.86	28.0679,8.4587,18.8852,4.6833,0.0725,0.204,0.6079,0.3584,0.4616
bottle_schange_thr_epoch	Round_3_Replicate_38	-1608727.79	3217473.58	16721064.36	89015.6	18.8767,14.651,15.8779,6.2283,0.4326,0.5158,1.2143,0.0928,0.1054
bottle_schange_thr_epoch	Round_3_Replicate_39	-3354549.81	6709117.62	96203370.52	236694.13	9.9873,4.038,6.3362,0.7979,0.0768,0.1529,2.4243,0.4836,0.4838
bottle_schange_thr_epoch	Round_3_Replicate_40	-456647.51	913313.02	1212783.68	248755.5	4.4786,24.4488,10.1418,7.0239,0.122,0.1026,0.4318,0.1463,0.1546
bottle_schange_thr_epoch	Round_3_Replicate_41	-1321891.56	2643801.12	5718038.24	79806.26	29.4304,29.2257,26.4192,11.7356,0.0738,0.324,3.0962,0.1322,0.1834
bottle_schange_thr_epoch	Round_3_Replicate_42	-838543.29	1677104.58	3657374.22	160471.83	15.0688,21.2964,8.3592,3.643,0.1781,0.1683,1.0764,0.5296,0.2397
bottle_schange_thr_epoch	Round_3_Replicate_43	-993121.35	1986260.7	3817663.1	165039.28	7.5611,11.5267,12.2117,10.7341,0.2493,0.5917,0.9741,0.1032,0.5787
bottle_schange_thr_epoch	Round_3_Replicate_44	-813635.79	1627289.58	3119256.09	171447.02	13.5774,12.0439,8.1772,1.587,0.2808,0.5747,0.5371,0.5374,0.2682
bottle_schange_thr_epoch	Round_3_Replicate_45	-576103.75	1152225.5	1800379.6	196951.93	12.2129,8.8744,17.3361,3.6702,0.083,0.0959,0.8155,0.1609,0.1214
bottle_schange_thr_epoch	Round_3_Replicate_46	-569572.01	1139162.02	1331345.54	225288.54	5.0686,12.7078,26.5458,5.3301,0.1195,0.3241,0.3342,0.2008,0.2104
bottle_schange_thr_epoch	Round_3_Replicate_47	-1062501.02	2125020.04	3621227.31	108989.22	19.764,14.6479,9.1228,8.0094,0.1277,0.4277,1.7844,0.1659,0.1845
bottle_schange_thr_epoch	Round_3_Replicate_48	-1510324.29	3020666.58	9057861.21	158651.23	23.4115,7.671,10.8025,5.7623,0.1297,0.4922,1.8066,0.253,0.5619
bottle_schange_thr_epoch	Round_3_Replicate_49	-559331.46	1118680.92	1446350.41	206946.37	28.1759,5.6131,26.8965,7.4027,0.0586,0.1056,0.5864,0.0957,0.0824
bottle_schange_thr_epoch	Round_3_Replicate_50	-1652327.95	3304673.9	6783072.05	69158.36	18.5016,25.1029,6.1029,8.4785,0.0495,0.9907,2.8468,0.3767,0.0863
bottle_schange_thr_epoch	Round_4_Replicate_1	-475018.21	950054.42	1361803.1	238382.27	4.9404,18.4055,9.6304,9.7881,0.0995,0.0583,0.5907,0.1142,0.1152
bottle_schange_thr_epoch	Round_4_Replicate_2	-476578.61	953175.22	1292479.67	242393.69	5.0751,23.8118,8.0887,4.5266,0.1948,0.155,0.4214,0.1138,0.2071
bottle_schange_thr_epoch	Round_4_Replicate_3	-439459.83	878937.66	1077920.97	253221.07	3.921,16.5518,12.5653,11.3344,0.1843,0.1374,0.306,0.1116,0.2024
bottle_schange_thr_epoch	Round_4_Replicate_4	-542019.96	1084057.92	1613512.98	216154.4	5.9923,18.8125,4.7974,5.6231,0.1277,0.0858,0.7414,0.1049,0.1303
bottle_schange_thr_epoch	Round_4_Replicate_5	-521738.6	1043495.2	1496699.28	226779.32	5.6105,21.2913,8.4361,4.8415,0.1079,0.1044,0.6437,0.1229,0.1422
bottle_schange_thr_epoch	Round_4_Replicate_6	-400123.49	800264.98	1019542.24	280097.87	2.8513,20.3265,5.4332,3.797,0.111,0.0792,0.3654,0.1068,0.1107
bottle_schange_thr_epoch	Round_4_Replicate_7	-416114.24	832246.48	1052289.92	271328.25	2.0365,20.8816,6.7071,4.5918,0.1862,0.0761,0.2804,0.1306,0.1243
bottle_schange_thr_epoch	Round_4_Replicate_8	-467445.53	934909.06	1286983.89	246521.61	6.0647,12.7157,9.6118,12.4182,0.2191,0.1274,0.3022,0.183,0.2451
bottle_schange_thr_epoch	Round_4_Replicate_9	-383865.65	767749.3	975475.85	279965.75	5.7519,16.8,7.4047,4.6928,0.1317,0.0925,0.2459,0.177,0.1439
bottle_schange_thr_epoch	Round_4_Replicate_10	-595160.23	1190338.46	1889509.87	213035.22	2.9658,21.2114,14.4605,6.1516,0.1411,0.0963,0.7795,0.0662,0.1517
bottle_schange_thr_epoch	Round_4_Replicate_11	-441509.75	883037.5	1078067.12	272416.54	2.7438,19.6702,16.1217,12.7402,0.1276,0.1294,0.3312,0.0844,0.1913
bottle_schange_thr_epoch	Round_4_Replicate_12	-529935.07	1059888.14	1434541.83	227086.97	2.308,23.3321,11.7848,6.7563,0.2099,0.1686,0.3594,0.2043,0.2091
bottle_schange_thr_epoch	Round_4_Replicate_13	-286167.74	572353.48	673030.34	349583.92	4.0614,11.3836,5.6395,3.8488,0.085,0.0586,0.1761,0.0881,0.1019
bottle_schange_thr_epoch	Round_4_Replicate_14	-419496.6	839011.2	1092430.68	272498.47	2.5545,23.0543,16.5317,10.5324,0.141,0.109,0.245,0.1777,0.1943
bottle_schange_thr_epoch	Round_4_Replicate_15	-548068.27	1096154.54	1569337.53	209224.11	5.0029,24.4516,14.1962,7.017,0.2153,0.1555,0.5588,0.125,0.2248
bottle_schange_thr_epoch	Round_4_Replicate_16	-463626.0	927270.0	1251382.23	246476.23	4.5382,22.8415,13.8309,6.0802,0.1903,0.1473,0.3182,0.166,0.225
bottle_schange_thr_epoch	Round_4_Replicate_17	-530416.21	1060850.42	1566313.03	220020.29	4.2207,24.2268,12.1918,3.6592,0.1643,0.1151,0.6484,0.0717,0.1641
bottle_schange_thr_epoch	Round_4_Replicate_18	-333575.08	667168.16	783530.01	311549.18	1.9312,19.6325,17.8235,3.3042,0.0838,0.0856,0.17,0.1524,0.1118
bottle_schange_thr_epoch	Round_4_Replicate_19	-344683.99	689385.98	832385.73	293408.38	3.7021,17.1203,8.2781,8.2623,0.1085,0.0538,0.2422,0.1316,0.1029
bottle_schange_thr_epoch	Round_4_Replicate_20	-451635.1	903288.2	1159067.45	242368.16	4.6915,23.1457,16.1107,5.7425,0.1329,0.1238,0.3405,0.1914,0.1626
bottle_schange_thr_epoch	Round_4_Replicate_21	-506554.81	1013127.62	1404310.04	222065.03	6.5389,23.4072,19.876,3.8355,0.1235,0.1466,0.5547,0.1348,0.1724
bottle_schange_thr_epoch	Round_4_Replicate_22	-623393.78	1246805.56	2116174.04	203598.82	3.6743,21.2952,13.0198,4.4487,0.1354,0.095,0.8338,0.13,0.152
bottle_schange_thr_epoch	Round_4_Replicate_23	-385977.67	771973.34	901125.1	278395.93	3.6044,19.3304,5.6865,8.2048,0.2093,0.1082,0.2525,0.0715,0.1639
bottle_schange_thr_epoch	Round_4_Replicate_24	-429765.0	859548.0	1185098.79	273068.14	3.2153,18.3169,10.3406,5.9856,0.0943,0.0665,0.4834,0.0663,0.1209
bottle_schange_thr_epoch	Round_4_Replicate_25	-373022.51	746063.02	967525.43	296625.57	4.4308,14.1412,7.8127,2.9531,0.0741,0.0689,0.3505,0.1131,0.1018
bottle_schange_thr_epoch	Round_4_Replicate_26	-497552.1	995122.2	1389215.24	235213.18	2.8501,22.5005,10.8257,5.7942,0.1802,0.1033,0.4883,0.1081,0.1603
bottle_schange_thr_epoch	Round_4_Replicate_27	-481172.7	962363.4	1181153.51	280477.01	7.1991,18.101,14.6702,13.5175,0.0749,0.1164,0.2298,0.2644,0.1741
bottle_schange_thr_epoch	Round_4_Replicate_28	-395720.24	791458.48	946672.76	287755.31	2.601,20.2692,16.7413,4.5886,0.0948,0.1248,0.2233,0.171,0.149
bottle_schange_thr_epoch	Round_4_Replicate_29	-379253.49	758524.98	925879.67	274953.54	7.6786,17.9069,19.7486,7.8349,0.1063,0.0969,0.3461,0.071,0.1548
bottle_schange_thr_epoch	Round_4_Replicate_30	-546146.95	1092311.9	1709263.47	215926.87	7.6238,15.6088,8.7488,9.4982,0.1715,0.0918,0.5545,0.2402,0.1877
bottle_schange_thr_epoch	Round_4_Replicate_31	-376716.62	753451.24	904973.51	285559.99	4.1306,24.7556,5.1623,10.2598,0.1973,0.1006,0.2594,0.0736,0.1767
bottle_schange_thr_epoch	Round_4_Replicate_32	-364865.01	729748.02	868647.2	296762.62	2.3217,20.8058,6.4603,8.3661,0.1282,0.0751,0.2909,0.0718,0.1241
bottle_schange_thr_epoch	Round_4_Replicate_33	-413765.69	827549.38	1004868.15	276666.34	5.4463,14.7885,11.0324,4.0318,0.1014,0.1372,0.3192,0.1254,0.1547
bottle_schange_thr_epoch	Round_4_Replicate_34	-501725.05	1003468.1	1393813.33	228368.49	5.5947,27.6627,5.7494,6.9482,0.1931,0.1222,0.4859,0.1602,0.1833
bottle_schange_thr_epoch	Round_4_Replicate_35	-694520.39	1389058.78	1799033.38	205611.0	5.8631,18.5287,8.1811,11.8447,0.0675,0.1253,0.8105,0.0737,0.1248
bottle_schange_thr_epoch	Round_4_Replicate_36	-595666.94	1191351.88	1780931.48	214731.97	2.6738,15.8277,10.6184,6.638,0.2187,0.1655,0.6235,0.0813,0.2138
bottle_schange_thr_epoch	Round_4_Replicate_37	-438234.47	876486.94	1215930.27	265960.02	6.9166,23.042,12.6809,6.9142,0.1187,0.0999,0.4334,0.1,0.183
bottle_schange_thr_epoch	Round_4_Replicate_38	-390678.11	781374.22	1001491.91	298359.0	2.4339,14.8348,8.9594,3.9265,0.1198,0.1011,0.3106,0.078,0.1478
bottle_schange_thr_epoch	Round_4_Replicate_39	-591371.41	1182760.82	1487444.27	249079.59	5.8633,22.845,17.4609,5.8908,0.0603,0.1589,0.479,0.1758,0.1548
bottle_schange_thr_epoch	Round_4_Replicate_40	-503273.98	1006565.96	1404817.68	227740.78	5.5579,20.6936,12.5681,4.6435,0.1802,0.1524,0.548,0.0682,0.2064
bottle_schange_thr_epoch	Round_4_Replicate_41	-400401.1	800820.2	988621.67	268239.97	5.2758,20.0497,8.5569,3.6943,0.1619,0.1165,0.2354,0.1652,0.153
bottle_schange_thr_epoch	Round_4_Replicate_42	-387640.06	775298.12	1016785.58	283874.37	6.5525,18.716,8.1577,2.6487,0.1206,0.0983,0.3642,0.0735,0.1439
bottle_schange_thr_epoch	Round_4_Replicate_43	-468421.16	936860.32	1316906.89	252637.73	3.5968,12.3686,9.5474,4.0469,0.132,0.1083,0.4287,0.1496,0.1537
bottle_schange_thr_epoch	Round_4_Replicate_44	-508306.68	1016631.36	1455599.47	235383.14	3.0456,21.1592,21.033,6.0831,0.2215,0.1546,0.2446,0.2565,0.2586
bottle_schange_thr_epoch	Round_4_Replicate_45	-553734.39	1107486.78	1495938.68	211839.71	3.4674,17.7758,16.6459,10.9085,0.1537,0.1451,0.4482,0.2375,0.1861
bottle_schange_thr_epoch	Round_4_Replicate_46	-484120.32	968258.64	1311303.28	239384.21	7.7653,19.0012,20.5856,9.3723,0.0828,0.0958,0.5765,0.1055,0.1512
bottle_schange_thr_epoch	Round_4_Replicate_47	-448172.65	896363.3	1155115.14	249100.78	3.9781,18.6465,7.1549,5.1267,0.1677,0.1175,0.3773,0.1344,0.1571
bottle_schange_thr_epoch	Round_4_Replicate_48	-541221.62	1082461.24	1667233.17	237057.87	2.4199,23.8427,8.1285,3.371,0.0846,0.0688,0.5591,0.2163,0.0953
bottle_schange_thr_epoch	Round_4_Replicate_49	-476670.43	953358.86	1291047.57	248471.28	4.3914,21.0527,5.8348,11.1732,0.2359,0.1391,0.3147,0.1712,0.239
bottle_schange_thr_epoch	Round_4_Replicate_50	-559074.54	1118167.08	1734484.06	206603.18	5.0853,22.1239,7.7081,12.9413,0.13,0.0608,0.7062,0.1913,0.1275
bottle_schange_thr_epoch	Round_4_Replicate_51	-580456.68	1160931.36	1890061.2	316165.96	2.9513,23.3737,5.8466,11.3496,0.1334,0.0879,0.2901,0.1826,0.255
bottle_schange_thr_epoch	Round_4_Replicate_52	-490240.48	980498.96	1394684.53	231329.91	5.3643,13.1874,7.1612,6.8016,0.1186,0.0772,0.4986,0.2114,0.1255
bottle_schange_thr_epoch	Round_4_Replicate_53	-425628.39	851274.78	1137530.65	264760.38	3.8942,12.1372,5.4849,8.0363,0.1176,0.0676,0.3919,0.153,0.1204
