Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m, T1, T2)
sec_contact_sym_mig_size	Round_1_Replicate_1	-51635.1	103284.2	203177.83	10655.03	5.1423,1.7105,1.0888,1.2479,1.4775,2.1507,0.5485
sec_contact_sym_mig_size	Round_1_Replicate_2	-144493.4	289000.8	422744.16	19870.93	6.2134,4.8838,0.2042,1.503,0.9593,3.114,5.5322
sec_contact_sym_mig_size	Round_1_Replicate_3	-87109.52	174233.04	244546.1	5385.97	0.2256,1.5167,1.8333,5.5391,0.3115,2.8266,4.8217
sec_contact_sym_mig_size	Round_1_Replicate_4	-48151.91	96317.82	513001.55	26564.69	0.1464,0.178,0.7301,0.3446,5.4564,1.1101,2.0391
sec_contact_sym_mig_size	Round_1_Replicate_5	-197015.64	394045.28	858243.13	8275.33	0.135,0.3014,0.4262,3.0539,0.2126,7.6514,1.353
sec_contact_sym_mig_size	Round_1_Replicate_6	-93696.83	187407.66	31631921.94	4871.51	1.202,3.5199,4.2347,2.9305,2.1594,2.7494,5.0974
sec_contact_sym_mig_size	Round_1_Replicate_7	-190005.52	380025.04	1424612.84	26833.19	2.4303,1.861,0.4684,0.1545,0.358,3.4658,4.3996
sec_contact_sym_mig_size	Round_1_Replicate_8	-157263.49	314540.98	466329.1	13886.71	0.4195,0.5038,0.2052,0.9537,0.6449,5.7551,0.9156
sec_contact_sym_mig_size	Round_1_Replicate_9	-116671.25	233356.5	5956790.11	12445.74	4.5887,0.7207,2.5993,3.8029,1.458,0.1389,0.4214
sec_contact_sym_mig_size	Round_1_Replicate_10	-47021.46	94056.92	132882.03	14164.29	0.2854,2.8785,1.565,0.5638,1.3187,1.5152,1.2002
sec_contact_sym_mig_size	Round_2_Replicate_1	-44414.55	88843.1	101280.66	12928.41	0.1229,6.4563,0.8382,0.8122,1.1104,3.622,1.6174
sec_contact_sym_mig_size	Round_2_Replicate_2	-100368.73	200751.46	440512.96	10089.29	0.1122,2.4166,2.3679,0.4163,0.3716,2.736,3.4259
sec_contact_sym_mig_size	Round_2_Replicate_3	-138365.78	276745.56	950969.4	20143.36	0.071,5.4581,1.8064,0.3215,0.5572,0.4453,0.5231
sec_contact_sym_mig_size	Round_2_Replicate_4	-84981.41	169976.82	1035764.99	15160.95	0.3689,0.8513,2.7927,1.0682,2.2987,0.52,0.3845
sec_contact_sym_mig_size	Round_2_Replicate_5	-73125.82	146265.64	249443.87	6309.92	0.4775,1.1761,4.8271,1.0578,0.4096,1.1939,4.7187
sec_contact_sym_mig_size	Round_2_Replicate_6	-59214.59	118443.18	157853.47	9634.04	0.6835,8.9684,4.6874,0.1947,1.9351,3.676,0.4144
sec_contact_sym_mig_size	Round_2_Replicate_7	-71402.27	142818.54	234135.2	13562.0	0.3962,7.1446,2.4179,0.446,0.9131,0.8651,1.0402
sec_contact_sym_mig_size	Round_2_Replicate_8	-62200.23	124414.46	403151.33	18946.75	0.2886,2.4317,0.6616,1.1199,2.4991,0.4501,0.7476
sec_contact_sym_mig_size	Round_2_Replicate_9	-137804.24	275622.48	783899.11	10440.06	0.0678,1.5044,2.583,0.5575,0.3687,4.4576,0.6405
sec_contact_sym_mig_size	Round_2_Replicate_10	-95590.37	191194.74	350550.8	12632.83	0.0769,2.5863,4.5273,0.8828,1.3393,0.9038,0.4732
