Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m, T1, T2)
sec_contact_sym_mig_size	Round_1_Replicate_1	-111770.02	223554.04	353917.4	11795.77	5.6198,2.889,0.3137,5.0357,1.7053,1.4803,0.3647
sec_contact_sym_mig_size	Round_1_Replicate_2	-263083.91	526181.82	1813308.07	17707.79	1.3314,6.0168,0.1726,1.0184,0.2195,1.8341,1.4982
sec_contact_sym_mig_size	Round_1_Replicate_3	-83765.55	167545.1	550093.44	14804.45	0.136,6.5065,0.2689,2.201,3.982,1.8029,0.4227
sec_contact_sym_mig_size	Round_1_Replicate_4	-78537.11	157088.22	292352.41	28430.56	0.3962,0.1394,0.2607,2.3864,3.7117,0.9554,0.1682
sec_contact_sym_mig_size	Round_1_Replicate_5	-54897.55	109809.1	716497.88	13826.58	2.4934,0.1772,0.892,1.2382,2.748,1.9929,0.6774
sec_contact_sym_mig_size	Round_1_Replicate_6	-90250.83	180515.66	215000.32	32327.6	0.2238,8.2842,0.1838,0.3683,1.903,0.5549,0.299
sec_contact_sym_mig_size	Round_1_Replicate_7	-69583.2	139180.4	2465736.78	15814.87	1.1739,6.419,2.2358,0.415,5.5021,0.7072,0.9906
sec_contact_sym_mig_size	Round_1_Replicate_8	-185834.25	371682.5	918015.08	17733.8	0.4332,3.0209,0.273,0.2368,0.5108,3.4081,0.2768
sec_contact_sym_mig_size	Round_1_Replicate_9	-78162.33	156338.66	2385264.36	12519.94	0.4332,0.1779,0.5978,2.9826,3.781,0.5658,6.7355
sec_contact_sym_mig_size	Round_1_Replicate_10	-90459.21	180932.42	275936.35	26387.76	0.7115,0.3786,0.3586,1.3458,1.0642,0.2678,0.1378
sec_contact_sym_mig_size	Round_2_Replicate_1	-92627.21	185268.42	225241.26	16072.46	3.5015,0.3673,0.3549,1.4833,1.1454,2.2677,1.3706
sec_contact_sym_mig_size	Round_2_Replicate_2	-86601.27	173216.54	356987.06	12771.04	0.7044,0.4266,0.2603,1.9734,2.7353,7.9765,1.429
sec_contact_sym_mig_size	Round_2_Replicate_3	-124404.88	248823.76	559300.76	9641.47	2.9289,0.1575,0.5334,2.8127,0.7576,5.8569,0.3474
sec_contact_sym_mig_size	Round_2_Replicate_4	-88447.92	176909.84	277330.91	17231.87	3.8272,0.4607,0.4228,2.8224,1.6461,0.6899,0.5258
sec_contact_sym_mig_size	Round_2_Replicate_5	-64241.62	128497.24	147383.78	27549.87	0.8512,0.1284,0.3276,0.6712,1.8126,0.8037,0.3494
sec_contact_sym_mig_size	Round_2_Replicate_6	-38174.1	76362.2	142643.61	7586.59	7.0774,0.1556,1.3085,1.4685,1.4592,5.2708,0.5579
sec_contact_sym_mig_size	Round_2_Replicate_7	-52530.95	105075.9	245141.3	9194.25	5.2233,0.1473,1.6899,1.3931,1.9319,2.9474,0.3376
sec_contact_sym_mig_size	Round_2_Replicate_8	-37883.74	75781.48	150566.29	15862.01	1.4301,0.0564,0.6554,0.7167,2.5712,2.8371,0.5546
sec_contact_sym_mig_size	Round_2_Replicate_9	-52661.13	105336.26	150069.88	12371.97	2.9028,0.08,1.9907,0.4077,1.1776,2.0346,0.6562
sec_contact_sym_mig_size	Round_2_Replicate_10	-49000.85	98015.7	124612.47	11945.45	1.1117,0.3622,1.4635,1.0505,0.8632,2.3752,1.0084
sec_contact_sym_mig_size	Round_2_Replicate_11	-120029.54	240073.08	350333.12	13245.77	1.8098,0.63,0.2732,2.6509,1.1314,3.6868,0.3162
sec_contact_sym_mig_size	Round_2_Replicate_12	-86017.73	172049.46	238504.97	10623.04	3.9502,0.0601,0.3071,1.1376,1.662,5.8245,0.2095
sec_contact_sym_mig_size	Round_2_Replicate_13	-65921.95	131857.9	1698854.61	15830.86	1.2838,0.0755,2.2238,0.4674,4.4859,1.2173,0.5743
sec_contact_sym_mig_size	Round_2_Replicate_14	-99926.73	199867.46	33664482.62	7747.62	6.7241,0.2185,1.488,5.0197,3.4222,3.1182,0.6079
sec_contact_sym_mig_size	Round_2_Replicate_15	-49488.33	98990.66	143422.94	14359.9	1.6864,0.0469,0.6568,1.3256,2.6395,3.0548,0.2243
sec_contact_sym_mig_size	Round_2_Replicate_16	-36021.93	72057.86	157919.07	14290.12	0.8139,0.4742,1.4411,0.5462,2.4947,2.6278,0.4994
