Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m, T1, T2)
sec_contact_sym_mig_size	Round_2_Replicate_2	-72132.83	144279.66	546745.13	10155.94	0.6257,0.0912,0.1313,0.3816,11.256,10.2267,0.1446
sec_contact_sym_mig_size	Round_2_Replicate_3	-45055.43	90124.86	128093.74	17889.02	3.1328,0.2139,1.1936,0.1375,4.3092,1.3224,0.2369
sec_contact_sym_mig_size	Round_2_Replicate_4	-57937.94	115889.88	163393.47	17744.82	0.6067,0.4631,1.0164,0.0625,3.943,3.5543,0.1792
sec_contact_sym_mig_size	Round_2_Replicate_5	-25267.53	50549.06	83249.69	16695.68	0.5219,0.2835,0.71,0.1342,6.4628,4.7325,0.314
sec_contact_sym_mig_size	Round_2_Replicate_6	-31354.39	62722.78	63645.95	17192.63	3.4561,0.0413,0.3013,0.1659,3.6136,4.9007,0.3582
sec_contact_sym_mig_size	Round_2_Replicate_7	-42792.44	85598.88	90004.24	27550.03	1.1075,0.0673,0.115,0.1831,9.0585,1.9784,0.0745
sec_contact_sym_mig_size	Round_2_Replicate_8	-127519.51	255053.02	461727.95	10326.38	2.2596,0.2049,0.1967,0.0825,2.6336,7.8426,0.0773
sec_contact_sym_mig_size	Round_2_Replicate_9	-129332.83	258679.66	421830.51	7638.82	1.6785,0.0511,0.3511,0.1157,1.8476,12.4789,0.1313
sec_contact_sym_mig_size	Round_2_Replicate_10	-32362.47	64738.94	70744.14	26724.04	2.0544,0.0403,0.2934,0.1354,4.0129,6.1154,0.6965
sec_contact_sym_mig_size	Round_2_Replicate_11	-186001.72	372017.44	805750.47	37485.47	0.3344,0.1046,0.0833,0.2102,1.4337,1.5074,0.14
sec_contact_sym_mig_size	Round_2_Replicate_12	-82022.21	164058.42	299314.03	27491.67	0.8897,0.1203,0.7575,0.0683,2.6862,2.2488,0.7194
sec_contact_sym_mig_size	Round_2_Replicate_13	-32542.16	65098.32	102990.09	42559.31	0.6391,0.1138,0.1075,0.1102,14.3449,1.7489,0.1733
sec_contact_sym_mig_size	Round_2_Replicate_14	-40754.59	81523.18	724966.36	24090.11	0.6474,0.1868,0.9054,0.135,12.613,2.2231,0.3133
sec_contact_sym_mig_size	Round_2_Replicate_15	-89516.93	179047.86	299646.35	7236.17	0.3528,0.0571,0.651,0.3,7.4972,14.3846,0.0902
sec_contact_sym_mig_size	Round_2_Replicate_16	-32956.08	65926.16	79179.79	34101.44	2.4378,0.1383,0.3226,0.0869,5.6811,1.4754,0.3231
sec_contact_sym_mig_size	Round_2_Replicate_17	-53283.02	106580.04	1695976.75	16451.74	0.7486,0.0451,0.2317,0.3557,14.8178,9.1256,0.5881
sec_contact_sym_mig_size	Round_2_Replicate_18	-55853.73	111721.46	165139.92	35554.44	0.9703,0.2836,0.4452,0.1096,2.6973,1.905,0.8095
sec_contact_sym_mig_size	Round_2_Replicate_19	-28921.32	57856.64	117147.51	25763.66	1.1376,0.1093,0.1824,0.1465,11.2052,12.4741,0.6361
sec_contact_sym_mig_size	Round_2_Replicate_20	-37580.34	75174.68	171101.62	13374.25	3.1455,0.0818,0.1851,0.2204,9.7994,6.6542,0.2066
sec_contact_sym_mig_size	Round_3_Replicate_1	-62194.49	124402.98	142056.39	8776.17	1.2457,0.1882,0.5722,0.1516,2.1943,10.4775,0.2198
sec_contact_sym_mig_size	Round_3_Replicate_2	-23169.98	46353.96	73073.95	26307.43	0.2949,0.2852,0.1904,0.09,13.3037,3.3735,0.1564
sec_contact_sym_mig_size	Round_3_Replicate_3	-35542.34	71098.68	91993.09	20103.78	2.3491,0.2123,0.2838,0.3999,4.7378,1.9703,0.1551
sec_contact_sym_mig_size	Round_3_Replicate_4	-47709.79	95433.58	236558.95	72523.03	0.3638,0.0918,0.1182,0.1969,12.4958,1.449,0.7158
sec_contact_sym_mig_size	Round_3_Replicate_5	-28887.45	57788.9	212891.77	13474.92	1.057,0.4293,0.5596,0.0578,19.1041,9.8869,0.2444
sec_contact_sym_mig_size	Round_3_Replicate_6	-45506.33	91026.66	147177.46	33872.18	4.4071,0.0367,0.1631,0.2862,6.935,1.3955,0.3413
sec_contact_sym_mig_size	Round_3_Replicate_7	-26564.52	53143.04	139433.07	7951.02	1.3824,0.214,1.1974,0.1708,5.997,12.2305,0.412
sec_contact_sym_mig_size	Round_3_Replicate_8	-47262.48	94538.96	99511.01	15559.24	2.1438,0.1886,0.2137,0.122,3.3409,7.1431,0.3058
sec_contact_sym_mig_size	Round_3_Replicate_9	-100521.03	201056.06	268464.72	6991.11	2.2673,0.1433,0.2614,0.0996,2.0448,15.1836,0.1931
sec_contact_sym_mig_size	Round_3_Replicate_10	-26890.43	53794.86	163618.48	8672.87	3.649,0.0412,0.5479,0.0735,14.9497,8.4924,0.1073
sec_contact_sym_mig_size	Round_3_Replicate_11	-70538.13	141090.26	162364.13	52609.7	0.3656,0.3561,0.1171,0.1238,3.4424,1.2816,0.3396
sec_contact_sym_mig_size	Round_3_Replicate_12	-32591.93	65197.86	279448.64	23155.91	0.7518,0.4117,0.2783,0.1886,11.6875,2.5606,0.1562
sec_contact_sym_mig_size	Round_3_Replicate_13	-47910.14	95834.28	859881.33	21332.85	0.6378,0.0765,0.9386,0.481,5.5179,1.4818,0.2763
sec_contact_sym_mig_size	Round_3_Replicate_14	-23163.7	46341.4	106257.03	28661.69	1.0913,0.5541,0.238,0.0637,17.905,1.5768,0.0927
sec_contact_sym_mig_size	Round_3_Replicate_15	-77420.66	154855.32	195187.76	55297.4	0.9532,0.0464,0.1368,0.1408,2.6765,1.3642,0.5531
sec_contact_sym_mig_size	Round_3_Replicate_16	-33823.45	67660.9	112987.39	20851.88	0.9031,0.0466,0.4818,0.4107,3.494,3.0919,0.7898
sec_contact_sym_mig_size	Round_3_Replicate_17	-38528.46	77070.92	79978.54	23722.7	0.5989,0.2182,0.4626,0.3384,2.6501,1.8112,0.2566
sec_contact_sym_mig_size	Round_3_Replicate_18	-35934.67	71883.34	222656.1	41534.7	2.1548,0.1745,0.1343,0.1463,15.5807,4.5192,0.4908
sec_contact_sym_mig_size	Round_3_Replicate_19	-60174.29	120362.58	324879.17	22138.4	0.885,0.0578,0.1584,0.5068,7.2338,3.8248,0.3855
sec_contact_sym_mig_size	Round_3_Replicate_20	-45527.26	91068.52	822247.45	21159.65	0.5242,0.0361,1.0216,0.3469,6.168,1.7163,0.3884
sec_contact_sym_mig_size	Round_3_Replicate_21	-70444.05	140902.1	153816.85	7356.97	1.008,0.2752,0.2264,0.1215,3.4936,14.7336,0.1505
sec_contact_sym_mig_size	Round_3_Replicate_22	-32634.04	65282.08	200908.14	38428.29	0.2876,0.4066,0.4407,0.088,13.4661,5.0111,0.6505
sec_contact_sym_mig_size	Round_3_Replicate_23	-34535.24	69084.48	85679.6	18563.75	2.394,0.068,0.6108,0.0791,6.1559,3.0061,0.2388
sec_contact_sym_mig_size	Round_3_Replicate_24	-31842.81	63699.62	74544.84	67720.9	0.4477,0.5452,0.1651,0.0971,8.6655,4.5629,0.749
sec_contact_sym_mig_size	Round_3_Replicate_25	-26133.37	52280.74	61594.89	50567.72	0.3366,0.1363,0.1589,0.09,10.3417,1.847,0.2955
sec_contact_sym_mig_size	Round_3_Replicate_26	-104369.32	208752.64	250704.22	33524.59	0.3331,0.043,0.158,0.5056,1.6733,1.2543,0.5722
sec_contact_sym_mig_size	Round_3_Replicate_27	-162615.41	325244.82	550529.55	8624.04	0.6532,0.0561,0.0958,0.0885,1.9093,15.0983,0.1941
sec_contact_sym_mig_size	Round_3_Replicate_28	-26525.13	53064.26	59143.13	19834.48	0.3875,0.0373,0.1406,0.0935,11.1272,6.3226,0.1845
sec_contact_sym_mig_size	Round_3_Replicate_29	-29947.68	59909.36	59813.97	7156.01	1.5908,0.0536,0.7579,0.1893,3.6027,13.0384,0.2432
sec_contact_sym_mig_size	Round_3_Replicate_30	-49244.7	98503.4	390395.5	15789.14	0.3025,0.0532,0.247,0.2955,10.5709,5.597,0.1518
sec_contact_sym_mig_size	Round_4_Replicate_1	-23654.69	47323.38	60004.94	34750.2	1.8058,0.2797,0.1618,0.0824,11.8065,0.892,0.0939
sec_contact_sym_mig_size	Round_4_Replicate_2	-21248.22	42510.44	46864.58	22845.93	0.5971,1.003,0.1718,0.04,23.1702,2.4869,0.0381
sec_contact_sym_mig_size	Round_4_Replicate_3	-24149.19	48312.38	58762.38	50209.38	0.915,1.0341,0.1332,0.0702,13.6415,0.829,0.1754
sec_contact_sym_mig_size	Round_4_Replicate_4	-28081.37	56176.74	152204.59	30650.88	0.6662,0.8374,0.4158,0.0775,14.5036,0.9203,0.1116
sec_contact_sym_mig_size	Round_4_Replicate_5	-21417.48	42848.96	54873.15	24199.93	1.5213,0.3139,0.1595,0.0599,15.8904,2.8678,0.0982
sec_contact_sym_mig_size	Round_4_Replicate_6	-22938.41	45890.82	65061.87	35769.41	1.0684,0.3688,0.2027,0.0871,11.5926,1.0604,0.1299
sec_contact_sym_mig_size	Round_4_Replicate_7	-23566.32	47146.64	70705.44	20644.46	1.3459,0.9035,0.4167,0.0813,10.6287,2.0982,0.1073
sec_contact_sym_mig_size	Round_4_Replicate_8	-22786.02	45586.04	72905.21	36477.76	2.0385,0.9119,0.1921,0.0518,17.6254,1.0741,0.1269
sec_contact_sym_mig_size	Round_4_Replicate_9	-21647.46	43308.92	55954.98	20008.44	1.042,0.4695,0.2955,0.0744,14.5923,2.7797,0.0611
sec_contact_sym_mig_size	Round_4_Replicate_10	-21740.47	43494.94	58503.13	31197.46	0.7881,0.2799,0.212,0.0673,13.7935,1.7592,0.1051
sec_contact_sym_mig_size	Round_4_Replicate_11	-22033.43	44080.86	60129.17	37459.58	0.7915,0.6426,0.1697,0.067,14.4036,1.2323,0.121
sec_contact_sym_mig_size	Round_4_Replicate_12	-25376.05	50766.1	74430.59	26377.67	1.1287,0.8106,0.3898,0.087,9.6731,1.153,0.1151
sec_contact_sym_mig_size	Round_4_Replicate_13	-21420.6	42855.2	59403.17	29873.87	0.8379,0.8312,0.1971,0.0631,15.0136,1.3359,0.0768
sec_contact_sym_mig_size	Round_4_Replicate_14	-23066.1	46146.2	64231.2	41848.18	1.0859,0.3197,0.1889,0.074,12.8152,0.9234,0.1518
sec_contact_sym_mig_size	Round_4_Replicate_15	-22077.28	44168.56	59056.96	32410.81	0.6651,0.4035,0.1646,0.0687,15.1926,1.7196,0.0914
sec_contact_sym_mig_size	Round_4_Replicate_16	-24156.81	48327.62	64896.74	28098.14	0.6834,0.621,0.4102,0.1047,8.2857,1.3155,0.1366
sec_contact_sym_mig_size	Round_4_Replicate_17	-23716.8	47447.6	72995.35	27494.29	1.4195,0.8407,0.3057,0.0874,10.394,1.2809,0.1338
sec_contact_sym_mig_size	Round_4_Replicate_18	-21648.43	43310.86	55884.98	25830.79	1.1763,0.3657,0.2512,0.0867,11.0214,1.8259,0.0976
sec_contact_sym_mig_size	Round_4_Replicate_19	-21441.81	42897.62	57927.58	22257.05	1.781,0.5945,0.2427,0.0824,11.1368,2.9503,0.1525
sec_contact_sym_mig_size	Round_4_Replicate_20	-23972.78	47959.56	63611.09	29904.1	1.3132,0.6346,0.1301,0.0614,16.8407,0.9379,0.0457
sec_contact_sym_mig_size	Round_4_Replicate_21	-22781.82	45577.64	69782.89	43439.86	1.4982,0.3338,0.1759,0.0643,15.3815,0.9163,0.1495
sec_contact_sym_mig_size	Round_4_Replicate_22	-22308.91	44631.82	64751.94	47261.52	0.8198,0.9122,0.1517,0.0531,17.8348,0.8269,0.1348
sec_contact_sym_mig_size	Round_4_Replicate_23	-22288.67	44591.34	73314.53	25889.63	1.0267,0.7054,0.2628,0.0709,14.9385,1.3544,0.0645
sec_contact_sym_mig_size	Round_4_Replicate_24	-21873.42	43760.84	75683.0	22055.66	1.0471,1.0262,0.176,0.0699,17.9136,2.2684,0.0598
sec_contact_sym_mig_size	Round_4_Replicate_25	-23172.79	46359.58	61925.72	27526.66	0.8402,0.3717,0.3604,0.0961,10.7722,1.2464,0.0773
sec_contact_sym_mig_size	Round_4_Replicate_26	-22001.18	44016.36	56995.77	22375.48	1.2082,0.3809,0.3258,0.0885,9.8387,2.4947,0.1247
sec_contact_sym_mig_size	Round_4_Replicate_27	-22275.23	44564.46	66705.79	32671.72	0.8725,0.5568,0.2209,0.0585,15.4043,1.4416,0.1072
sec_contact_sym_mig_size	Round_4_Replicate_28	-24668.49	49350.98	70651.61	22450.99	1.1303,0.5418,0.4399,0.0797,9.9039,2.3453,0.1451
sec_contact_sym_mig_size	Round_4_Replicate_29	-27716.32	55446.64	116859.76	24534.32	2.0895,1.109,0.4161,0.1043,9.8823,1.0944,0.147
sec_contact_sym_mig_size	Round_4_Replicate_30	-27147.27	54308.54	80699.97	29197.04	0.6784,0.958,0.4537,0.0753,10.5547,1.0417,0.1251
sec_contact_sym_mig_size	Round_4_Replicate_31	-21274.58	42563.16	59823.46	22249.11	1.8065,0.367,0.2036,0.0704,13.7525,3.0495,0.1206
sec_contact_sym_mig_size	Round_4_Replicate_32	-24547.22	49108.44	69994.61	29844.51	0.8107,0.4164,0.3097,0.0712,14.7217,0.8165,0.0497
sec_contact_sym_mig_size	Round_4_Replicate_33	-22216.27	44446.54	58338.63	27703.44	1.0495,0.2847,0.1831,0.084,12.1737,2.7593,0.1576
sec_contact_sym_mig_size	Round_4_Replicate_34	-23506.39	47026.78	72673.85	31228.28	1.06,0.6492,0.2341,0.08,12.4267,0.8441,0.0836
sec_contact_sym_mig_size	Round_4_Replicate_35	-22405.66	44825.32	66511.72	40333.29	1.5952,0.7024,0.1462,0.065,16.2424,1.07,0.135
sec_contact_sym_mig_size	Round_4_Replicate_36	-21277.18	42568.36	54385.14	29340.98	0.6953,1.0794,0.1402,0.0478,19.1823,2.163,0.0843
sec_contact_sym_mig_size	Round_4_Replicate_37	-21004.11	42022.22	56581.9	22053.25	1.9154,0.3321,0.1772,0.0541,17.8463,2.0522,0.0521
sec_contact_sym_mig_size	Round_4_Replicate_38	-25799.75	51613.5	83032.79	29233.39	0.9023,0.2795,0.367,0.058,18.1904,0.8546,0.0435
sec_contact_sym_mig_size	Round_4_Replicate_39	-21514.94	43043.88	52128.59	17435.58	1.3735,0.5345,0.3788,0.0853,11.6126,2.9861,0.0699
sec_contact_sym_mig_size	Round_4_Replicate_40	-22390.2	44794.4	52326.96	43025.9	0.6833,0.3279,0.1343,0.057,15.3215,1.3149,0.1189
