Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m, T1, T2)
sec_contact_sym_mig_size	Round_2_Replicate_3	-94642.54	189299.08	237077.62	13330.75	4.5362,3.3992,0.5469,1.711,0.6606,0.8842,4.5075
sec_contact_sym_mig_size	Round_2_Replicate_4	-61922.6	123859.2	5615736.72	7240.61	1.6844,4.4068,4.3047,0.5469,5.3099,7.5224,1.2924
sec_contact_sym_mig_size	Round_2_Replicate_5	-144504.1	289022.2	37621049638.86	3887.81	7.6427,2.2012,4.0132,6.5631,5.7426,1.9449,6.093
sec_contact_sym_mig_size	Round_2_Replicate_6	-52968.05	105950.1	609735.68	9804.38	1.689,7.7337,0.6735,1.4396,2.9092,5.22,1.3546
sec_contact_sym_mig_size	Round_2_Replicate_7	-65469.37	130952.74	9531204.17	6436.38	1.7945,5.9564,2.6703,1.0809,4.0056,7.132,1.5706
sec_contact_sym_mig_size	Round_2_Replicate_8	-76312.64	152639.28	5415688.31	7746.39	2.1812,3.5537,1.5584,2.8146,2.4415,1.0765,4.6696
sec_contact_sym_mig_size	Round_2_Replicate_9	-85075.86	170165.72	19980544.72	9549.27	4.1265,2.8019,0.9793,2.6425,4.9942,2.3063,3.9496
sec_contact_sym_mig_size	Round_2_Replicate_10	-119063.4	238140.8	66078309.14	5216.5	1.0257,7.3758,5.8418,2.9012,2.1278,2.6358,1.9331
sec_contact_sym_mig_size	Round_2_Replicate_11	-91266.52	182547.04	6066654.99	4757.28	1.383,1.8009,6.314,3.7094,1.0066,4.083,1.9529
sec_contact_sym_mig_size	Round_2_Replicate_12	-79633.67	159281.34	998014.25	8105.92	0.9281,0.777,0.8749,5.1915,1.7994,1.869,6.2193
sec_contact_sym_mig_size	Round_2_Replicate_13	-73385.22	146784.44	4195354.33	12366.2	1.0907,0.9811,0.7629,2.1065,4.1305,2.4071,0.8329
sec_contact_sym_mig_size	Round_2_Replicate_14	-76929.17	153872.34	6256620.84	7189.48	1.3648,1.099,1.2961,3.5309,2.7355,4.9253,4.0521
sec_contact_sym_mig_size	Round_2_Replicate_15	-99451.38	198916.76	12505064.65	12054.0	1.6261,3.9252,1.2993,2.3681,3.3122,0.484,0.8421
sec_contact_sym_mig_size	Round_2_Replicate_16	-93458.32	186930.64	1255167.79	4087.27	5.5314,2.1177,6.2284,4.5886,0.4719,1.1486,4.2328
sec_contact_sym_mig_size	Round_2_Replicate_17	-129877.36	259768.72	220232653.2	7539.93	2.001,5.3154,3.6849,2.1584,4.136,0.553,2.063
sec_contact_sym_mig_size	Round_2_Replicate_18	-69087.05	138188.1	536128.35	12676.78	1.2091,2.0385,2.0432,1.008,1.8085,0.9305,0.462
sec_contact_sym_mig_size	Round_2_Replicate_19	-136705.28	273424.56	45848054.61	6756.88	4.4999,2.6566,6.0827,2.2793,2.078,1.3102,0.847
sec_contact_sym_mig_size	Round_2_Replicate_20	-57493.2	115000.4	151340.1	16382.42	1.5406,0.7794,0.5674,1.0602,1.4956,2.1936,2.229
sec_contact_sym_mig_size	Round_3_Replicate_1	-84898.93	169811.86	5491460.51	8395.52	1.4037,2.0959,1.032,4.6266,2.8693,1.8124,3.3664
sec_contact_sym_mig_size	Round_3_Replicate_2	-56929.46	113872.92	307686.0	6627.29	2.0381,7.4464,0.4901,1.358,2.6162,8.1538,0.4995
sec_contact_sym_mig_size	Round_3_Replicate_3	-145943.79	291901.58	404430.23	7822.64	1.2662,2.6934,0.248,1.3899,0.7391,14.0057,1.4913
sec_contact_sym_mig_size	Round_3_Replicate_4	-66172.22	132358.44	893632.19	10101.79	0.4035,2.1471,0.6816,2.5036,2.5757,7.0301,3.5942
sec_contact_sym_mig_size	Round_3_Replicate_5	-38991.07	77996.14	457355.15	21274.43	5.1846,3.5478,0.4275,0.3647,7.0473,2.8354,0.9374
sec_contact_sym_mig_size	Round_3_Replicate_6	-43034.1	86082.2	88978.95	7707.98	2.0986,3.5704,0.6944,0.4413,1.1166,12.2012,0.8742
sec_contact_sym_mig_size	Round_3_Replicate_7	-69211.12	138436.24	1601757.59	10054.71	2.2138,4.5486,0.2547,1.3784,7.9045,4.9693,0.3479
sec_contact_sym_mig_size	Round_3_Replicate_8	-66013.41	132040.82	5796795.64	12081.23	3.168,13.0068,1.7967,0.6542,5.4256,3.3165,3.568
sec_contact_sym_mig_size	Round_3_Replicate_9	-60735.99	121485.98	5261395.37	9759.14	1.1586,10.5268,1.9746,0.6751,5.1913,5.6595,2.3041
sec_contact_sym_mig_size	Round_3_Replicate_10	-64432.77	128879.54	538568.18	15774.3	2.0699,20.8974,0.3108,1.2488,4.4388,2.5353,0.9114
sec_contact_sym_mig_size	Round_3_Replicate_11	-51001.35	102016.7	492225.72	6829.23	3.2906,7.5828,1.2022,1.744,1.7787,5.0845,0.8425
sec_contact_sym_mig_size	Round_3_Replicate_12	-48149.45	96312.9	838475.45	19497.68	1.0058,2.3872,0.4915,0.5198,6.1917,1.3303,0.3658
sec_contact_sym_mig_size	Round_3_Replicate_13	-71866.85	143747.7	150029.06	11165.22	0.475,12.5021,0.3392,0.6286,1.3397,6.2289,0.7196
sec_contact_sym_mig_size	Round_3_Replicate_14	-127273.35	254560.7	402853.45	10583.78	0.9595,2.4862,0.4582,5.3324,0.8074,2.3402,0.4696
sec_contact_sym_mig_size	Round_3_Replicate_15	-49724.77	99463.54	1157872.07	5061.12	1.1184,6.655,0.8351,1.1547,3.8352,12.6952,0.4317
sec_contact_sym_mig_size	Round_3_Replicate_16	-55154.95	110323.9	5578636.1	5645.05	6.5733,2.6468,2.0054,0.8478,4.7448,12.6684,1.5082
sec_contact_sym_mig_size	Round_3_Replicate_17	-58353.44	116720.88	2588987.55	2683.6	6.156,11.403,0.8352,1.6552,4.1151,22.855,0.4346
sec_contact_sym_mig_size	Round_3_Replicate_18	-58878.44	117770.88	654056.44	12066.09	0.6025,23.5203,0.2467,0.7714,6.9149,7.1284,0.7263
sec_contact_sym_mig_size	Round_3_Replicate_19	-125915.44	251844.88	405846.88	7081.22	0.8784,4.1056,0.3083,4.3552,1.161,8.7378,1.434
sec_contact_sym_mig_size	Round_3_Replicate_20	-98688.4	197390.8	238797219.72	2300.4	3.0511,29.8947,2.0567,3.468,5.3997,17.835,0.7163
sec_contact_sym_mig_size	Round_3_Replicate_21	-57888.16	115790.32	123734.26	7155.34	2.5776,26.7933,0.6241,0.5297,0.8236,18.214,1.6684
sec_contact_sym_mig_size	Round_3_Replicate_22	-146887.63	293789.26	440956.49	11132.68	4.0593,6.3374,0.2251,3.0688,1.1166,2.7238,1.0167
sec_contact_sym_mig_size	Round_3_Replicate_23	-81786.96	163587.92	289746.18	11766.13	0.6749,11.1664,0.5388,2.7827,1.4261,1.9772,4.5288
sec_contact_sym_mig_size	Round_3_Replicate_24	-79482.68	158979.36	451595.78	7762.56	3.1368,15.6049,1.5391,2.1518,1.1285,2.1207,0.6051
sec_contact_sym_mig_size	Round_3_Replicate_25	-66135.91	132285.82	1755346.68	8400.33	3.3538,14.9595,0.9029,2.553,2.7186,3.6364,1.6927
sec_contact_sym_mig_size	Round_3_Replicate_26	-58603.61	117221.22	1022311.85	9126.75	1.6513,9.9979,1.6017,1.43,1.9991,2.4211,1.0771
sec_contact_sym_mig_size	Round_3_Replicate_27	-76183.11	152380.22	2023445.61	4662.77	1.4785,10.1746,0.4084,3.6558,4.7111,11.0541,0.3947
sec_contact_sym_mig_size	Round_3_Replicate_28	-90060.49	180134.98	72609146.32	7294.77	3.0678,2.1832,1.0385,2.9663,6.8279,7.703,2.8302
sec_contact_sym_mig_size	Round_3_Replicate_29	-49899.62	99813.24	1201027.32	6700.42	0.9225,3.7181,0.6804,0.9472,4.7737,11.6503,0.6198
sec_contact_sym_mig_size	Round_3_Replicate_30	-82708.65	165431.3	1447339.01	3112.7	1.7212,12.2577,0.3713,5.006,3.8846,21.5159,0.5139
sec_contact_sym_mig_size	Round_4_Replicate_1	-32497.35	65008.7	178981.33	14137.47	8.0784,5.9032,0.7395,0.3942,3.7437,2.2233,0.5286
sec_contact_sym_mig_size	Round_4_Replicate_2	-41305.96	82625.92	359556.19	13294.88	11.2453,6.137,0.4584,0.6023,4.7631,5.4504,1.1137
sec_contact_sym_mig_size	Round_4_Replicate_3	-35644.11	71302.22	102715.57	26421.58	3.4066,3.1136,0.3415,0.3364,4.0961,2.6641,1.0637
sec_contact_sym_mig_size	Round_4_Replicate_4	-26819.95	53653.9	70659.7	18239.33	2.6331,7.3607,0.3271,0.2328,5.0306,4.3579,0.5546
sec_contact_sym_mig_size	Round_4_Replicate_5	-35772.13	71558.26	107902.36	29253.29	7.8052,2.9976,0.4034,0.3166,3.9818,1.9894,1.3993
sec_contact_sym_mig_size	Round_4_Replicate_6	-29574.84	59163.68	90038.18	21346.69	5.3715,1.9226,0.4902,0.3095,3.8403,3.9004,1.1674
sec_contact_sym_mig_size	Round_4_Replicate_7	-33727.92	67469.84	112836.12	33674.31	3.2439,7.7395,0.4417,0.2171,5.138,4.124,1.7224
sec_contact_sym_mig_size	Round_4_Replicate_8	-30311.83	60637.66	83017.81	23476.56	4.9112,2.8263,0.3901,0.2856,4.1003,2.0788,0.6905
sec_contact_sym_mig_size	Round_4_Replicate_9	-46297.58	92609.16	156810.93	18356.94	2.8326,3.7851,0.3431,0.603,3.3771,2.9096,0.8593
sec_contact_sym_mig_size	Round_4_Replicate_10	-35478.94	70971.88	90935.48	26163.52	3.5052,3.8691,0.288,0.3007,4.315,3.2831,0.9079
sec_contact_sym_mig_size	Round_4_Replicate_11	-32100.73	64215.46	90816.61	34674.86	11.2215,3.4126,0.3903,0.2011,4.9729,2.4964,1.2619
sec_contact_sym_mig_size	Round_4_Replicate_12	-30860.18	61734.36	73222.34	32949.39	3.0047,3.8913,0.304,0.1998,4.7231,4.4866,1.1018
sec_contact_sym_mig_size	Round_4_Replicate_13	-35553.26	71120.52	162714.28	17067.98	9.4017,4.5471,0.5199,0.5084,3.5944,4.4723,1.5216
sec_contact_sym_mig_size	Round_4_Replicate_14	-28909.01	57832.02	81870.61	16794.61	9.9405,4.604,0.8047,0.2644,3.2167,2.6532,0.8533
sec_contact_sym_mig_size	Round_4_Replicate_15	-25769.6	51553.2	65232.18	16166.81	6.1063,3.0227,0.6426,0.2334,3.4574,3.9322,0.7467
sec_contact_sym_mig_size	Round_4_Replicate_16	-26464.51	52943.02	72964.26	16899.25	6.4307,5.9152,0.7056,0.2246,3.7421,6.6213,1.2533
sec_contact_sym_mig_size	Round_4_Replicate_17	-43849.62	87713.24	504499.4	12726.52	5.0789,2.2909,0.4563,0.6267,5.2232,3.843,0.5316
sec_contact_sym_mig_size	Round_4_Replicate_18	-29794.13	59602.26	95656.93	22533.3	8.1967,5.8579,0.5388,0.2847,3.9961,3.9449,1.4383
sec_contact_sym_mig_size	Round_4_Replicate_19	-27378.24	54770.48	66148.27	14883.47	5.3566,2.1253,0.6195,0.339,2.6808,3.9867,0.778
sec_contact_sym_mig_size	Round_4_Replicate_20	-25492.8	50999.6	67051.78	10487.54	6.2912,2.1464,0.7063,0.3566,2.6878,4.9166,0.4706
sec_contact_sym_mig_size	Round_4_Replicate_21	-49479.46	98972.92	209771.3	13841.83	10.904,4.1964,0.2839,0.597,4.3407,5.6055,0.7879
sec_contact_sym_mig_size	Round_4_Replicate_22	-28067.32	56148.64	76583.37	21519.79	2.8118,3.7805,0.4635,0.2719,3.9168,5.43,1.2087
sec_contact_sym_mig_size	Round_4_Replicate_23	-30383.64	60781.28	94767.13	17745.84	5.2642,7.2928,0.7938,0.2429,3.6587,1.7438,0.5646
sec_contact_sym_mig_size	Round_4_Replicate_24	-23388.57	46791.14	60232.43	16188.15	4.3233,4.7397,0.495,0.2024,4.453,6.626,0.7996
sec_contact_sym_mig_size	Round_4_Replicate_25	-27491.41	54996.82	73783.6	14893.4	6.708,7.2207,0.7864,0.3317,2.723,4.3616,1.2153
sec_contact_sym_mig_size	Round_4_Replicate_26	-29316.24	58646.48	83720.26	27349.59	8.8533,4.7001,0.488,0.1981,4.7006,1.6452,0.8075
sec_contact_sym_mig_size	Round_4_Replicate_27	-33008.83	66031.66	107913.12	26723.12	5.4367,2.0066,0.5094,0.2822,4.0979,4.1697,1.7624
sec_contact_sym_mig_size	Round_4_Replicate_28	-31853.98	63721.96	82062.4	19105.38	2.7494,3.0643,0.7952,0.2355,2.9905,6.2805,1.6017
sec_contact_sym_mig_size	Round_4_Replicate_29	-32452.86	64919.72	136356.41	34556.79	4.4363,2.3031,0.4517,0.1715,6.8636,5.2126,1.4241
sec_contact_sym_mig_size	Round_4_Replicate_30	-27987.26	55988.52	78042.27	20556.76	4.8711,6.4373,0.5662,0.2586,3.7238,2.2026,0.7651
sec_contact_sym_mig_size	Round_4_Replicate_31	-37562.9	75139.8	109232.43	22560.16	7.488,2.109,0.8099,0.2985,2.8822,1.5581,1.6565
sec_contact_sym_mig_size	Round_4_Replicate_32	-35660.61	71335.22	118195.71	17438.36	7.2914,3.3002,0.5163,0.498,3.0067,1.9974,0.7148
sec_contact_sym_mig_size	Round_4_Replicate_33	-41969.0	83952.0	128433.88	22435.32	2.8395,2.2278,0.3483,0.4796,3.4984,1.9151,0.7894
sec_contact_sym_mig_size	Round_4_Replicate_34	-34752.39	69518.78	176462.22	16157.96	8.1284,2.8371,0.5902,0.5149,3.5374,4.6443,1.5419
sec_contact_sym_mig_size	Round_4_Replicate_35	-32616.71	65247.42	91027.49	21292.32	3.3401,7.5118,0.754,0.2497,3.286,1.7913,0.983
sec_contact_sym_mig_size	Round_4_Replicate_36	-40536.6	81087.2	302040.94	18437.19	3.2682,2.4704,0.4087,0.4948,5.1311,2.1415,0.5696
sec_contact_sym_mig_size	Round_4_Replicate_37	-28098.29	56210.58	95459.44	18992.95	3.0913,5.1287,0.6473,0.2653,4.037,2.2361,0.6831
sec_contact_sym_mig_size	Round_4_Replicate_38	-29705.52	59425.04	102263.41	8923.35	9.746,2.9167,0.6836,0.5517,2.599,5.6155,0.5434
sec_contact_sym_mig_size	Round_4_Replicate_39	-28231.35	56476.7	70006.67	17157.23	11.9747,3.0295,0.6136,0.3245,2.8192,7.1741,1.6508
sec_contact_sym_mig_size	Round_4_Replicate_40	-31330.2	62674.4	105990.21	22066.26	5.9449,3.29,0.7416,0.2027,4.5827,3.7394,1.2365
