Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m, T1, T2)
sec_contact_sym_mig_size	Round_1_Replicate_1	-183550.66	367115.32	2139454749.04	5193.62	8.2815,2.4956,6.4618,4.5207,3.844,1.3638,1.4249
sec_contact_sym_mig_size	Round_1_Replicate_2	-54718.92	109451.84	353555.66	21959.52	1.265,0.4632,0.3543,0.804,4.1743,3.1801,1.6446
sec_contact_sym_mig_size	Round_1_Replicate_3	-185078.1	370170.2	999395.29	16364.79	0.2088,0.3609,6.1057,3.104,0.1371,0.2112,0.2405
sec_contact_sym_mig_size	Round_1_Replicate_4	-169779.66	339573.32	1091847.84	10471.46	0.5717,3.2097,0.5693,8.2881,0.7879,2.1201,0.2293
sec_contact_sym_mig_size	Round_1_Replicate_5	-216441.54	432897.08	946409.17	8022.0	0.2389,2.7049,0.2664,7.6224,0.4605,0.3176,6.3826
sec_contact_sym_mig_size	Round_1_Replicate_6	-60553.33	121120.66	421305.61	6944.16	0.2261,0.3512,3.4175,3.1364,0.8756,5.1078,1.1937
sec_contact_sym_mig_size	Round_1_Replicate_7	-64428.88	128871.76	200552.45	8267.44	2.8438,0.9832,2.7543,0.287,0.923,6.2466,1.4855
sec_contact_sym_mig_size	Round_1_Replicate_8	-120574.07	241162.14	746584.23	18616.15	0.3294,2.4428,2.2418,0.2204,1.0057,1.0535,0.2808
sec_contact_sym_mig_size	Round_1_Replicate_9	-84675.95	169365.9	275115.0	20320.14	0.6994,0.4795,0.6801,0.4953,0.6125,1.0164,2.3798
sec_contact_sym_mig_size	Round_1_Replicate_10	-49269.74	98553.48	140875.78	19723.83	1.1347,0.4141,0.375,0.668,2.6572,3.1728,1.002
sec_contact_sym_mig_size	Round_2_Replicate_1	-50083.52	100181.04	98904.12	23254.57	0.4648,0.1935,0.2524,0.3218,2.6591,2.8632,0.3299
sec_contact_sym_mig_size	Round_2_Replicate_2	-34131.62	68277.24	77277.23	25510.93	1.9873,0.4467,0.3594,0.2535,3.3016,1.2141,0.2714
sec_contact_sym_mig_size	Round_2_Replicate_3	-76766.76	153547.52	1872085.78	22762.91	0.4806,0.9343,0.2198,1.8145,8.4744,1.1397,0.3377
sec_contact_sym_mig_size	Round_2_Replicate_4	-165850.07	331714.14	501452.81	16326.9	1.0904,0.4997,0.1709,1.5322,0.7997,3.2302,0.8592
sec_contact_sym_mig_size	Round_2_Replicate_5	-24652.61	49319.22	56483.94	16953.22	0.4661,0.2265,0.2968,0.1772,5.5514,7.9311,0.4628
sec_contact_sym_mig_size	Round_2_Replicate_6	-45380.52	90775.04	307750.02	21791.75	0.8034,0.6491,0.9267,0.3939,3.836,0.8199,1.6731
sec_contact_sym_mig_size	Round_2_Replicate_7	-62724.07	125462.14	149396.74	25066.07	1.4383,0.5161,0.4292,0.5989,1.4296,0.8934,2.8359
sec_contact_sym_mig_size	Round_2_Replicate_8	-55502.81	111019.62	925683.95	22738.98	3.0668,0.3957,0.2824,0.6407,7.849,1.9472,0.5873
sec_contact_sym_mig_size	Round_2_Replicate_9	-83019.13	166052.26	207286.42	7503.23	3.7988,0.6259,0.4392,1.6427,1.0962,12.9225,1.5193
sec_contact_sym_mig_size	Round_2_Replicate_10	-119019.08	238052.16	418493.55	10589.88	0.9417,1.2223,0.1788,2.1632,2.2185,7.6245,0.7862
sec_contact_sym_mig_size	Round_2_Replicate_11	-68747.39	137508.78	2008459.11	11788.24	2.0695,0.6631,0.7147,2.0945,3.4919,3.4443,3.4425
sec_contact_sym_mig_size	Round_2_Replicate_12	-70725.94	141465.88	398120.1	21175.6	0.5661,0.2462,0.4141,1.8332,2.7331,0.9153,0.4527
sec_contact_sym_mig_size	Round_2_Replicate_13	-64082.18	128178.36	510627.61	10176.18	1.3933,0.5992,0.3937,1.9955,3.7393,6.5149,0.2494
sec_contact_sym_mig_size	Round_2_Replicate_14	-54325.73	108665.46	142706.11	27236.05	0.7004,0.2689,0.1283,0.268,6.4705,4.9136,0.4504
sec_contact_sym_mig_size	Round_2_Replicate_15	-105145.16	210304.32	307358.32	9080.8	3.3361,0.1072,0.489,1.7626,0.6974,7.106,0.4518
sec_contact_sym_mig_size	Round_2_Replicate_16	-47381.3	94776.6	170175.25	10261.13	0.6189,0.1034,0.3305,0.5049,4.4196,9.1083,0.2682
sec_contact_sym_mig_size	Round_2_Replicate_17	-111186.07	222386.14	401831.25	26127.02	0.3871,0.3955,0.1606,2.4631,3.7233,1.675,2.8136
sec_contact_sym_mig_size	Round_2_Replicate_18	-75218.31	150450.62	577396.89	23539.7	0.3683,0.1338,0.3156,2.2154,3.578,1.0401,0.3736
sec_contact_sym_mig_size	Round_2_Replicate_19	-70329.04	140672.08	13441126.09	13319.01	4.3681,0.9165,1.4424,0.5583,8.2754,4.5288,2.3469
sec_contact_sym_mig_size	Round_2_Replicate_20	-58905.92	117825.84	615986.65	16608.49	0.3034,0.4805,0.6003,1.5515,2.8959,2.2395,0.4482
sec_contact_sym_mig_size	Round_3_Replicate_1	-46120.77	92255.54	104464.21	44313.96	0.815,0.5953,0.1341,0.0705,5.5232,2.3628,0.2838
sec_contact_sym_mig_size	Round_3_Replicate_2	-29654.38	59322.76	103984.69	13200.46	1.4275,0.224,0.2503,0.188,8.4806,6.8556,0.1894
sec_contact_sym_mig_size	Round_3_Replicate_3	-26660.97	53335.94	75584.69	17484.67	0.1973,0.4481,0.6738,0.2567,3.5912,8.8015,1.2851
sec_contact_sym_mig_size	Round_3_Replicate_4	-93541.34	187096.68	258456.88	12653.57	0.3622,0.261,0.4196,0.1253,1.5382,7.594,0.2768
sec_contact_sym_mig_size	Round_3_Replicate_5	-37391.18	74796.36	227803.84	9392.44	1.5631,0.2236,0.1911,0.1998,11.7976,29.8947,0.5777
sec_contact_sym_mig_size	Round_3_Replicate_6	-49269.35	98552.7	224661.69	121740.71	0.978,0.3642,0.0932,0.1281,16.4136,7.7979,1.5
sec_contact_sym_mig_size	Round_3_Replicate_7	-92381.58	184777.16	256254.12	12006.78	0.5515,0.0612,0.3398,0.1187,1.545,8.9017,0.3328
sec_contact_sym_mig_size	Round_3_Replicate_8	-67452.64	134919.28	231816.53	14975.9	1.4626,0.4657,1.0599,0.1792,1.9849,2.8082,0.1667
sec_contact_sym_mig_size	Round_3_Replicate_9	-29373.51	58761.02	83981.62	31675.8	0.1404,0.4162,0.2836,0.2018,5.9811,12.9581,1.3077
sec_contact_sym_mig_size	Round_3_Replicate_10	-42813.33	85640.66	108441.66	23959.94	0.3115,0.0695,0.4722,0.145,2.524,3.4015,0.5604
sec_contact_sym_mig_size	Round_3_Replicate_11	-27216.19	54446.38	84905.36	12350.3	0.5416,0.8271,0.5316,0.0887,10.4549,7.0916,0.1373
sec_contact_sym_mig_size	Round_3_Replicate_12	-87024.84	174063.68	233285.6	8436.98	0.7523,0.2386,0.2023,0.6728,2.8784,11.7596,0.2219
sec_contact_sym_mig_size	Round_3_Replicate_13	-23526.24	47066.48	60596.16	14295.92	0.3267,0.0559,0.2124,0.0938,11.3654,8.026,0.1689
sec_contact_sym_mig_size	Round_3_Replicate_14	-76942.05	153898.1	199226.53	8571.86	0.1191,0.8639,0.2389,0.7119,2.3294,19.6251,0.9965
sec_contact_sym_mig_size	Round_3_Replicate_15	-85309.94	170633.88	266410.36	58186.99	0.5204,0.2402,0.1783,0.1078,2.1757,3.7741,1.0734
sec_contact_sym_mig_size	Round_3_Replicate_16	-49257.23	98528.46	112740.89	29154.24	0.1098,0.6846,0.236,0.1079,3.333,2.6018,0.2599
sec_contact_sym_mig_size	Round_3_Replicate_17	-49863.55	99741.1	108503.81	5005.21	0.9011,0.0783,0.4737,0.1045,3.6384,22.7804,0.2005
sec_contact_sym_mig_size	Round_3_Replicate_18	-35157.3	70328.6	115132.34	59339.17	0.2524,0.069,0.2875,0.1126,8.8952,3.7612,1.0816
sec_contact_sym_mig_size	Round_3_Replicate_19	-24976.28	49966.56	81268.64	6190.9	0.8515,0.1721,0.2619,0.0878,13.0565,20.5677,0.1685
sec_contact_sym_mig_size	Round_3_Replicate_20	-25174.78	50363.56	88368.03	5647.17	0.255,0.0698,0.5817,0.1174,8.294,21.94,0.2714
sec_contact_sym_mig_size	Round_3_Replicate_21	-30995.49	62004.98	60210.08	6467.69	0.3125,0.1807,0.6054,0.3623,1.8034,21.6718,0.8826
sec_contact_sym_mig_size	Round_3_Replicate_22	-38481.96	76977.92	83387.25	13186.95	1.835,0.5601,0.5394,0.2279,2.1383,5.144,0.317
sec_contact_sym_mig_size	Round_3_Replicate_23	-54843.91	109701.82	140005.04	41845.39	0.5518,0.3874,0.2404,0.1337,2.723,2.7698,0.7571
sec_contact_sym_mig_size	Round_3_Replicate_24	-23825.69	47665.38	108571.32	10224.62	0.8211,0.8967,0.3949,0.0725,14.0622,14.5388,0.2734
sec_contact_sym_mig_size	Round_3_Replicate_25	-62330.03	124674.06	1124357.42	24182.8	0.3474,0.1421,0.1855,0.5919,10.8458,2.5558,0.1754
sec_contact_sym_mig_size	Round_3_Replicate_26	-32738.0	65490.0	88705.83	39600.26	0.3162,0.5648,0.2855,0.1977,5.5773,16.5928,1.7721
sec_contact_sym_mig_size	Round_3_Replicate_27	-62484.88	124983.76	180140.77	89355.0	0.1719,0.3911,0.1698,0.0933,4.0897,6.031,1.6252
sec_contact_sym_mig_size	Round_3_Replicate_28	-55289.64	110593.28	1697165.22	22133.74	1.0973,0.092,1.1416,0.2701,8.4374,2.5556,1.3428
sec_contact_sym_mig_size	Round_3_Replicate_29	-21637.56	43289.12	60602.05	26762.68	1.0363,0.715,0.2279,0.0733,12.5743,2.6678,0.1635
sec_contact_sym_mig_size	Round_3_Replicate_30	-32767.49	65548.98000000001	180200.6	70270.92	0.595,0.0663,0.1742,0.1003,15.6851,3.7426,0.7077
sec_contact_sym_mig_size	Round_4_Replicate_1	-22490.31	44994.62	58723.52	24798.1	0.892,0.77,0.1383,0.0633,16.7219,3.0495,0.0983
sec_contact_sym_mig_size	Round_4_Replicate_2	-22749.18	45512.36	61046.58	19912.69	1.2997,1.1523,0.4123,0.1002,8.381,2.3126,0.1334
sec_contact_sym_mig_size	Round_4_Replicate_3	-25013.38	50040.76	85148.76	28963.95	1.0375,0.8029,0.3702,0.0888,10.3733,1.4349,0.1832
sec_contact_sym_mig_size	Round_4_Replicate_4	-21601.25	43216.5	56757.29	18311.59	1.4194,0.5793,0.335,0.1209,8.4341,3.1932,0.1291
sec_contact_sym_mig_size	Round_4_Replicate_5	-23888.06	47790.12	64876.54	27538.0	1.7606,1.2703,0.1723,0.1005,11.2454,2.7476,0.2131
sec_contact_sym_mig_size	Round_4_Replicate_6	-21326.11	42666.22	58426.05	24352.34	1.5043,0.9954,0.1989,0.0674,13.7508,4.3494,0.2104
sec_contact_sym_mig_size	Round_4_Replicate_7	-22105.49	44224.98	49025.69	18679.09	1.4386,0.7074,0.1557,0.0591,14.2854,5.255,0.1288
sec_contact_sym_mig_size	Round_4_Replicate_8	-23112.77	46239.54	67054.7	32277.12	1.2184,0.6932,0.2563,0.0976,9.9439,1.8444,0.2442
sec_contact_sym_mig_size	Round_4_Replicate_9	-22519.96	45053.92	68110.75	32304.69	1.7483,0.8134,0.2167,0.0811,12.1971,1.3662,0.1623
sec_contact_sym_mig_size	Round_4_Replicate_10	-21800.53	43615.06	64822.13	28579.9	0.6268,0.512,0.2265,0.0763,13.0181,2.4687,0.1497
sec_contact_sym_mig_size	Round_4_Replicate_11	-21734.37	43482.74	50182.86	20705.76	0.6477,1.3519,0.3856,0.0859,9.6297,2.4889,0.0992
sec_contact_sym_mig_size	Round_4_Replicate_12	-22686.92	45387.84	74557.69	24677.18	1.3011,0.7647,0.3253,0.101,9.8092,2.4295,0.2102
sec_contact_sym_mig_size	Round_4_Replicate_13	-21934.05	43882.1	56782.17	52083.32	1.7936,0.8464,0.1159,0.0445,20.4202,1.7754,0.1825
sec_contact_sym_mig_size	Round_4_Replicate_14	-21384.73	42783.46	60850.68	34804.66	1.7442,0.8348,0.1464,0.0509,18.7332,2.5312,0.1639
sec_contact_sym_mig_size	Round_4_Replicate_15	-21860.59	43735.18	59639.16	16343.09	1.4354,0.4948,0.2509,0.0921,10.9839,5.1802,0.1511
sec_contact_sym_mig_size	Round_4_Replicate_16	-23474.79	46963.58	50654.51	20684.14	1.3433,0.7948,0.1868,0.0949,9.3288,4.5942,0.1977
sec_contact_sym_mig_size	Round_4_Replicate_17	-21617.4	43248.8	59107.48	20079.11	0.7057,0.4143,0.2959,0.1032,9.0843,5.2463,0.2728
sec_contact_sym_mig_size	Round_4_Replicate_18	-21820.47	43654.94	52858.26	20235.6	1.0062,0.8259,0.3753,0.1075,8.8632,2.4048,0.0993
sec_contact_sym_mig_size	Round_4_Replicate_19	-24583.4	49180.8	74550.45	47829.55	0.8396,0.4924,0.1412,0.0806,14.6901,2.4321,0.2868
sec_contact_sym_mig_size	Round_4_Replicate_20	-21530.66	43075.32	55206.68	17156.68	1.1837,1.1133,0.3261,0.1163,8.4867,3.6691,0.1364
sec_contact_sym_mig_size	Round_4_Replicate_21	-22216.9	44447.8	53866.46	22412.13	0.8025,0.6472,0.2926,0.1086,9.3829,2.506,0.1082
sec_contact_sym_mig_size	Round_4_Replicate_22	-22795.88	45605.76	63247.23	19505.66	1.5294,1.0532,0.3624,0.0911,9.8186,2.0865,0.0948
sec_contact_sym_mig_size	Round_4_Replicate_23	-25007.57	50029.14	65081.62	39576.02	1.4444,0.753,0.2126,0.1081,9.1015,1.366,0.2966
sec_contact_sym_mig_size	Round_4_Replicate_24	-22526.5	45067.0	60983.87	19908.94	0.6956,0.744,0.262,0.0621,13.7457,4.1882,0.1283
sec_contact_sym_mig_size	Round_4_Replicate_25	-22045.11	44104.22	55075.01	24805.18	0.8811,0.4846,0.2835,0.1037,8.9705,2.35,0.1456
