Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m, T1, T2)
sec_contact_sym_mig_size	Round_2_Replicate_7	-38930.67	77875.34	102899.69	45460.99	0.517,6.1538,0.3332,0.1961,4.6618,1.0987,1.3807
sec_contact_sym_mig_size	Round_2_Replicate_8	-100533.86	201081.72	434936.92	20172.9	0.0497,11.4049,2.6639,0.1421,1.6198,0.916,0.3146
sec_contact_sym_mig_size	Round_2_Replicate_9	-98165.88	196345.76	25950230.19	21717.05	0.1273,6.8024,3.9129,0.2588,14.7517,0.3969,0.4541
sec_contact_sym_mig_size	Round_2_Replicate_10	-38836.07	77686.14	168529.95	12210.22	0.5309,7.6865,2.2371,0.1041,8.7332,3.302,0.1647
sec_contact_sym_mig_size	Round_2_Replicate_11	-47479.34	94972.68	789180.83	34884.07	0.0917,8.1563,0.5774,0.2012,10.0791,0.7591,0.8863
sec_contact_sym_mig_size	Round_2_Replicate_12	-60923.04	121860.08	2191187.9	28549.06	0.3423,27.6183,0.3012,0.5697,10.2577,1.1123,1.0007
sec_contact_sym_mig_size	Round_2_Replicate_13	-73245.9	146505.8	10298029.53	24268.94	0.11,2.852,0.3591,0.712,13.0748,2.801,1.7082
sec_contact_sym_mig_size	Round_2_Replicate_14	-76084.88	152183.76	14637051.74	16330.48	0.6262,11.6614,1.4034,0.4146,10.2117,1.2506,0.514
sec_contact_sym_mig_size	Round_2_Replicate_15	-65989.56	131993.12	206485.76	18220.7	0.6721,17.194,2.3514,0.1574,2.8681,0.7172,0.1963
sec_contact_sym_mig_size	Round_2_Replicate_16	-66612.97	133239.94	381531.98	16640.1	0.4436,4.4155,0.8906,0.927,2.3424,0.7905,0.316
sec_contact_sym_mig_size	Round_2_Replicate_17	-42464.95	84943.9	1458150.13	12222.55	0.1294,6.0452,1.3618,0.1442,13.9882,5.0899,0.2836
sec_contact_sym_mig_size	Round_2_Replicate_18	-68373.36	136760.72	231184.43	22540.86	0.2694,24.9294,0.3511,0.6712,2.9676,0.5693,0.244
sec_contact_sym_mig_size	Round_2_Replicate_19	-50201.0	100416.0	217411.93	27685.2	0.3287,10.7674,1.0701,0.1906,5.0706,1.1534,1.6869
sec_contact_sym_mig_size	Round_2_Replicate_20	-28394.56	56803.12	113422.5	10629.71	0.0948,8.4707,1.2642,0.4493,2.559,4.8138,0.7026
sec_contact_sym_mig_size	Round_3_Replicate_1	-65744.9	131503.8	181676.36	20186.07	0.0217,18.5453,0.6527,0.4718,0.8695,1.5348,1.573
sec_contact_sym_mig_size	Round_3_Replicate_2	-50849.18	101712.36	288645.37	17461.56	0.062,5.6513,2.114,0.1692,5.9774,5.9456,1.401
sec_contact_sym_mig_size	Round_3_Replicate_3	-31556.15	63126.3	78716.73	7609.88	0.2985,3.8587,1.9373,0.7811,1.0127,7.932,1.7471
sec_contact_sym_mig_size	Round_3_Replicate_4	-67755.68	135525.36	1361436.1	20287.36	0.1329,5.5327,2.1623,0.2602,6.8603,1.2194,1.9196
sec_contact_sym_mig_size	Round_3_Replicate_5	-69531.9	139077.8	188916.12	13022.3	0.2069,23.9379,0.4893,0.7275,1.8448,2.351,0.3297
sec_contact_sym_mig_size	Round_3_Replicate_6	-43671.5	87357.0	169021.95	34316.34	0.0577,6.1409,0.6959,0.1755,5.5316,2.4326,1.8915
sec_contact_sym_mig_size	Round_3_Replicate_7	-37144.9	74303.8	199478.09	9713.84	0.033,21.486,2.2516,0.2747,3.6884,7.5511,1.2004
sec_contact_sym_mig_size	Round_3_Replicate_8	-95727.12	191468.24	34866475.08	9090.04	0.0648,5.3565,2.7522,1.3707,4.2059,2.1554,1.191
sec_contact_sym_mig_size	Round_3_Replicate_9	-32718.68	65451.36	425812.84	6133.69	0.0522,8.97,2.1865,0.4209,3.8364,10.5472,0.6018
sec_contact_sym_mig_size	Round_3_Replicate_10	-92716.84	185447.68	219536.14	11560.91	0.3166,11.1377,0.3915,0.5649,0.8727,4.9223,0.5438
sec_contact_sym_mig_size	Round_3_Replicate_11	-62859.08	125732.16	5125436.51	7314.79	0.2783,24.7003,3.1968,0.7508,4.1527,5.4298,1.2654
sec_contact_sym_mig_size	Round_3_Replicate_12	-36325.62	72665.24	359941.63	3932.12	0.0598,11.9951,2.1807,0.4425,4.9686,14.7652,0.1961
sec_contact_sym_mig_size	Round_3_Replicate_13	-69229.43	138472.86	2428917.35	9899.2	0.029,20.2033,4.5024,0.501,4.2555,2.841,1.104
sec_contact_sym_mig_size	Round_3_Replicate_14	-56820.76	113655.52	151375.94	14236.94	0.2744,25.9587,3.097,0.2341,2.6902,1.5108,0.3587
sec_contact_sym_mig_size	Round_3_Replicate_15	-96946.48	193906.96	54682655.96	9793.82	0.0893,24.9311,2.7097,1.067,5.7672,1.5898,2.0209
sec_contact_sym_mig_size	Round_3_Replicate_16	-76436.34	152886.68	207827.3	10512.46	0.044,19.611,0.6497,0.3455,0.6972,9.4122,1.2376
sec_contact_sym_mig_size	Round_3_Replicate_17	-53327.89	106669.78	119893.45	21410.48	0.3392,25.391,0.4517,0.457,1.4143,3.1274,1.6391
sec_contact_sym_mig_size	Round_3_Replicate_18	-48060.02	96134.04	98223.67	12097.28	0.3624,2.9368,0.5519,0.5932,1.2006,14.232,2.1529
sec_contact_sym_mig_size	Round_3_Replicate_19	-72552.3	145118.6	253990.52	18879.3	0.1051,4.0279,1.4666,0.2601,1.4216,1.3435,0.326
sec_contact_sym_mig_size	Round_3_Replicate_20	-64773.58	129561.16	178029.99	28487.79	0.051,5.8325,0.4195,0.2461,1.3721,1.2825,0.7058
sec_contact_sym_mig_size	Round_3_Replicate_21	-83896.31	167806.62	311455.4	11659.67	0.0674,2.7764,3.119,0.3239,1.0893,3.7196,0.3744
sec_contact_sym_mig_size	Round_3_Replicate_22	-26122.61	52259.22	84414.55	5686.85	0.0828,4.0314,2.0328,0.406,2.7735,13.7763,0.4168
sec_contact_sym_mig_size	Round_3_Replicate_23	-52735.86	105485.72	689490.16	8163.85	0.2602,3.5555,0.555,1.0511,4.1316,7.5463,0.3016
sec_contact_sym_mig_size	Round_3_Replicate_24	-71312.61	142639.22	232994.35	12284.87	0.0318,15.4991,1.5064,0.2345,0.8655,4.294,0.7861
sec_contact_sym_mig_size	Round_3_Replicate_25	-52768.54	105551.08	111932.26	17634.55	0.0979,8.2798,0.3405,0.2397,2.2249,3.0809,0.2861
sec_contact_sym_mig_size	Round_3_Replicate_26	-152055.46	304124.92	1095770.59	8971.5	0.0822,13.1099,4.2084,0.9707,1.7332,2.2603,0.2323
sec_contact_sym_mig_size	Round_3_Replicate_27	-112584.09	225182.18	337981.34	7916.44	0.2611,15.0148,0.4765,0.1835,0.9454,10.7916,0.3296
sec_contact_sym_mig_size	Round_3_Replicate_28	-43255.6	86525.2	436423.55	8181.22	0.2615,3.5156,2.8319,0.6325,2.3842,7.0368,2.0377
sec_contact_sym_mig_size	Round_3_Replicate_29	-62627.24	125268.48	1016846.04	10077.35	0.2289,8.5303,1.6205,1.6044,1.8396,1.508,1.9674
sec_contact_sym_mig_size	Round_3_Replicate_30	-22330.19	44674.38	77907.26	7929.7	0.1485,3.6422,0.8812,0.2916,3.6013,22.1092,1.2329
sec_contact_sym_mig_size	Round_4_Replicate_1	-21799.86	43613.72	59947.42	6567.78	0.2628,5.1032,0.8559,0.2441,3.5259,26.8284,1.0649
sec_contact_sym_mig_size	Round_4_Replicate_2	-23038.01	46090.02	74995.56	7201.87	0.1333,6.0015,0.8147,0.1717,5.0621,29.0047,0.9448
sec_contact_sym_mig_size	Round_4_Replicate_3	-28381.33	56776.66	55154.78	6098.14	0.1486,2.4802,0.5477,0.3279,2.3248,20.8024,0.6634
sec_contact_sym_mig_size	Round_4_Replicate_4	-23942.02	47898.04	52678.91	8179.74	0.1907,2.5828,0.603,0.3228,2.7696,18.7547,0.9729
sec_contact_sym_mig_size	Round_4_Replicate_5	-24601.73	49217.46	86828.61	4774.86	0.2718,5.4563,1.4423,0.2411,3.5474,28.682,0.9565
sec_contact_sym_mig_size	Round_4_Replicate_6	-22032.51	44079.02	56759.79	9115.8	0.1623,6.4331,0.5946,0.258,3.72,25.7124,1.2397
sec_contact_sym_mig_size	Round_4_Replicate_7	-23010.3	46034.6	71428.63	7184.21	0.199,3.4094,1.0514,0.2583,3.3984,25.5827,1.2783
sec_contact_sym_mig_size	Round_4_Replicate_8	-26234.77	52483.54	95936.25	4835.0	0.1924,2.037,1.742,0.2386,3.5645,22.2132,0.626
sec_contact_sym_mig_size	Round_4_Replicate_9	-22619.53	45253.06	66556.55	7445.38	0.1276,2.0926,0.9545,0.3999,2.574,21.5659,1.455
sec_contact_sym_mig_size	Round_4_Replicate_10	-26744.19	53502.38	63469.52	8083.54	0.1195,2.6479,0.6289,0.448,2.4177,28.8332,1.7108
sec_contact_sym_mig_size	Round_4_Replicate_11	-21451.01	42916.02	60143.9	5306.28	0.2011,7.6038,0.902,0.2937,3.2464,21.1632,0.7038
sec_contact_sym_mig_size	Round_4_Replicate_12	-23135.42	46284.84	56535.41	6120.52	0.1816,5.3332,0.6467,0.3384,3.0365,20.2354,0.7434
sec_contact_sym_mig_size	Round_4_Replicate_13	-24413.72	48841.44	77186.53	9719.13	0.2542,2.057,0.5914,0.3464,3.5848,28.3107,1.589
sec_contact_sym_mig_size	Round_4_Replicate_14	-22871.8	45757.6	54581.55	7415.93	0.2404,2.3103,0.6747,0.3374,2.8242,28.8047,1.3607
sec_contact_sym_mig_size	Round_4_Replicate_15	-24635.86	49285.72	66731.1	5780.71	0.1646,5.0726,0.8627,0.5336,2.1795,21.8337,1.1933
sec_contact_sym_mig_size	Round_4_Replicate_16	-26501.19	53016.38	54407.65	8910.18	0.2063,2.8618,0.5897,0.2748,2.3917,22.3313,1.1886
sec_contact_sym_mig_size	Round_4_Replicate_17	-30442.94	60899.88	186320.37	9596.46	0.098,4.0735,1.5333,0.2868,4.0425,28.0528,2.2232
sec_contact_sym_mig_size	Round_4_Replicate_18	-21960.2	43934.4	57864.75	8361.79	0.0871,7.5255,0.7178,0.2871,3.2733,25.5827,1.3695
sec_contact_sym_mig_size	Round_4_Replicate_19	-24356.11	48726.22	54778.9	9189.34	0.1217,4.1135,0.6323,0.3437,2.6224,29.5647,1.7058
sec_contact_sym_mig_size	Round_4_Replicate_20	-22475.97	44965.94	57314.0	7668.82	0.2236,3.3946,0.5311,0.2628,3.9077,22.6934,0.859
sec_contact_sym_mig_size	Round_4_Replicate_21	-21490.44	42994.88	62444.46	6384.18	0.2068,8.2774,0.8108,0.2891,3.4492,16.9375,0.6937
sec_contact_sym_mig_size	Round_4_Replicate_22	-25047.42	50108.84	53287.91	7931.88	0.0894,4.8924,0.7782,0.3721,2.0146,27.016,1.7307
sec_contact_sym_mig_size	Round_4_Replicate_23	-28183.77	56381.54	99610.4	8657.37	0.1437,4.3081,0.5793,0.4557,3.3094,15.783,1.0689
sec_contact_sym_mig_size	Round_4_Replicate_24	-23913.8	47841.6	55881.36	7349.75	0.2408,3.8934,0.6747,0.3795,2.5807,21.8523,1.1764
sec_contact_sym_mig_size	Round_4_Replicate_25	-23268.93	46551.86	58783.45	12213.54	0.1231,1.9461,0.6499,0.1982,3.9745,20.4381,1.2156
sec_contact_sym_mig_size	Round_4_Replicate_26	-26388.81	52791.62	115019.04	12665.08	0.0777,5.5677,0.9288,0.23,4.6068,29.2102,1.9425
sec_contact_sym_mig_size	Round_4_Replicate_27	-27168.67	54351.34	63025.11	13815.18	0.1355,4.3349,0.5787,0.3528,2.6517,29.6063,2.3281
sec_contact_sym_mig_size	Round_4_Replicate_28	-23440.53	46895.06	74531.68	17962.98	0.0924,7.1581,0.4728,0.1858,5.6116,29.8645,1.5558
sec_contact_sym_mig_size	Round_4_Replicate_29	-21543.68	43101.36	53808.51	7003.54	0.0878,3.6524,0.7069,0.2591,3.4796,17.98,0.6922
sec_contact_sym_mig_size	Round_4_Replicate_30	-22347.52	44709.04	53151.72	6435.91	0.1761,2.563,0.8457,0.3706,2.5184,17.5603,0.7779
sec_contact_sym_mig_size	Round_4_Replicate_31	-21831.77	43677.54	65080.65	7664.59	0.081,2.9448,0.8004,0.2986,3.3576,25.311,1.2764
sec_contact_sym_mig_size	Round_4_Replicate_32	-24011.11	48036.22	59254.07	8003.14	0.1487,5.406,0.6564,0.3775,2.7403,29.8852,1.6266
sec_contact_sym_mig_size	Round_4_Replicate_33	-23749.27	47512.54	72484.4	9433.15	0.2129,5.3602,0.8979,0.3855,2.7203,29.6327,2.2851
sec_contact_sym_mig_size	Round_4_Replicate_34	-33996.58	68007.16	85317.73	7410.34	0.1915,4.963,1.5836,0.246,2.0534,25.0329,1.8444
sec_contact_sym_mig_size	Round_4_Replicate_35	-22354.3	44722.6	60448.88	9486.48	0.2369,2.9757,0.6286,0.2822,3.5571,28.4215,1.4478
sec_contact_sym_mig_size	Round_4_Replicate_36	-21324.47	42662.94	55751.99	6021.75	0.2163,3.0242,0.7235,0.2652,3.5013,29.2081,0.9704
sec_contact_sym_mig_size	Round_4_Replicate_37	-26310.64	52635.28	53005.06	5440.18	0.0675,8.4745,0.6255,0.3611,2.3342,20.3438,0.6701
sec_contact_sym_mig_size	Round_4_Replicate_38	-24018.72	48051.44	60390.16	10508.05	0.0813,6.1845,0.7033,0.3505,2.7425,28.3362,2.0289
sec_contact_sym_mig_size	Round_4_Replicate_39	-22428.31	44870.62	56313.05	5147.79	0.104,2.5758,0.9064,0.4348,2.3067,27.3302,1.1212
sec_contact_sym_mig_size	Round_4_Replicate_40	-22206.07	44426.14	81522.51	6002.78	0.0748,3.0751,0.9923,0.2685,3.7904,27.1421,1.0421
