Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m, T1, T2)
sec_contact_sym_mig_size	Round_2_Replicate_8	-70527.89	141069.78	341655.05	23364.93	1.2183,0.1919,0.5089,2.4746,2.2635,0.0568,0.2098
sec_contact_sym_mig_size	Round_2_Replicate_9	-103586.92	207187.84	1854508.23	11602.37	10.9752,0.1461,1.4789,4.033,1.5532,0.3996,0.8205
sec_contact_sym_mig_size	Round_2_Replicate_10	-61681.36	123376.72	145819.84	25925.76	3.5196,0.8574,0.3501,0.7705,0.3684,0.1068,0.0882
sec_contact_sym_mig_size	Round_2_Replicate_11	-79738.2	159490.4	781882.58	19112.76	1.9105,0.8284,3.3198,1.1,0.5771,0.0547,0.1129
sec_contact_sym_mig_size	Round_2_Replicate_12	-86461.87	172937.74	322919.55	16098.91	3.452,0.4182,2.0074,0.5501,0.7508,0.2943,0.3846
sec_contact_sym_mig_size	Round_2_Replicate_13	-59729.93	119473.86	440486.25	21735.64	2.0054,0.8971,0.6871,0.8695,2.8783,0.1061,0.4138
sec_contact_sym_mig_size	Round_2_Replicate_14	-65368.85	130751.7	264961.38	20113.65	4.1802,0.7188,1.4999,0.7766,1.0216,0.036,0.2166
sec_contact_sym_mig_size	Round_2_Replicate_15	-74303.3	148620.6	227531.07	18509.38	2.3779,0.141,2.2716,0.5571,0.9661,0.0343,0.2953
sec_contact_sym_mig_size	Round_2_Replicate_16	-120067.91	240149.82	362836.39	16939.03	1.9086,0.4753,0.5107,3.3877,0.6097,0.0447,0.6356
sec_contact_sym_mig_size	Round_2_Replicate_17	-63039.76	126093.52	222401.41	14680.41	2.9341,0.1727,1.3873,1.0404,1.1256,0.4091,1.0936
sec_contact_sym_mig_size	Round_2_Replicate_18	-84864.72	169743.44	661074.45	19221.13	1.04,0.3114,0.3658,2.5297,3.407,0.3317,1.0486
sec_contact_sym_mig_size	Round_2_Replicate_19	-72371.6	144757.2	326345.98	15641.83	3.3338,0.2713,2.383,0.5528,1.7644,0.11,0.6722
sec_contact_sym_mig_size	Round_2_Replicate_20	-88367.38	176748.76	2016128.66	13323.36	2.1722,0.7245,0.8108,3.159,2.6966,0.1844,1.2529
sec_contact_sym_mig_size	Round_3_Replicate_1	-41151.82	82317.64	219193.86	28909.55	0.4236,0.4761,0.6789,0.2632,6.5326,0.3059,0.1112
sec_contact_sym_mig_size	Round_3_Replicate_2	-70522.73	141059.46	230526.75	22593.21	3.4698,4.433,0.823,0.348,0.9326,0.27,0.6775
sec_contact_sym_mig_size	Round_3_Replicate_3	-65702.2	131418.4	209789.0	20108.77	4.189,0.4912,0.8745,1.1308,1.3132,0.2057,0.1287
sec_contact_sym_mig_size	Round_3_Replicate_4	-73578.35	147170.7	192374.3	23218.58	0.3144,1.2322,0.2735,0.9119,2.277,1.217,0.7254
sec_contact_sym_mig_size	Round_3_Replicate_5	-69326.26	138666.52	253451.23	14422.66	4.202,2.2754,1.2846,0.1479,2.869,0.9971,0.142
sec_contact_sym_mig_size	Round_3_Replicate_6	-52261.87	104537.74	163990.88	26795.56	1.3683,1.7295,1.1129,0.1761,3.9197,0.2055,0.923
sec_contact_sym_mig_size	Round_3_Replicate_7	-80716.58	161447.16	1375302.35	17274.2	3.0588,3.098,1.8931,0.8852,2.3087,0.1313,0.2232
sec_contact_sym_mig_size	Round_3_Replicate_8	-46324.52	92663.04	180519.61	30402.25	0.4206,0.7125,1.0085,0.1256,6.8673,0.1525,0.2841
sec_contact_sym_mig_size	Round_3_Replicate_9	-80626.12	161266.24	4710597.81	20738.39	0.8087,4.4181,0.4348,1.5681,6.8748,0.1888,0.831
sec_contact_sym_mig_size	Round_3_Replicate_10	-62560.43	125134.86	348849.53	20810.11	2.3457,0.5544,0.7645,1.1027,3.3784,0.2309,0.0805
sec_contact_sym_mig_size	Round_3_Replicate_11	-54365.0	108744.0	137895.15	43424.52	0.3408,2.5811,0.2597,0.1564,2.6384,0.2138,0.3334
sec_contact_sym_mig_size	Round_3_Replicate_12	-68389.78	136793.56	3144827.66	12893.76	4.911,4.2253,1.8202,0.5136,5.1488,1.2121,0.539
sec_contact_sym_mig_size	Round_3_Replicate_13	-76618.32	153250.64	219594.44	20633.67	0.5756,4.5277,1.483,0.6181,1.3316,0.2134,0.0759
sec_contact_sym_mig_size	Round_3_Replicate_14	-41137.28	82288.56	163004.9	32599.66	0.4111,1.7805,0.322,0.3195,5.1566,0.1097,0.1845
sec_contact_sym_mig_size	Round_3_Replicate_15	-81333.95	162681.9	296724.02	23190.67	0.3183,2.2663,1.3833,0.1892,1.3443,0.1223,0.5072
sec_contact_sym_mig_size	Round_3_Replicate_16	-74423.92	148861.84	2601189.88	19407.8	0.7891,0.5525,1.0919,0.9379,4.0262,0.3442,0.3005
sec_contact_sym_mig_size	Round_3_Replicate_17	-53059.36	106132.72	543677.0	20789.59	0.9662,0.382,0.7235,0.6866,3.6001,0.562,0.9397
sec_contact_sym_mig_size	Round_3_Replicate_18	-55051.76	110117.52	1054505.21	24236.16	1.1693,4.0974,0.6591,0.5042,5.5545,0.1474,0.5834
sec_contact_sym_mig_size	Round_3_Replicate_19	-107766.88	215547.76	424590.24	24747.97	2.9703,0.5994,0.2927,0.2618,0.888,1.1329,0.2284
sec_contact_sym_mig_size	Round_3_Replicate_20	-112945.97	225905.94	460073.69	15206.81	1.839,4.8308,0.2423,0.3171,1.3943,1.4469,0.0836
sec_contact_sym_mig_size	Round_3_Replicate_21	-48175.92	96365.84	140192.34	26389.69	0.3645,5.0435,1.5139,0.159,4.3851,0.1064,0.1137
sec_contact_sym_mig_size	Round_3_Replicate_22	-53986.3	107986.6	509679.78	22603.81	1.1543,5.1242,0.4363,0.7499,4.4787,0.5889,0.7904
sec_contact_sym_mig_size	Round_3_Replicate_23	-48104.64	96223.28	129905.81	27007.13	0.7331,0.7039,0.7267,0.2495,2.2746,0.1395,0.1246
sec_contact_sym_mig_size	Round_3_Replicate_24	-106277.9	212569.8	474635.63	23585.25	2.0165,0.4466,0.4192,0.453,0.7569,0.763,0.224
sec_contact_sym_mig_size	Round_3_Replicate_25	-90106.58	180227.16	338121.89	26620.55	1.127,3.0443,0.5571,0.1787,0.9135,0.4493,0.2277
sec_contact_sym_mig_size	Round_3_Replicate_26	-66400.95	132815.9	443835.93	19443.04	2.6314,5.6022,0.8801,0.7393,2.0243,0.2013,0.1286
sec_contact_sym_mig_size	Round_3_Replicate_27	-48909.78	97833.56	133293.8	25994.98	2.2578,4.2222,0.2987,0.3672,3.3844,0.3108,0.1435
sec_contact_sym_mig_size	Round_3_Replicate_28	-62820.25	125654.5	1514099.29	20443.35	1.9008,1.1356,1.132,0.336,6.6109,0.358,0.1708
sec_contact_sym_mig_size	Round_3_Replicate_29	-71468.37	142950.74	634505.79	23220.44	0.4323,0.4753,1.0467,1.3766,4.9364,0.3644,0.1066
sec_contact_sym_mig_size	Round_3_Replicate_30	-94890.31	189794.62	369414.86	15988.2	4.5129,0.6866,1.8296,0.2229,1.3546,0.4589,0.1093
sec_contact_sym_mig_size	Round_4_Replicate_1	-35272.31	70558.62	86008.64	36558.93	0.4344,1.1108,0.3564,0.198,4.0951,0.2092,0.3018
sec_contact_sym_mig_size	Round_4_Replicate_2	-43424.5	86863.0	206707.44	29539.71	0.6896,1.135,0.3645,0.3877,4.8982,0.2177,0.2197
sec_contact_sym_mig_size	Round_4_Replicate_3	-30302.98	60619.96	87346.37	35671.05	0.3247,2.2439,0.374,0.1326,6.7946,0.2121,0.1408
sec_contact_sym_mig_size	Round_4_Replicate_4	-30194.68	60403.36	86426.16	40533.61	0.3514,1.9227,0.3199,0.1457,6.637,0.0742,0.2313
sec_contact_sym_mig_size	Round_4_Replicate_5	-36928.9	73871.8	132498.25	34884.12	0.3494,1.2048,0.3657,0.2677,5.0924,0.1069,0.3182
sec_contact_sym_mig_size	Round_4_Replicate_6	-31828.92	63671.84	83218.51	41546.83	0.3596,1.6795,0.2974,0.1653,5.7636,0.1718,0.3061
sec_contact_sym_mig_size	Round_4_Replicate_7	-39702.41	79418.82	140215.69	31812.86	0.6849,1.2599,0.301,0.2827,5.2844,0.1553,0.1363
sec_contact_sym_mig_size	Round_4_Replicate_8	-38636.2	77286.4	238682.0	33375.61	0.2178,0.9263,0.4279,0.2346,7.0631,0.2005,0.1569
sec_contact_sym_mig_size	Round_4_Replicate_9	-44246.53	88507.06	189102.29	31315.2	0.2545,3.3774,0.3711,0.379,4.5684,0.1126,0.2346
sec_contact_sym_mig_size	Round_4_Replicate_10	-45762.17	91538.34	196187.25	28397.0	0.5328,1.8488,0.4835,0.4567,3.6395,0.04,0.3373
sec_contact_sym_mig_size	Round_4_Replicate_11	-35346.1	70706.2	126122.97	34433.52	0.2467,0.937,0.4461,0.2223,5.2521,0.1419,0.2747
sec_contact_sym_mig_size	Round_4_Replicate_12	-34967.46	69948.92	155751.29	35514.5	0.3588,3.5696,0.3153,0.2203,6.8515,0.105,0.1849
sec_contact_sym_mig_size	Round_4_Replicate_13	-32783.52	65581.04	95132.09	40707.99	0.7723,0.944,0.2468,0.1869,6.4916,0.0683,0.2204
sec_contact_sym_mig_size	Round_4_Replicate_14	-28229.96	56473.92	93744.74	42470.67	0.3247,2.8638,0.2559,0.1279,8.8812,0.0925,0.1723
sec_contact_sym_mig_size	Round_4_Replicate_15	-29703.54	59421.08	81829.08	36530.11	0.7537,1.1888,0.3465,0.1355,6.4029,0.1891,0.1854
sec_contact_sym_mig_size	Round_4_Replicate_16	-54459.54	108933.08	279548.28	27980.45	0.352,1.5888,0.3922,0.6241,3.8618,0.0679,0.1577
sec_contact_sym_mig_size	Round_4_Replicate_17	-34148.54	68311.08	91433.68	38551.76	0.4158,3.1676,0.3167,0.2069,5.007,0.1377,0.3334
sec_contact_sym_mig_size	Round_4_Replicate_18	-34104.1	68222.2	94035.57	34358.52	0.4904,1.2246,0.4328,0.1944,4.5931,0.1312,0.2691
sec_contact_sym_mig_size	Round_4_Replicate_19	-47256.62	94527.24	178410.49	27727.11	0.7678,1.9634,0.4856,0.4851,3.1589,0.0472,0.2351
sec_contact_sym_mig_size	Round_4_Replicate_20	-33248.34	66510.68	93844.97	33565.37	0.3697,1.4816,0.4909,0.1602,5.244,0.2225,0.2182
sec_contact_sym_mig_size	Round_4_Replicate_21	-38163.41	76340.82	108173.46	31279.2	0.7421,0.9151,0.499,0.2629,3.596,0.0695,0.3092
sec_contact_sym_mig_size	Round_4_Replicate_22	-41018.2	82050.4	109615.3	31300.18	0.3411,1.6086,0.4643,0.3112,3.1033,0.0928,0.3601
sec_contact_sym_mig_size	Round_4_Replicate_23	-34930.34	69874.68	82596.89	40039.76	0.2873,2.2308,0.307,0.1678,4.4575,0.0791,0.2465
sec_contact_sym_mig_size	Round_4_Replicate_24	-49855.67	99725.34	170589.0	29099.26	0.3838,1.7077,0.3619,0.4292,3.8554,0.1459,0.137
sec_contact_sym_mig_size	Round_4_Replicate_25	-47058.25	94130.5	130987.0	28493.01	0.5425,3.0112,0.401,0.3717,3.0729,0.1863,0.1792
sec_contact_sym_mig_size	Round_4_Replicate_26	-49584.46	99182.92	219220.43	29184.16	0.7514,1.7414,0.344,0.5043,4.1678,0.0683,0.1608
sec_contact_sym_mig_size	Round_4_Replicate_27	-41451.56	82917.12	295702.02	33387.1	0.7133,1.2325,0.3593,0.3132,6.6399,0.0783,0.3076
sec_contact_sym_mig_size	Round_4_Replicate_28	-36686.85	73387.7	102273.21	35965.91	0.3326,1.3083,0.3438,0.2519,4.4492,0.1466,0.3265
sec_contact_sym_mig_size	Round_4_Replicate_29	-52152.54	104319.08	278151.05	27631.67	0.6012,2.0556,0.4085,0.5721,3.8384,0.063,0.1365
sec_contact_sym_mig_size	Round_4_Replicate_30	-36503.27	73020.54	217557.08	38767.44	0.2928,1.8279,0.3386,0.2166,7.7949,0.1,0.3563
sec_contact_sym_mig_size	Round_4_Replicate_31	-45862.96	91739.92	309489.21	28616.19	0.4486,1.8103,0.4199,0.3797,5.4408,0.1888,0.1739
sec_contact_sym_mig_size	Round_4_Replicate_32	-50653.84	101321.68	286976.67	27735.27	0.4029,2.3863,0.464,0.491,4.0337,0.0688,0.1224
sec_contact_sym_mig_size	Round_4_Replicate_33	-38509.66	77033.32	108765.85	30948.96	0.375,2.1026,0.5576,0.2445,3.5802,0.0756,0.3132
sec_contact_sym_mig_size	Round_4_Replicate_34	-31810.29	63634.58	87431.22	34823.53	0.7739,0.905,0.4177,0.1491,5.5302,0.1869,0.2169
sec_contact_sym_mig_size	Round_4_Replicate_35	-43456.82	86927.64	155653.38	28317.89	0.2514,1.8468,0.5537,0.3857,3.3529,0.1712,0.3847
sec_contact_sym_mig_size	Round_4_Replicate_36	-34805.81	69625.62	97599.65	33763.67	0.3531,1.0405,0.4672,0.197,4.5159,0.1216,0.2447
sec_contact_sym_mig_size	Round_4_Replicate_37	-43023.69	86061.38	204877.62	34697.82	0.3165,1.8241,0.2742,0.3356,6.0803,0.1566,0.2506
sec_contact_sym_mig_size	Round_4_Replicate_38	-36355.49	72724.98	115240.82	31151.22	0.3922,1.886,0.5729,0.2048,4.6104,0.1257,0.2379
sec_contact_sym_mig_size	Round_4_Replicate_39	-32736.42	65486.84	86309.32	42506.31	0.2726,1.0848,0.3326,0.1573,5.6202,0.2223,0.3752
sec_contact_sym_mig_size	Round_4_Replicate_40	-30730.72	61475.44	98027.24	40976.14	0.4617,1.0107,0.2885,0.1632,7.0617,0.0838,0.2407
