Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m, T1, T2)
sec_contact_sym_mig	Round_2_Replicate_13	-78220.76	156451.52	675646.79	24422.86	0.325,1.4177,5.8794,0.2658,0.0867
sec_contact_sym_mig	Round_2_Replicate_14	-108597.11	217204.22	278614.6	17244.41	0.2502,1.581,1.3797,1.9658,0.8438
sec_contact_sym_mig	Round_2_Replicate_15	-25049.41	50108.82	67835.15	26791.8	0.3858,0.1842,5.9927,2.0439,0.2215
sec_contact_sym_mig	Round_2_Replicate_16	-110082.53	220175.06	300328.56	15094.91	0.4549,1.5966,0.6446,1.7771,0.7208
sec_contact_sym_mig	Round_2_Replicate_17	-71366.96	142743.92	290610.89	21461.88	0.57,1.0667,4.0328,0.5051,0.0925
sec_contact_sym_mig	Round_2_Replicate_18	-62960.51	125931.02	1068662.27	13678.48	0.572,1.5344,4.7915,2.7151,0.1803
sec_contact_sym_mig	Round_2_Replicate_19	-297605.91	595221.82	23920363.39	15762.24	0.5168,0.8598,0.6563,3.1953,0.0834
sec_contact_sym_mig	Round_2_Replicate_20	-88740.91	177491.82	265363.77	23328.47	0.6102,0.8229,0.614,0.2535,0.1795
sec_contact_sym_mig	Round_3_Replicate_1	-36445.36	72900.72	117329.29	28980.97	0.5592,0.2788,3.8696,0.8437,0.6062
sec_contact_sym_mig	Round_3_Replicate_2	-64952.42	129914.84	152872.5	20730.42	0.2996,0.2053,1.6857,4.2086,0.4511
sec_contact_sym_mig	Round_3_Replicate_3	-31778.4	63566.8	131429.21	27239.2	0.6519,0.1089,8.573,2.2472,0.3695
sec_contact_sym_mig	Round_3_Replicate_4	-22599.94	45209.88	53658.04	40676.06	0.1432,0.064,13.9707,3.4577,0.2334
sec_contact_sym_mig	Round_3_Replicate_5	-35600.82	71211.64	99177.49	18356.14	1.2097,0.3003,4.35,1.5354,0.1519
sec_contact_sym_mig	Round_3_Replicate_6	-24438.42	48886.84	63152.03	41586.24	0.2527,0.109,9.2681,0.9874,0.1473
sec_contact_sym_mig	Round_3_Replicate_7	-51931.06	103872.12	107400.36	13900.53	0.2002,0.2516,3.8243,7.1181,0.2256
sec_contact_sym_mig	Round_3_Replicate_8	-50601.85	101213.7	2368541.42	13139.36	1.2048,0.5259,6.1136,3.6233,0.4277
sec_contact_sym_mig	Round_3_Replicate_9	-24044.71	48099.42	69773.25	72586.12	0.1256,0.0511,19.2909,2.4216,0.2826
sec_contact_sym_mig	Round_3_Replicate_10	-26478.13	52966.26	74700.43	13279.54	0.7505,0.4021,2.678,6.2282,0.8468
sec_contact_sym_mig	Round_3_Replicate_11	-26801.46	53612.92	66047.07	24307.67	0.7018,0.1472,6.8743,1.6907,0.1238
sec_contact_sym_mig	Round_3_Replicate_12	-30418.7	60847.4	74458.69	38706.38	0.3709,0.1535,5.3006,0.6351,0.2555
sec_contact_sym_mig	Round_3_Replicate_13	-41844.91	83699.82	813578.71	11452.81	1.1634,0.4327,6.1851,5.381,0.2262
sec_contact_sym_mig	Round_3_Replicate_14	-26237.39	52484.78	58223.25	11463.8	0.6824,0.1469,5.3259,7.7057,0.2193
sec_contact_sym_mig	Round_3_Replicate_15	-56942.37	113894.74	864104.21	16844.23	1.5655,0.4707,4.4896,1.0029,0.2431
sec_contact_sym_mig	Round_3_Replicate_16	-44138.71	88287.42	153059.58	21409.16	0.3107,0.3153,8.1953,3.036,0.1023
sec_contact_sym_mig	Round_3_Replicate_17	-44695.57	89401.14	606109.16	31132.86	0.2554,0.3172,10.343,2.1257,0.5009
sec_contact_sym_mig	Round_3_Replicate_18	-38519.04	77048.08	93624.3	12465.69	0.9904,0.1982,1.9147,6.0309,0.5619
sec_contact_sym_mig	Round_3_Replicate_19	-30464.37	60938.74	106131.72	30751.43	0.6519,0.1326,9.3312,0.6992,0.0892
sec_contact_sym_mig	Round_3_Replicate_20	-41915.74	83841.48	116688.54	23185.01	1.3001,0.0829,8.9274,0.8822,0.0849
sec_contact_sym_mig	Round_3_Replicate_21	-74309.33	148628.66	168569.37	25070.21	0.1964,0.6128,2.6329,1.8571,0.3208
sec_contact_sym_mig	Round_3_Replicate_22	-35504.33	71018.66	184511.89	21453.14	1.0391,0.1635,12.2403,1.462,0.0537
sec_contact_sym_mig	Round_3_Replicate_23	-23760.71	47531.42	52275.75	19827.06	0.1511,0.0812,11.5858,7.683,0.2214
sec_contact_sym_mig	Round_3_Replicate_24	-30770.85	61551.7	76308.18	19140.24	0.9057,0.325,2.9911,1.8727,0.2946
sec_contact_sym_mig	Round_3_Replicate_25	-44467.12	88944.24	92180.61	11625.72	0.4702,0.1946,2.2533,8.1546,0.3193
sec_contact_sym_mig	Round_3_Replicate_26	-53492.35	106994.7	642612.63	43257.92	0.8572,0.0859,16.6519,0.5446,0.4305
sec_contact_sym_mig	Round_3_Replicate_27	-55603.12	111216.24	120876.1	11738.63	0.399,0.1414,2.522,8.3809,0.2424
sec_contact_sym_mig	Round_3_Replicate_28	-26418.96	52847.92	97868.73	28691.38	0.3917,0.1866,6.8991,1.7249,0.2329
sec_contact_sym_mig	Round_3_Replicate_29	-49776.77	99563.54	101789.31	16745.65	0.5036,0.4018,1.7886,3.7432,0.3222
sec_contact_sym_mig	Round_3_Replicate_30	-52528.45	105066.9	166080.69	20573.43	0.1921,0.4171,5.0416,4.1826,0.3783
sec_contact_sym_mig	Round_4_Replicate_1	-21239.81	42489.62	56944.24	33266.67	0.12,0.0417,22.364,4.7087,0.1552
sec_contact_sym_mig	Round_4_Replicate_2	-21595.18	43200.36	63372.53	30283.36	0.1872,0.0641,15.3676,3.4917,0.1723
sec_contact_sym_mig	Round_4_Replicate_3	-21478.2	42966.4	59746.04	25891.22	0.1952,0.0648,14.6304,4.3588,0.1752
sec_contact_sym_mig	Round_4_Replicate_4	-25206.95	50423.9	72924.82	44102.81	0.2278,0.0984,10.1515,2.2492,0.3685
sec_contact_sym_mig	Round_4_Replicate_5	-22250.41	44510.82	57006.48	33500.51	0.1978,0.0775,11.6773,4.1544,0.2909
sec_contact_sym_mig	Round_4_Replicate_6	-21545.77	43101.54	58759.34	19375.85	0.2262,0.078,12.3355,6.1303,0.1971
sec_contact_sym_mig	Round_4_Replicate_7	-21445.3	42900.6	60864.1	19932.53	0.1979,0.0682,14.4273,6.5926,0.192
sec_contact_sym_mig	Round_4_Replicate_8	-24458.66	48927.32	74456.35	48783.41	0.2101,0.0669,13.8884,3.0617,0.3521
sec_contact_sym_mig	Round_4_Replicate_9	-24025.77	48061.54	92585.34	35162.76	0.2473,0.0983,11.9418,3.0741,0.3251
sec_contact_sym_mig	Round_4_Replicate_10	-25449.13	50908.26	107836.78	53143.72	0.1906,0.0733,16.4975,1.7527,0.2726
sec_contact_sym_mig	Round_4_Replicate_11	-21389.88	42789.76	58619.91	26229.66	0.1457,0.0441,20.5816,5.3644,0.1487
sec_contact_sym_mig	Round_4_Replicate_12	-21260.55	42531.1	55900.65	26583.49	0.1382,0.0483,19.1957,5.9598,0.1724
sec_contact_sym_mig	Round_4_Replicate_13	-22755.1	45520.2	63932.08	33987.69	0.2525,0.0939,10.3794,2.0767,0.1967
sec_contact_sym_mig	Round_4_Replicate_14	-22092.96	44195.92	54841.54	26958.27	0.2456,0.0918,9.5908,3.8056,0.2467
sec_contact_sym_mig	Round_4_Replicate_15	-23366.43	46742.86	69814.52	36572.5	0.2072,0.0977,11.4279,1.9276,0.1834
sec_contact_sym_mig	Round_4_Replicate_16	-21835.52	43681.04	56671.82	41128.35	0.141,0.0548,16.7778,6.3578,0.306
sec_contact_sym_mig	Round_4_Replicate_17	-21216.22	42442.44	57743.06	26809.44	0.1412,0.0455,20.1083,7.1364,0.1966
sec_contact_sym_mig	Round_4_Replicate_18	-25175.99	50361.98	65016.39	47483.67	0.2045,0.0881,10.2443,2.446,0.3732
sec_contact_sym_mig	Round_4_Replicate_19	-29787.3	59584.6	65945.39	74322.06	0.1217,0.0736,11.088,2.1134,0.3776
sec_contact_sym_mig	Round_4_Replicate_20	-21612.15	43234.3	57009.92	38274.15	0.1524,0.0523,17.385,2.5675,0.1457
sec_contact_sym_mig	Round_4_Replicate_21	-21742.13	43494.26	51946.21	22801.89	0.2024,0.0736,11.9747,4.8636,0.1796
sec_contact_sym_mig	Round_4_Replicate_22	-21587.18	43184.36	58780.16	26815.06	0.2177,0.0744,12.4056,4.5103,0.231
sec_contact_sym_mig	Round_4_Replicate_23	-22074.81	44159.62	55126.48	27213.29	0.2478,0.0754,11.1586,3.3215,0.1806
sec_contact_sym_mig	Round_4_Replicate_24	-21531.08	43072.16	58405.96	22068.52	0.2549,0.088,10.5443,5.6466,0.266
sec_contact_sym_mig	Round_4_Replicate_25	-21424.35	42858.7	56923.2	33313.83	0.1521,0.0533,17.3306,3.5776,0.1635
sec_contact_sym_mig	Round_4_Replicate_26	-22089.22	44188.44	60211.79	33803.63	0.1978,0.0747,13.2644,2.3148,0.1469
sec_contact_sym_mig	Round_4_Replicate_27	-22100.07	44210.14	56150.78	34576.18	0.1809,0.0701,12.7638,6.235,0.3534
sec_contact_sym_mig	Round_4_Replicate_28	-21962.25	43934.5	63145.36	35448.18	0.1955,0.0679,14.1479,2.677,0.1875
sec_contact_sym_mig	Round_4_Replicate_29	-21748.79	43507.58	57589.49	46751.32	0.1351,0.0466,19.564,1.7802,0.1241
sec_contact_sym_mig	Round_4_Replicate_30	-22899.33	45808.66	71415.43	34028.72	0.2376,0.0866,11.6128,4.8625,0.3965
sec_contact_sym_mig	Round_4_Replicate_31	-22273.58	44557.16	60742.83	35923.19	0.1866,0.0748,12.8173,5.8464,0.3711
sec_contact_sym_mig	Round_4_Replicate_32	-21615.91	43241.82	65327.33	18857.69	0.2527,0.0747,12.8685,6.5611,0.2131
sec_contact_sym_mig	Round_4_Replicate_33	-22354.04	44718.08	54508.11	38669.24	0.1943,0.0708,12.4916,1.776,0.1424
sec_contact_sym_mig	Round_4_Replicate_34	-21460.06	42930.12	60228.38	47208.6	0.1121,0.0395,24.3362,2.2008,0.1201
sec_contact_sym_mig	Round_4_Replicate_35	-23797.06	47604.12	62186.81	52962.78	0.1345,0.0682,14.7945,2.311,0.2467
sec_contact_sym_mig	Round_4_Replicate_36	-21533.28	43076.56	60305.88	42225.95	0.1318,0.0461,20.8307,2.3184,0.1287
sec_contact_sym_mig	Round_4_Replicate_37	-21832.51	43675.02	61143.77	41441.0	0.1553,0.0542,17.2768,2.9559,0.1951
sec_contact_sym_mig	Round_4_Replicate_38	-21737.95	43485.9	54229.19	23923.66	0.1766,0.055,15.8051,4.7134,0.1424
sec_contact_sym_mig	Round_4_Replicate_39	-24067.06	48144.12	68388.59	59793.57	0.1595,0.0577,16.0339,2.4835,0.299
sec_contact_sym_mig	Round_4_Replicate_40	-21472.88	42955.76	58193.43	24156.82	0.2206,0.0743,12.4613,4.9215,0.2145
