Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m, T1, T2)
sym_mig_size	Round_1_Replicate_1	-147771.17	295556.34	718844.62	16507.48	1.6269,1.2725,0.6011,0.65,0.199,2.0034,0.5523
sym_mig_size	Round_1_Replicate_2	-96747.22	193508.44	335032.65	17881.95	1.8856,0.4772,0.3536,0.3854,0.4905,4.2647,0.1724
sym_mig_size	Round_1_Replicate_3	-90824.42	181662.84	341832.3	8442.67	0.2238,2.2751,5.2581,0.6324,0.7168,0.4079,2.5412
sym_mig_size	Round_1_Replicate_4	-111178.4	222370.8	57968578.67	11742.6	0.5632,2.6479,1.5919,6.0792,4.1041,4.3485,0.1396
sym_mig_size	Round_1_Replicate_5	-45049.28	90112.56	113381.91	51022.32	0.55,0.7145,0.2891,0.2066,4.04,1.9226,1.7986
sym_mig_size	Round_1_Replicate_6	-54609.05	109232.1	139763.27	36225.19	0.2107,1.3338,0.3931,0.2961,2.0209,0.2861,1.7323
sym_mig_size	Round_1_Replicate_7	-117870.13	235754.26	503418.63	30150.03	0.1679,1.9222,0.5273,0.2542,0.648,0.7373,0.3425
sym_mig_size	Round_1_Replicate_8	-78522.01	157058.02	2010311.41	15993.96	0.9995,0.2379,1.8369,0.7464,3.1503,1.8289,0.8666
sym_mig_size	Round_1_Replicate_9	-225149.54	450313.08	2112253.14	36724.07	0.2261,0.6584,0.2909,0.1302,0.357,1.7664,4.5581
sym_mig_size	Round_1_Replicate_10	-64229.08	128472.16	245846.86	18532.92	2.6777,0.7834,0.4852,1.2652,2.1535,0.5984,1.7963
sym_mig_size	Round_2_Replicate_1	-48756.72	97527.44	522174.05	43465.91	0.5477,0.2827,0.4472,0.2156,8.794,4.1205,3.3352
sym_mig_size	Round_2_Replicate_2	-43790.23	87594.46	119146.93	180279.3	1.54,0.2892,0.0931,0.055,16.2151,1.9101,1.9181
sym_mig_size	Round_2_Replicate_3	-85463.25	170940.5	298966.52	62000.43	0.434,2.6585,0.2518,0.1287,1.8989,5.6984,3.7427
sym_mig_size	Round_2_Replicate_4	-53822.72	107659.44	155973.53	32595.18	0.4395,0.2023,0.74,0.2008,2.6718,4.7694,0.9924
sym_mig_size	Round_2_Replicate_5	-82647.93	165309.86	14217706.46	22740.27	0.3084,0.5283,0.8871,0.5696,8.9764,1.4937,0.8785
sym_mig_size	Round_2_Replicate_6	-51417.13	102848.26	395339.63	30103.21	0.3071,1.441,0.346,0.5367,5.3947,3.8571,0.8975
sym_mig_size	Round_2_Replicate_7	-67203.43	134420.86	475417.81	80049.96	0.4232,0.2707,0.0996,0.3372,13.7157,0.7422,6.8735
sym_mig_size	Round_2_Replicate_8	-65527.4	131068.8	3361920.09	20815.77	2.1268,0.2667,0.6524,0.7255,6.4516,4.2001,2.0151
sym_mig_size	Round_2_Replicate_9	-68431.32	136876.64	176161.99	48173.98	0.5915,0.3372,0.2442,0.2763,2.1311,2.3947,6.208
sym_mig_size	Round_2_Replicate_10	-63813.88	127641.76	1973190.97	28762.0	0.3668,1.9716,1.0891,0.2296,9.7174,1.8474,1.9487
sym_mig_size	Round_2_Replicate_11	-51152.99	102319.98	137187.09	26851.12	0.2253,0.8352,0.6431,0.3305,1.6844,3.3815,5.215
sym_mig_size	Round_2_Replicate_12	-86459.21	172932.42	274732.24	50038.05	0.1678,0.3888,0.2557,0.211,1.4938,0.5662,2.4815
sym_mig_size	Round_2_Replicate_13	-57812.48	115638.96	149467.83	25523.19	0.1862,0.2649,0.4724,0.6587,1.8297,0.9412,1.8585
sym_mig_size	Round_2_Replicate_14	-51102.97	102219.94	345963.36	29627.28	0.2066,1.0418,0.8975,0.2364,5.5813,1.6557,1.3834
sym_mig_size	Round_2_Replicate_15	-66484.33	132982.66	1051716.71	39526.55	1.5885,0.9577,0.2169,0.6372,9.2164,2.6335,3.7134
sym_mig_size	Round_2_Replicate_16	-60862.19	121738.38	731609.06	26971.71	0.4865,1.2925,0.3545,0.7866,5.5242,2.2438,4.9388
sym_mig_size	Round_2_Replicate_17	-39785.97	79585.94	114075.36	25996.43	0.935,1.5678,0.6924,0.3031,2.9116,0.568,0.9591
sym_mig_size	Round_2_Replicate_18	-100070.1	200154.2	421940.31	29009.08	1.9949,0.6191,0.5993,0.0941,1.3547,4.4132,1.0232
