Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m, T1, T2)
sym_mig_size	Round_1_Replicate_1	-95381.27	190776.54	666909.16	16384.15	4.4693,0.8128,0.3198,4.5179,3.3321,0.2922,2.7268
sym_mig_size	Round_1_Replicate_2	-58829.68	117673.36	188741.66	6398.69	1.5942,0.189,2.3936,2.6994,0.5109,4.7016,5.3069
sym_mig_size	Round_1_Replicate_3	-80861.73	161737.46	824094.61	23604.01	0.3692,7.5692,3.8988,0.1544,8.4376,0.8676,1.0417
sym_mig_size	Round_1_Replicate_4	-89262.62	178539.24	3905278.8	14803.1	2.1608,1.5167,0.4093,5.1128,5.5871,1.2372,6.9057
sym_mig_size	Round_1_Replicate_5	-49105.96	98225.92	122835.83	33838.69	3.0458,0.2838,0.2955,0.1853,2.46,1.8138,0.2808
sym_mig_size	Round_1_Replicate_6	-142843.0	285700.0	624787.21	28101.4	0.5584,4.6362,0.3639,0.3883,0.3465,0.4368,0.3976
sym_mig_size	Round_1_Replicate_7	-90160.5	180335.0	297862.5	26901.24	0.2197,0.1839,2.1572,0.2365,2.0438,3.1267,0.3392
sym_mig_size	Round_1_Replicate_8	-196336.71	392687.42	1462405.11	28956.39	0.2066,1.0177,0.4762,0.1629,0.3128,2.0355,0.2417
sym_mig_size	Round_1_Replicate_9	-143583.65	287181.3	43276492.85	8087.73	4.1487,0.9152,2.7393,6.5843,1.7254,0.2058,1.1616
sym_mig_size	Round_1_Replicate_10	-113377.94	226769.88	546532.14	13928.88	0.2948,3.299,2.5778,0.1715,0.9231,0.3622,4.451
sym_mig_size	Round_2_Replicate_1	-70412.27	140838.54	181224.55	48735.6	1.8195,0.1069,0.1515,0.4753,4.3658,2.0942,0.2333
sym_mig_size	Round_2_Replicate_2	-51196.13	102406.26	134646.99	22581.55	7.0839,1.059,0.2133,0.1683,2.5072,0.8353,0.0772
sym_mig_size	Round_2_Replicate_3	-53248.17	106510.34	129154.84	56251.87	2.9831,0.2771,0.1255,0.0723,4.9505,1.3577,0.1745
sym_mig_size	Round_2_Replicate_4	-66582.11	133178.22	144621.89	37074.72	3.5813,0.2508,0.1221,0.3249,3.7678,0.9544,0.1269
sym_mig_size	Round_2_Replicate_5	-52505.69	105025.38	141894.81	18446.64	1.8143,0.4765,0.3518,0.4961,1.1796,2.4869,0.0699
sym_mig_size	Round_2_Replicate_6	-38986.79	77987.58	86826.96	32977.2	1.5309,0.6233,0.2792,0.2591,3.618,1.2252,0.4012
sym_mig_size	Round_2_Replicate_7	-33269.98	66553.96	146780.12	38847.35	1.9298,0.3281,0.4588,0.1087,9.6649,5.1433,0.3436
sym_mig_size	Round_2_Replicate_8	-33062.28	66138.56	94346.3	18268.87	4.1446,0.5126,0.4003,0.3212,3.4427,5.8728,0.163
sym_mig_size	Round_2_Replicate_9	-54140.22	108294.44	213220.65	30488.21	9.0787,0.1017,1.0181,0.1854,4.8366,0.6563,0.8413
sym_mig_size	Round_2_Replicate_10	-99422.38	198858.76	351982.37	42994.87	1.6523,0.1252,0.2761,0.1817,1.1607,2.6641,0.7824
sym_mig_size	Round_2_Replicate_11	-36124.06	72262.12	78393.05	40642.28	2.2005,0.5539,0.1814,0.1667,5.675,0.6283,0.2231
sym_mig_size	Round_2_Replicate_12	-56715.71	113445.42	175558.23	17056.78	6.3925,0.6755,1.0736,0.5822,1.2715,0.7237,0.4343
