Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, T1, T2)
sec_contact_asym_mig	Round_3_Replicate_11	-93722.59	187457.18	274000.3	29026.55	0.4227,0.4517,0.5621,1.3181,0.3783,5.4244
sec_contact_asym_mig	Round_3_Replicate_12	-47991.35	95994.7	185670.97	21926.73	1.1988,0.2714,2.7912,3.9375,0.2899,0.8709
sec_contact_asym_mig	Round_3_Replicate_13	-48367.16	96746.32	682476.06	32155.74	0.5335,0.2897,6.8309,8.2765,0.4288,1.0621
sec_contact_asym_mig	Round_3_Replicate_14	-55172.31	110356.62	1520423.36	11149.86	2.8933,0.3582,5.1057,5.9129,3.8781,1.0794
sec_contact_asym_mig	Round_3_Replicate_15	-78792.96	157597.92	283628.67	46173.63	0.4394,0.1182,1.8346,1.9875,0.5908,3.7151
sec_contact_asym_mig	Round_3_Replicate_16	-43470.45	86952.9	186901.47	34493.78	0.355,0.4337,6.4466,3.0581,1.2158,2.1573
sec_contact_asym_mig	Round_3_Replicate_17	-34915.01	69842.02	137870.84	18924.05	1.2427,0.0925,3.9585,13.2304,3.0657,0.781
sec_contact_asym_mig	Round_3_Replicate_18	-45497.57	91007.14	150580.17	19260.93	1.364,0.161,0.5846,7.3139,0.5651,2.0567
sec_contact_asym_mig	Round_3_Replicate_19	-73602.92	147217.84	207032.02	20967.46	0.5984,0.3434,0.6601,1.1032,2.3979,1.0854
sec_contact_asym_mig	Round_3_Replicate_20	-53145.66	106303.32	221400.36	43579.92	0.3677,0.2251,1.1361,9.4259,4.1127,0.9025
sec_contact_asym_mig	Round_3_Replicate_21	-36796.96	73605.92	99079.35	13891.17	1.3497,0.3937,1.4356,2.1646,3.1072,1.2986
sec_contact_asym_mig	Round_3_Replicate_22	-59053.8	118119.6	1086682.21	12835.57	1.6804,0.6808,1.084,4.9275,0.2757,3.7095
sec_contact_asym_mig	Round_3_Replicate_23	-59919.21	119850.42	180507.51	53079.85	0.3998,0.2135,5.55,1.4506,0.2779,4.4479
sec_contact_asym_mig	Round_3_Replicate_24	-62482.5	124977.0	193426.69	54706.29	0.4118,0.2309,6.7323,1.08,1.2691,2.4147
sec_contact_asym_mig	Round_3_Replicate_25	-49185.27	98382.54	140534.83	51823.94	0.4237,0.1009,0.7316,11.1904,0.7111,0.7508
sec_contact_asym_mig	Round_3_Replicate_26	-48529.71	97071.42	131372.98	21449.09	1.1223,0.1074,0.7074,5.848,1.9207,0.8613
sec_contact_asym_mig	Round_3_Replicate_27	-52333.25	104678.5	186308.79	32510.82	0.6354,0.2355,0.6012,6.78,1.5719,1.2067
sec_contact_asym_mig	Round_3_Replicate_28	-42398.66	84809.32	145919.6	63219.73	0.3709,0.0625,3.1028,20.1848,1.2056,2.1769
sec_contact_asym_mig	Round_3_Replicate_29	-43867.71	87747.42	139762.44	15506.45	1.6925,0.1729,0.6422,6.4098,0.3868,4.0285
sec_contact_asym_mig	Round_3_Replicate_30	-62606.08	125224.16	333674.61	17721.37	3.1433,0.1357,5.39,8.701,1.1977,1.1624
sec_contact_asym_mig	Round_4_Replicate_1	-32144.6	64301.2	149509.42	15765.11	1.2649,0.1266,3.3793,10.9135,6.8258,1.3423
sec_contact_asym_mig	Round_4_Replicate_2	-35776.48	71564.96	122314.65	12756.48	1.9582,0.0704,2.3593,16.4643,5.6203,1.017
sec_contact_asym_mig	Round_4_Replicate_3	-39205.52	78423.04	126943.87	16411.97	1.5964,0.0961,2.2238,11.1156,2.2881,0.633
sec_contact_asym_mig	Round_4_Replicate_4	-38827.58	77667.16	210020.53	16804.87	1.5431,0.1074,3.1169,14.2849,3.4402,1.5584
sec_contact_asym_mig	Round_4_Replicate_5	-36514.46	73040.92	196916.84	20711.37	1.168,0.098,6.6607,13.2306,3.1744,0.7034
sec_contact_asym_mig	Round_4_Replicate_6	-31465.29	62942.58	97868.2	10188.71	1.9301,0.1191,2.1461,8.7382,7.9035,0.8255
sec_contact_asym_mig	Round_4_Replicate_7	-31730.22	63472.44	115860.72	13583.75	1.5171,0.0959,3.8217,11.8157,4.4752,0.4297
sec_contact_asym_mig	Round_4_Replicate_8	-32552.17	65116.34	99514.24	18306.37	1.1333,0.0825,3.3303,12.345,3.4192,0.5279
sec_contact_asym_mig	Round_4_Replicate_9	-34035.03	68082.06	114434.93	11679.82	1.9936,0.0874,2.7109,12.7316,6.2921,0.9014
sec_contact_asym_mig	Round_4_Replicate_10	-35186.06	70384.12	140444.67	17269.94	1.4262,0.0771,4.0231,16.1909,4.1574,0.981
sec_contact_asym_mig	Round_4_Replicate_11	-30133.81	60279.62	102043.14	11441.33	1.6368,0.0852,4.3988,12.1281,6.1465,0.3746
sec_contact_asym_mig	Round_4_Replicate_12	-33610.11	67232.22	114206.78	11778.3	1.8534,0.1705,2.1937,6.3952,5.7754,1.2294
sec_contact_asym_mig	Round_4_Replicate_13	-31232.33	62476.66	135487.73	17710.1	1.046,0.1304,2.9226,10.6897,5.3068,1.0211
sec_contact_asym_mig	Round_4_Replicate_14	-33536.13	67084.26	235140.38	12404.58	1.6277,0.1359,4.9057,11.2334,6.8433,0.881
sec_contact_asym_mig	Round_4_Replicate_15	-34464.7	68941.4	97983.04	16071.11	1.3471,0.1289,2.3393,7.125,4.7176,1.2577
sec_contact_asym_mig	Round_4_Replicate_16	-25671.64	51355.28	68940.15	12666.14	1.1227,0.1799,2.46,5.5309,5.5804,0.4216
sec_contact_asym_mig	Round_4_Replicate_17	-31692.22	63396.44	95854.45	26755.63	0.7022,0.0879,3.1334,12.2612,2.3936,0.5179
sec_contact_asym_mig	Round_4_Replicate_18	-35909.47	71830.94	124783.54	28945.66	0.6935,0.1427,2.9368,8.6191,2.2128,1.2742
sec_contact_asym_mig	Round_4_Replicate_19	-27218.71	54449.42	91212.04	15801.48	0.9532,0.1274,3.1429,9.0723,5.0527,0.5006
sec_contact_asym_mig	Round_4_Replicate_20	-26137.0	52286.0	60616.39	15762.27	0.8882,0.1492,2.7355,5.6577,4.188,0.3223
sec_contact_asym_mig	Round_4_Replicate_21	-41659.32	83330.64	306534.48	25861.06	0.9847,0.1316,6.9246,11.3137,3.015,1.2201
sec_contact_asym_mig	Round_4_Replicate_22	-42252.9	84517.8	255113.82	19329.98	1.5048,0.081,3.9299,20.0098,1.7407,1.3112
sec_contact_asym_mig	Round_4_Replicate_23	-36014.82	72041.64	139235.18	13913.38	1.8674,0.0854,4.8763,13.0512,5.0079,0.7889
sec_contact_asym_mig	Round_4_Replicate_24	-34924.26	69860.52	105653.97	17089.54	1.3746,0.0817,3.6641,11.776,4.5178,0.9532
sec_contact_asym_mig	Round_4_Replicate_25	-37343.17	74698.34	191839.33	20710.93	1.1989,0.1225,5.1624,10.7255,1.6126,0.4117
sec_contact_asym_mig	Round_4_Replicate_26	-30254.44	60520.88	125713.04	14744.83	1.2727,0.0738,6.3985,15.59,4.8459,0.3553
sec_contact_asym_mig	Round_4_Replicate_27	-31775.65	63563.3	97580.22	25631.37	0.7767,0.0723,4.0337,14.4526,2.882,0.6227
sec_contact_asym_mig	Round_4_Replicate_28	-39677.93	79367.86	147859.94	23538.6	1.1456,0.0931,3.8978,12.4871,1.7735,1.2316
sec_contact_asym_mig	Round_4_Replicate_29	-26002.46	52016.92	96642.89	16790.2	0.7587,0.1369,3.353,9.5467,6.5278,0.66
sec_contact_asym_mig	Round_4_Replicate_30	-35186.43	70384.86	146238.46	15125.81	1.5446,0.1385,4.1805,8.0876,3.7623,0.7229
sec_contact_asym_mig	Round_4_Replicate_31	-37323.57	74659.14	246694.26	26281.66	0.7866,0.1561,6.0085,9.6122,2.7644,1.0798
sec_contact_asym_mig	Round_4_Replicate_32	-32706.22	65424.44	114647.4	14368.6	1.462,0.0638,3.6324,18.0869,5.1846,0.5102
sec_contact_asym_mig	Round_4_Replicate_33	-26769.59	53551.18	67054.53	15223.89	0.8523,0.1266,2.5006,6.9398,7.5414,0.7487
sec_contact_asym_mig	Round_4_Replicate_34	-40271.26	80554.52	144968.39	16251.12	1.9231,0.0636,4.2108,18.0206,2.8632,0.9891
sec_contact_asym_mig	Round_4_Replicate_35	-34138.56	68289.12	246010.8	9234.15	2.2039,0.157,2.5462,11.2136,10.0501,1.3492
sec_contact_asym_mig	Round_4_Replicate_36	-43626.06	87264.12	132993.07	14966.92	1.9692,0.1399,2.2637,6.6918,1.7041,0.3831
sec_contact_asym_mig	Round_4_Replicate_37	-29534.01	59080.02	126837.63	14616.21	1.2054,0.1104,4.0545,11.5624,5.5408,0.6171
sec_contact_asym_mig	Round_4_Replicate_38	-33983.06	67978.12	159861.2	29077.55	0.7237,0.0917,6.6961,14.0301,1.6524,0.5063
sec_contact_asym_mig	Round_4_Replicate_39	-32941.01	65894.02	110612.38	25736.04	0.8265,0.0721,3.9313,15.8007,3.2589,0.8504
sec_contact_asym_mig	Round_4_Replicate_40	-36433.27	72878.54	145467.95	21416.03	1.172,0.0877,4.9605,13.4733,1.5863,0.3656
