Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, T1, T2)
sec_contact_asym_mig	Round_1_Replicate_1	-104517.78	209047.56	4058567.95	12379.64	2.743,1.7336,2.397,2.0751,0.4517,0.2705
sec_contact_asym_mig	Round_1_Replicate_2	-70781.87	141575.74	236924.54	13815.81	2.038,0.2356,0.7097,1.4304,0.3063,3.2549
sec_contact_asym_mig	Round_1_Replicate_3	-119615.66	239243.32	500056.11	23793.38	2.5949,0.2477,3.4211,0.7469,0.9591,4.3385
sec_contact_asym_mig	Round_1_Replicate_4	-59050.51	118113.02	1377662.83	4204.65	8.3427,0.4173,2.1397,6.1842,8.108,0.6845
sec_contact_asym_mig	Round_1_Replicate_5	-135588.74	271189.48	946889.52	20955.84	0.5712,4.509,0.129,3.1167,0.6882,3.7952
sec_contact_asym_mig	Round_1_Replicate_6	-91389.6	182791.2	315367.57	14534.61	1.4521,1.3458,0.2208,1.1288,0.525,0.4774
sec_contact_asym_mig	Round_1_Replicate_7	-58224.72	116461.44	689666.89	15669.6	1.4304,0.5632,0.7579,5.2078,0.6503,2.1395
sec_contact_asym_mig	Round_1_Replicate_8	-154696.6	309405.2	723639.5	12142.98	0.6763,0.6387,0.3116,0.2292,5.0848,0.8212
sec_contact_asym_mig	Round_1_Replicate_9	-66892.11	133796.22	218798.3	33541.78	0.8404,0.2875,4.2292,1.1914,2.5962,4.4708
sec_contact_asym_mig	Round_1_Replicate_10	-72191.18	144394.36	259296.04	6748.91	0.2464,6.4145,6.6551,0.8336,1.8636,4.154
sec_contact_asym_mig	Round_2_Replicate_1	-79661.42	159334.84	5556606.71	12376.61	2.4695,0.4585,0.7241,10.8524,0.2609,1.9087
sec_contact_asym_mig	Round_2_Replicate_2	-64613.43	129238.86	2238541.28	6577.89	4.0132,1.1107,1.7789,2.5736,1.1674,6.7987
sec_contact_asym_mig	Round_2_Replicate_3	-70512.9	141037.8	352386.13	39898.32	0.4114,0.4277,0.9237,6.6384,1.221,1.4984
sec_contact_asym_mig	Round_2_Replicate_4	-77803.66	155619.32	270763.52	13763.78	2.7848,0.1762,0.681,2.6272,0.7311,0.6396
sec_contact_asym_mig	Round_2_Replicate_5	-53793.98	107599.96	143173.99	32780.42	0.5465,0.225,1.3267,2.7692,0.6139,2.7981
sec_contact_asym_mig	Round_2_Replicate_6	-105895.28	211802.56	356502.94	39254.37	0.4062,0.2651,0.2409,2.0481,0.2186,4.5653
sec_contact_asym_mig	Round_2_Replicate_7	-82572.88	165157.76	283024.47	22254.69	1.9458,0.2107,2.9699,1.8934,0.178,2.0851
sec_contact_asym_mig	Round_2_Replicate_8	-47599.7	95211.4	121362.08	34228.72	0.461,0.2932,2.2337,2.8465,2.332,5.3323
sec_contact_asym_mig	Round_2_Replicate_9	-49935.99	99883.98	185346.72	17405.99	0.749,0.8989,1.9862,1.8509,0.8748,1.5009
sec_contact_asym_mig	Round_2_Replicate_10	-87355.64	174723.28	301267.82	17493.18	0.9414,1.278,0.2793,1.7766,0.3702,0.6297
sec_contact_asym_mig	Round_2_Replicate_11	-61561.9	123135.8	321864.8	29236.0	0.7354,0.3603,0.3073,6.3663,0.1931,2.7519
sec_contact_asym_mig	Round_2_Replicate_12	-105374.53	210761.06	49675577.37	6572.63	5.1213,0.7446,0.7353,12.089,0.7571,3.6597
sec_contact_asym_mig	Round_2_Replicate_13	-68976.36	137964.72	272830.34	11344.56	3.2417,0.5964,1.4676,1.3726,0.2553,1.9729
sec_contact_asym_mig	Round_2_Replicate_14	-58958.55	117929.1	290950.42	26651.63	0.4988,0.6261,1.9597,4.1531,1.9061,4.8406
sec_contact_asym_mig	Round_2_Replicate_15	-42288.09	84588.18	113838.27	26698.88	0.8089,0.1823,2.1399,4.1642,1.0198,1.5099
sec_contact_asym_mig	Round_2_Replicate_16	-56316.13	112644.26	208989.6	13833.63	1.7585,0.5198,0.276,2.8233,0.4819,2.3604
sec_contact_asym_mig	Round_2_Replicate_17	-69396.99	138805.98	232265.88	28501.74	0.7701,0.1826,1.4019,1.5992,1.3475,6.6361
sec_contact_asym_mig	Round_2_Replicate_18	-51701.97	103415.94	322914.45	23370.59	0.7916,0.4424,1.6432,5.0197,0.364,0.9165
sec_contact_asym_mig	Round_2_Replicate_19	-74675.9	149363.8	235286.51	18485.1	0.6249,1.4507,1.3057,1.4495,0.2701,0.673
sec_contact_asym_mig	Round_2_Replicate_20	-104515.58	209043.16	121132888.01	5131.67	5.8365,1.2526,0.1845,11.1047,0.732,8.763
sec_contact_asym_mig	Round_3_Replicate_1	-41612.47	83236.94	175133.82	15053.53	1.74,0.1464,0.9112,9.6684,1.9415,5.0167
sec_contact_asym_mig	Round_3_Replicate_2	-41021.78	82055.56	137096.08	50991.97	0.4826,0.0513,1.748,23.8508,0.4651,1.0947
sec_contact_asym_mig	Round_3_Replicate_3	-37905.63	75823.26	130391.47	18766.83	1.2752,0.1699,3.202,5.971,2.1582,0.9015
sec_contact_asym_mig	Round_3_Replicate_4	-125894.2	251800.4	636920.03	45166.11	1.0205,0.1152,4.6681,1.092,0.7977,4.1976
sec_contact_asym_mig	Round_3_Replicate_5	-45414.22	90840.44	119469.59	29933.13	0.5779,0.1168,1.8514,4.0928,2.9867,1.1083
sec_contact_asym_mig	Round_3_Replicate_6	-107211.36	214434.72	567961.64	36189.18	2.61,0.1714,8.2095,2.9579,0.7906,3.216
sec_contact_asym_mig	Round_3_Replicate_7	-59879.21	119770.42	168337.46	19429.85	0.9378,0.4077,0.7175,1.3139,0.2578,2.848
sec_contact_asym_mig	Round_3_Replicate_8	-63813.87	127639.74	894933.96	18538.9	1.5394,0.6596,5.0008,1.1986,2.1109,1.9207
sec_contact_asym_mig	Round_3_Replicate_9	-60006.66	120025.32	443276.04	14162.34	3.1644,0.2206,3.87,6.5159,2.4397,3.9209
sec_contact_asym_mig	Round_3_Replicate_10	-42255.75	84523.5	102290.11	38930.77	0.3177,0.3147,4.3637,2.1375,0.2721,0.6606
