Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, T1, T2)
sec_contact_asym_mig	Round_1_Replicate_1	-116966.76	233945.52	465857.24	38428.45	0.2368,0.2123,1.5736,0.5653,0.8893,0.3983
sec_contact_asym_mig	Round_1_Replicate_2	-188335.25	376682.5	814192.53	18987.16	0.2733,1.2526,0.29,0.5396,1.3672,0.791
sec_contact_asym_mig	Round_1_Replicate_3	-116451.2	232914.4	18489868.87	8206.17	2.5664,3.4605,3.5363,1.1545,1.4089,0.3974
sec_contact_asym_mig	Round_1_Replicate_4	-142800.08	285612.16	710182.32	9004.21	6.2172,1.2394,0.1212,0.6193,0.8667,0.1628
sec_contact_asym_mig	Round_1_Replicate_5	-132603.19	265218.38	399205.22	8909.44	0.5333,1.9668,0.4016,0.3397,6.2027,0.8537
sec_contact_asym_mig	Round_1_Replicate_6	-88639.01	177290.02	305064.59	16612.55	0.9912,3.8857,0.9932,0.376,0.1879,0.1808
sec_contact_asym_mig	Round_1_Replicate_7	-143967.34	287946.68	1077251.96	9233.17	3.9148,0.7573,0.1891,0.4244,1.4716,0.4264
sec_contact_asym_mig	Round_1_Replicate_8	-126592.79	253197.58	665753.09	12340.21	3.8846,0.2144,0.2097,1.2114,0.6095,0.4443
sec_contact_asym_mig	Round_1_Replicate_9	-137273.27	274558.54	696186.09	15719.7	4.0741,0.2527,0.2314,0.61,0.2219,0.2063
sec_contact_asym_mig	Round_1_Replicate_10	-147075.08	294162.16	891574.19	24411.37	0.8586,0.3227,0.313,0.3147,0.4128,0.148
sec_contact_asym_mig	Round_2_Replicate_1	-86305.42	172622.84	331730.63	14344.38	3.1685,1.0689,1.5099,0.1074,0.0503,0.484
sec_contact_asym_mig	Round_2_Replicate_2	-101660.18	203332.36	4688027.13	18138.94	1.5013,16.1417,0.7167,0.3431,0.0894,0.0909
sec_contact_asym_mig	Round_2_Replicate_3	-149842.76	299697.52	602963.18	13515.63	0.4026,8.9191,1.8157,0.4026,0.571,0.1321
sec_contact_asym_mig	Round_2_Replicate_4	-128696.89	257405.78	493424.81	10719.65	1.3225,5.0633,0.2751,0.4216,0.6518,0.4989
sec_contact_asym_mig	Round_2_Replicate_5	-111452.8	222917.6	375872.64	14827.27	0.6239,5.8031,0.9528,0.958,0.0609,0.6094
sec_contact_asym_mig	Round_2_Replicate_6	-63406.3	126824.6	324904.81	23001.96	0.6064,1.583,2.8507,0.6546,0.0541,0.1209
sec_contact_asym_mig	Round_2_Replicate_7	-88443.48	176898.96	284165.37	17496.78	0.8047,5.1353,2.4841,0.3276,0.2448,0.0545
sec_contact_asym_mig	Round_2_Replicate_8	-73630.84	147273.68	454748.9	25100.31	0.4011,11.2478,0.3806,0.5098,0.0425,0.0458
sec_contact_asym_mig	Round_2_Replicate_9	-142686.93	285385.86	460692.53	17565.76	0.4728,4.3263,0.3351,0.7692,0.3533,0.1488
sec_contact_asym_mig	Round_2_Replicate_10	-107832.16	215676.32	285078.45	19982.52	0.3135,5.078,2.5489,0.3061,0.2184,0.0783
sec_contact_asym_mig	Round_2_Replicate_11	-75985.94	151983.88	208190.4	14531.22	0.5146,2.8221,2.5479,0.2883,0.4149,0.6427
sec_contact_asym_mig	Round_2_Replicate_12	-87874.22	175760.44	237609.83	18580.62	0.9173,2.4519,0.2689,0.1868,0.2005,0.1252
sec_contact_asym_mig	Round_2_Replicate_13	-107880.28	215772.56	277847.64	18219.06	0.4688,8.5532,0.9665,0.1205,0.1534,0.159
sec_contact_asym_mig	Round_2_Replicate_14	-126338.57	252689.14	418326.87	13466.97	1.0922,4.8944,0.275,0.8645,0.5908,0.0837
sec_contact_asym_mig	Round_2_Replicate_15	-110421.14	220854.28	754834.74	9515.36	2.1768,4.4185,0.5235,0.9569,0.7263,0.5385
sec_contact_asym_mig	Round_2_Replicate_16	-105763.09	211538.18	315965.83	13528.06	0.471,8.3363,2.3048,0.4338,0.0487,0.6114
sec_contact_asym_mig	Round_2_Replicate_17	-100340.66	200693.32	281202.6	16421.2	0.8448,4.5236,0.9541,0.3413,0.3254,0.078
sec_contact_asym_mig	Round_2_Replicate_18	-109374.05	218760.1	2460169.5	13364.31	1.4577,6.6369,1.8993,0.8767,0.1469,0.3204
sec_contact_asym_mig	Round_2_Replicate_19	-108043.0	216098.0	345328.03	14043.29	1.4319,3.6518,0.2788,0.9235,0.4964,0.0643
sec_contact_asym_mig	Round_2_Replicate_20	-95427.12	190866.24	578929.91	11791.05	2.7231,1.6614,0.3699,1.1608,0.1806,0.7014
sec_contact_asym_mig	Round_3_Replicate_1	-92662.33	185336.66	9167771.08	20088.03	2.3375,1.198,5.1522,0.577,0.0304,0.128
sec_contact_asym_mig	Round_3_Replicate_2	-79827.73	159667.46	637975.2	18542.61	1.3754,2.2902,1.2519,0.5579,0.1333,0.1038
sec_contact_asym_mig	Round_3_Replicate_3	-51507.13	103026.26	146931.92	28190.46	0.4522,0.5478,2.2854,2.4483,0.0435,0.2201
sec_contact_asym_mig	Round_3_Replicate_4	-86975.25	173962.5	2824872.16	20300.98	1.4792,2.8161,0.7317,2.6656,0.1207,0.0292
sec_contact_asym_mig	Round_3_Replicate_5	-61021.43	122054.86	413202.56	22281.43	1.6804,0.6523,6.2456,0.5538,0.1137,0.0247
sec_contact_asym_mig	Round_3_Replicate_6	-68753.47	137518.94	328566.76	24297.16	0.393,3.4561,4.057,0.369,0.0695,0.0438
sec_contact_asym_mig	Round_3_Replicate_7	-92965.17	185942.34	1456663.77	15466.74	1.3141,3.4392,2.2867,0.6377,0.0171,0.3716
sec_contact_asym_mig	Round_3_Replicate_8	-92490.37	184992.74	5078831.15	20157.88	1.1426,3.6649,1.8604,1.9723,0.0419,0.1235
sec_contact_asym_mig	Round_3_Replicate_9	-76164.49	152340.98	931315.85	20356.03	0.4815,2.0938,4.9256,2.404,0.0192,0.3539
sec_contact_asym_mig	Round_3_Replicate_10	-80004.07	160020.14	1852616.58	21348.58	1.0665,2.898,1.9371,0.3886,0.0782,0.055
sec_contact_asym_mig	Round_3_Replicate_11	-48254.24	96520.48	148416.76	26712.95	0.6007,0.546,2.1134,1.1449,0.0119,0.1452
sec_contact_asym_mig	Round_3_Replicate_12	-80126.15	160264.3	1757533.53	20470.49	0.8252,2.8662,4.3878,0.3727,0.0562,0.1188
sec_contact_asym_mig	Round_3_Replicate_13	-59446.58	118905.16	235807.34	22936.96	0.8839,1.0105,1.2876,0.2852,0.0256,0.1458
sec_contact_asym_mig	Round_3_Replicate_14	-55503.33	111018.66	263326.14	26240.51	0.3205,1.2295,7.615,0.8282,0.0613,0.0725
sec_contact_asym_mig	Round_3_Replicate_15	-52244.3	104500.6	211880.48	27238.49	0.4882,0.7585,0.9927,0.539,0.0245,0.0681
sec_contact_asym_mig	Round_3_Replicate_16	-66422.77	132857.54	844388.25	19832.56	1.358,0.8796,5.467,0.4371,0.1966,0.1965
sec_contact_asym_mig	Round_3_Replicate_17	-39676.86	79365.72	122919.2	32179.23	0.305,0.5683,8.2471,0.5217,0.1788,0.3335
sec_contact_asym_mig	Round_3_Replicate_18	-42789.5	85591.0	154921.88	26671.46	0.5787,0.553,8.8972,0.7767,0.1371,0.0544
sec_contact_asym_mig	Round_3_Replicate_19	-62978.92	125969.84	409344.43	27629.38	0.3138,2.175,0.8677,0.2666,0.0305,0.0301
sec_contact_asym_mig	Round_3_Replicate_20	-97912.29	195836.58	17352604.25	21422.75	1.2314,4.2012,3.3633,0.203,0.0126,0.0932
sec_contact_asym_mig	Round_3_Replicate_21	-68250.76	136513.52	310751.68	21543.86	0.9534,1.5377,1.5635,1.3584,0.1546,0.0317
sec_contact_asym_mig	Round_3_Replicate_22	-69826.01	139664.02	499605.95	26054.81	0.3677,4.2319,1.1162,1.0278,0.026,0.0547
sec_contact_asym_mig	Round_3_Replicate_23	-92289.65	184591.3	3183861.61	18694.75	1.8258,2.8231,0.7564,0.8453,0.0515,0.1325
sec_contact_asym_mig	Round_3_Replicate_24	-71135.07	142282.14	236607.0	19121.4	1.2471,1.3059,0.8384,0.3744,0.0714,0.2312
sec_contact_asym_mig	Round_3_Replicate_25	-50442.9	100897.8	151923.32	23755.35	0.487,0.9822,4.492,0.4225,0.1128,0.2616
sec_contact_asym_mig	Round_3_Replicate_26	-84812.15	169636.3	613978.08	17045.63	0.381,3.8565,5.5426,1.6646,0.0974,0.4293
sec_contact_asym_mig	Round_3_Replicate_27	-123627.25	247266.5	39435510.25	14255.65	1.5052,4.2167,6.0004,0.4933,0.021,0.3757
sec_contact_asym_mig	Round_3_Replicate_28	-91178.14	182368.28	229681.52	29843.03	0.2954,0.6495,0.7871,0.191,0.1622,0.0297
sec_contact_asym_mig	Round_3_Replicate_29	-59957.42	119926.84	195752.25	21492.69	1.1986,0.4728,0.8362,2.3775,0.0592,0.3296
sec_contact_asym_mig	Round_3_Replicate_30	-120461.98	240935.96	43149718.21	17087.38	1.9648,4.1321,3.3067,1.829,0.0188,0.1955
sec_contact_asym_mig	Round_4_Replicate_1	-39726.14	79464.28	119742.85	49918.15	0.2265,0.3398,11.5954,0.6661,0.2429,0.4407
sec_contact_asym_mig	Round_4_Replicate_2	-44268.99	88549.98	138453.99	27653.92	0.345,0.7397,6.447,0.7851,0.1374,0.3931
sec_contact_asym_mig	Round_4_Replicate_3	-41364.85	82741.7	104714.41	34754.31	0.3271,0.4613,6.9641,0.2857,0.3109,0.3202
sec_contact_asym_mig	Round_4_Replicate_4	-48048.65	96109.3	144594.95	33501.06	0.5322,0.3822,5.8193,0.6316,0.185,0.518
sec_contact_asym_mig	Round_4_Replicate_5	-48060.97	96133.94	180579.52	23516.33	0.5275,0.8536,5.0315,0.6353,0.2381,0.5313
sec_contact_asym_mig	Round_4_Replicate_6	-35423.86	70859.72	93280.83	37210.9	0.2529,0.4082,9.4059,0.754,0.2283,0.2159
sec_contact_asym_mig	Round_4_Replicate_7	-41449.35	82910.7	108302.45	37380.11	0.3439,0.3741,6.3614,0.9283,0.3221,0.4232
sec_contact_asym_mig	Round_4_Replicate_8	-49131.03	98274.06	160809.93	23205.2	0.5258,0.9251,4.624,0.4929,0.1719,0.3706
sec_contact_asym_mig	Round_4_Replicate_9	-36983.06	73978.12	97919.0	36535.39	0.2892,0.4319,8.5723,0.2765,0.1328,0.3022
sec_contact_asym_mig	Round_4_Replicate_10	-35388.93	70789.86	92305.52	40123.36	0.2264,0.405,10.3781,0.3371,0.1067,0.3076
sec_contact_asym_mig	Round_4_Replicate_11	-43184.06	86380.12	124678.67	27918.26	0.4125,0.6789,5.983,0.2878,0.1868,0.4077
sec_contact_asym_mig	Round_4_Replicate_12	-37146.94	74305.88	99118.45	30604.35	0.3546,0.5157,7.6223,0.292,0.1605,0.1641
sec_contact_asym_mig	Round_4_Replicate_13	-41213.11	82438.22	129886.58	34875.74	0.3464,0.4818,8.2758,0.2982,0.2903,0.3467
sec_contact_asym_mig	Round_4_Replicate_14	-52086.82	104185.64	202892.1	23973.5	0.406,1.06,5.8969,0.9146,0.1609,0.2212
sec_contact_asym_mig	Round_4_Replicate_15	-43395.18	86802.36	114215.3	34411.55	0.3895,0.4304,5.3502,0.9304,0.2593,0.6513
sec_contact_asym_mig	Round_4_Replicate_16	-38531.67	77075.34	116262.38	32583.22	0.2884,0.5419,8.4211,0.6284,0.1108,0.3014
sec_contact_asym_mig	Round_4_Replicate_17	-40198.52	80409.04	117437.24	42249.53	0.2295,0.4546,10.5806,0.4184,0.1619,0.5741
sec_contact_asym_mig	Round_4_Replicate_18	-44434.16	88880.32	116498.24	36740.09	0.3945,0.3549,5.2549,0.9712,0.2518,0.5615
sec_contact_asym_mig	Round_4_Replicate_19	-36879.55	73771.1	97029.64	45130.58	0.2136,0.3643,11.1433,0.3923,0.2269,0.2996
sec_contact_asym_mig	Round_4_Replicate_20	-52219.5	104451.0	185724.28	24172.59	0.3818,1.1381,6.1734,0.5462,0.1217,0.1972
sec_contact_asym_mig	Round_4_Replicate_21	-33052.41	66116.82	87246.08	39544.76	0.2275,0.3632,10.7207,0.4871,0.0906,0.2266
