Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, T)
schange	Round_1_Replicate_1	-1811886.9	3623783.8	25873382.36	109604.66	0.4975,0.873,0.5033,7.7215,1.3142
schange	Round_1_Replicate_2	-2695632.88	5391275.76	351054418.57	101353.08	2.0312,0.2803,1.455,1.1903,2.4134
schange	Round_1_Replicate_3	-807978.89	1615967.78	3108551.4	105727.17	8.4342,0.3857,2.1781,1.4259,0.7177
schange	Round_1_Replicate_4	-1147854.26	2295718.52	4950083.74	133986.11	0.4527,2.2218,0.3749,6.8905,0.6585
schange	Round_1_Replicate_5	-6701329.3	13402668.6	5367126013836.88	90166.1	2.369,1.893,0.1603,1.6934,5.8211
schange	Round_1_Replicate_6	-270189.03	540388.06	595875.48	214414.97	2.787,1.6416,0.3131,0.4101,0.1937
schange	Round_1_Replicate_7	-2198878.95	4397767.9	91218249.1	137985.77	2.514,0.2476,0.4729,1.9892,1.7589
schange	Round_1_Replicate_8	-716229.15	1432468.3	3126707.19	228271.83	0.1773,1.714,0.9788,0.2241,0.429
schange	Round_1_Replicate_9	-6910531.68	13821073.36	34625606759320.35	75958.2	0.3279,3.208,2.2536,0.2613,6.4194
schange	Round_1_Replicate_10	-2387361.68	4774733.36	120916620.62	186029.63	0.5067,0.8432,0.339,0.7832,1.4756
schange	Round_1_Replicate_11	-2316590.03	4633190.06	128524547.44	84888.1	0.2882,0.661,4.0158,1.691,2.1249
schange	Round_1_Replicate_12	-365294.3	730598.6	966916.44	234335.64	4.6642,0.6143,0.1818,0.5465,0.3451
schange	Round_1_Replicate_13	-276567.08	553144.16	550044.73	211459.1	1.1679,0.6675,0.5102,0.5332,0.2087
schange	Round_1_Replicate_14	-1363015.43	2726040.86	16409272.23	55934.1	2.9094,1.8908,3.2328,3.6272,2.9826
schange	Round_1_Replicate_15	-351733.82	703477.64	642263.02	209321.48	0.7598,0.2533,0.3924,3.5578,0.2013
schange	Round_2_Replicate_1	-340162.07	680334.14	867502.03	200137.66	10.4419,0.7429,0.4592,0.2858,0.1634
schange	Round_2_Replicate_2	-402108.65	804227.3	986760.92	170264.2	5.914,0.8562,0.767,0.6541,0.2616
schange	Round_2_Replicate_3	-384233.94	768477.88	919161.94	198380.89	4.2757,4.1934,0.2288,0.8032,0.2208
schange	Round_2_Replicate_4	-417169.02	834348.04	1058588.52	274159.2	1.1664,5.3934,0.1191,0.2026,0.2646
schange	Round_2_Replicate_5	-998958.25	1997926.5	5860533.2	295216.43	5.0736,0.572,0.1237,0.2597,0.5786
schange	Round_2_Replicate_6	-281096.46	562202.92	601079.56	210961.6	3.4646,1.0637,0.5222,0.187,0.1767
schange	Round_2_Replicate_7	-373276.28	746562.56	2363516.76	242647.43	0.7018,0.7273,0.3386,0.2432,0.0679
schange	Round_2_Replicate_8	-399858.85	799727.7	897833.67	168236.98	7.0185,6.678,1.0692,0.1621,0.2674
schange	Round_2_Replicate_9	-469923.24	939856.48	4054007.25	213783.4	2.8516,3.0273,0.3115,0.4132,0.1195
schange	Round_2_Replicate_10	-378924.83	757859.66	763861.44	232448.96	3.9428,4.9539,0.0973,0.5889,0.1412
schange	Round_2_Replicate_11	-696723.88	1393457.76	20245750.55	194356.32	2.6251,1.2786,0.7372,0.6698,0.1139
schange	Round_2_Replicate_12	-214278.64	428567.28	390664.94	263492.98	7.6046,2.5116,0.0807,0.2219,0.1324
schange	Round_2_Replicate_13	-415195.27	830400.54	1367690.88	222862.74	1.7793,5.4898,0.4326,0.1481,0.4421
schange	Round_2_Replicate_14	-1235824.77	2471659.54	1723712920.54	200986.28	2.9586,2.1736,0.65,1.1593,0.0697
schange	Round_2_Replicate_15	-996937.71	1993885.42	214747837.64	190948.27	3.9461,2.7588,0.504,1.6291,0.1069
schange	Round_2_Replicate_16	-246195.05	492400.1	445281.71	282500.13	0.8604,3.211,0.0812,0.161,0.0944
schange	Round_2_Replicate_17	-865686.93	1731383.86	71324803.98	191756.11	1.0432,2.8369,1.118,0.8332,0.1069
schange	Round_2_Replicate_18	-731897.2	1463804.4	2870895.58	248767.27	0.7407,4.4883,0.1946,0.2922,0.4864
schange	Round_2_Replicate_19	-648058.57	1296127.14	2564821.6	227985.8	1.1654,0.5783,0.2939,0.5743,0.5062
schange	Round_2_Replicate_20	-313734.31	627478.62	667358.08	233247.85	1.992,2.1253,0.1579,0.5254,0.1435
