Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, T)
schange	Round_1_Replicate_1	-1258405.86	2516821.72	722223416859.33	23463.16	6.1339,0.232,6.2066,0.1758,5.4579
schange	Round_1_Replicate_2	-1474015.93	2948041.86	22039589.14	125063.39	0.937,1.1688,1.366,0.7133,1.6094
schange	Round_1_Replicate_3	-712939.15	1425888.3	2540070.44	142052.67	0.2899,1.3787,4.1852,0.549,0.5627
schange	Round_1_Replicate_4	-409980.93	819971.86	840568.5	194038.52	0.1593,2.5063,4.2329,0.3577,0.176
schange	Round_1_Replicate_5	-624000.32	1248010.64	1611987.42	167772.59	0.3461,5.7975,0.6104,1.1825,0.4164
schange	Round_1_Replicate_6	-5301643.92	10603297.84	308252223052.27	111419.82	2.7462,0.3179,0.5745,0.7989,4.4337
schange	Round_1_Replicate_7	-683559.71	1367129.42	1858167.86	129355.52	0.2488,1.6541,5.69,1.158,0.4999
schange	Round_1_Replicate_8	-1303321.28	2606652.56	7626220.94	140415.12	0.2955,1.1433,0.4116,7.0067,0.6847
schange	Round_1_Replicate_9	-1338320.57	2676651.14	6511972.7	136985.46	0.1812,7.9029,0.3885,7.652,0.5087
schange	Round_1_Replicate_10	-1124474.6	2248959.2	8249642.81	276956.75	0.7448,0.1649,0.4359,0.1375,0.3585
schange	Round_1_Replicate_11	-557444.62	1114899.24	1124713.04	184430.75	0.5049,0.9944,0.3386,4.6185,0.2873
schange	Round_1_Replicate_12	-861920.71	1723851.42	3602155.48	173208.03	0.3628,0.3274,0.6033,3.5191,0.5438
schange	Round_1_Replicate_13	-603313.39	1206636.78	1339924.56	141140.95	0.4511,0.3385,7.0475,1.7029,0.3298
schange	Round_1_Replicate_14	-2499628.0	4999266.0	161484910.98	287456.05	7.4669,0.1923,0.1706,0.1904,0.9043
schange	Round_1_Replicate_15	-2362795.54	4725601.08	149541926.86	74940.89	0.6463,5.4007,1.4647,1.9785,3.4491
schange	Round_2_Replicate_1	-815121.25	1630252.5	2789264.39	140603.49	0.1947,7.4575,1.4853,1.3613,0.5358
schange	Round_2_Replicate_2	-462021.2	924052.4	964104.81	192733.06	0.1328,0.8901,13.8711,0.1943,0.202
schange	Round_2_Replicate_3	-465189.47	930388.94	1002096.07	206770.67	0.0931,1.7141,2.8164,0.8123,0.1305
schange	Round_2_Replicate_4	-498707.93	997425.86	1279445.08	169324.47	0.4011,9.4328,1.6674,0.6755,0.244
schange	Round_2_Replicate_5	-806220.48	1612450.96	3305113.74	189076.09	0.1004,1.1074,1.8509,0.6406,0.4089
schange	Round_2_Replicate_6	-351136.36	702282.72	670387.07	206380.12	0.1535,5.2567,5.2484,0.1283,0.1749
schange	Round_2_Replicate_7	-490093.85	980197.7	1414534.15	199793.56	0.2181,2.4457,1.1425,1.1007,0.1428
schange	Round_2_Replicate_8	-596840.01	1193690.02	1484639.28	145598.88	0.307,0.8932,7.2369,0.5804,0.3886
schange	Round_2_Replicate_9	-581484.06	1162978.12	2203997.31	218264.28	0.0451,3.644,9.9894,0.7239,0.075
schange	Round_2_Replicate_10	-596754.74	1193519.48	1370675.32	129109.14	0.3861,9.7923,4.0677,0.7721,0.468
schange	Round_2_Replicate_11	-352152.01	704314.02	1227945.9	230992.57	0.179,0.7064,3.121,0.1598,0.0758
schange	Round_2_Replicate_12	-433648.56	867307.12	911107.52	170225.84	0.305,3.7491,3.7896,0.2901,0.2983
schange	Round_2_Replicate_13	-643448.71	1286907.42	1386747.21	152409.1	0.1229,3.3823,10.8592,1.1215,0.2598
schange	Round_2_Replicate_14	-792380.55	1584771.1	2659360.65	206374.13	0.0648,1.8362,1.0637,0.8152,0.2728
schange	Round_2_Replicate_15	-488164.12	976338.24	1355937.4	209652.97	0.1558,3.789,2.8252,0.1295,0.2882
schange	Round_2_Replicate_16	-437912.5	875835.0	1106235.43	206402.07	0.4583,0.8792,9.2783,0.0791,0.0877
schange	Round_2_Replicate_17	-679849.91	1359709.82	1840880.98	141944.49	0.2009,0.7894,10.5142,0.7067,0.409
schange	Round_2_Replicate_18	-579289.67	1158589.34	1226034.47	159453.72	0.1538,8.1518,5.0426,0.7443,0.2629
schange	Round_2_Replicate_19	-355878.09	711766.18	833848.8	232003.72	0.1386,5.4732,1.2703,0.1579,0.2184
schange	Round_2_Replicate_20	-711922.46	1423854.92	10857841.09	178205.75	0.4959,1.0141,2.9877,1.4182,0.1412
schange	Round_2_Replicate_21	-615792.98	1231595.96	6930517.98	197208.58	0.5042,2.7754,9.0912,0.1335,0.0872
schange	Round_2_Replicate_22	-632117.69	1264245.38	2122625.61	173831.73	0.1947,2.6504,3.2429,0.2661,0.4377
schange	Round_2_Replicate_23	-449636.08	899282.16	1141855.07	194908.25	0.4249,1.2654,10.4598,0.1159,0.1151
schange	Round_2_Replicate_24	-406216.94	812443.88	812628.69	199483.52	0.1394,2.8785,2.3115,0.388,0.211
schange	Round_2_Replicate_25	-310038.87	620087.74	580253.78	237716.94	0.0617,1.0338,8.8117,0.1633,0.0976
schange	Round_2_Replicate_26	-835542.04	1671094.08	2953026.87	131782.9	0.1621,4.4493,13.484,0.3074,0.5419
schange	Round_2_Replicate_27	-285960.72	571931.44	554161.88	227745.93	0.1602,8.7761,1.678,0.1328,0.1392
schange	Round_2_Replicate_28	-684444.74	1368899.48	1681520.88	120180.93	0.3391,1.3866,8.0323,1.3495,0.4924
schange	Round_2_Replicate_29	-661479.09	1322968.18	4361964.7	208290.02	0.0839,5.2479,3.4577,1.3494,0.0846
schange	Round_2_Replicate_30	-703943.15	1407896.3	1926303.32	154431.19	0.102,1.4424,8.3144,0.8154,0.3579
schange	Round_3_Replicate_1	-470124.73	940259.46	969796.51	168625.55	0.2117,25.2373,4.378,0.2825,0.2656
schange	Round_3_Replicate_2	-260922.03	521854.06	560481.21	235942.29	0.2817,4.7887,0.9214,0.1195,0.1967
schange	Round_3_Replicate_3	-413417.55	826845.1	870236.97	171591.31	0.4668,10.8886,3.7725,0.1825,0.2518
schange	Round_3_Replicate_4	-433659.09	867328.18	1162054.64	188321.12	0.3641,5.1569,1.0218,0.3518,0.3942
schange	Round_3_Replicate_5	-140727.28	281464.56	272505.3	308523.34	0.0789,4.5951,0.4747,0.0249,0.0525
schange	Round_3_Replicate_6	-246371.2	492752.4	472506.46	234499.83	0.2239,10.7431,1.0695,0.1092,0.1527
schange	Round_3_Replicate_7	-482339.73	964689.46	1031970.07	215986.95	0.0604,19.0833,3.1788,0.3263,0.112
schange	Round_3_Replicate_8	-213980.09	427970.18	411748.66	252205.96	0.2467,2.8054,0.6142,0.1315,0.1394
schange	Round_3_Replicate_9	-398123.6	796257.2	822735.15	180736.99	0.3045,15.9621,1.5761,0.3146,0.2948
schange	Round_3_Replicate_10	-265337.77	530685.54	539244.98	236107.19	0.165,19.0833,2.7794,0.0527,0.1031
schange	Round_3_Replicate_11	-624469.24	1248948.48	4220640.29	164197.05	0.568,8.4577,6.8804,0.2869,0.1853
schange	Round_3_Replicate_12	-170421.05	340852.1	327922.75	280470.38	0.1564,7.4542,0.538,0.052,0.0942
schange	Round_3_Replicate_13	-227567.77	455145.54	432471.82	249501.43	0.1555,8.8252,1.4686,0.0649,0.1194
schange	Round_3_Replicate_14	-263416.65	526843.3	513618.36	226220.82	0.3061,9.1202,0.7724,0.1658,0.1907
schange	Round_3_Replicate_15	-379237.89	758485.78	755840.19	211823.18	0.118,3.605,2.6706,0.303,0.1463
schange	Round_3_Replicate_16	-272496.99	545003.98	542360.35	216883.18	0.3551,7.1857,1.0018,0.1645,0.2088
schange	Round_3_Replicate_17	-205335.13	410680.26	381630.62	274601.01	0.0563,2.4608,3.6716,0.0416,0.064
schange	Round_3_Replicate_18	-381798.17	763606.34	759589.78	234773.58	0.1131,16.3897,0.6696,0.2568,0.1102
schange	Round_3_Replicate_19	-446771.31	893552.62	988143.72	172974.84	0.3035,5.4362,5.719,0.2528,0.2216
schange	Round_3_Replicate_20	-218763.14	437536.28	426195.93	259472.2	0.1241,23.4595,2.051,0.0302,0.0787
schange	Round_3_Replicate_21	-220720.87	441451.74	407125.83	271387.05	0.0532,21.3253,2.9191,0.0402,0.0749
schange	Round_3_Replicate_22	-305380.35	610770.7	595678.08	222817.0	0.1425,3.1828,4.1045,0.1189,0.1261
schange	Round_3_Replicate_23	-324273.98	648557.96	602324.22	236339.67	0.1969,2.6234,0.4709,0.3811,0.1381
schange	Round_3_Replicate_24	-285955.41	571920.82	544058.58	269415.46	0.0889,6.6273,0.4023,0.1313,0.078
schange	Round_3_Replicate_25	-371019.66	742049.32	1103538.15	211106.2	0.261,3.4678,1.9084,0.2276,0.1298
schange	Round_3_Replicate_26	-340516.14	681042.28	671567.74	255892.51	0.0444,20.3928,1.9559,0.103,0.0901
schange	Round_3_Replicate_27	-464245.54	928501.08	1066997.99	156469.06	0.3792,12.1693,2.7245,0.3306,0.4021
schange	Round_3_Replicate_28	-528710.4	1057430.8	1686353.59	170224.24	0.6051,2.8395,1.834,0.2339,0.4777
schange	Round_3_Replicate_29	-308383.3	616776.6	597016.51	211406.21	0.4138,20.8322,0.6361,0.2338,0.2129
schange	Round_3_Replicate_30	-641650.43	1283310.86	5112996.04	166191.22	0.4685,15.9394,6.6003,0.2857,0.1811
schange	Round_3_Replicate_31	-412191.63	824393.26	826977.87	248111.9	0.0542,2.8707,0.8085,0.3748,0.0855
schange	Round_3_Replicate_32	-402532.87	805075.74	801531.16	186465.51	0.2827,6.629,1.2912,0.4591,0.2576
schange	Round_3_Replicate_33	-504020.37	1008050.74	1137739.96	156745.44	0.3179,17.4112,4.5376,0.3612,0.2875
schange	Round_3_Replicate_34	-250458.62	500927.24	463158.97	254074.46	0.0748,3.8567,2.8302,0.0828,0.0966
schange	Round_3_Replicate_35	-259606.27	519222.54	513552.39	234229.14	0.3416,9.0398,0.5344,0.1735,0.1462
schange	Round_3_Replicate_36	-396983.12	793976.24	871889.13	187352.09	0.2242,25.5303,2.5674,0.1662,0.2903
schange	Round_3_Replicate_37	-223688.82	447387.64	435861.78	251858.87	0.1459,6.3024,1.6093,0.0595,0.0941
schange	Round_3_Replicate_38	-388478.91	776967.82	950921.88	215452.09	0.178,15.8036,1.2063,0.1697,0.2721
schange	Round_3_Replicate_39	-192810.73	385631.46	359696.06	294948.85	0.0547,2.4306,0.6224,0.0609,0.0582
schange	Round_3_Replicate_40	-318333.72	636677.44	609017.13	226339.57	0.0884,20.4243,7.3457,0.0785,0.1182
schange	Round_3_Replicate_41	-381301.65	762613.3	801299.92	205479.25	0.435,27.9703,4.8187,0.0421,0.1252
schange	Round_3_Replicate_42	-226587.4	453184.8	433740.39	290075.96	0.0527,9.001,0.7241,0.0578,0.0717
schange	Round_3_Replicate_43	-410471.33	820952.66	797594.35	202854.25	0.0947,2.9704,6.3252,0.251,0.1769
schange	Round_3_Replicate_44	-202377.6	404765.2	373713.67	282085.82	0.0478,6.6474,3.4117,0.0329,0.0664
schange	Round_3_Replicate_45	-309852.99	619715.98	610834.2	217389.38	0.1761,7.5074,2.0936,0.1361,0.1882
schange	Round_3_Replicate_46	-221350.57	442711.14	420043.82	260266.0	0.0847,22.2256,2.3701,0.043,0.0822
