Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, T)
schange	Round_3_Replicate_47	-220864.99	441739.98	430947.21	244703.47	0.2809,3.3216,0.9669,0.0848,0.1223
schange	Round_3_Replicate_48	-242784.53	485579.06	455615.22	256540.24	0.1946,3.045,0.453,0.1753,0.1315
schange	Round_3_Replicate_49	-225451.1	450912.2	441674.87	236786.68	0.3344,12.446,0.7943,0.0968,0.1638
schange	Round_3_Replicate_50	-275738.43	551486.86	538877.73	233898.54	0.2013,10.7628,2.8667,0.048,0.1102
schange	Round_4_Replicate_1	-150625.51	301261.02	292692.83	301578.74	0.0812,5.6662,0.6449,0.0242,0.0554
schange	Round_4_Replicate_2	-129586.2	259182.4	252418.04	312851.38	0.115,7.7143,0.2697,0.0236,0.0539
schange	Round_4_Replicate_3	-137069.26	274148.52	266934.16	304352.84	0.1263,6.8522,0.3384,0.0275,0.0602
schange	Round_4_Replicate_4	-153909.18	307828.36	297541.28	293856.79	0.1035,7.4927,0.6172,0.0278,0.0622
schange	Round_4_Replicate_5	-129403.88	258817.76	248463.77	318100.47	0.0389,3.2448,0.5322,0.0163,0.0312
schange	Round_4_Replicate_6	-136586.77	273183.54	264683.33	309094.5	0.0567,7.5734,0.5711,0.017,0.0389
schange	Round_4_Replicate_7	-140206.43	280422.86	269853.08	304596.44	0.0859,5.198,0.4647,0.0256,0.0523
schange	Round_4_Replicate_8	-119834.95	239679.9	236459.79	322307.06	0.0719,3.0777,0.2252,0.015,0.0323
schange	Round_4_Replicate_9	-133100.66	266211.32	254591.37	317814.67	0.0331,5.2695,0.7772,0.0143,0.0313
schange	Round_4_Replicate_10	-136587.7	273185.4	263089.93	304939.43	0.0907,5.4331,0.3988,0.0251,0.0497
schange	Round_4_Replicate_11	-122849.71	245709.42	243891.68	312485.52	0.1281,8.8374,0.1999,0.0171,0.0405
schange	Round_4_Replicate_12	-138846.85	277703.7	267658.47	310773.0	0.0563,2.4838,0.5976,0.0222,0.0418
schange	Round_4_Replicate_13	-136301.71	272613.42	260723.92	306652.83	0.1084,4.3453,0.3178,0.0316,0.0567
schange	Round_4_Replicate_14	-149881.72	299773.44	290806.54	293127.58	0.1378,7.8517,0.4608,0.0324,0.0701
schange	Round_4_Replicate_15	-130207.5	260425.0	253128.13	316711.99	0.0785,3.3319,0.3288,0.0228,0.0458
schange	Round_4_Replicate_16	-147195.63	294401.26	284835.69	306189.54	0.0537,2.9894,0.845,0.0207,0.0424
schange	Round_4_Replicate_17	-121677.43	243364.86	238008.39	316390.8	0.1154,3.2393,0.2027,0.0215,0.0422
schange	Round_4_Replicate_18	-131662.92	263335.84	255501.11	316774.66	0.0613,7.3524,0.4301,0.0171,0.0418
schange	Round_4_Replicate_19	-142775.93	285561.86	274410.01	308835.01	0.0424,3.3751,0.9311,0.0186,0.037
schange	Round_4_Replicate_20	-153779.18	307568.36	292157.98	297193.8	0.0732,6.6232,0.7535,0.0276,0.0562
schange	Round_4_Replicate_21	-139978.81	279967.62	269312.7	313816.31	0.0457,4.2157,0.7393,0.0181,0.0399
schange	Round_4_Replicate_22	-138093.52	276197.04	267908.82	311910.3	0.0648,2.3944,0.5061,0.0235,0.0448
schange	Round_4_Replicate_23	-151918.64	303847.28	290943.02	295386.52	0.0888,4.3618,0.6323,0.0308,0.0574
schange	Round_4_Replicate_24	-123595.06	247200.12	241224.88	321973.93	0.0459,3.2752,0.3694,0.0139,0.0298
schange	Round_4_Replicate_25	-139045.1	278100.2	267953.65	300430.22	0.1167,9.6045,0.3776,0.0268,0.0577
schange	Round_4_Replicate_26	-135381.54	270773.08	261501.09	311115.52	0.0589,5.1299,0.5272,0.0187,0.0406
schange	Round_4_Replicate_27	-144835.01	289680.02	282845.06	299376.28	0.1419,5.1453,0.3691,0.0352,0.0704
schange	Round_4_Replicate_28	-137559.46	275128.92	263287.56	311777.06	0.042,7.6389,0.7498,0.0161,0.0361
schange	Round_4_Replicate_29	-122827.01	245664.02	238601.7	327032.56	0.0409,3.0313,0.3728,0.0138,0.03
schange	Round_4_Replicate_30	-118726.26	237462.52	230579.03	325020.8	0.0622,4.674,0.2372,0.0147,0.0329
schange	Round_4_Replicate_31	-147997.51	296005.02	291633.79	298230.09	0.0849,3.0535,0.5777,0.0247,0.0462
schange	Round_4_Replicate_32	-149543.57	299097.14	292371.74	303839.89	0.0622,3.9147,0.7853,0.0196,0.0438
schange	Round_4_Replicate_33	-144650.76	289311.52	280300.25	300010.11	0.0902,5.3595,0.5296,0.025,0.0521
schange	Round_4_Replicate_34	-155980.36	311970.72	298555.52	296625.38	0.084,7.2077,0.6967,0.0291,0.0627
schange	Round_4_Replicate_35	-141673.33	283356.66	272481.96	305063.1	0.0692,4.8918,0.4099,0.0266,0.0433
schange	Round_4_Replicate_36	-124659.8	249329.6	243412.11	318622.21	0.107,2.6869,0.2239,0.0246,0.0466
schange	Round_4_Replicate_37	-116020.02	232050.04	226532.51	327955.36	0.0559,3.0859,0.2104,0.0133,0.0284
schange	Round_4_Replicate_38	-152502.32	305014.64	292464.68	292905.73	0.1204,7.3702,0.4986,0.0352,0.0705
schange	Round_4_Replicate_39	-125303.22	250616.44	242087.29	319263.32	0.0521,3.8673,0.366,0.0164,0.0337
schange	Round_4_Replicate_40	-153212.94	306435.88	296091.94	299290.14	0.0602,4.4554,0.9459,0.0217,0.0454
schange	Round_4_Replicate_41	-148200.42	296410.84	287996.03	295911.22	0.1202,4.1476,0.4772,0.0317,0.0621
schange	Round_4_Replicate_42	-140618.78	281247.56	270385.76	306098.15	0.0666,4.9512,0.5722,0.0221,0.0457
schange	Round_4_Replicate_43	-127017.7	254045.4	245776.6	318060.67	0.0563,4.5677,0.3829,0.0167,0.0362
schange	Round_4_Replicate_44	-122340.27	244690.54	237393.1	324594.51	0.0311,3.9076,0.4601,0.0113,0.0246
schange	Round_4_Replicate_45	-131926.24	263862.48	253629.08	309010.23	0.0996,4.265,0.3122,0.0267,0.0502
schange	Round_4_Replicate_46	-138379.26	276768.52	266219.04	309643.03	0.0488,2.5248,0.6583,0.0212,0.0375
schange	Round_4_Replicate_47	-129874.68	259759.36	253420.34	316587.03	0.0686,5.2968,0.3747,0.0178,0.0414
schange	Round_4_Replicate_48	-146983.69	293977.38	278987.52	306295.78	0.0536,5.0885,0.7813,0.0232,0.0471
schange	Round_4_Replicate_49	-127586.9	255183.8	242845.74	326211.37	0.0217,3.5139,0.825,0.0119,0.0243
schange	Round_4_Replicate_50	-155285.63	310581.26	302658.6	292724.35	0.122,2.609,0.5453,0.0364,0.0652
schange	Round_4_Replicate_51	-125250.65	250511.3	244637.67	318603.08	0.0606,8.5055,0.3446,0.0139,0.0352
schange	Round_4_Replicate_52	-123548.84	247107.68	240420.01	315751.09	0.098,4.6873,0.2405,0.0202,0.0423
schange	Round_4_Replicate_53	-133112.47	266234.94	253844.74	319853.27	0.0436,3.3693,0.5126,0.0195,0.0377
schange	Round_4_Replicate_54	-122123.28	244256.56	241046.7	315805.21	0.1402,5.7833,0.1947,0.02,0.0461
schange	Round_4_Replicate_55	-144922.49	289854.98	286731.53	300407.41	0.0759,6.5933,0.5749,0.0195,0.0426
schange	Round_4_Replicate_56	-125423.44	250856.88	242956.32	312989.54	0.1311,2.2809,0.2128,0.0293,0.049
schange	Round_4_Replicate_57	-129133.55	258277.1	250998.88	314075.62	0.0845,6.0445,0.3259,0.0201,0.0453
schange	Round_4_Replicate_58	-132490.74	264991.48	256842.3	314905.34	0.0762,5.8663,0.369,0.0212,0.0475
schange	Round_4_Replicate_59	-153905.42	307820.84	296079.82	293125.01	0.11,8.2742,0.5732,0.031,0.0673
schange	Round_4_Replicate_60	-165036.02	330082.04	321516.75	289631.3	0.0857,3.7048,0.9276,0.0273,0.0544
schange	Round_4_Replicate_61	-120852.43	241714.86	237614.21	312638.02	0.187,3.7458,0.16,0.0242,0.0468
schange	Round_4_Replicate_62	-124666.87	249343.74	245896.33	311142.25	0.1179,4.3716,0.21,0.021,0.0404
schange	Round_4_Replicate_63	-161346.46	322702.92	311978.62	290997.21	0.0892,9.0491,0.8435,0.0244,0.0582
schange	Round_4_Replicate_64	-115951.14	231912.28	228884.96	332107.01	0.0377,2.4852,0.2471,0.01,0.0228
schange	Round_4_Replicate_65	-151336.28	302682.56	288141.0	300592.48	0.0586,3.4929,0.8696,0.026,0.0478
schange	Round_4_Replicate_66	-125298.69	250607.38	242045.47	317815.79	0.0749,4.0912,0.2897,0.02,0.0407
schange	Round_4_Replicate_67	-144639.64	289289.28	280167.32	302791.19	0.1064,3.9009,0.4218,0.0332,0.0628
schange	Round_4_Replicate_68	-127272.0	254554.0	246920.3	318641.56	0.0634,9.9713,0.3602,0.0156,0.0398
schange	Round_4_Replicate_69	-160333.55	320677.1	311944.91	290533.88	0.0956,4.6042,0.7639,0.0277,0.0568
schange	Round_4_Replicate_70	-126891.72	253793.44	247550.4	314487.29	0.0771,3.6285,0.3114,0.0193,0.0391
schange	Round_4_Replicate_71	-147643.41	295296.82	288444.94	301089.25	0.0999,2.3987,0.5024,0.031,0.0572
schange	Round_4_Replicate_72	-171353.42	342716.84	333313.48	280065.72	0.125,6.4875,0.8068,0.0332,0.0678
schange	Round_4_Replicate_73	-168227.26	336464.52	322076.58	285188.63	0.0863,4.1238,0.9553,0.0353,0.0606
schange	Round_4_Replicate_74	-122843.54	245697.08	237700.29	318843.51	0.0937,4.0704,0.2283,0.0213,0.0429
schange	Round_4_Replicate_75	-138167.16	276344.32	265542.75	303142.49	0.1023,6.9517,0.3886,0.0268,0.0548
schange	Round_4_Replicate_76	-148366.31	296742.62	280028.22	303143.34	0.0599,6.9137,0.6744,0.0258,0.0497
schange	Round_4_Replicate_77	-171120.5	342251.0	331734.57	282214.31	0.1235,7.6309,0.8079,0.0316,0.0713
schange	Round_4_Replicate_78	-135853.57	271717.14	263848.9	308300.14	0.0673,3.225,0.4749,0.0215,0.041
schange	Round_4_Replicate_79	-138935.85	277881.7	270539.72	307114.26	0.0853,2.5517,0.4424,0.0261,0.049
schange	Round_4_Replicate_80	-121777.68	243565.36	239172.82	314362.67	0.1177,2.9662,0.1883,0.0215,0.0391
