Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1i, nu2i, nu1f, nu2f, T)
schange	Round_2_Replicate_21	-466974.61	933959.22	1049096.73	190445.96	0.7141,0.0837,2.2715,1.5912,0.1583
schange	Round_2_Replicate_22	-435332.86	870675.72	952637.33	168893.7	2.0723,0.3087,1.0334,1.7903,0.2597
schange	Round_2_Replicate_23	-817738.33	1635486.66	3393253.99	176699.64	7.3013,0.0648,0.8172,0.8324,0.2817
schange	Round_2_Replicate_24	-330143.41	660296.82	795683.78	249744.55	0.6308,0.1608,0.336,0.7905,0.2041
schange	Round_2_Replicate_25	-537667.25	1075344.5	2299029.15	186207.85	0.9631,0.1734,2.079,2.2191,0.1288
schange	Round_2_Replicate_26	-780826.29	1561662.58	31424690.1	209744.99	5.1594,0.1345,0.9695,0.8523,0.0517
schange	Round_2_Replicate_27	-651217.74	1302445.48	1743043.08	165819.96	6.6681,0.0653,1.9649,1.4981,0.1729
schange	Round_2_Replicate_28	-496458.7	992927.4	1238642.14	203858.56	0.8927,0.0739,3.5623,0.3125,0.0973
schange	Round_2_Replicate_29	-427481.22	854972.44	996362.8	191466.6	0.989,0.3346,1.6993,0.2776,0.2138
schange	Round_2_Replicate_30	-979565.38	1959140.76	5036118.82	190755.97	1.3353,0.1035,1.5698,0.208,0.2804
schange	Round_3_Replicate_1	-185054.12	370118.24	369274.07	261728.48	2.6943,0.3267,0.1666,0.2805,0.133
schange	Round_3_Replicate_2	-311639.53	623289.06	606043.94	207131.78	0.5479,0.6735,0.7317,0.705,0.2018
schange	Round_3_Replicate_3	-154263.92	308537.84	318042.4	283932.25	0.3822,1.0023,0.2486,0.0545,0.0646
schange	Round_3_Replicate_4	-276358.6	552727.2	595146.22	289868.18	0.396,0.1297,0.1728,0.7084,0.1353
schange	Round_3_Replicate_5	-763356.74	1526723.48	3086523.91	263769.21	0.3087,0.2546,0.2645,0.8025,0.357
schange	Round_3_Replicate_6	-206871.42	413752.84	377974.64	264317.11	0.832,0.1848,0.1857,0.6615,0.1152
schange	Round_3_Replicate_7	-165547.16	331104.32	335335.18	267477.19	1.776,0.6734,0.1855,0.1285,0.1092
schange	Round_3_Replicate_8	-378686.84	757383.68	827532.49	194067.7	2.3956,0.3919,1.0512,0.2947,0.1687
schange	Round_3_Replicate_9	-524848.49	1049706.98	1814389.35	291244.42	2.0497,0.4136,0.1563,0.2474,0.3256
schange	Round_3_Replicate_10	-212770.07	425550.14	472467.05	250322.86	2.5037,0.3321,0.2248,0.2082,0.0983
schange	Round_3_Replicate_11	-211443.82	422897.64	407233.02	252287.14	0.2415,1.2765,0.7589,0.1303,0.1242
schange	Round_3_Replicate_12	-224875.65	449761.3	493430.78	250321.35	1.5606,0.4241,0.3162,0.1755,0.1503
schange	Round_3_Replicate_13	-179008.62	358027.24	355943.89	267080.63	0.446,0.5793,0.3689,0.1198,0.0998
schange	Round_3_Replicate_14	-285185.81	570381.62	700244.12	243360.43	2.2147,0.2517,0.3512,0.1077,0.0695
schange	Round_3_Replicate_15	-346718.31	693446.62	749190.56	202612.6	2.3799,0.3751,0.8205,0.2677,0.1678
schange	Round_3_Replicate_16	-185641.57	371293.14	378401.07	250777.44	2.2154,0.9695,0.2413,0.1546,0.1407
schange	Round_3_Replicate_17	-233403.47	466816.94	523928.61	235724.17	2.0945,0.5725,0.3051,0.2626,0.1268
schange	Round_3_Replicate_18	-260643.19	521296.38	526488.7	230827.72	0.8284,0.2196,0.5393,0.4762,0.1381
schange	Round_3_Replicate_19	-126564.1	253138.2	247385.76	304081.22	1.4427,1.0521,0.0866,0.0659,0.0763
schange	Round_3_Replicate_20	-258326.2	516662.4	497876.62	232661.03	0.5147,0.2457,0.5499,0.6619,0.1412
schange	Round_3_Replicate_21	-383538.18	767086.36	733460.85	256708.5	1.4221,1.291,0.0666,0.7626,0.094
schange	Round_3_Replicate_22	-222971.66	445953.32	466805.78	261909.92	0.2288,0.202,0.822,0.1183,0.0674
schange	Round_3_Replicate_23	-223153.41	446316.82	478207.44	259203.29	0.3963,0.1598,0.5108,0.1738,0.0715
schange	Round_3_Replicate_24	-422330.86	844671.72	1056509.74	214613.61	3.1105,0.0787,0.839,0.3416,0.085
schange	Round_3_Replicate_25	-373281.47	746572.94	883610.79	206945.44	2.6064,0.6482,0.9659,0.1341,0.118
schange	Round_3_Replicate_26	-148618.59	297247.18	298951.04	290633.62	0.3991,0.245,0.1749,0.109,0.0592
schange	Round_3_Replicate_27	-404020.66	808051.32	1028517.72	219510.56	1.7418,0.0809,0.9803,0.323,0.0752
schange	Round_3_Replicate_28	-210762.81	421535.62	457407.52	256631.18	3.6058,0.6802,0.2199,0.0836,0.1041
schange	Round_3_Replicate_29	-234470.21	468950.42	438417.7	252476.28	0.2451,0.1539,0.5583,0.6941,0.1021
schange	Round_3_Replicate_30	-326259.56	652529.12	703386.26	202356.05	2.4025,1.2439,0.8384,0.1574,0.1703
schange	Round_3_Replicate_31	-207367.95	414745.9	373377.2	283139.05	0.5324,1.1149,0.1236,0.1919,0.0991
schange	Round_3_Replicate_32	-229542.23	459094.46	452626.09	243518.2	2.4215,0.18,0.2109,0.7592,0.1284
schange	Round_3_Replicate_33	-516323.16	1032656.32	1715213.82	232344.37	0.3299,0.3204,0.868,0.3264,0.3027
schange	Round_3_Replicate_34	-176438.43	352886.86	341902.56	262166.91	3.0433,0.5029,0.1451,0.2494,0.1249
schange	Round_3_Replicate_35	-251693.23	503396.46	507407.15	218426.52	1.1832,0.9952,0.4769,0.3413,0.213
schange	Round_3_Replicate_36	-336655.07	673320.14	878163.09	247153.43	0.4435,0.4329,0.4676,0.3443,0.2404
schange	Round_3_Replicate_37	-301078.25	602166.5	678223.13	234168.49	2.1312,0.3407,0.482,0.1179,0.1197
schange	Round_3_Replicate_38	-196187.44	392384.88	358423.55	266567.49	1.0965,0.9776,0.1504,0.2437,0.1239
schange	Round_3_Replicate_39	-143608.5	287227.0	267668.14	302404.99	0.4515,0.1868,0.1119,0.1681,0.0632
schange	Round_3_Replicate_40	-371299.06	742608.12	895252.67	225028.5	1.6315,0.1433,0.8582,0.1505,0.0784
schange	Round_3_Replicate_41	-356084.09	712178.18	979430.86	304455.42	1.2515,0.1759,0.1371,0.292,0.1883
schange	Round_3_Replicate_42	-291332.21	582674.42	558635.12	265498.93	0.6763,0.7873,0.1037,0.4737,0.0871
schange	Round_3_Replicate_43	-356460.43	712930.86	918292.66	219078.33	1.9376,0.349,0.5561,0.2442,0.2283
schange	Round_3_Replicate_44	-200052.59	400115.18	394720.61	251504.32	1.4406,0.3374,0.2407,0.3224,0.126
schange	Round_3_Replicate_45	-169105.63	338221.26	323527.88	275134.78	0.4529,0.4505,0.2514,0.174,0.1001
schange	Round_3_Replicate_46	-211984.89	423979.78	407926.71	244690.97	1.3965,0.4956,0.2476,0.3818,0.1473
schange	Round_3_Replicate_47	-161451.95	322913.9	318273.21	278337.72	0.3339,0.9619,0.335,0.0824,0.0901
schange	Round_3_Replicate_48	-158784.68	317579.36	337834.93	283928.41	2.9631,0.1768,0.0919,0.1479,0.0626
schange	Round_3_Replicate_49	-401831.47	803672.94	939460.7	208424.1	3.0695,0.7657,1.088,0.0827,0.104
schange	Round_3_Replicate_50	-140476.5	280963.0	268383.92	305662.47	0.9572,1.1298,0.0916,0.0837,0.0854
schange	Round_4_Replicate_1	-118948.61	237907.22	236459.79	321816.65	1.6342,0.9586,0.0577,0.045,0.0616
schange	Round_4_Replicate_2	-116667.61	233345.22	231951.87	311254.23	2.8621,2.0118,0.0606,0.0401,0.0645
schange	Round_4_Replicate_3	-115518.48	231046.96	225458.37	315836.22	1.8148,0.9523,0.0549,0.0441,0.0545
schange	Round_4_Replicate_4	-123256.06	246522.12	240799.58	304306.54	0.9399,1.6315,0.0945,0.0502,0.067
schange	Round_4_Replicate_5	-121600.73	243211.46	237443.02	312410.26	0.8875,1.9781,0.0851,0.0457,0.0687
schange	Round_4_Replicate_6	-116133.29	232276.58	227136.15	317965.71	2.3614,0.8167,0.0513,0.0475,0.0574
schange	Round_4_Replicate_7	-135031.79	270073.58	271995.48	298892.5	2.7735,0.5616,0.0855,0.0895,0.0863
schange	Round_4_Replicate_8	-130880.12	261770.24	254729.58	297781.42	1.0755,1.0011,0.1064,0.073,0.0775
schange	Round_4_Replicate_9	-130981.43	261972.86	262279.96	293902.8	1.9846,1.1881,0.1,0.0652,0.0801
schange	Round_4_Replicate_10	-123805.22	247620.44	247101.33	308701.33	1.2524,2.0165,0.0889,0.048,0.0763
schange	Round_4_Replicate_11	-125726.96	251463.92	248876.82	301589.63	1.1567,0.9126,0.0901,0.0578,0.0636
schange	Round_4_Replicate_12	-117960.03	235930.06	234247.47	309656.01	2.2114,1.5364,0.0656,0.0431,0.0631
schange	Round_4_Replicate_13	-119356.85	238723.7	231949.76	315371.26	0.7822,1.092,0.0781,0.0469,0.0599
schange	Round_4_Replicate_14	-139913.03	279836.06	286036.22	307675.53	1.2291,1.1159,0.0979,0.0729,0.0941
schange	Round_4_Replicate_15	-121094.24	242198.48	234255.38	314864.58	2.0185,0.5902,0.0573,0.0638,0.0626
schange	Round_4_Replicate_16	-111047.42	222104.84	223162.01	328656.85	1.9111,0.8003,0.0388,0.0269,0.041
schange	Round_4_Replicate_17	-132253.45	264516.9	257386.19	294613.3	1.9527,0.9854,0.092,0.0817,0.0817
schange	Round_4_Replicate_18	-116410.75	232831.5	228428.18	317305.32	1.2565,1.3334,0.0648,0.0411,0.0589
schange	Round_4_Replicate_19	-116318.83	232647.66	226095.69	313873.06	1.9675,1.8019,0.0591,0.042,0.0608
schange	Round_4_Replicate_20	-112913.27	225836.54	225699.48	326948.1	0.7457,0.6695,0.0551,0.0304,0.0423
schange	Round_4_Replicate_21	-116386.1	232782.2	226472.41	314391.77	2.7109,0.865,0.0503,0.0486,0.056
schange	Round_4_Replicate_22	-120922.73	241855.46	245940.11	311738.6	1.9163,0.7527,0.0651,0.0428,0.0565
schange	Round_4_Replicate_23	-128664.99	257339.98	249084.18	304248.68	1.0129,0.7991,0.0939,0.0732,0.0738
schange	Round_4_Replicate_24	-112015.65	224041.3	217137.0	324316.46	0.9426,0.6622,0.0488,0.0363,0.0426
schange	Round_4_Replicate_25	-128904.82	257819.64	257131.02	297196.9	1.2563,1.1602,0.1051,0.0587,0.0724
schange	Round_4_Replicate_26	-118219.57	236449.14	229488.59	313983.66	1.4472,0.5724,0.0572,0.0538,0.0521
schange	Round_4_Replicate_27	-134296.81	268603.62	263094.4	295419.75	1.4841,0.5903,0.1007,0.0921,0.0794
schange	Round_4_Replicate_28	-133033.11	266076.22	258770.39	293206.08	1.835,1.2129,0.0949,0.0784,0.0815
schange	Round_4_Replicate_29	-114839.42	229688.84	230395.35	315913.28	1.6839,1.4461,0.0587,0.0327,0.0521
schange	Round_4_Replicate_30	-133143.33	266296.66	263025.43	290981.22	2.6471,1.2133,0.0957,0.0785,0.0882
schange	Round_4_Replicate_31	-137499.03	275008.06	269902.83	293335.38	1.658,0.5482,0.1036,0.1029,0.085
schange	Round_4_Replicate_32	-120868.63	241747.26	238049.4	307598.27	1.4852,1.1447,0.0765,0.0512,0.0652
schange	Round_4_Replicate_33	-138383.33	276776.66	278766.42	288037.82	1.6848,1.5589,0.128,0.0733,0.0981
schange	Round_4_Replicate_34	-132620.84	265251.68	260633.8	302446.6	2.1744,0.6477,0.0811,0.0893,0.0844
schange	Round_4_Replicate_35	-138882.32	277774.64	277369.09	288290.8	0.9385,1.3975,0.1527,0.0684,0.0876
schange	Round_4_Replicate_36	-133229.88	266469.76	272807.71	306650.22	1.0653,1.3224,0.1062,0.0585,0.0858
schange	Round_4_Replicate_37	-135810.96	271631.92	272028.4	292598.91	0.9691,1.6264,0.1407,0.0639,0.0892
schange	Round_4_Replicate_38	-135822.04	271654.08	269485.36	286768.9	2.3251,2.0398,0.1127,0.0742,0.0985
schange	Round_4_Replicate_39	-125669.68	251349.36	247223.01	305464.16	1.2488,2.0753,0.0922,0.054,0.0798
schange	Round_4_Replicate_40	-116299.16	232608.32	227783.18	314457.97	1.1509,1.3905,0.0682,0.0405,0.0571
schange	Round_4_Replicate_41	-119658.47	239326.94	232817.29	312655.52	0.9197,0.5652,0.0706,0.0548,0.0534
schange	Round_4_Replicate_42	-136341.24	272692.48	265006.18	292932.33	2.5447,0.6691,0.0895,0.1036,0.0877
schange	Round_4_Replicate_43	-118730.75	237471.5	237419.26	314471.07	1.9726,0.6294,0.0597,0.0486,0.0571
schange	Round_4_Replicate_44	-129537.12	259084.24	252292.52	299061.57	1.274,1.393,0.1003,0.0677,0.0814
schange	Round_4_Replicate_45	-112374.73	224759.46	218614.68	326072.68	1.8594,0.6698,0.0417,0.0389,0.0469
schange	Round_4_Replicate_46	-127673.59	255357.18	248776.23	303642.96	0.979,1.3123,0.1,0.0624,0.0769
schange	Round_4_Replicate_47	-133020.64	266051.28	257485.6	297077.63	1.9803,1.7842,0.0911,0.075,0.092
schange	Round_4_Replicate_48	-148996.77	298003.54	300910.02	286764.46	1.7186,0.5297,0.1281,0.1182,0.1014
schange	Round_4_Replicate_49	-129999.84	260009.68	250912.53	304319.29	1.9704,0.5729,0.0748,0.0891,0.0763
schange	Round_4_Replicate_50	-123036.7	246083.4	242420.68	304201.76	1.6184,0.9371,0.076,0.0567,0.0635
schange	Round_4_Replicate_51	-129018.91	258047.82	253288.74	296454.64	2.3254,1.6701,0.0897,0.0676,0.0867
schange	Round_4_Replicate_52	-113863.95	227737.9	227400.39	317897.21	1.3061,1.6663,0.0609,0.0309,0.0515
schange	Round_4_Replicate_53	-128703.83	257417.66	260653.54	296334.94	1.4711,1.5119,0.0978,0.0499,0.0668
schange	Round_4_Replicate_54	-129844.65	259699.3	251739.97	303416.29	1.2175,1.2473,0.0926,0.0695,0.081
schange	Round_4_Replicate_55	-108465.17	216940.34	212092.79	329262.97	1.0437,1.2424,0.0422,0.025,0.0392
schange	Round_4_Replicate_56	-133454.14	266918.28	259988.17	292506.57	1.1774,2.0902,0.1186,0.0679,0.0879
schange	Round_4_Replicate_57	-143712.39	287434.78	279764.52	293635.62	1.9286,0.68,0.0988,0.1183,0.0994
schange	Round_4_Replicate_58	-135453.99	270917.98	272514.64	294188.92	1.3372,0.8566,0.1182,0.073,0.0836
schange	Round_4_Replicate_59	-142696.22	285402.44	281965.15	286890.41	2.6144,0.7987,0.107,0.1105,0.1029
schange	Round_4_Replicate_60	-126520.88	253051.76	245640.19	309313.69	1.2909,0.8555,0.0789,0.0678,0.0732
schange	Round_4_Replicate_61	-112675.95	225361.9	220504.27	325352.33	0.8556,1.2001,0.0566,0.0325,0.0484
schange	Round_4_Replicate_62	-115356.0	230722.0	226452.38	319176.1	0.9682,0.7233,0.0623,0.042,0.0508
schange	Round_4_Replicate_63	-124008.45	248026.9	249533.37	308987.36	1.7365,1.7244,0.0811,0.0494,0.0772
schange	Round_4_Replicate_64	-144486.2	288982.4	285029.3	281283.21	1.3046,1.4602,0.1499,0.0894,0.1011
schange	Round_4_Replicate_65	-119273.31	238556.62	230855.55	324248.63	1.9698,0.5719,0.0468,0.0543,0.0568
schange	Round_4_Replicate_66	-145919.29	291848.58	291506.57	286188.1	0.9613,1.1007,0.1604,0.0904,0.1022
schange	Round_4_Replicate_67	-133120.97	266251.94	272207.21	310036.94	1.9645,0.699,0.0791,0.0709,0.083
schange	Round_4_Replicate_68	-116971.4	233952.8	226057.18	316428.27	1.0433,0.6584,0.0596,0.0483,0.0503
schange	Round_4_Replicate_69	-122998.96	246007.92	238889.71	305340.35	1.733,1.6025,0.0768,0.0557,0.0724
schange	Round_4_Replicate_70	-138627.67	277265.34	271049.28	289708.06	2.5627,0.7579,0.0977,0.1047,0.0935
schange	Round_4_Replicate_71	-138948.98	277907.96	269865.88	294878.02	1.4527,0.7762,0.1049,0.1009,0.0921
schange	Round_4_Replicate_72	-132983.97	265977.94	266139.8	300096.8	1.0169,0.7736,0.1143,0.0716,0.0802
schange	Round_4_Replicate_73	-141458.48	282926.96	284093.22	285371.03	2.602,1.156,0.1158,0.0915,0.1051
schange	Round_4_Replicate_74	-143593.49	287196.98	300371.25	282378.26	2.734,1.5007,0.1061,0.0704,0.0785
schange	Round_4_Replicate_75	-123078.04	246166.08	243420.76	310189.77	2.9641,1.0585,0.0641,0.0594,0.0749
schange	Round_4_Replicate_76	-133129.94	266269.88	256141.36	296205.6	0.7283,1.844,0.1218,0.0644,0.0769
schange	Round_4_Replicate_77	-120937.78	241885.56	235540.88	310485.1	0.8283,1.8584,0.0885,0.0454,0.0662
schange	Round_4_Replicate_78	-115664.52	231339.04	222252.2	319488.42	0.7326,0.7647,0.0589,0.0413,0.0455
schange	Round_4_Replicate_79	-130800.65	261611.3	258844.43	305825.73	0.974,1.0169,0.1011,0.0677,0.0809
schange	Round_4_Replicate_80	-134511.52	269033.04	264549.61	297670.08	1.912,1.7751,0.0957,0.0748,0.0969
