Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2)
asym_mig_size	Round_1_Replicate_1	-101748.85	203513.7	293919.37	14221.95	1.3748,4.5128,0.3244,3.333,1.7467,1.4721,0.8781,0.1965
asym_mig_size	Round_1_Replicate_2	-141161.29	282338.58	3913826113.9	5244.64	0.1533,0.3473,3.0075,5.0348,5.9931,6.4615,0.9842,5.9422
asym_mig_size	Round_1_Replicate_3	-69525.48	139066.96	226012.88	7844.17	0.1539,0.6039,4.999,0.1629,0.412,3.8784,3.0441,4.6378
asym_mig_size	Round_1_Replicate_4	-117761.5	235539.0	328821.54	15877.83	0.1589,2.8494,0.1759,3.2263,2.7537,0.1697,0.5922,0.6051
asym_mig_size	Round_1_Replicate_5	-64358.62	128733.24	260698.29	25026.44	5.1454,0.5156,0.5101,1.1554,4.8458,0.5683,5.3975,0.4372
asym_mig_size	Round_1_Replicate_6	-120672.11	241360.22	17307856.25	14838.1	3.0132,3.4598,2.3413,6.125,2.5797,0.3006,0.156,0.1349
asym_mig_size	Round_1_Replicate_7	-91738.92	183493.84	4704110.01	10500.3	1.9658,3.4988,3.7287,1.3822,0.185,3.7877,3.2179,0.2294
asym_mig_size	Round_1_Replicate_8	-136517.77	273051.54	678953.41	49241.54	0.242,6.6318,0.2255,0.2366,1.4377,0.289,2.2033,8.1992
asym_mig_size	Round_1_Replicate_9	-99946.26	199908.52	252215.11	26670.53	1.424,1.0105,0.277,0.8591,0.412,1.1916,0.1806,0.2071
asym_mig_size	Round_1_Replicate_10	-69544.96	139105.92	226875.63	11142.53	2.3505,2.451,2.353,1.0293,1.3365,0.2313,0.379,4.3248
asym_mig_size	Round_2_Replicate_1	-46833.01	93682.02	131394.08	23965.21	2.521,0.9325,0.4424,0.9166,5.0347,0.2059,18.3656,0.5227
asym_mig_size	Round_2_Replicate_2	-41746.06	83508.12	195981.67	20844.58	7.2242,0.8913,0.3873,0.7065,6.2635,1.5536,4.9066,0.1822
asym_mig_size	Round_2_Replicate_3	-51152.9	102321.8	155162.06	34457.37	2.0912,0.5155,0.4231,0.5675,6.0775,0.2982,2.1869,1.6427
asym_mig_size	Round_2_Replicate_4	-100051.45	200118.9	262347.51	13043.61	20.9163,0.8946,0.3633,3.4213,1.5918,0.6287,2.2268,0.9057
asym_mig_size	Round_2_Replicate_5	-126674.94	253365.88	521865.38	25227.92	9.1982,0.1786,0.4735,4.6348,3.3647,0.5787,11.573,0.3106
asym_mig_size	Round_2_Replicate_6	-82032.77	164081.54	4653497.94	12894.71	6.2001,1.4426,1.0756,3.0014,5.7212,0.1598,10.5479,0.3846
asym_mig_size	Round_2_Replicate_7	-132119.96	264255.92	535186.05	22099.12	7.4637,0.2763,0.2887,3.901,1.8227,0.3596,12.0595,0.4395
asym_mig_size	Round_2_Replicate_8	-99544.59	199105.18	4305840.0	34168.85	1.3919,0.4434,0.4049,3.5335,12.1977,0.216,16.0781,0.1174
asym_mig_size	Round_2_Replicate_9	-137774.82	275565.64	14659687.18	15895.63	1.3339,0.1378,0.6017,3.4251,9.9087,0.1653,5.3273,1.1268
asym_mig_size	Round_2_Replicate_10	-70380.53	140777.06	437008.24	25038.68	4.5391,0.488,0.219,1.6532,13.0815,0.3836,5.647,0.7613
asym_mig_size	Round_2_Replicate_11	-55056.87	110129.74	1155885.02	22320.8	2.6855,1.0211,1.0296,0.522,8.636,0.8765,15.333,0.3065
asym_mig_size	Round_2_Replicate_12	-100029.55	200075.1	352354.01	14377.17	13.7129,0.1418,0.631,2.9647,1.3416,0.4312,5.3269,1.2948
asym_mig_size	Round_2_Replicate_13	-65630.77	131277.54	402230.28	15298.17	4.1504,2.0734,0.2278,2.9982,12.0034,0.3003,1.4235,0.3013
asym_mig_size	Round_2_Replicate_14	-52203.4	104422.8	307977.76	34197.84	13.6337,0.5562,0.4729,0.486,8.1588,0.629,13.9055,0.1569
asym_mig_size	Round_2_Replicate_15	-52488.34	104992.68	148481.97	19906.25	4.2034,0.952,0.3444,1.2631,4.7701,0.884,2.8202,0.5287
asym_mig_size	Round_2_Replicate_16	-101909.91	203835.82	433907.81	36421.82	11.5416,0.269,0.3238,0.479,1.9331,0.2139,5.1606,0.3323
asym_mig_size	Round_2_Replicate_17	-88782.21	177580.42	311754.77	31768.03	4.0155,0.3,0.3578,1.1079,2.6557,0.3132,17.0904,0.2034
asym_mig_size	Round_2_Replicate_18	-64697.96	129411.92	196406.73	16002.83	1.8744,0.9049,0.2167,2.5706,8.9002,0.1574,1.3789,1.3686
asym_mig_size	Round_2_Replicate_19	-59643.42	119302.84	1847484.17	29138.8	7.7142,0.9307,0.3934,0.7705,14.3634,0.7547,11.4539,1.5948
asym_mig_size	Round_2_Replicate_20	-170408.21	340832.42	5819539.21	21339.4	2.6999,0.1734,0.9428,3.6407,4.9425,0.1508,2.7266,0.4398
asym_mig_size	Round_3_Replicate_1	-83019.01	166054.02	2057071.75	11418.08	18.0696,3.2164,0.6203,1.2535,4.2896,0.6135,1.2781,0.0801
