Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2)
asym_mig_size	Round_3_Replicate_19	-64844.8	129705.6	228867.72	20883.18	0.8887,2.4715,0.4488,1.6597,3.5203,0.2349,0.1873,0.1091
asym_mig_size	Round_3_Replicate_20	-89379.29	178774.58	243659.52	20968.99	0.63,1.7882,0.4383,1.2705,1.0481,0.4012,0.3274,0.2621
asym_mig_size	Round_3_Replicate_21	-71301.01	142618.02	276602.18	15904.17	0.4744,3.0224,3.2247,0.6122,3.2714,0.3968,0.5678,0.0767
asym_mig_size	Round_3_Replicate_22	-101767.23	203550.46	403168.66	13512.05	1.5561,0.6946,2.5978,1.7957,0.7584,0.1179,0.6784,0.26
asym_mig_size	Round_3_Replicate_23	-60502.53	121021.06	177207.84	20308.13	0.41,0.6719,1.1814,0.8631,2.768,0.1055,0.3129,0.3123
asym_mig_size	Round_3_Replicate_24	-97087.46	194190.92	358192.31	25706.79	0.1139,3.4585,1.2073,0.3003,0.6776,0.4389,0.073,0.2678
asym_mig_size	Round_3_Replicate_25	-50138.39	100292.78	174638.22	25881.95	0.1859,0.8185,1.3222,0.851,7.4693,0.1339,0.2642,0.0431
asym_mig_size	Round_3_Replicate_26	-62131.08	124278.16	155520.59	24984.7	0.1626,5.8214,1.5011,0.411,1.3492,0.2665,0.0501,0.1208
asym_mig_size	Round_3_Replicate_27	-50146.66	100309.32	119000.69	28198.71	1.35,0.4877,0.2971,1.082,4.1006,0.2815,0.3297,0.0976
asym_mig_size	Round_3_Replicate_28	-68420.32	136856.64	617066.49	21256.84	1.5919,0.5741,2.4158,1.8995,2.1225,0.1808,0.1012,0.0454
asym_mig_size	Round_3_Replicate_29	-52192.43	104400.86	161594.96	24695.05	0.1964,4.6614,1.4181,0.4119,4.0051,0.1715,0.0653,0.0913
asym_mig_size	Round_3_Replicate_30	-61967.62	123951.24	152183.41	26828.44	0.2316,1.5426,0.6538,0.7361,0.8854,0.1392,0.0579,0.0561
asym_mig_size	Round_4_Replicate_1	-25313.55	50643.1	61057.68	40557.72	1.1471,2.0842,0.1617,0.1918,15.7305,0.2562,0.2798,0.1382
asym_mig_size	Round_4_Replicate_2	-28947.32	57910.64	71166.64	48571.64	0.8024,0.8147,0.1804,0.221,14.5517,0.0705,0.4771,0.1906
asym_mig_size	Round_4_Replicate_3	-32589.07	65194.14	114234.52	33794.59	1.0105,1.2373,0.3668,0.2537,11.1531,0.0768,0.1566,0.1491
asym_mig_size	Round_4_Replicate_4	-34912.7	69841.4	117961.88	33159.86	0.8197,0.9459,0.3969,0.3165,9.4833,0.0987,0.2734,0.1914
asym_mig_size	Round_4_Replicate_5	-37642.56	75301.12	132029.36	53120.3	1.2919,1.0411,0.2733,0.1842,15.5887,0.1902,0.1889,0.2616
asym_mig_size	Round_4_Replicate_6	-32102.47	64220.94	96799.89	32192.63	0.7903,0.9708,0.2723,0.325,9.9995,0.1795,0.3785,0.1145
asym_mig_size	Round_4_Replicate_7	-31539.92	63095.84	87426.2	43745.15	1.4217,0.7248,0.2076,0.3074,12.9199,0.1755,0.5302,0.2141
asym_mig_size	Round_4_Replicate_8	-35743.27	71502.54	115684.46	37751.35	1.3756,0.7775,0.3093,0.3771,10.0724,0.21,0.3096,0.3094
asym_mig_size	Round_4_Replicate_9	-30994.73	62005.46	79917.74	44233.67	1.2396,1.858,0.1747,0.3247,13.901,0.1266,0.3096,0.3397
asym_mig_size	Round_4_Replicate_10	-47079.45	94174.9	113177.78	50613.23	1.6586,0.6548,0.1568,0.2377,7.6017,0.1225,0.4919,0.2487
asym_mig_size	Round_4_Replicate_11	-32178.75	64373.5	119466.46	33870.06	2.2311,1.1586,0.359,0.2291,12.1399,0.216,0.3808,0.1414
asym_mig_size	Round_4_Replicate_12	-31840.09	63696.18	78396.02	36077.39	1.5653,1.2269,0.2745,0.3061,9.2225,0.1092,0.1194,0.2044
asym_mig_size	Round_4_Replicate_13	-25166.99	50349.98	72774.86	43552.64	1.5515,1.9752,0.162,0.2031,18.4045,0.1036,0.2531,0.1582
asym_mig_size	Round_4_Replicate_14	-30035.38	60086.76	112186.35	37476.12	1.8913,0.9224,0.2926,0.2045,14.3742,0.1634,0.4251,0.1192
asym_mig_size	Round_4_Replicate_15	-31326.48	62668.96	73999.41	34559.54	0.8937,1.2058,0.2296,0.2701,9.2774,0.1008,0.1422,0.1219
asym_mig_size	Round_4_Replicate_16	-24935.62	49887.24	61406.5	50706.51	1.8655,1.2067,0.1339,0.173,19.7767,0.1297,0.249,0.1541
asym_mig_size	Round_4_Replicate_17	-28337.66	56691.32	97049.99	39557.19	0.7749,1.2651,0.2319,0.2478,14.7575,0.1297,0.1791,0.1671
asym_mig_size	Round_4_Replicate_18	-33917.64	67851.28	99421.12	33899.63	1.3938,0.5631,0.366,0.2294,9.425,0.119,0.1936,0.0959
asym_mig_size	Round_4_Replicate_19	-29062.89	58141.78	91164.69	38243.09	1.7031,0.6353,0.2321,0.2642,13.1975,0.0717,0.1886,0.1147
asym_mig_size	Round_4_Replicate_20	-31795.12	63606.24	115878.85	34593.5	2.1111,1.4715,0.335,0.2711,11.5865,0.184,0.1653,0.1721
asym_mig_size	Round_4_Replicate_21	-30997.73	62011.46	88185.92	34574.99	1.225,1.5603,0.2885,0.3292,10.3432,0.0721,0.469,0.2513
asym_mig_size	Round_4_Replicate_22	-34215.93	68447.86	97563.29	32022.66	1.9948,0.8669,0.3375,0.3257,8.3952,0.0929,0.4089,0.1378
asym_mig_size	Round_4_Replicate_23	-35501.96	71019.92	84121.84	32219.2	2.217,1.1312,0.2888,0.3078,6.7914,0.1286,0.2311,0.1545
asym_mig_size	Round_4_Replicate_24	-35369.53	70755.06	83658.29	36515.6	2.6179,0.611,0.2276,0.2664,7.8436,0.0685,0.3733,0.0951
asym_mig_size	Round_4_Replicate_25	-33099.81	66215.62	93221.99	32272.67	1.8091,1.8725,0.3257,0.3776,8.8631,0.0625,0.265,0.2567
asym_mig_size	Round_4_Replicate_26	-28285.41	56586.82	86773.94	38800.63	0.7719,0.6338,0.2195,0.2557,13.8092,0.0705,0.1514,0.1154
asym_mig_size	Round_4_Replicate_27	-31574.37	63164.74	70548.06	36332.89	0.6977,1.0635,0.1857,0.2122,9.646,0.224,0.4618,0.1075
asym_mig_size	Round_4_Replicate_28	-34615.62	69247.24	86981.63	34789.62	1.9858,1.5841,0.3144,0.3661,8.3014,0.0673,0.5355,0.365
asym_mig_size	Round_4_Replicate_29	-28462.07	56940.14	66411.39	39355.49	2.0518,2.0497,0.1977,0.2495,11.8935,0.1826,0.1894,0.1852
asym_mig_size	Round_4_Replicate_30	-28976.44	57968.88	81231.26	37625.29	1.694,0.9392,0.2325,0.2708,12.2935,0.1219,0.3226,0.1492
asym_mig_size	Round_4_Replicate_31	-35123.62	70263.24	98170.66	52134.62	0.6154,0.584,0.2004,0.2935,13.6217,0.0733,0.2476,0.3461
asym_mig_size	Round_4_Replicate_32	-31092.21	62200.42	88037.74	42858.15	0.7548,1.343,0.2221,0.3006,12.8562,0.071,0.2228,0.2885
asym_mig_size	Round_4_Replicate_33	-29975.22	59966.44	76214.18	37990.42	1.9812,1.336,0.2569,0.2505,10.9409,0.2266,0.38,0.2061
asym_mig_size	Round_4_Replicate_34	-35124.13	70264.26	114321.24	41006.43	1.573,0.7266,0.3029,0.3075,11.0946,0.2172,0.439,0.2611
asym_mig_size	Round_4_Replicate_35	-32652.23	65320.46	94804.98	30206.89	1.4486,1.3195,0.3547,0.2148,9.7706,0.0911,0.4503,0.1075
asym_mig_size	Round_4_Replicate_36	-24785.36	49586.72	74320.87	50349.56	0.9207,2.018,0.1419,0.1754,21.9269,0.0753,0.3682,0.1775
asym_mig_size	Round_4_Replicate_37	-35469.84	70955.68	92059.3	36209.32	1.0237,0.8263,0.3576,0.2303,9.1789,0.0914,0.2899,0.169
asym_mig_size	Round_4_Replicate_38	-34898.89	69813.78	82896.64	33111.51	1.1135,1.5465,0.2381,0.1959,7.5141,0.1432,0.174,0.0928
asym_mig_size	Round_4_Replicate_39	-43744.28	87504.56	406995.19	48245.69	0.6668,0.9989,0.3687,0.2472,17.1667,0.2085,0.2139,0.321
asym_mig_size	Round_4_Replicate_40	-34593.07	69202.14	107399.0	34918.54	0.638,1.9385,0.3809,0.2667,10.14,0.0969,0.2019,0.2249
