Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2)
asym_mig_size	Round_1_Replicate_1	-134639.29	269294.58	440657.67	14489.27	2.5246,0.138,0.4587,1.2921,0.3687,0.3428,0.2206,7.6588
asym_mig_size	Round_1_Replicate_2	-193055.12	386126.24	891001.42	19975.07	0.2798,0.3701,0.3395,5.3584,0.2087,2.0244,0.3618,7.0678
asym_mig_size	Round_1_Replicate_3	-194562.26	389140.52	1110654.42	24737.78	1.0632,0.2442,0.1675,0.7994,0.2264,0.4287,2.9804,0.2018
asym_mig_size	Round_1_Replicate_4	-135038.54	270093.08	748191.74	10209.05	0.4486,2.7837,4.833,0.4732,0.1398,0.6009,0.1215,1.2838
asym_mig_size	Round_1_Replicate_5	-128465.68	256947.36	544843.56	21581.49	0.3585,7.5871,0.5129,0.6574,0.4653,0.2486,0.3742,1.4464
asym_mig_size	Round_1_Replicate_6	-105727.98	211471.96	363374.11	37740.84	1.2542,1.4876,0.2984,0.1996,0.6142,1.3472,0.2925,0.4615
asym_mig_size	Round_1_Replicate_7	-97665.47	195346.94	392568.98	8090.65	2.0616,0.3618,4.8793,0.8176,0.1736,0.6064,1.6872,1.2647
asym_mig_size	Round_1_Replicate_8	-121568.27	243152.54	458709.27	55517.64	0.4134,3.2815,0.2356,0.1842,0.5378,1.9028,0.2449,2.7211
asym_mig_size	Round_1_Replicate_9	-109616.76	219249.52	508787.93	28682.5	0.2176,0.3106,1.4059,0.2865,0.18,3.6315,0.759,0.45
asym_mig_size	Round_1_Replicate_10	-75613.49	151242.98	230522.32	21152.12	1.0278,0.1693,0.7735,0.362,0.4571,1.1399,4.2206,0.8204
asym_mig_size	Round_2_Replicate_1	-72162.14	144340.28	194737.47	15009.36	1.803,0.6652,0.9901,0.8406,0.3526,1.0064,1.6876,0.8893
asym_mig_size	Round_2_Replicate_2	-109268.5	218553.0	477017.49	13774.0	1.218,0.1708,1.3965,0.4533,0.2438,0.4237,16.0821,0.6817
asym_mig_size	Round_2_Replicate_3	-63219.1	126454.2	178558.05	13661.11	1.4556,0.386,1.4879,0.6521,0.1685,1.743,10.6676,1.4456
asym_mig_size	Round_2_Replicate_4	-130512.44	261040.88	871680.99	15672.16	1.3326,0.055,2.2269,0.7373,0.5294,0.3993,1.4267,0.3548
asym_mig_size	Round_2_Replicate_5	-222257.75	444531.5	2071005.8	43819.47	0.2611,0.0551,0.2475,0.1501,0.3888,0.3876,1.6694,0.2441
asym_mig_size	Round_2_Replicate_6	-71519.74	143055.48	264488.56	13325.3	2.6814,0.2095,2.3366,0.5425,0.2915,2.321,1.1534,0.2108
asym_mig_size	Round_2_Replicate_7	-184980.97	369977.94	761428.23	19273.82	1.6405,0.097,0.2321,1.378,0.3938,0.4648,16.1514,1.0257
asym_mig_size	Round_2_Replicate_8	-102939.52	205895.04	479072.53	17695.58	1.323,0.2427,1.306,0.3667,0.7993,0.3791,8.7865,0.5905
asym_mig_size	Round_2_Replicate_9	-68578.74	137173.48	1806542.08	8504.02	3.3798,0.4483,2.7112,1.3043,0.2021,3.4911,4.2551,1.376
asym_mig_size	Round_2_Replicate_10	-159458.74	318933.48	622703.88	32319.88	0.3317,0.4324,0.312,1.0196,0.1117,2.2355,2.295,2.774
asym_mig_size	Round_2_Replicate_11	-44246.7	88509.4	123796.62	11962.45	2.4645,0.1201,1.2478,0.6717,0.4009,2.1743,16.2161,0.4615
asym_mig_size	Round_2_Replicate_12	-105526.68	211069.36	372519.99	25075.49	0.2936,0.1323,0.7117,0.437,0.156,1.2481,1.2069,1.4287
asym_mig_size	Round_2_Replicate_13	-89476.64	178969.28	329682.96	17503.4	0.4692,0.0462,2.6461,0.256,1.445,1.9067,1.5568,1.0139
asym_mig_size	Round_2_Replicate_14	-47457.49	94930.98	219948.98	13475.88	1.5072,0.1378,1.8076,0.4538,1.3094,3.1458,4.1038,2.2721
asym_mig_size	Round_2_Replicate_15	-48067.59	96151.18	198636.32	13925.64	0.458,0.4448,1.8176,0.4443,1.5225,2.7579,18.084,3.1227
asym_mig_size	Round_2_Replicate_16	-107875.16	215766.32	424579.69	24697.78	2.3775,0.0403,0.5288,0.3726,0.6255,0.4777,4.8973,3.4235
asym_mig_size	Round_2_Replicate_17	-62081.73	124179.46	188962.74	9566.6	2.5,0.1087,2.7543,0.3521,0.317,1.3131,5.529,2.0283
asym_mig_size	Round_2_Replicate_18	-101773.36	203562.72	402091.61	40394.86	0.4968,0.6003,0.4593,0.1212,0.5529,1.8005,14.3067,3.2664
asym_mig_size	Round_2_Replicate_19	-67465.97	134947.94	215690.92	20812.05	1.3916,0.0965,0.6078,0.6812,0.211,3.518,5.9132,0.4258
asym_mig_size	Round_2_Replicate_20	-146173.07	292362.14	606457.72	19951.28	1.2983,0.3606,0.4731,0.4196,0.1759,0.604,9.7776,0.9471
asym_mig_size	Round_3_Replicate_1	-112415.3	224846.6	287170.24	8901.55	9.3017,0.1183,0.4992,2.2003,0.3059,1.1736,12.1484,0.8558
