Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2)
asym_mig_size	Round_3_Replicate_2	-72925.21	145866.42	257618.6	21002.14	3.9666,0.2739,0.4082,0.5331,1.2868,0.8068,28.4056,0.1637
asym_mig_size	Round_3_Replicate_3	-48142.31	96300.62	427176.39	3528.13	11.0131,0.1038,3.5501,1.9638,0.2731,2.3019,24.8464,0.3283
asym_mig_size	Round_3_Replicate_4	-52366.15	104748.3	305311.23	14186.96	1.6263,0.0314,1.8575,0.3653,0.1709,5.3516,25.9047,1.2166
asym_mig_size	Round_3_Replicate_5	-70122.8	140261.6	236470.99	15622.93	2.1023,0.1472,1.3664,0.5272,0.8538,0.5781,5.1458,1.8564
asym_mig_size	Round_3_Replicate_6	-108076.0	216168.0	363290.02	32866.58	0.9897,0.0546,0.4314,0.2705,0.2486,1.6446,17.5417,1.3068
asym_mig_size	Round_3_Replicate_7	-106857.67	213731.34	508550.43	18942.42	1.448,0.059,1.974,0.569,1.4552,0.68,22.6195,0.4912
asym_mig_size	Round_3_Replicate_8	-52701.16	105418.32	469664.37	16769.85	1.6404,0.1247,0.7941,0.7675,0.5601,5.5906,6.213,0.168
asym_mig_size	Round_3_Replicate_9	-72687.22	145390.44	206622.31	14527.65	1.5616,0.4636,0.6721,2.1801,1.6002,0.7043,22.89,1.0253
asym_mig_size	Round_3_Replicate_10	-81199.82	162415.64	291984.52	13522.15	1.0039,0.0607,3.5131,0.2511,0.1875,3.7583,27.8703,0.7212
asym_mig_size	Round_3_Replicate_11	-76240.94	152497.88	4482261.12	6105.44	6.1233,0.1151,3.6532,2.1001,0.7206,2.5717,25.0342,1.1553
asym_mig_size	Round_3_Replicate_12	-90056.86	180129.72	872622.11	20049.05	0.7173,0.4087,0.7006,1.9121,0.6747,3.5341,21.5329,0.5186
asym_mig_size	Round_3_Replicate_13	-38816.07	77648.14	103317.11	14474.43	3.7326,0.2394,0.7675,0.4806,1.0633,2.8397,24.4048,0.6892
asym_mig_size	Round_3_Replicate_14	-69194.82	138405.64	222075.37	19513.85	1.0074,0.1895,1.3736,1.3006,1.0848,1.4518,27.8703,0.1211
asym_mig_size	Round_3_Replicate_15	-39219.55	78455.1	147157.71	7206.81	4.1945,0.1002,3.0706,0.4252,0.2641,3.2879,20.1793,1.1927
asym_mig_size	Round_3_Replicate_16	-65155.56	130327.12	603865.92	11687.74	2.525,0.1345,1.3132,1.3321,0.2656,3.023,6.895,1.0264
asym_mig_size	Round_3_Replicate_17	-77280.14	154576.28	165341.99	18289.54	7.3832,0.3536,0.3435,0.2596,0.3009,4.2535,29.2496,0.8454
asym_mig_size	Round_3_Replicate_18	-62713.99	125443.98	172515.4	19657.12	0.8404,0.2733,3.2687,0.2875,0.7616,2.6755,12.9033,0.104
asym_mig_size	Round_3_Replicate_19	-55521.76	111059.52	149696.4	35516.39	0.7614,0.0788,0.568,0.1948,0.6413,4.9729,24.5356,1.3758
asym_mig_size	Round_3_Replicate_20	-73370.77	146757.54	234581.71	16161.91	1.0242,0.1911,2.1577,1.6333,0.6735,1.5507,20.4406,0.1669
asym_mig_size	Round_3_Replicate_21	-116886.43	233788.86	721436.67	22462.64	7.5887,0.0338,0.5229,0.2628,1.0334,0.8056,23.2292,0.1815
asym_mig_size	Round_3_Replicate_22	-59129.52	118275.04	167751.95	19655.98	1.2231,0.1115,1.5168,0.213,0.1522,3.8765,25.4296,0.1184
asym_mig_size	Round_3_Replicate_23	-51835.21	103686.42	145369.76	23083.11	2.1396,0.0433,0.9466,0.2537,1.3939,2.1416,7.2213,1.7907
asym_mig_size	Round_3_Replicate_24	-47138.05	94292.1	224195.53	6432.72	10.5955,0.1899,1.7744,1.4646,0.3542,1.7477,8.2891,0.8875
asym_mig_size	Round_3_Replicate_25	-80942.59	161901.18	1099875.75	7804.98	7.9309,0.0348,0.4267,1.0399,0.3724,8.1354,17.6325,0.3053
asym_mig_size	Round_3_Replicate_26	-104509.53	209035.06	531779.72	29100.92	2.494,0.0647,0.6874,0.1861,1.6199,1.0696,5.8948,0.1808
asym_mig_size	Round_3_Replicate_27	-36791.84	73599.68	100480.79	21272.93	2.4986,0.0421,0.557,0.2426,1.0697,5.6573,6.622,0.367
asym_mig_size	Round_3_Replicate_28	-46200.7	92417.4	162786.26	24991.27	1.1937,0.2115,0.8652,0.1998,0.1691,7.5853,4.8014,0.5044
asym_mig_size	Round_3_Replicate_29	-101791.52	203599.04	2415509.72	21494.87	0.6354,0.0662,0.8686,2.1452,0.1171,4.8306,26.1855,1.4028
asym_mig_size	Round_3_Replicate_30	-47742.87	95501.74	272513.1	6856.45	7.3572,0.1155,3.4877,0.2268,0.6532,6.9906,5.1473,0.4699
asym_mig_size	Round_4_Replicate_1	-30903.79	61823.58	79046.09	20271.33	3.8756,0.0954,0.4891,0.1676,1.8776,6.4224,6.7832,0.2429
asym_mig_size	Round_4_Replicate_2	-36657.33	73330.66	97926.72	23438.78	1.9135,0.1051,0.6859,0.1903,1.0907,5.9292,4.9801,0.7114
asym_mig_size	Round_4_Replicate_3	-29988.63	59993.26	74090.3	14326.43	5.1194,0.0705,0.4964,0.1545,1.0722,8.1037,14.8174,0.3259
asym_mig_size	Round_4_Replicate_4	-29559.71	59135.42	78008.27	19423.85	3.9704,0.0455,0.6062,0.1448,1.4698,7.7929,16.7766,0.3886
asym_mig_size	Round_4_Replicate_5	-34286.29	68588.58	100868.79	14967.37	5.1494,0.0512,0.5542,0.2812,1.0871,5.5874,9.1288,0.2834
asym_mig_size	Round_4_Replicate_6	-37019.96	74055.92	88994.61	15287.47	5.4909,0.0646,0.6387,0.2445,0.5619,5.1649,5.8688,0.579
asym_mig_size	Round_4_Replicate_7	-30740.15	61496.3	76646.65	22126.52	2.4701,0.0711,0.5668,0.1219,1.2001,8.7464,8.8435,0.4378
asym_mig_size	Round_4_Replicate_8	-37757.53	75531.06	109165.39	19425.12	3.7155,0.081,0.9946,0.1862,1.8935,4.9457,10.9618,0.4273
asym_mig_size	Round_4_Replicate_9	-47178.06	94372.12	208453.98	30145.69	1.8674,0.0437,0.4372,0.3436,2.034,6.3408,12.0825,0.4233
asym_mig_size	Round_4_Replicate_10	-37861.35	75738.7	143128.31	20848.0	3.6548,0.0407,0.4915,0.2259,0.9765,8.5648,7.5645,0.5259
asym_mig_size	Round_4_Replicate_11	-43463.32	86942.64	148258.74	19925.02	1.3669,0.0796,0.856,0.362,0.653,4.6579,7.0398,0.2056
asym_mig_size	Round_4_Replicate_12	-33846.11	67708.22	99908.79	24419.45	1.7062,0.029,0.4324,0.1445,0.8743,10.017,4.0605,0.16
asym_mig_size	Round_4_Replicate_13	-37589.2	75194.4	108769.68	17430.66	3.0569,0.0342,0.7215,0.3361,1.0186,4.0749,6.5998,0.2526
asym_mig_size	Round_4_Replicate_14	-37988.9	75993.8	101265.23	23747.75	1.5843,0.0686,0.5999,0.2231,1.0748,5.4301,11.0946,0.3431
asym_mig_size	Round_4_Replicate_15	-35753.28	71522.56	106166.49	21324.14	1.6975,0.0808,0.5153,0.2306,1.0769,6.4487,6.4716,0.1609
asym_mig_size	Round_4_Replicate_16	-35071.81	70159.62	78229.98	18386.0	4.4604,0.0781,0.4521,0.1397,0.6109,8.1616,7.4261,0.4606
asym_mig_size	Round_4_Replicate_17	-37775.66	75567.32	97786.83	18031.55	4.1126,0.0771,0.8104,0.2982,1.1383,3.3529,4.1769,0.4999
asym_mig_size	Round_4_Replicate_18	-37411.38	74838.76	103127.82	17831.36	4.2771,0.0502,0.7133,0.2807,1.2811,3.7921,14.1657,0.2686
asym_mig_size	Round_4_Replicate_19	-32302.33	64620.66	97703.99	16513.73	3.9507,0.0979,0.8155,0.2329,1.214,5.5272,4.7351,0.4852
asym_mig_size	Round_4_Replicate_20	-32990.62	65997.24	114653.57	21671.78	1.5992,0.1577,0.8369,0.1191,1.4492,11.0364,4.4412,0.4207
asym_mig_size	Round_4_Replicate_21	-32544.69	65105.38	85965.32	12627.28	4.0724,0.0557,0.8873,0.2461,0.677,4.5714,7.5787,0.3262
asym_mig_size	Round_4_Replicate_22	-29658.95	59333.9	85900.57	16453.05	3.321,0.0708,0.9351,0.1263,1.071,9.1631,7.0362,0.6455
asym_mig_size	Round_4_Replicate_23	-37036.42	74088.84	153359.04	13310.63	2.9404,0.0303,0.9565,0.4011,0.6648,4.9392,8.8026,0.229
asym_mig_size	Round_4_Replicate_24	-33664.83	67345.66	90402.83	13605.12	3.5135,0.0908,0.9123,0.2792,0.7899,4.1024,7.4168,0.3706
asym_mig_size	Round_4_Replicate_25	-45347.85	90711.7	138924.97	34694.76	1.8446,0.0242,0.4166,0.2548,1.825,6.0083,6.2275,0.5855
asym_mig_size	Round_4_Replicate_26	-29497.27	59010.54	95552.49	11688.83	3.2631,0.0805,1.0887,0.1291,0.725,9.5548,12.8565,0.2576
asym_mig_size	Round_4_Replicate_27	-35880.17	71776.34	118832.13	27975.96	1.669,0.0795,0.5616,0.1702,1.5068,8.5151,12.5303,0.6224
asym_mig_size	Round_4_Replicate_28	-37684.29	75384.58	105832.23	19830.1	1.8121,0.104,0.7416,0.2762,1.2385,4.172,7.7153,0.2296
asym_mig_size	Round_4_Replicate_29	-33351.86	66719.72	89314.84	17697.03	4.5231,0.0344,0.4935,0.2213,1.2148,6.1608,8.3541,0.2491
asym_mig_size	Round_4_Replicate_30	-32797.4	65610.8	99509.73	31298.53	3.5462,0.0372,0.4593,0.1305,2.0131,10.225,15.715,0.6683
asym_mig_size	Round_4_Replicate_31	-34294.13	68604.26	95858.71	17768.43	2.5287,0.0585,0.8031,0.2114,0.7389,5.9403,8.1271,0.5368
asym_mig_size	Round_4_Replicate_32	-38010.67	76037.34	101979.67	19979.75	1.7673,0.1026,0.7854,0.2517,0.9229,4.5567,15.323,0.4867
asym_mig_size	Round_4_Replicate_33	-41311.51	82639.02	142633.23	31317.52	1.3261,0.026,0.4246,0.227,1.4307,7.8043,3.0842,0.2486
asym_mig_size	Round_4_Replicate_34	-32299.09	64614.18	90086.13	11314.97	4.6011,0.0663,0.8218,0.2326,0.631,5.116,6.4555,0.2229
asym_mig_size	Round_4_Replicate_35	-46385.14	92786.28	107239.84	18919.68	2.9833,0.0352,0.4252,0.1524,0.6572,3.877,12.5089,0.2497
asym_mig_size	Round_4_Replicate_36	-35985.82	71987.64	91921.88	24596.96	2.0096,0.0377,0.4067,0.2012,1.3403,6.3051,6.0629,0.1609
asym_mig_size	Round_4_Replicate_37	-32597.3	65210.6	108846.43	20478.69	2.2287,0.0443,0.8512,0.1154,0.5779,11.7777,4.9732,0.5962
asym_mig_size	Round_4_Replicate_38	-31400.29	62816.58	82145.36	15760.05	3.1032,0.0337,0.6421,0.1742,0.7981,6.663,8.0291,0.2361
asym_mig_size	Round_4_Replicate_39	-27999.9	56015.8	89458.51	15670.89	3.8104,0.0894,0.5787,0.1375,1.1577,10.6214,9.7263,0.3589
asym_mig_size	Round_4_Replicate_40	-36369.31	72754.62	102782.73	16254.96	5.0335,0.0617,0.4326,0.3086,1.325,5.4291,7.9496,0.1805
