Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, T1, T2, T3)
sec_contact_asym_mig_three_epoch	Round_3_Replicate_8	-32767.79	65549.58	71520.72	5543.79	4.3145,0.6008,6.6308,5.3732,8.6009,0.1112,1.2832
sec_contact_asym_mig_three_epoch	Round_3_Replicate_9	-93316.41	186646.82	344771.96	2878.08	9.9067,0.6624,3.0415,0.8681,16.725,0.2032,0.7311
sec_contact_asym_mig_three_epoch	Round_3_Replicate_10	-33492.64	66999.28	67283.63	3109.88	1.9948,2.7378,3.9594,1.527,26.1579,0.2879,0.2399
sec_contact_asym_mig_three_epoch	Round_3_Replicate_11	-69712.96	139439.92	157705.8	3625.43	1.3182,1.8774,2.5059,0.8916,28.2878,0.6274,0.5502
sec_contact_asym_mig_three_epoch	Round_3_Replicate_12	-54133.07	108280.14	129451.58	4280.09	3.1452,0.9159,0.9198,2.8512,16.3522,0.346,1.603
sec_contact_asym_mig_three_epoch	Round_3_Replicate_13	-50788.48	101590.96	167043.83	5310.46	2.3744,3.2574,8.5967,1.7138,7.5115,0.0953,1.7857
sec_contact_asym_mig_three_epoch	Round_3_Replicate_14	-141424.64	282863.28	1089557.76	2537.51	6.3989,1.9772,0.8778,2.1318,23.8705,0.1211,0.9764
sec_contact_asym_mig_three_epoch	Round_3_Replicate_15	-48372.76	96759.52	108134.04	3609.7	4.3017,3.3771,1.2911,1.044,11.8027,0.5872,0.4478
sec_contact_asym_mig_three_epoch	Round_3_Replicate_16	-86973.24	173960.48	285094.2	6391.36	4.6066,1.4698,3.1215,0.9405,4.2744,0.545,1.3686
sec_contact_asym_mig_three_epoch	Round_3_Replicate_17	-82972.87	165959.74	300321.64	3733.86	5.5605,3.8157,0.7159,0.5174,7.2877,0.5802,0.251
sec_contact_asym_mig_three_epoch	Round_3_Replicate_18	-140550.91	281115.82	870311.11	2343.71	12.8489,0.6724,1.8245,0.4751,18.453,0.2041,2.2235
sec_contact_asym_mig_three_epoch	Round_3_Replicate_19	-89751.61	179517.22	658260.84	3781.18	7.166,4.2308,1.115,3.0625,4.8771,0.5057,0.578
sec_contact_asym_mig_three_epoch	Round_3_Replicate_20	-97465.55	194945.1	330008.83	3679.4	3.5224,2.0159,0.7693,0.8508,16.8407,0.3092,0.1534
sec_contact_asym_mig_three_epoch	Round_3_Replicate_21	-64592.38	129198.76	196574.18	3049.86	7.0818,0.7889,0.74,2.2094,17.0071,0.3447,1.3469
sec_contact_asym_mig_three_epoch	Round_3_Replicate_22	-148690.56	297395.12	555422.43	3842.53	1.3499,6.0858,0.7491,0.5733,13.2057,0.2869,0.1567
sec_contact_asym_mig_three_epoch	Round_3_Replicate_23	-58566.35	117146.7	241981.32	2157.26	7.5819,3.0832,5.7887,1.5407,28.0102,0.1417,0.2262
sec_contact_asym_mig_three_epoch	Round_3_Replicate_24	-126182.13	252378.26	670427.99	4245.62	3.9394,1.0876,0.8533,1.0313,13.6437,0.186,0.5085
sec_contact_asym_mig_three_epoch	Round_3_Replicate_25	-133225.01	266464.02	638713.93	4120.09	2.6619,0.9773,1.937,0.9702,18.7409,0.1401,0.3042
sec_contact_asym_mig_three_epoch	Round_3_Replicate_26	-124680.63	249375.26	622449.77	2097.47	11.3981,0.5266,0.8639,0.763,25.2621,0.3034,0.3791
sec_contact_asym_mig_three_epoch	Round_3_Replicate_27	-75782.78	151579.56	302578.86	4215.76	5.7102,1.9119,1.0979,1.6672,7.9097,0.2294,0.4822
sec_contact_asym_mig_three_epoch	Round_3_Replicate_28	-84228.99	168471.98	268775.25	3687.24	2.251,0.5566,7.4015,0.737,26.7715,0.1819,0.5698
sec_contact_asym_mig_three_epoch	Round_3_Replicate_29	-60823.99	121661.98	149593.03	7099.75	1.8155,0.6355,1.3145,3.1892,9.4539,0.2875,0.3496
sec_contact_asym_mig_three_epoch	Round_3_Replicate_30	-91469.62	182953.24	306319.33	4783.63	3.179,2.6077,0.6811,0.5479,8.5413,0.4701,0.2575
sec_contact_asym_mig_three_epoch	Round_4_Replicate_1	-27021.8	54057.6	58789.05	3666.12	4.9291,1.0717,4.6692,4.7995,16.3184,0.1719,0.9666
sec_contact_asym_mig_three_epoch	Round_4_Replicate_2	-54103.62	108221.24	140506.5	5822.91	5.2896,0.5127,6.313,3.3138,6.6817,0.1169,1.9876
sec_contact_asym_mig_three_epoch	Round_4_Replicate_3	-27431.71	54877.42	61027.02	6665.93	2.4088,0.6758,7.7094,7.7614,9.0418,0.1292,1.0687
sec_contact_asym_mig_three_epoch	Round_4_Replicate_4	-28702.22	57418.44	66890.71	5249.33	4.2861,0.4713,11.1608,9.9136,10.2023,0.0678,0.652
sec_contact_asym_mig_three_epoch	Round_4_Replicate_5	-25475.78	50965.56	55129.67	4700.68	2.5031,0.6636,5.9115,10.6725,16.2745,0.1781,2.3763
sec_contact_asym_mig_three_epoch	Round_4_Replicate_6	-33054.51	66123.02	72583.58	4200.45	4.8097,0.7376,3.2955,4.0421,13.1156,0.1748,2.261
sec_contact_asym_mig_three_epoch	Round_4_Replicate_7	-33169.86	66353.72	122348.26	6677.47	3.418,0.8038,9.0669,8.9972,6.4354,0.1251,1.5087
sec_contact_asym_mig_three_epoch	Round_4_Replicate_8	-27250.0	54514.0	59691.84	3625.32	4.2395,0.5115,4.3832,8.9359,19.6673,0.1707,1.2484
sec_contact_asym_mig_three_epoch	Round_4_Replicate_9	-27465.94	54945.88	56954.39	9633.33	1.7492,0.4027,10.2974,10.8867,5.8784,0.0758,1.5889
sec_contact_asym_mig_three_epoch	Round_4_Replicate_10	-28229.98	56473.96	58467.16	5619.8	2.373,0.6025,4.4955,7.1626,12.491,0.1714,2.2911
sec_contact_asym_mig_three_epoch	Round_4_Replicate_11	-30107.35	60228.7	65790.87	4494.66	3.9107,0.542,4.4285,5.7184,14.1586,0.1496,0.704
sec_contact_asym_mig_three_epoch	Round_4_Replicate_12	-54938.38	109890.76	160301.63	6805.1	2.5769,0.3324,8.1901,3.4629,10.1353,0.1429,1.0079
sec_contact_asym_mig_three_epoch	Round_4_Replicate_13	-43104.96	86223.92	104569.18	5803.71	5.5972,0.4528,6.7393,8.8734,5.9906,0.1268,1.1634
sec_contact_asym_mig_three_epoch	Round_4_Replicate_14	-30227.19	60468.38	84815.83	5736.05	3.5832,0.9252,7.8978,5.2692,8.8412,0.1389,0.7785
sec_contact_asym_mig_three_epoch	Round_4_Replicate_15	-27963.72	55941.44	61422.53	4097.93	3.8557,1.1112,4.7492,4.0206,15.6529,0.2293,0.7369
sec_contact_asym_mig_three_epoch	Round_4_Replicate_16	-27006.31	54026.62	59163.97	4442.03	3.5763,0.7486,6.4269,7.5728,14.8671,0.125,1.0837
sec_contact_asym_mig_three_epoch	Round_4_Replicate_17	-35514.15	71042.3	102832.46	6862.32	3.1389,0.9842,6.0973,7.0062,5.8219,0.1843,1.4999
sec_contact_asym_mig_three_epoch	Round_4_Replicate_18	-31334.19	62682.38	70563.54	4557.55	4.7702,0.5257,5.4796,9.5094,11.7551,0.177,1.4822
sec_contact_asym_mig_three_epoch	Round_4_Replicate_19	-35526.82	71067.64	88163.92	5269.98	3.0374,0.3141,8.1885,7.9558,13.5445,0.0974,1.1948
sec_contact_asym_mig_three_epoch	Round_4_Replicate_20	-31948.7	63911.4	68251.16	5947.88	2.2877,0.77,3.9451,4.4643,11.0954,0.2034,1.1099
sec_contact_asym_mig_three_epoch	Round_4_Replicate_21	-41452.74	82919.48	102654.25	6897.33	2.489,0.4811,10.5377,3.3664,9.7963,0.1162,0.8459
sec_contact_asym_mig_three_epoch	Round_4_Replicate_22	-28522.35	57058.7	85751.76	5607.04	2.9418,0.9479,9.0062,7.4286,10.6008,0.1556,2.5219
sec_contact_asym_mig_three_epoch	Round_4_Replicate_23	-28140.3	56294.6	59872.18	3281.05	5.7421,0.5318,4.894,6.702,19.553,0.1343,0.7698
sec_contact_asym_mig_three_epoch	Round_4_Replicate_24	-30447.41	60908.82	97720.11	3263.65	6.2588,0.8426,7.8162,9.8449,17.5954,0.0886,1.3683
sec_contact_asym_mig_three_epoch	Round_4_Replicate_25	-32345.72	64705.44	72794.38	4850.65	4.5396,0.944,3.5716,4.882,9.4532,0.1796,1.2189
sec_contact_asym_mig_three_epoch	Round_4_Replicate_26	-49430.68	98875.36	168761.4	3416.55	8.2555,1.0677,9.4902,2.9549,13.9468,0.112,0.7219
sec_contact_asym_mig_three_epoch	Round_4_Replicate_27	-38658.16	77330.32	95771.19	2979.67	6.4583,0.5338,4.3263,3.8048,21.9534,0.1494,1.4199
sec_contact_asym_mig_three_epoch	Round_4_Replicate_28	-40717.64	81449.28	101056.23	5341.08	3.3688,0.5839,4.4641,3.223,11.4175,0.1469,1.125
sec_contact_asym_mig_three_epoch	Round_4_Replicate_29	-28745.86	57505.72	61006.92	4331.18	4.0586,0.4136,7.006,8.3659,15.3781,0.0957,0.885
sec_contact_asym_mig_three_epoch	Round_4_Replicate_30	-32209.61	64433.22	70754.41	5367.68	4.1725,0.5597,6.8287,5.3568,9.798,0.1207,0.9163
sec_contact_asym_mig_three_epoch	Round_4_Replicate_31	-36018.08	72050.16	83232.97	7212.79	2.7123,0.5458,6.4594,4.1836,7.4725,0.1227,1.5794
sec_contact_asym_mig_three_epoch	Round_4_Replicate_32	-26517.97	53049.94	55465.88	3239.24	5.4244,0.9605,4.2848,5.159,19.5593,0.1723,2.5864
sec_contact_asym_mig_three_epoch	Round_4_Replicate_33	-27351.51	54717.02	65631.88	3499.16	5.4412,1.1078,5.2029,5.3262,16.5739,0.1555,0.7039
sec_contact_asym_mig_three_epoch	Round_4_Replicate_34	-50635.24	101284.48	135775.41	5960.69	4.039,0.3907,5.7893,3.6385,8.4629,0.1198,2.5544
sec_contact_asym_mig_three_epoch	Round_4_Replicate_35	-26729.67	53473.34	60480.22	7232.58	2.2441,0.5536,7.2778,10.9011,8.1789,0.1176,2.2645
sec_contact_asym_mig_three_epoch	Round_4_Replicate_36	-27338.56	54691.12	58798.83	5446.4	2.843,0.7602,6.4138,6.9546,11.6967,0.1317,0.9692
sec_contact_asym_mig_three_epoch	Round_4_Replicate_37	-32221.6	64457.2	73046.23	7990.83	2.2414,0.5999,5.8988,9.3915,6.4161,0.0917,1.4067
sec_contact_asym_mig_three_epoch	Round_4_Replicate_38	-29516.84	59047.68	69003.14	5515.35	3.112,0.5667,10.1027,6.6719,12.3016,0.1612,1.3677
sec_contact_asym_mig_three_epoch	Round_4_Replicate_39	-30325.05	60664.1	67409.07	2776.28	6.8936,0.7123,7.711,7.4104,23.2072,0.0859,2.3083
sec_contact_asym_mig_three_epoch	Round_4_Replicate_40	-28767.04	57548.08	69563.92	4128.75	6.0931,0.5119,8.6967,9.3805,12.1472,0.0931,0.7429
