Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, T1, T2, T3)
sec_contact_asym_mig_three_epoch	Round_1_Replicate_1	-1152094.1	2304202.2	1223832783333.67	21119.45	0.6948,0.2004,1.8684,1.4603,0.1789,2.3218,2.6319
sec_contact_asym_mig_three_epoch	Round_1_Replicate_2	-293808.71	587631.42	761273319886.44	5705.05	1.0109,0.2551,0.4653,0.4973,1.623,6.044,0.5164
sec_contact_asym_mig_three_epoch	Round_1_Replicate_3	-229943.24	459900.48	1634523.25	12112.73	0.7681,4.3697,0.5432,5.0336,0.2639,0.9238,6.3786
sec_contact_asym_mig_three_epoch	Round_1_Replicate_4	-223263.71	446541.42	2407804.25	28405.02	0.6211,0.3053,4.9719,0.3315,1.6453,0.3594,3.9572
sec_contact_asym_mig_three_epoch	Round_1_Replicate_5	-120204.72	240423.44	472424.2	7148.43	3.3672,4.0968,2.8247,1.078,0.6833,0.6857,0.2958
sec_contact_asym_mig_three_epoch	Round_1_Replicate_6	-322206.87	644427.74	257329382115209.88	6102.11	0.3804,0.7133,0.4569,5.329,1.0945,7.54,6.8197
sec_contact_asym_mig_three_epoch	Round_1_Replicate_7	-204993.57	410001.14	2752403.54	5341.59	2.059,6.9046,0.2416,0.7046,4.2541,0.2219,1.4361
sec_contact_asym_mig_three_epoch	Round_1_Replicate_8	-284807.26	569628.52	611873135472.37	6914.72	0.9423,0.2688,3.1333,0.1918,0.1602,5.6827,3.3332
sec_contact_asym_mig_three_epoch	Round_1_Replicate_9	-77388.64	154791.28	205952.47	6601.99	2.0108,3.6432,1.6118,1.7423,3.8225,0.3651,0.6858
sec_contact_asym_mig_three_epoch	Round_1_Replicate_10	-223725.08	447464.16	2277286.36	13161.32	1.3596,0.7413,0.6069,0.3111,1.4692,0.7365,1.0681
sec_contact_asym_mig_three_epoch	Round_2_Replicate_1	-48997.8	98009.6	118788.63	4179.39	3.6667,1.859,2.2297,1.5956,13.1726,0.2203,0.6497
sec_contact_asym_mig_three_epoch	Round_2_Replicate_2	-117755.32	235524.64	324347.46	8307.72	0.8363,3.9906,4.5467,1.0536,2.8936,0.4869,1.9504
sec_contact_asym_mig_three_epoch	Round_2_Replicate_3	-121060.14	242134.28	448766.54	4835.8	3.5786,3.7006,0.4458,0.862,4.1416,1.3603,0.4884
sec_contact_asym_mig_three_epoch	Round_2_Replicate_4	-112732.64	225479.28	4065434.84	4087.31	4.8502,7.7637,6.5395,1.1299,4.0718,0.2058,1.5655
sec_contact_asym_mig_three_epoch	Round_2_Replicate_5	-124839.64	249693.28	420149.52	8845.49	1.196,3.2814,2.0589,0.441,1.9622,0.5947,0.3269
sec_contact_asym_mig_three_epoch	Round_2_Replicate_6	-248699.04	497412.08	1665452.14	7538.99	0.6021,7.7994,2.0117,0.5528,1.4723,0.805,2.4278
sec_contact_asym_mig_three_epoch	Round_2_Replicate_7	-111533.95	223081.9	753573.85	5185.28	4.3589,1.6463,1.1614,0.7157,6.6173,0.2129,1.6463
sec_contact_asym_mig_three_epoch	Round_2_Replicate_8	-126756.67	253527.34	549413.46	8422.03	5.1554,1.0769,2.0555,0.9846,0.9939,0.4504,0.3395
sec_contact_asym_mig_three_epoch	Round_2_Replicate_9	-97500.21	195014.42	340638.34	3066.09	2.4741,6.8268,1.396,0.9659,16.0165,0.239,1.204
sec_contact_asym_mig_three_epoch	Round_2_Replicate_10	-58812.02	117638.04	155511.11	3773.88	1.9437,5.8473,4.3247,1.9588,12.1423,0.1477,2.117
sec_contact_asym_mig_three_epoch	Round_2_Replicate_11	-93169.04	186352.08	326953.64	9393.87	2.5539,2.5479,0.4365,5.3437,1.2685,0.363,0.6152
sec_contact_asym_mig_three_epoch	Round_2_Replicate_12	-177871.21	355756.42	629833.29	9033.69	0.5725,5.6691,1.2625,6.4977,8.4598,0.5622,0.6701
sec_contact_asym_mig_three_epoch	Round_2_Replicate_13	-78284.09	156582.18	248711.93	5135.45	5.1389,1.094,0.5738,2.3828,5.9423,0.4798,0.8677
sec_contact_asym_mig_three_epoch	Round_2_Replicate_14	-115692.9	231399.8	280684.99	9170.86	0.6641,1.4071,1.2653,4.4465,7.3563,0.1557,1.7885
sec_contact_asym_mig_three_epoch	Round_2_Replicate_15	-198614.64	397243.28	825764.34	6655.68	0.7302,8.0067,1.5456,3.51,6.4006,0.8729,0.2321
sec_contact_asym_mig_three_epoch	Round_2_Replicate_16	-109535.19	219084.38	920500.24	6304.59	2.4409,8.4598,1.8031,4.4013,2.4095,0.257,0.7994
sec_contact_asym_mig_three_epoch	Round_2_Replicate_17	-119956.74	239927.48	400925.73	7712.41	1.7959,3.6969,1.6576,1.6711,1.6368,0.7746,0.9734
sec_contact_asym_mig_three_epoch	Round_2_Replicate_18	-167375.41	334764.82	704239.53	9060.67	0.549,6.3297,2.0872,0.4829,1.8686,0.174,0.6789
sec_contact_asym_mig_three_epoch	Round_2_Replicate_19	-293205.11	586424.22	2641382.52	6271.55	0.644,6.3977,0.5019,1.9674,9.9485,1.2054,0.3848
sec_contact_asym_mig_three_epoch	Round_2_Replicate_20	-102057.54	204129.08	399161.52	7944.47	4.4574,1.368,1.4993,5.5537,1.2027,0.4187,1.5405
sec_contact_asym_mig_three_epoch	Round_3_Replicate_1	-63658.21	127330.42	181939.33	3441.86	2.5291,0.782,3.5253,1.8475,29.0609,0.5785,1.3109
sec_contact_asym_mig_three_epoch	Round_3_Replicate_2	-38480.66	76975.32	89635.54	3193.69	4.4634,1.502,3.4841,2.9416,21.6044,0.643,0.2075
sec_contact_asym_mig_three_epoch	Round_3_Replicate_3	-83541.06	167096.12	387882.73	3427.26	5.9746,1.4802,2.5528,3.7018,14.3206,0.0951,0.9516
sec_contact_asym_mig_three_epoch	Round_3_Replicate_4	-136637.11	273288.22	1852961.67	2112.51	6.9303,6.7461,1.0861,1.529,21.1949,0.1714,0.4836
sec_contact_asym_mig_three_epoch	Round_3_Replicate_5	-111523.91	223061.82	487000.03	2448.38	8.447,0.684,0.7072,2.1903,24.5518,0.8389,1.618
sec_contact_asym_mig_three_epoch	Round_3_Replicate_6	-103240.76	206495.52	3154890.37	4858.45	6.3093,3.1629,4.4738,5.3314,3.484,0.2028,0.3258
sec_contact_asym_mig_three_epoch	Round_3_Replicate_7	-88176.96	176367.92	195719.92	4801.11	1.1323,2.6049,6.5817,3.6089,16.2087,0.7322,0.9827
