Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nuB, nuF, T)
bottlegrowth	Round_2_Replicate_15	-32214.48	64434.96	64346.97	3295540.13	5.7998,0.0434,0.6721
bottlegrowth	Round_2_Replicate_16	-102114.44	204234.88	182772.75	318791.29	3.8086,0.6514,0.0472
bottlegrowth	Round_2_Replicate_17	-58417.42	116840.84	104664.65	348589.62	1.6046,0.6625,0.3969
bottlegrowth	Round_2_Replicate_18	-18518.31	37042.62	35914.32	423114.78	7.5561,0.2633,0.428
bottlegrowth	Round_2_Replicate_19	-11259.68	22525.36	22017.28	448912.88	3.0682,0.1218,0.0842
bottlegrowth	Round_2_Replicate_20	-22002.29	44010.58	42400.55	400349.01	7.9638,0.3261,0.6263
bottlegrowth	Round_2_Replicate_21	-23108.44	46222.88	43780.9	376104.82	8.2414,0.3647,0.6416
bottlegrowth	Round_2_Replicate_22	-15680.09	31366.18	31006.83	474083.45	4.5111,0.1706,0.2134
bottlegrowth	Round_2_Replicate_23	-32032.07	64070.14	63794.31	2580367.7	5.8674,0.0579,0.813
bottlegrowth	Round_2_Replicate_24	-13069.23	26144.46	25552.84	440812.19	9.8069,0.171,0.2219
bottlegrowth	Round_2_Replicate_25	-16071.73	32149.46	31424.61	452775.58	4.2945,0.2048,0.2377
bottlegrowth	Round_2_Replicate_26	-25521.16	51048.32	46740.44	328604.59	14.5678,0.4108,0.6172
bottlegrowth	Round_2_Replicate_27	-22909.65	45825.3	43737.29	336554.4	17.1849,0.4078,0.9687
bottlegrowth	Round_2_Replicate_28	-11946.99	23899.98	23345.6	433115.26	25.3358,0.159,0.2433
bottlegrowth	Round_2_Replicate_29	-24488.83	48983.66	44786.59	353334.97	17.9455,0.2943,0.3124
bottlegrowth	Round_2_Replicate_30	-19842.09	39690.18	38231.36	348912.04	24.7663,0.3495,0.8545
bottlegrowth	Round_3_Replicate_1	-15312.79	30631.58	30118.32	467908.27	2.5291,0.1768,0.1598
bottlegrowth	Round_3_Replicate_2	-17904.39	35814.78	34178.09	430387.7	2.766,0.2387,0.1897
bottlegrowth	Round_3_Replicate_3	-10107.62	20221.24	19888.38	462832.34	7.6337,0.072,0.0489
bottlegrowth	Round_3_Replicate_4	-9932.72	19871.44	19517.22	455133.8	1.2067,0.0873,0.0421
bottlegrowth	Round_3_Replicate_5	-26593.91	53193.82	49681.73	420773.38	1.4333,0.3398,0.2045
bottlegrowth	Round_3_Replicate_6	-10080.23	20166.46	19474.22	430241.91	0.9887,0.0807,0.0275
bottlegrowth	Round_3_Replicate_7	-10681.72	21369.44	20988.79	455411.25	3.9372,0.1063,0.0823
bottlegrowth	Round_3_Replicate_8	-10290.22	20586.44	20227.02	454913.02	6.3786,0.0996,0.0874
bottlegrowth	Round_3_Replicate_9	-14979.18	29964.36	28832.24	432111.04	4.4953,0.2005,0.1854
bottlegrowth	Round_3_Replicate_10	-13738.93	27483.86	26448.64	431552.33	4.6743,0.1766,0.1484
bottlegrowth	Round_3_Replicate_11	-17937.23	35880.46	34400.25	439169.0	1.955,0.2333,0.1611
bottlegrowth	Round_3_Replicate_12	-8268.35	16542.7	16192.43	446084.19	1.2845,0.0534,0.024
bottlegrowth	Round_3_Replicate_13	-12455.3	24916.6	24514.5	461477.32	3.4503,0.1353,0.1162
bottlegrowth	Round_3_Replicate_14	-11679.32	23364.64	22924.98	456710.73	1.3485,0.1221,0.0645
bottlegrowth	Round_3_Replicate_15	-9813.93	19633.86	19205.24	447526.23	0.8588,0.0891,0.0348
bottlegrowth	Round_3_Replicate_16	-14832.94	29671.88	28846.68	446224.76	3.6997,0.1909,0.1791
bottlegrowth	Round_3_Replicate_17	-12885.96	25777.92	25112.9	447023.21	3.3251,0.1552,0.1213
bottlegrowth	Round_3_Replicate_18	-16979.18	33964.36	33345.23	457719.39	4.9715,0.2102,0.2862
bottlegrowth	Round_3_Replicate_19	-12170.06	24346.12	23701.93	439273.37	8.3754,0.1546,0.1673
bottlegrowth	Round_3_Replicate_20	-8990.46	17986.92	17664.27	454740.6	4.9328,0.0623,0.0411
bottlegrowth	Round_3_Replicate_21	-9845.83	19697.66	19358.9	456018.05	3.6916,0.0863,0.0617
bottlegrowth	Round_3_Replicate_22	-19166.12	38338.24	36640.15	433564.08	2.741,0.2579,0.2294
bottlegrowth	Round_3_Replicate_23	-11902.78	23811.56	23348.25	456173.69	0.9931,0.1266,0.0581
bottlegrowth	Round_3_Replicate_24	-7556.73	15119.46	14815.25	448418.79	1.3408,0.0339,0.0159
bottlegrowth	Round_3_Replicate_25	-13112.36	26230.72	25445.47	441181.78	3.9017,0.1629,0.1325
bottlegrowth	Round_3_Replicate_26	-8788.76	17583.52	17221.2	448395.95	4.3081,0.0605,0.036
bottlegrowth	Round_3_Replicate_27	-10384.16	20774.32	20287.04	446208.04	0.7772,0.1014,0.0374
bottlegrowth	Round_3_Replicate_28	-10811.07	21628.14	20919.58	435095.78	6.1906,0.0808,0.0406
bottlegrowth	Round_3_Replicate_29	-13056.55	26119.1	25686.24	460904.86	3.8387,0.1474,0.1378
bottlegrowth	Round_3_Replicate_30	-11517.88	23041.76	22726.5	487515.2	7.7277,0.0635,0.0434
bottlegrowth	Round_3_Replicate_31	-16021.18	32048.36	31029.85	443320.34	3.3798,0.2107,0.1974
bottlegrowth	Round_3_Replicate_32	-12669.99	25345.98	24663.17	446766.96	0.8103,0.1451,0.0555
bottlegrowth	Round_3_Replicate_33	-11149.18	22304.36	21832.75	451322.6	2.1613,0.1165,0.0707
bottlegrowth	Round_3_Replicate_34	-8983.85	17973.7	17629.46	451160.54	4.2608,0.0681,0.0448
bottlegrowth	Round_3_Replicate_35	-9032.71	18071.42	17679.59	446295.12	1.7368,0.0716,0.0355
bottlegrowth	Round_3_Replicate_36	-17215.06	34436.12	33409.25	455564.07	0.939,0.214,0.1052
bottlegrowth	Round_3_Replicate_37	-11501.96	23009.92	22574.48	454438.55	3.9438,0.1247,0.1019
bottlegrowth	Round_3_Replicate_38	-10502.0	21010.0	20554.05	449143.07	1.8549,0.1035,0.0564
bottlegrowth	Round_3_Replicate_39	-10124.76	20255.52	19920.8	464145.84	6.7532,0.0668,0.0406
bottlegrowth	Round_3_Replicate_40	-16462.16	32930.32	32308.55	466581.89	2.615,0.1963,0.1908
bottlegrowth	Round_3_Replicate_41	-11593.25	23192.5	22567.99	436875.83	11.4132,0.1464,0.1656
bottlegrowth	Round_3_Replicate_42	-28171.41	56348.82	53798.57	473478.68	0.9124,0.3324,0.2469
bottlegrowth	Round_3_Replicate_43	-8731.8	17469.6	17096.57	446551.8	3.7169,0.0625,0.0369
bottlegrowth	Round_3_Replicate_44	-20608.89	41223.78	40364.13	483269.32	1.5685,0.2375,0.2249
bottlegrowth	Round_3_Replicate_45	-19386.74	38779.48	37755.29	468994.35	1.0785,0.2344,0.15
bottlegrowth	Round_3_Replicate_46	-22018.11	44042.22	41745.71	414223.01	4.0234,0.312,0.3757
bottlegrowth	Round_3_Replicate_47	-12710.06	25426.12	24939.52	454963.98	4.4391,0.1483,0.1399
bottlegrowth	Round_3_Replicate_48	-16482.9	32971.8	32310.89	466740.04	2.0634,0.1963,0.167
bottlegrowth	Round_3_Replicate_49	-11930.37	23866.74	23507.79	464512.42	1.9073,0.1194,0.0786
bottlegrowth	Round_3_Replicate_50	-14060.08	28126.16	27782.45	522196.82	4.012,0.0386,0.0118
bottlegrowth	Round_4_Replicate_1	-7126.68	14259.36	13960.25	446380.05	0.8077,0.0238,0.01
bottlegrowth	Round_4_Replicate_2	-7125.41	14256.82	13958.46	446563.27	0.8725,0.0233,0.01
bottlegrowth	Round_4_Replicate_3	-7401.85	14809.7	14510.63	448772.98	1.4342,0.0265,0.0123
bottlegrowth	Round_4_Replicate_4	-8104.73	16215.46	15883.05	447883.13	2.7085,0.0429,0.0219
bottlegrowth	Round_4_Replicate_5	-7314.71	14635.42	14344.24	450444.27	1.2584,0.0225,0.0103
bottlegrowth	Round_4_Replicate_6	-7325.66	14657.32	14351.91	446700.98	1.2895,0.0265,0.0119
bottlegrowth	Round_4_Replicate_7	-8018.88	16043.76	15744.7	453228.49	2.476,0.0393,0.0212
bottlegrowth	Round_4_Replicate_8	-7419.81	14845.62	14551.91	450321.29	1.4371,0.0262,0.0124
bottlegrowth	Round_4_Replicate_9	-7269.11	14544.22	14241.64	446916.78	1.2205,0.0243,0.0108
bottlegrowth	Round_4_Replicate_10	-7695.78	15397.56	15099.07	451107.84	1.9085,0.0326,0.0162
bottlegrowth	Round_4_Replicate_11	-7554.66	15115.32	14817.37	450168.57	1.6714,0.0299,0.0144
bottlegrowth	Round_4_Replicate_12	-7212.52	14431.04	14131.74	447216.28	1.1388,0.0228,0.0101
bottlegrowth	Round_4_Replicate_13	-7127.85	14261.7	13966.42	447277.91	0.7687,0.0237,0.01
bottlegrowth	Round_4_Replicate_14	-7927.0	15860.0	15539.19	448607.29	2.3445,0.037,0.0181
bottlegrowth	Round_4_Replicate_15	-7247.28	14500.56	14192.51	445438.34	0.7931,0.0276,0.0113
bottlegrowth	Round_4_Replicate_16	-7437.93	14881.86	14546.56	442811.65	1.3125,0.0245,0.0101
bottlegrowth	Round_4_Replicate_17	-8009.94	16025.88	15693.25	447219.89	2.503,0.0406,0.0202
bottlegrowth	Round_4_Replicate_18	-7260.19	14526.38	14234.32	449151.21	0.8527,0.0263,0.0115
bottlegrowth	Round_4_Replicate_19	-7623.78	15253.56	14944.51	448259.53	1.805,0.0323,0.0155
bottlegrowth	Round_4_Replicate_20	-7143.13	14292.26	13989.28	445674.27	0.7933,0.0245,0.0102
bottlegrowth	Round_4_Replicate_21	-7551.23	15108.46	14801.55	448273.45	1.6815,0.0294,0.0137
bottlegrowth	Round_4_Replicate_22	-7245.51	14497.02	14181.35	444124.0	0.994,0.0265,0.0113
bottlegrowth	Round_4_Replicate_23	-7161.28	14328.56	14028.17	446357.97	0.8395,0.0247,0.0105
bottlegrowth	Round_4_Replicate_24	-7640.86	15287.72	14985.53	449736.54	1.8129,0.0326,0.016
bottlegrowth	Round_4_Replicate_25	-7151.64	14309.28	14002.62	445063.78	0.9512,0.0237,0.0101
bottlegrowth	Round_4_Replicate_26	-8004.39	16014.78	15695.67	449274.45	2.5296,0.04,0.0203
bottlegrowth	Round_4_Replicate_27	-7342.5	14691.0	14368.82	443968.05	1.2774,0.025,0.0107
bottlegrowth	Round_4_Replicate_28	-7384.84	14775.68	14472.43	447616.77	1.3952,0.0273,0.0126
bottlegrowth	Round_4_Replicate_29	-7186.61	14379.22	14078.41	446618.67	1.0879,0.0229,0.0101
bottlegrowth	Round_4_Replicate_30	-7299.0	14604.0	14295.44	445880.59	1.2372,0.0261,0.0116
bottlegrowth	Round_4_Replicate_31	-7143.72	14293.44	13985.49	444719.23	0.8289,0.0244,0.0101
bottlegrowth	Round_4_Replicate_32	-7562.17	15130.34	14793.14	443149.14	1.3388,0.0342,0.0151
bottlegrowth	Round_4_Replicate_33	-7560.51	15127.02	14819.92	448466.63	1.6656,0.0281,0.0129
bottlegrowth	Round_4_Replicate_34	-7247.54	14501.08	14207.95	449041.63	1.1744,0.0233,0.0106
bottlegrowth	Round_4_Replicate_35	-7156.11	14318.22	14010.53	444832.76	0.6618,0.0255,0.01
bottlegrowth	Round_4_Replicate_36	-7199.59	14405.18	14109.93	448036.54	1.1048,0.0229,0.0103
bottlegrowth	Round_4_Replicate_37	-7875.63	15757.26	15448.77	450434.84	2.2586,0.0355,0.0176
bottlegrowth	Round_4_Replicate_38	-7154.16	14314.32	14016.07	446886.12	1.0106,0.0228,0.01
bottlegrowth	Round_4_Replicate_39	-7650.8	15307.6	14981.18	445490.31	1.7983,0.0337,0.0157
bottlegrowth	Round_4_Replicate_40	-7235.59	14477.18	14174.15	446548.96	1.1654,0.0237,0.0105
bottlegrowth	Round_4_Replicate_41	-7125.38	14256.76	13957.16	446276.65	0.8541,0.0235,0.01
bottlegrowth	Round_4_Replicate_42	-7606.15	15218.3	14916.01	449967.4	1.7123,0.0278,0.0129
bottlegrowth	Round_4_Replicate_43	-7929.31	15864.62	15548.68	449321.3	2.3791,0.038,0.019
bottlegrowth	Round_4_Replicate_44	-7345.8	14697.6	14398.64	448383.89	1.344,0.0251,0.0114
bottlegrowth	Round_4_Replicate_45	-7246.56	14499.12	14197.4	446827.34	1.1446,0.025,0.0112
bottlegrowth	Round_4_Replicate_46	-7528.11	15062.22	14773.49	452794.83	1.4574,0.0285,0.0141
bottlegrowth	Round_4_Replicate_47	-7970.55	15947.1	15634.25	450208.73	2.4579,0.0383,0.0194
bottlegrowth	Round_4_Replicate_48	-8046.17	16098.34	15739.99	443710.86	1.2637,0.0477,0.0209
bottlegrowth	Round_4_Replicate_49	-7182.34	14370.68	14063.26	445211.61	1.0575,0.0233,0.0101
bottlegrowth	Round_4_Replicate_50	-7360.55	14727.1	14424.01	447296.03	1.1901,0.0289,0.0131
bottlegrowth	Round_4_Replicate_51	-8283.67	16573.34	16255.65	451820.71	3.047,0.0429,0.0224
bottlegrowth	Round_4_Replicate_52	-7125.95	14257.9	13960.09	446688.27	0.8666,0.0233,0.01
bottlegrowth	Round_4_Replicate_53	-7419.36	14844.72	14541.31	447907.2	1.4644,0.0274,0.0126
bottlegrowth	Round_4_Replicate_54	-7915.62	15837.24	15522.77	449585.28	2.3384,0.0368,0.0182
bottlegrowth	Round_4_Replicate_55	-8055.9	16117.8	15784.65	447528.57	2.5883,0.041,0.0204
bottlegrowth	Round_4_Replicate_56	-7154.46	14314.92	14007.34	444850.51	0.7583,0.025,0.0102
bottlegrowth	Round_4_Replicate_57	-7328.59	14663.18	14360.95	447709.15	1.2835,0.0228,0.01
bottlegrowth	Round_4_Replicate_58	-7309.91	14625.82	14322.42	447264.55	1.2653,0.0229,0.0101
bottlegrowth	Round_4_Replicate_59	-7128.09	14262.18	13962.93	446385.64	0.8829,0.0234,0.01
bottlegrowth	Round_4_Replicate_60	-7161.52	14329.04	14025.36	445771.99	1.0254,0.0231,0.01
bottlegrowth	Round_4_Replicate_61	-7413.43	14832.86	14528.14	447550.89	1.448,0.0278,0.0128
bottlegrowth	Round_4_Replicate_62	-7186.04	14378.08	14087.32	449105.92	1.0102,0.023,0.0104
bottlegrowth	Round_4_Replicate_63	-7153.03	14312.06	14018.95	448048.01	0.8268,0.0239,0.0103
bottlegrowth	Round_4_Replicate_64	-7861.6	15729.2	15409.23	448179.98	2.2352,0.0365,0.0178
bottlegrowth	Round_4_Replicate_65	-7843.18	15692.36	15369.56	447111.86	1.6813,0.0417,0.0203
bottlegrowth	Round_4_Replicate_66	-7126.09	14258.18	13959.62	446523.12	0.8803,0.0233,0.01
bottlegrowth	Round_4_Replicate_67	-7171.64	14349.28	14059.63	449288.05	0.9143,0.0232,0.0103
bottlegrowth	Round_4_Replicate_68	-7499.16	15004.32	14692.75	446779.44	1.5426,0.031,0.0144
bottlegrowth	Round_4_Replicate_69	-7392.49	14790.98	14495.94	449279.57	0.7983,0.0302,0.0128
bottlegrowth	Round_4_Replicate_70	-7405.38	14816.76	14509.9	447099.04	1.4374,0.0272,0.0124
bottlegrowth	Round_4_Replicate_71	-7247.17	14500.34	14193.58	445930.08	1.1848,0.0235,0.0102
bottlegrowth	Round_4_Replicate_72	-7440.66	14887.32	14590.52	449697.63	1.4892,0.0266,0.0124
bottlegrowth	Round_4_Replicate_73	-7606.1	15218.2	14915.6	449720.48	1.7577,0.0293,0.0138
bottlegrowth	Round_4_Replicate_74	-7909.08	15824.16	15509.17	449374.67	2.3347,0.0372,0.0185
bottlegrowth	Round_4_Replicate_75	-7198.77	14403.54	14102.63	446675.87	1.1014,0.0234,0.0103
bottlegrowth	Round_4_Replicate_76	-7152.44	14310.88	14017.93	448110.44	0.8759,0.0235,0.0103
bottlegrowth	Round_4_Replicate_77	-7380.16	14766.32	14450.8	445170.91	1.2788,0.0291,0.013
bottlegrowth	Round_4_Replicate_78	-7157.27	14320.54	14027.52	448074.3	0.6991,0.0245,0.0102
bottlegrowth	Round_4_Replicate_79	-7320.94	14647.88	14353.99	449255.51	1.2092,0.0263,0.0122
bottlegrowth	Round_4_Replicate_80	-7416.98	14839.96	14517.94	444494.74	1.4059,0.0278,0.0123
bottlegrowth	Round_4_Replicate_81	-7766.82	15539.64	15219.66	446980.48	1.06,0.0408,0.0177
bottlegrowth	Round_4_Replicate_82	-7618.13	15242.26	14929.28	447705.22	1.7769,0.0302,0.0139
bottlegrowth	Round_4_Replicate_83	-7477.74	14961.48	14656.32	448076.87	1.5578,0.0278,0.0128
bottlegrowth	Round_4_Replicate_84	-7584.93	15175.86	14859.63	446787.2	1.7245,0.0306,0.0141
bottlegrowth	Round_4_Replicate_85	-7457.38	14920.76	14624.73	450195.03	1.4951,0.0256,0.0119
bottlegrowth	Round_4_Replicate_86	-8001.98	16009.96	15690.21	449439.43	2.4595,0.0375,0.0183
bottlegrowth	Round_4_Replicate_87	-7972.92	15951.84	15648.17	452261.34	2.4125,0.0363,0.0184
bottlegrowth	Round_4_Replicate_88	-7153.16	14312.32	14013.93	446752.12	0.8593,0.0242,0.0104
bottlegrowth	Round_4_Replicate_89	-7339.97	14685.94	14388.94	448959.54	1.3209,0.0236,0.0107
bottlegrowth	Round_4_Replicate_90	-7137.57	14281.14	13979.73	445950.73	0.7637,0.0244,0.0101
bottlegrowth	Round_4_Replicate_91	-7243.55	14493.1	14192.28	446952.11	1.0965,0.0256,0.0114
bottlegrowth	Round_4_Replicate_92	-7321.46	14648.92	14343.38	446623.95	1.2716,0.0266,0.012
bottlegrowth	Round_4_Replicate_93	-7179.62	14365.24	14042.74	442524.41	0.8795,0.0245,0.01
bottlegrowth	Round_4_Replicate_94	-7474.11	14954.22	14650.84	447924.65	0.6742,0.0335,0.0132
bottlegrowth	Round_4_Replicate_95	-7642.8	15291.6	14984.56	448864.77	1.845,0.0319,0.0153
bottlegrowth	Round_4_Replicate_96	-7226.75	14459.5	14137.12	442942.62	1.0509,0.0245,0.0103
bottlegrowth	Round_4_Replicate_97	-7156.87	14319.74	14005.64	443736.23	0.8964,0.0241,0.0101
bottlegrowth	Round_4_Replicate_98	-7221.01	14448.02	14159.47	450075.55	0.941,0.024,0.0108
bottlegrowth	Round_4_Replicate_99	-7581.72	15169.44	14859.99	448158.45	1.7007,0.0287,0.0131
bottlegrowth	Round_4_Replicate_100	-7852.0	15710.0	15400.62	449982.6	2.2287,0.0359,0.0179
