Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nuB, nuF, T)
bottlegrowth	Round_2_Replicate_17	-16346.67	32699.34	31998.14	452058.51	4.9238,0.2088,0.2649
bottlegrowth	Round_2_Replicate_18	-106962.99	213931.98	192149.7	313030.34	3.6902,0.6913,0.0744
bottlegrowth	Round_2_Replicate_19	-34923.47	69852.94	69940.98	2785103.41	6.0635,0.041,0.5529
bottlegrowth	Round_2_Replicate_20	-91674.95	183355.9	166076.45	285805.98	4.1263,0.7955,0.3566
bottlegrowth	Round_2_Replicate_21	-41560.8	83127.6	75621.37	391277.52	18.8738,0.4069,0.0664
bottlegrowth	Round_2_Replicate_22	-24931.74	49869.48	47136.34	427653.55	2.3654,0.3324,0.3392
bottlegrowth	Round_2_Replicate_23	-10997.0	22000.0	21535.48	447694.07	16.6185,0.1219,0.1365
bottlegrowth	Round_2_Replicate_24	-31747.07	63500.14	61112.93	514096.29	2.2119,0.3352,0.8035
bottlegrowth	Round_2_Replicate_25	-10436.48	20878.96	20535.59	458454.73	3.0528,0.0966,0.0685
bottlegrowth	Round_2_Replicate_26	-34346.38	68698.76	62123.2	322104.54	11.0134,0.4409,0.478
bottlegrowth	Round_2_Replicate_27	-15303.08	30612.16	29594.31	401763.79	18.7727,0.2393,0.4315
bottlegrowth	Round_2_Replicate_28	-16654.89	33315.78	32212.83	446461.33	2.2971,0.2147,0.1678
bottlegrowth	Round_2_Replicate_29	-24748.42	49502.84	47232.07	375775.9	8.0349,0.3849,0.7847
bottlegrowth	Round_2_Replicate_30	-30572.65	61151.3	56970.99	420095.19	1.7724,0.3923,0.3564
bottlegrowth	Round_3_Replicate_1	-12947.45	25900.9	25527.23	498114.75	4.2844,0.0552,0.0182
bottlegrowth	Round_3_Replicate_2	-8291.45	16588.9	16228.02	445109.61	2.6145,0.052,0.0274
bottlegrowth	Round_3_Replicate_3	-16692.71	33391.42	32461.75	482824.83	17.3064,0.1107,0.0295
bottlegrowth	Round_3_Replicate_4	-13884.11	27774.22	27223.12	484887.33	3.3977,0.0552,0.0137
bottlegrowth	Round_3_Replicate_5	-12635.56	25277.12	24749.86	451633.75	4.7819,0.1505,0.1431
bottlegrowth	Round_3_Replicate_6	-10020.95	20047.9	19693.68	455002.06	4.0306,0.0917,0.0679
bottlegrowth	Round_3_Replicate_7	-9475.82	18957.64	18635.27	456491.17	2.9689,0.0764,0.0501
bottlegrowth	Round_3_Replicate_8	-9348.7	18703.4	18299.69	446914.6	4.5368,0.0798,0.0535
bottlegrowth	Round_3_Replicate_9	-15101.5	30209.0	29588.17	492531.48	12.9784,0.0775,0.0208
bottlegrowth	Round_3_Replicate_10	-11530.24	23066.48	22500.54	439340.67	12.2068,0.1444,0.1701
bottlegrowth	Round_3_Replicate_11	-8828.42	17662.84	17305.99	448715.82	2.9243,0.0662,0.0389
bottlegrowth	Round_3_Replicate_12	-11181.09	22368.18	21865.52	448376.88	16.966,0.12,0.1245
bottlegrowth	Round_3_Replicate_13	-14122.45	28250.9	27788.16	499443.15	6.8246,0.0527,0.0141
bottlegrowth	Round_3_Replicate_14	-9555.45	19116.9	18741.02	450734.94	2.578,0.0829,0.0498
bottlegrowth	Round_3_Replicate_15	-32868.04	65742.08	65810.33	8603204.3	1.9989,0.0159,0.2952
bottlegrowth	Round_3_Replicate_16	-14984.87	29975.74	29421.12	498795.99	9.279,0.0742,0.0207
bottlegrowth	Round_3_Replicate_17	-10981.22	21968.44	21497.62	449056.73	4.9218,0.1191,0.0981
bottlegrowth	Round_3_Replicate_18	-9110.44	18226.88	17899.77	455528.61	5.2451,0.0612,0.0388
bottlegrowth	Round_3_Replicate_19	-15207.7	30421.4	29285.77	437957.56	2.3142,0.1926,0.1277
bottlegrowth	Round_3_Replicate_20	-17694.36	35394.72	34956.21	563625.97	25.9787,0.1094,0.0512
bottlegrowth	Round_3_Replicate_21	-8534.73	17075.46	16682.5	443182.69	2.465,0.0587,0.0305
bottlegrowth	Round_3_Replicate_22	-10585.86	21177.72	20748.39	449227.91	12.7363,0.1118,0.1146
bottlegrowth	Round_3_Replicate_23	-24871.46	49748.92	46623.42	431506.51	10.7254,0.2173,0.0427
bottlegrowth	Round_3_Replicate_24	-11065.99	22137.98	21652.49	448057.7	5.4542,0.1223,0.1049
bottlegrowth	Round_3_Replicate_25	-15438.23	30882.46	29942.66	442512.13	3.9648,0.2036,0.201
bottlegrowth	Round_3_Replicate_26	-13153.66	26313.32	25767.72	453683.13	3.9704,0.1571,0.144
bottlegrowth	Round_3_Replicate_27	-16440.47	32886.94	32259.95	511218.35	22.252,0.1043,0.0343
bottlegrowth	Round_3_Replicate_28	-13790.8	27587.6	27216.28	510924.08	8.464,0.0387,0.0109
bottlegrowth	Round_3_Replicate_29	-12759.03	25524.06	25134.73	464015.16	3.2728,0.1376,0.1192
bottlegrowth	Round_3_Replicate_30	-13811.06	27628.12	27211.12	502440.18	23.93,0.0435,0.0117
bottlegrowth	Round_3_Replicate_31	-10986.66	21979.32	21391.66	441743.57	4.7927,0.1205,0.0912
bottlegrowth	Round_3_Replicate_32	-12263.78	24533.56	24035.03	444016.77	11.4613,0.1541,0.1998
bottlegrowth	Round_3_Replicate_33	-10286.55	20579.1	20057.86	442308.2	9.271,0.1047,0.0881
bottlegrowth	Round_3_Replicate_34	-12460.2	24926.4	24017.79	431906.42	4.7153,0.1484,0.1112
bottlegrowth	Round_3_Replicate_35	-16059.29	32124.58	31722.56	538941.36	23.2964,0.0837,0.0316
bottlegrowth	Round_3_Replicate_36	-8020.42	16046.84	15729.62	449109.44	1.777,0.0457,0.0231
bottlegrowth	Round_3_Replicate_37	-8788.31	17582.62	17184.73	445352.75	3.6629,0.0515,0.0252
bottlegrowth	Round_3_Replicate_38	-13817.37	27640.74	27135.33	489694.52	11.7924,0.0462,0.0113
bottlegrowth	Round_3_Replicate_39	-14929.02	29864.04	29428.96	514944.24	7.9126,0.0679,0.0211
bottlegrowth	Round_3_Replicate_40	-11440.74	22887.48	22382.94	440487.94	19.7099,0.1422,0.1905
bottlegrowth	Round_3_Replicate_41	-13617.26	27240.52	26786.51	494159.27	3.8907,0.0405,0.0101
bottlegrowth	Round_3_Replicate_42	-13774.54	27555.08	27170.1	507805.27	21.0907,0.04,0.0111
bottlegrowth	Round_3_Replicate_43	-11653.79	23313.58	22882.27	456758.68	2.2679,0.123,0.0816
bottlegrowth	Round_3_Replicate_44	-15198.83	30403.66	29905.49	509283.05	14.9117,0.0768,0.0233
bottlegrowth	Round_3_Replicate_45	-9609.62	19225.24	18916.52	462399.08	6.3865,0.0648,0.0452
bottlegrowth	Round_3_Replicate_46	-15732.35	31470.7	31076.47	534999.41	26.2388,0.0777,0.0282
bottlegrowth	Round_3_Replicate_47	-8239.42	16484.84	16156.36	448978.28	2.8152,0.0493,0.0271
bottlegrowth	Round_3_Replicate_48	-16964.71	33935.42	33319.57	521265.1	19.333,0.1124,0.0405
bottlegrowth	Round_3_Replicate_49	-10621.93	21249.86	20739.78	444599.44	5.6393,0.1136,0.0913
bottlegrowth	Round_3_Replicate_50	-10061.94	20129.88	19814.12	463052.5	8.3544,0.0763,0.0604
bottlegrowth	Round_4_Replicate_1	-7559.49	15124.98	14814.22	447501.15	1.6953,0.0307,0.0144
bottlegrowth	Round_4_Replicate_2	-7208.74	14423.48	14134.37	449789.81	0.9675,0.0237,0.0107
bottlegrowth	Round_4_Replicate_3	-7952.61	15911.22	15615.51	461204.73	1.5033,0.0266,0.0144
bottlegrowth	Round_4_Replicate_4	-7172.92	14351.84	14061.33	449081.01	0.9933,0.0227,0.0102
bottlegrowth	Round_4_Replicate_5	-8342.84	16691.68	16383.65	453283.89	3.1839,0.0477,0.0274
bottlegrowth	Round_4_Replicate_6	-7613.02	15232.04	14933.18	450869.23	1.7149,0.0276,0.0129
bottlegrowth	Round_4_Replicate_7	-7427.35	14860.7	14511.84	440729.18	1.2536,0.0259,0.0107
bottlegrowth	Round_4_Replicate_8	-7286.88	14579.76	14285.62	449204.61	1.2415,0.023,0.0105
bottlegrowth	Round_4_Replicate_9	-7666.98	15339.96	15044.81	452950.89	1.6228,0.0248,0.0113
bottlegrowth	Round_4_Replicate_10	-8117.99	16241.98	15935.36	452036.38	2.685,0.0434,0.0238
bottlegrowth	Round_4_Replicate_11	-7915.44	15836.88	15535.08	452279.86	2.2954,0.0349,0.0176
bottlegrowth	Round_4_Replicate_12	-7234.25	14474.5	14163.67	445049.63	1.1508,0.0233,0.01
bottlegrowth	Round_4_Replicate_13	-7816.84	15639.68	15282.37	442408.39	1.849,0.0387,0.0179
bottlegrowth	Round_4_Replicate_14	-7154.77	14315.54	14003.87	444159.0	0.9393,0.0238,0.01
bottlegrowth	Round_4_Replicate_15	-7168.61	14343.22	14048.31	447641.01	0.5874,0.0254,0.01
bottlegrowth	Round_4_Replicate_16	-8202.83	16411.66	16117.75	455407.03	2.1566,0.0445,0.025
bottlegrowth	Round_4_Replicate_17	-7361.41	14728.82	14424.28	447216.23	1.3674,0.0263,0.0119
bottlegrowth	Round_4_Replicate_18	-7228.11	14462.22	14175.24	450961.87	1.0479,0.0225,0.0104
bottlegrowth	Round_4_Replicate_19	-8098.89	16203.78	15908.48	454467.47	2.3591,0.042,0.0234
bottlegrowth	Round_4_Replicate_20	-7443.67	14893.34	14588.3	447827.87	1.5026,0.0272,0.0124
bottlegrowth	Round_4_Replicate_21	-8347.27	16700.54	16353.43	447555.59	3.2094,0.0484,0.0256
bottlegrowth	Round_4_Replicate_22	-7310.32	14626.64	14322.11	446875.32	1.2892,0.0247,0.011
bottlegrowth	Round_4_Replicate_23	-7607.36	15220.72	14912.95	448839.45	1.6992,0.0278,0.0126
bottlegrowth	Round_4_Replicate_24	-7350.62	14707.24	14410.53	448823.01	1.3212,0.0264,0.0123
bottlegrowth	Round_4_Replicate_25	-7423.35	14852.7	14550.46	448294.1	1.4686,0.0264,0.0121
bottlegrowth	Round_4_Replicate_26	-7645.89	15297.78	14996.62	450637.95	1.7518,0.0279,0.0129
bottlegrowth	Round_4_Replicate_27	-7507.0	15020.0	14728.35	451561.82	1.5268,0.0284,0.0138
bottlegrowth	Round_4_Replicate_28	-7236.59	14479.18	14184.53	448566.15	1.1692,0.0228,0.0103
bottlegrowth	Round_4_Replicate_29	-7146.57	14299.14	13996.47	445793.1	0.9066,0.0239,0.0102
bottlegrowth	Round_4_Replicate_30	-7877.74	15761.48	15462.64	452660.68	2.2235,0.0343,0.0174
bottlegrowth	Round_4_Replicate_31	-7480.32	14966.64	14657.82	447469.85	1.5364,0.0269,0.0121
bottlegrowth	Round_4_Replicate_32	-7996.17	15998.34	15702.78	454041.62	2.38,0.0381,0.0206
bottlegrowth	Round_4_Replicate_33	-7344.33	14694.66	14392.28	447709.28	1.33,0.0241,0.0107
bottlegrowth	Round_4_Replicate_34	-7328.44	14662.88	14321.45	440964.23	1.1364,0.0244,0.01
bottlegrowth	Round_4_Replicate_35	-13592.11	27190.22	26755.31	496702.81	3.6481,0.0393,0.01
bottlegrowth	Round_4_Replicate_36	-7777.45	15560.9	15250.11	449156.75	2.0871,0.0346,0.0169
bottlegrowth	Round_4_Replicate_37	-7546.56	15099.12	14768.62	444339.48	1.549,0.0277,0.012
bottlegrowth	Round_4_Replicate_38	-7241.49	14488.98	14203.93	452250.37	1.0031,0.0218,0.0102
bottlegrowth	Round_4_Replicate_39	-7722.66	15451.32	15130.27	446562.81	1.4364,0.039,0.0182
bottlegrowth	Round_4_Replicate_40	-8232.44	16470.88	16149.99	450739.84	2.9861,0.0434,0.0227
bottlegrowth	Round_4_Replicate_41	-7272.31	14550.62	14262.63	450807.7	1.0725,0.0242,0.0113
bottlegrowth	Round_4_Replicate_42	-7670.66	15347.32	15051.97	451852.88	1.8493,0.0311,0.0154
bottlegrowth	Round_4_Replicate_43	-7488.97	14983.94	14692.2	451396.45	1.5028,0.028,0.0136
bottlegrowth	Round_4_Replicate_44	-7870.33	15746.66	15439.98	449933.28	0.9562,0.0424,0.0184
bottlegrowth	Round_4_Replicate_45	-7239.77	14485.54	14189.71	448231.22	1.1704,0.0235,0.0106
bottlegrowth	Round_4_Replicate_46	-7535.1	15076.2	14771.86	448630.57	1.6592,0.0294,0.0138
bottlegrowth	Round_4_Replicate_47	-7875.49	15756.98	15445.96	449817.43	2.2766,0.0367,0.0183
bottlegrowth	Round_4_Replicate_48	-7416.3	14838.6	14503.08	442570.86	1.3005,0.0248,0.0103
bottlegrowth	Round_4_Replicate_49	-8165.03	16336.06	15983.03	445102.85	1.2982,0.0509,0.0227
bottlegrowth	Round_4_Replicate_50	-7833.1	15672.2	15369.11	451472.02	2.1251,0.0327,0.0159
bottlegrowth	Round_4_Replicate_51	-7270.16	14546.32	14261.73	452608.92	0.7202,0.0236,0.0104
bottlegrowth	Round_4_Replicate_52	-7693.49	15392.98	15081.26	448214.15	1.9168,0.0345,0.0168
bottlegrowth	Round_4_Replicate_53	-7203.68	14413.36	14088.67	442374.47	0.935,0.0248,0.0102
bottlegrowth	Round_4_Replicate_54	-7362.7	14731.4	14416.08	445038.44	1.16,0.0294,0.0129
bottlegrowth	Round_4_Replicate_55	-7197.86	14401.72	14103.91	447226.24	0.9244,0.0251,0.0109
bottlegrowth	Round_4_Replicate_56	-7710.13	15426.26	15094.18	444917.82	1.6952,0.0376,0.0177
bottlegrowth	Round_4_Replicate_57	-7881.92	15769.84	15471.01	453295.08	2.0924,0.0309,0.0149
bottlegrowth	Round_4_Replicate_58	-7933.96	15873.92	15559.0	449810.19	2.327,0.0357,0.0173
bottlegrowth	Round_4_Replicate_59	-7306.76	14619.52	14314.77	446896.6	1.2705,0.0235,0.0103
bottlegrowth	Round_4_Replicate_60	-7176.47	14358.94	14061.88	447249.03	0.9127,0.0245,0.0106
bottlegrowth	Round_4_Replicate_61	-7183.27	14372.54	14059.23	444091.06	0.9828,0.0244,0.0103
bottlegrowth	Round_4_Replicate_62	-7181.23	14368.46	14066.02	446179.86	1.0567,0.0235,0.0103
bottlegrowth	Round_4_Replicate_63	-7962.98	15931.96	15637.36	453404.77	1.2587,0.0414,0.0201
bottlegrowth	Round_4_Replicate_64	-7207.9	14421.8	14134.3	450479.49	0.9991,0.0227,0.0104
bottlegrowth	Round_4_Replicate_65	-7803.02	15612.04	15301.04	449362.07	2.132,0.0346,0.0169
bottlegrowth	Round_4_Replicate_66	-7211.83	14429.66	14129.01	446870.8	1.1314,0.0232,0.0103
bottlegrowth	Round_4_Replicate_67	-7524.99	15055.98	14741.78	446654.36	1.6251,0.0297,0.0136
bottlegrowth	Round_4_Replicate_68	-7871.01	15748.02	15444.99	451272.71	2.2424,0.0369,0.019
bottlegrowth	Round_4_Replicate_69	-7962.27	15930.54	15621.2	451011.5	2.4021,0.0364,0.0181
bottlegrowth	Round_4_Replicate_70	-7194.72	14395.44	14104.92	449329.52	1.06,0.0225,0.0102
bottlegrowth	Round_4_Replicate_71	-7822.72	15651.44	15329.51	447479.0	2.1573,0.0368,0.0179
bottlegrowth	Round_4_Replicate_72	-8275.06	16556.12	16247.5	453017.09	3.0839,0.0446,0.0246
bottlegrowth	Round_4_Replicate_73	-7312.91	14631.82	14333.21	448280.32	1.2907,0.0237,0.0107
bottlegrowth	Round_4_Replicate_74	-7202.54	14411.08	14120.16	449280.8	1.0792,0.0226,0.0103
bottlegrowth	Round_4_Replicate_75	-7149.51	14305.02	13999.97	445368.1	0.963,0.0235,0.0101
bottlegrowth	Round_4_Replicate_76	-7308.7	14623.4	14320.2	447100.53	1.2835,0.025,0.0112
bottlegrowth	Round_4_Replicate_77	-7261.15	14528.3	14236.2	449546.77	1.1956,0.0227,0.0104
bottlegrowth	Round_4_Replicate_78	-7191.36	14388.72	14081.07	445189.25	1.027,0.0244,0.0105
bottlegrowth	Round_4_Replicate_79	-7603.19	15212.38	14906.63	448853.54	1.7764,0.0308,0.0147
bottlegrowth	Round_4_Replicate_80	-7488.99	14983.98	14681.62	448572.68	1.5593,0.0296,0.014
bottlegrowth	Round_4_Replicate_81	-8157.56	16321.12	15993.0	449015.2	2.8245,0.0427,0.0219
bottlegrowth	Round_4_Replicate_82	-7230.94	14467.88	14135.31	441398.59	0.9235,0.0251,0.0102
bottlegrowth	Round_4_Replicate_83	-8282.87	16571.74	16248.78	450710.49	3.1032,0.0448,0.0237
bottlegrowth	Round_4_Replicate_84	-8255.73	16517.46	16148.75	443889.48	1.2498,0.053,0.0231
bottlegrowth	Round_4_Replicate_85	-8453.91	16913.82	16609.22	455218.27	3.4298,0.0465,0.0267
bottlegrowth	Round_4_Replicate_86	-7389.16	14784.32	14472.15	445864.93	1.3531,0.0285,0.0129
bottlegrowth	Round_4_Replicate_87	-7267.19	14540.38	14233.26	446069.31	1.2088,0.0232,0.0101
bottlegrowth	Round_4_Replicate_88	-7911.39	15828.78	15524.84	451365.41	2.3227,0.0377,0.0195
bottlegrowth	Round_4_Replicate_89	-7451.76	14909.52	14583.41	443981.95	1.3177,0.0311,0.0138
bottlegrowth	Round_4_Replicate_90	-7873.22	15752.44	15423.25	447072.02	2.1396,0.0342,0.0157
bottlegrowth	Round_4_Replicate_91	-7318.17	14642.34	14345.51	448522.54	1.263,0.026,0.012
bottlegrowth	Round_4_Replicate_92	-8095.97	16197.94	15864.95	447716.43	2.6856,0.043,0.0219
bottlegrowth	Round_4_Replicate_93	-8130.05	16266.1	15923.84	446936.53	2.6591,0.041,0.0199
bottlegrowth	Round_4_Replicate_94	-7628.38	15262.76	14946.94	447297.51	1.7802,0.0302,0.0138
bottlegrowth	Round_4_Replicate_95	-7360.52	14727.04	14417.37	446368.98	1.3396,0.0244,0.0107
bottlegrowth	Round_4_Replicate_96	-7719.16	15444.32	15145.1	451022.57	1.9428,0.0337,0.0169
bottlegrowth	Round_4_Replicate_97	-7394.51	14795.02	14500.52	450096.3	1.3946,0.0243,0.0112
bottlegrowth	Round_4_Replicate_98	-8228.31	16462.62	16150.5	451194.71	1.1586,0.0504,0.0232
bottlegrowth	Round_4_Replicate_99	-7680.49	15366.98	15056.71	448761.9	1.8716,0.0307,0.0143
bottlegrowth	Round_4_Replicate_100	-7544.46	15094.92	14795.46	449818.43	1.6659,0.0291,0.0138
