Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu, T)
growth	Round_4_Replicate_12	-7158.87	14321.74	14031.48	448457.07	0.0225,0.01
growth	Round_4_Replicate_13	-7150.41	14304.82	14009.93	447170.64	0.0227,0.01
growth	Round_4_Replicate_14	-7150.88	14305.76	14009.66	446888.6	0.0228,0.01
growth	Round_4_Replicate_15	-7149.46	14302.92	14004.68	446392.41	0.0229,0.01
growth	Round_4_Replicate_16	-7151.92	14307.84	14012.65	447108.69	0.0228,0.01
growth	Round_4_Replicate_17	-7153.73	14311.46	14018.66	447717.22	0.0226,0.01
growth	Round_4_Replicate_18	-7157.85	14319.7	14014.61	445057.97	0.0233,0.01
growth	Round_4_Replicate_19	-7149.36	14302.72	14006.31	446802.35	0.0228,0.01
growth	Round_4_Replicate_20	-7153.2	14310.4	14016.65	447471.71	0.0227,0.01
growth	Round_4_Replicate_21	-7151.56	14307.12	14013.06	447384.54	0.0227,0.01
growth	Round_4_Replicate_22	-7156.73	14317.46	14025.73	448025.79	0.0226,0.0101
growth	Round_4_Replicate_23	-7151.67	14307.34	14013.19	447363.68	0.0227,0.01
growth	Round_4_Replicate_24	-7153.99	14311.98	14014.2	446525.23	0.0231,0.0101
growth	Round_4_Replicate_25	-7152.6	14309.2	14014.41	447209.94	0.0228,0.01
growth	Round_4_Replicate_26	-7159.26	14322.52	14029.61	447719.86	0.0229,0.0102
growth	Round_4_Replicate_27	-7151.95	14307.9	14014.16	447465.37	0.0227,0.01
growth	Round_4_Replicate_28	-7152.27	14308.54	14015.36	447613.56	0.0226,0.01
growth	Round_4_Replicate_29	-7151.52	14307.04	14013.37	447484.07	0.0226,0.01
growth	Round_4_Replicate_30	-7151.56	14307.12	14013.23	447427.99	0.0227,0.01
growth	Round_4_Replicate_31	-7149.34	14302.68	14005.86	446711.35	0.0228,0.01
growth	Round_4_Replicate_32	-7150.55	14305.1	14010.3	447193.32	0.0227,0.01
growth	Round_4_Replicate_33	-7154.27	14312.54	14020.28	447865.44	0.0226,0.01
growth	Round_4_Replicate_34	-7151.92	14307.84	14008.15	446094.7	0.0231,0.01
growth	Round_4_Replicate_35	-7150.97	14305.94	14009.94	446908.51	0.0228,0.01
growth	Round_4_Replicate_36	-7151.44	14306.88	14007.94	446252.83	0.023,0.01
growth	Round_4_Replicate_37	-7153.38	14310.76	14016.24	447281.51	0.0228,0.0101
growth	Round_4_Replicate_38	-7152.61	14309.22	14015.79	447552.19	0.0226,0.01
growth	Round_4_Replicate_39	-7151.93	14307.86	14014.46	447552.31	0.0226,0.01
growth	Round_4_Replicate_40	-7157.62	14319.24	14027.66	448070.14	0.0226,0.0101
growth	Round_4_Replicate_41	-7153.51	14311.02	14019.0	447926.42	0.0225,0.01
growth	Round_4_Replicate_42	-7150.55	14305.1	14006.31	446280.88	0.023,0.01
growth	Round_4_Replicate_43	-7155.32	14314.64	14023.16	448087.04	0.0225,0.01
growth	Round_4_Replicate_44	-7153.95	14311.9	14019.7	447883.27	0.0226,0.01
growth	Round_4_Replicate_45	-7150.05	14304.1	14006.29	446492.91	0.0229,0.01
growth	Round_4_Replicate_46	-7156.8	14317.6	14019.44	446456.51	0.0232,0.0101
growth	Round_4_Replicate_47	-7151.86	14307.72	14008.21	446134.25	0.0231,0.01
growth	Round_4_Replicate_48	-7157.64	14319.28	14029.0	448439.22	0.0224,0.01
growth	Round_4_Replicate_49	-7166.61	14337.22	14035.88	445850.99	0.0237,0.0103
growth	Round_4_Replicate_50	-7150.44	14304.88	14005.47	446148.47	0.023,0.01
growth	Round_4_Replicate_51	-7149.89	14303.78	14004.66	446205.18	0.023,0.01
growth	Round_4_Replicate_52	-7153.68	14311.36	14015.51	446959.91	0.0229,0.0101
growth	Round_4_Replicate_53	-7149.65	14303.3	14005.15	446413.02	0.0229,0.01
growth	Round_4_Replicate_54	-7159.36	14322.72	14020.59	445641.33	0.0234,0.0101
growth	Round_4_Replicate_55	-7152.98	14309.96	14015.2	447218.41	0.0228,0.0101
growth	Round_4_Replicate_56	-7152.52	14309.04	14007.32	445680.97	0.0231,0.01
growth	Round_4_Replicate_57	-7149.34	14302.68	14005.91	446722.92	0.0228,0.01
growth	Round_4_Replicate_58	-7162.02	14328.04	14033.92	447431.29	0.0232,0.0102
growth	Round_4_Replicate_59	-7163.17	14330.34	14025.93	445217.26	0.0236,0.0101
growth	Round_4_Replicate_60	-7149.98	14303.96	14008.17	446952.1	0.0228,0.01
growth	Round_4_Replicate_61	-7149.93	14303.86	14007.02	446710.15	0.0229,0.01
growth	Round_4_Replicate_62	-7149.41	14302.82	14006.88	446917.18	0.0228,0.01
growth	Round_4_Replicate_63	-7156.62	14317.24	14019.64	446581.01	0.0232,0.0101
growth	Round_4_Replicate_64	-7149.81	14303.62	14005.96	446522.62	0.0229,0.01
growth	Round_4_Replicate_65	-7149.83	14303.66	14004.58	446213.78	0.023,0.01
growth	Round_4_Replicate_66	-7151.53	14307.06	14013.12	447415.16	0.0227,0.01
growth	Round_4_Replicate_67	-7151.11	14306.22	14010.86	447063.42	0.0228,0.01
growth	Round_4_Replicate_68	-7153.55	14311.1	14010.92	446004.18	0.0232,0.0101
growth	Round_4_Replicate_69	-7151.43	14306.86	14012.08	447206.47	0.0227,0.01
growth	Round_4_Replicate_70	-7163.15	14330.3	14040.11	448502.78	0.0226,0.0101
growth	Round_4_Replicate_71	-7151.31	14306.62	14008.96	446531.34	0.023,0.01
growth	Round_4_Replicate_72	-7150.12	14304.24	14005.92	446380.19	0.023,0.01
growth	Round_4_Replicate_73	-7152.87	14309.74	14016.61	447632.14	0.0226,0.01
growth	Round_4_Replicate_74	-7152.67	14309.34	14014.87	447290.68	0.0228,0.01
growth	Round_4_Replicate_75	-7152.63	14309.26	14011.48	446513.93	0.023,0.0101
growth	Round_4_Replicate_76	-7150.48	14304.96	14005.86	446210.77	0.023,0.01
growth	Round_4_Replicate_77	-7159.35	14322.7	14031.73	448253.33	0.0226,0.0101
growth	Round_4_Replicate_78	-7184.98	14373.96	14083.6	448592.9	0.0235,0.0105
growth	Round_4_Replicate_79	-7151.72	14307.44	14009.97	446580.14	0.023,0.01
growth	Round_4_Replicate_80	-7150.96	14305.92	14008.2	446519.63	0.023,0.01
growth	Round_4_Replicate_81	-7151.11	14306.22	14009.0	446630.22	0.0229,0.01
growth	Round_4_Replicate_82	-7151.9	14307.8	14014.33	447536.48	0.0226,0.01
growth	Round_4_Replicate_83	-7152.38	14308.76	14011.17	446553.44	0.023,0.0101
growth	Round_4_Replicate_84	-7157.98	14319.96	14024.95	447191.52	0.023,0.0102
growth	Round_4_Replicate_85	-7151.12	14306.24	14007.98	446396.88	0.023,0.01
growth	Round_4_Replicate_86	-7151.8	14307.6	14014.07	447517.58	0.0226,0.01
growth	Round_4_Replicate_87	-7149.61	14303.22	14005.27	446459.09	0.0229,0.01
growth	Round_4_Replicate_88	-7149.58	14303.16	14006.59	446769.16	0.0228,0.01
growth	Round_4_Replicate_89	-7151.64	14307.28	14012.5	447206.37	0.0228,0.01
growth	Round_4_Replicate_90	-7151.66	14307.32	14010.6	446748.01	0.0229,0.01
growth	Round_4_Replicate_91	-7157.61	14319.22	14016.57	445527.75	0.0233,0.0101
growth	Round_4_Replicate_92	-7152.05	14308.1	14007.88	445984.5	0.0231,0.01
growth	Round_4_Replicate_93	-7160.23	14324.46	14027.88	446834.67	0.0232,0.0102
growth	Round_4_Replicate_94	-7149.94	14303.88	14006.26	446533.78	0.0229,0.01
growth	Round_4_Replicate_95	-7149.75	14303.5	14007.46	446892.29	0.0228,0.01
growth	Round_4_Replicate_96	-7155.01	14314.02	14015.76	446426.94	0.0231,0.0101
growth	Round_4_Replicate_97	-7151.11	14306.22	14008.06	446421.81	0.023,0.01
growth	Round_4_Replicate_98	-7151.01	14306.02	14011.27	447209.73	0.0227,0.01
growth	Round_4_Replicate_99	-7151.01	14306.02	14010.1	446930.98	0.0228,0.01
growth	Round_4_Replicate_100	-7149.37	14302.74	14006.16	446764.69	0.0228,0.01
