Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu, T)
growth	Round_2_Replicate_13	-23912.39	47828.78	46537.85	491470.75	0.2721,0.2206
growth	Round_2_Replicate_14	-26829.42	53662.84	53251.52	596280.31	0.2196,0.3104
growth	Round_2_Replicate_15	-60778.05	121560.1	109138.88	376864.2	0.674,0.3991
growth	Round_2_Replicate_16	-46132.36	92268.72	85339.95	1045818.63	0.2186,1.1897
growth	Round_2_Replicate_17	-36456.97	72917.94	69744.54	1076299.01	0.1798,0.8371
growth	Round_2_Replicate_18	-22232.68	44469.36	43273.16	481386.11	0.2604,0.1878
growth	Round_2_Replicate_19	-27267.92	54539.84	53771.53	577020.14	0.2441,0.3327
growth	Round_2_Replicate_20	-25293.83	50591.66	50177.33	564037.49	0.2211,0.2636
growth	Round_2_Replicate_21	-29332.82	58669.64	57732.71	635054.21	0.2386,0.4275
growth	Round_2_Replicate_22	-22074.18	44152.36	42845.21	475005.29	0.2639,0.1808
growth	Round_2_Replicate_23	-30755.86	61515.72	60507.53	743616.18	0.2125,0.5265
growth	Round_2_Replicate_24	-67159.5	134323.0	120249.92	369868.38	0.7302,0.4901
growth	Round_2_Replicate_25	-28694.62	57393.24	57136.08	681566.13	0.1957,0.3742
growth	Round_2_Replicate_26	-32045.39	64094.78	63507.31	2149980.69	0.073,0.543
growth	Round_2_Replicate_27	-20192.47	40388.94	39872.51	501166.29	0.2115,0.162
growth	Round_2_Replicate_28	-31632.36	63268.72	62986.33	1644940.32	0.0897,0.5317
growth	Round_2_Replicate_29	-62513.46	125030.92	112299.4	388611.54	0.6744,0.5873
growth	Round_2_Replicate_30	-20142.02	40288.04	38948.92	460040.12	0.2509,0.1442
growth	Round_3_Replicate_1	-13660.94	27325.88	26694.27	454936.36	0.159,0.0746
growth	Round_3_Replicate_2	-9270.71	18545.42	18174.49	449529.07	0.0763,0.0324
growth	Round_3_Replicate_3	-14086.95	28177.9	27299.24	444546.14	0.1691,0.0721
growth	Round_3_Replicate_4	-12373.82	24751.64	24131.29	448597.81	0.139,0.0599
growth	Round_3_Replicate_5	-9840.16	19684.32	19034.62	431314.05	0.0773,0.0268
growth	Round_3_Replicate_6	-9489.75	18983.5	18596.62	449210.0	0.0813,0.0344
growth	Round_3_Replicate_7	-22838.08	45680.16	44074.6	467672.19	0.2787,0.1841
growth	Round_3_Replicate_8	-13241.09	26486.18	25682.88	443510.14	0.1547,0.0641
growth	Round_3_Replicate_9	-21494.29	42992.58	41898.15	480434.55	0.252,0.1767
growth	Round_3_Replicate_10	-20692.55	41389.1	39932.38	458741.76	0.2587,0.1491
growth	Round_3_Replicate_11	-20051.8	40107.6	38830.15	462070.9	0.2484,0.145
growth	Round_3_Replicate_12	-27627.38	55258.76	54339.37	573167.25	0.2524,0.3445
growth	Round_3_Replicate_13	-8593.86	17191.72	16833.03	446866.2	0.0615,0.0256
growth	Round_3_Replicate_14	-11191.63	22387.26	21953.97	454511.49	0.1141,0.0512
growth	Round_3_Replicate_15	-16425.27	32854.54	32355.98	477877.41	0.182,0.1093
growth	Round_3_Replicate_16	-15497.75	30999.5	30473.5	470987.68	0.1752,0.0979
growth	Round_3_Replicate_17	-28075.59	56155.18	55435.4	605703.55	0.2363,0.3665
growth	Round_3_Replicate_18	-8089.41	16182.82	15892.16	454848.76	0.0433,0.02
growth	Round_3_Replicate_19	-31671.15	63346.3	63115.63	1720210.81	0.0849,0.5204
growth	Round_3_Replicate_20	-18965.84	37935.68	36106.8	433154.79	0.2411,0.1003
growth	Round_3_Replicate_21	-13057.17	26118.34	25580.03	457166.39	0.147,0.0697
growth	Round_3_Replicate_22	-69621.77	139247.54	124677.75	395333.74	0.7078,0.9857
growth	Round_3_Replicate_23	-14752.16	29508.32	28424.19	438724.27	0.179,0.0724
growth	Round_3_Replicate_24	-18252.69	36509.38	35987.27	487428.07	0.199,0.1333
growth	Round_3_Replicate_25	-17765.62	35535.24	34633.72	464476.79	0.2157,0.1211
growth	Round_3_Replicate_26	-13729.95	27463.9	27119.1	496037.22	0.082,0.0518
growth	Round_3_Replicate_27	-23866.96	47737.92	47445.88	552548.56	0.2058,0.2212
growth	Round_3_Replicate_28	-31549.16	63102.32	62511.84	1266483.34	0.1222,0.5823
growth	Round_3_Replicate_29	-15709.68	31423.36	30942.67	474990.98	0.1739,0.1005
growth	Round_3_Replicate_30	-10669.06	21342.12	21053.07	472368.73	0.0761,0.0399
growth	Round_3_Replicate_31	-12553.64	25111.28	24795.92	472560.93	0.1191,0.0634
growth	Round_3_Replicate_32	-12227.97	24459.94	24060.67	462569.6	0.1269,0.0621
growth	Round_3_Replicate_33	-9157.67	18319.34	17848.76	440018.62	0.0728,0.028
growth	Round_3_Replicate_34	-31943.08	63890.16	63710.93	2453756.56	0.0593,0.4736
growth	Round_3_Replicate_35	-10127.6	20259.2	19893.35	454740.99	0.0919,0.041
growth	Round_3_Replicate_36	-8973.12	17950.24	17452.18	436575.2	0.0654,0.0243
growth	Round_3_Replicate_37	-32058.21	64120.42	63863.82	3128663.87	0.0476,0.4475
growth	Round_3_Replicate_38	-15142.42	30288.84	29384.37	449253.55	0.1855,0.085
growth	Round_3_Replicate_39	-9207.89	18419.78	17777.16	426736.91	0.0512,0.0171
growth	Round_3_Replicate_40	-10887.37	21778.74	20922.49	425229.94	0.087,0.028
growth	Round_3_Replicate_41	-9693.07	19390.14	19052.03	455461.44	0.0817,0.0367
growth	Round_3_Replicate_42	-32007.18	64018.36	63662.84	2698001.8	0.0562,0.4828
growth	Round_3_Replicate_43	-75288.0	150580.0	134431.54	356102.3	0.8072,0.5427
growth	Round_3_Replicate_44	-11917.68	23839.36	23541.62	472418.31	0.1058,0.0558
growth	Round_3_Replicate_45	-13703.49	27410.98	26551.51	443309.3	0.1626,0.0679
growth	Round_3_Replicate_46	-24743.74	49491.48	47623.4	471724.53	0.2975,0.2143
growth	Round_3_Replicate_47	-23340.36	46684.72	45753.31	504815.54	0.2526,0.2181
growth	Round_3_Replicate_48	-17914.97	35833.94	35160.37	476726.63	0.2065,0.1278
growth	Round_3_Replicate_49	-37539.43	75082.86	70686.07	540368.26	0.3661,0.5916
growth	Round_3_Replicate_50	-11361.49	22726.98	22322.78	457721.61	0.1149,0.0532
growth	Round_4_Replicate_1	-7177.25	14358.5	14045.89	443841.49	0.0237,0.01
growth	Round_4_Replicate_2	-7156.92	14317.84	14013.32	445159.59	0.0233,0.01
growth	Round_4_Replicate_3	-7149.4	14302.8	14004.55	446387.66	0.0229,0.01
growth	Round_4_Replicate_4	-7180.66	14365.32	14052.61	443847.83	0.0239,0.0101
growth	Round_4_Replicate_5	-7150.25	14304.5	14005.31	446191.98	0.023,0.01
growth	Round_4_Replicate_6	-7156.04	14316.08	14018.4	446559.29	0.0232,0.0101
growth	Round_4_Replicate_7	-7164.25	14332.5	14035.86	446845.26	0.0234,0.0103
growth	Round_4_Replicate_8	-7175.15	14354.3	14064.95	448835.5	0.0229,0.0103
growth	Round_4_Replicate_9	-7160.45	14324.9	14034.15	448320.14	0.0226,0.0101
growth	Round_4_Replicate_10	-7161.43	14326.86	14031.51	447129.46	0.0232,0.0102
growth	Round_4_Replicate_11	-7162.82	14329.64	14033.49	446948.5	0.0233,0.0103
growth	Round_4_Replicate_12	-7209.28	14422.56	14134.39	449450.79	0.0237,0.0107
growth	Round_4_Replicate_13	-7163.15	14330.3	14035.05	447165.57	0.0233,0.0103
growth	Round_4_Replicate_14	-7149.86	14303.72	14004.69	446225.4	0.023,0.01
growth	Round_4_Replicate_15	-7336.44	14676.88	14362.75	444683.67	0.0294,0.0125
growth	Round_4_Replicate_16	-8180.15	16364.3	16013.65	445233.07	0.0516,0.0213
growth	Round_4_Replicate_17	-7166.6	14337.2	14049.06	449175.55	0.0223,0.01
growth	Round_4_Replicate_18	-7154.31	14312.62	14019.66	447681.07	0.0227,0.01
growth	Round_4_Replicate_19	-7160.6	14325.2	14024.23	445885.87	0.0235,0.0102
growth	Round_4_Replicate_20	-7161.15	14326.3	14029.33	446752.26	0.0233,0.0102
growth	Round_4_Replicate_21	-7158.27	14320.54	14016.15	445190.38	0.0233,0.01
growth	Round_4_Replicate_22	-7155.03	14314.06	14010.91	445412.59	0.0232,0.01
growth	Round_4_Replicate_23	-7171.27	14346.54	14059.58	449627.97	0.0221,0.01
growth	Round_4_Replicate_24	-7264.35	14532.7	14224.98	445290.01	0.0272,0.0117
growth	Round_4_Replicate_25	-7165.58	14335.16	14046.2	448894.36	0.0225,0.0101
growth	Round_4_Replicate_26	-7149.69	14303.38	14005.67	446512.82	0.0229,0.01
growth	Round_4_Replicate_27	-7203.72	14411.44	14127.16	451070.72	0.0218,0.0101
growth	Round_4_Replicate_28	-7166.57	14337.14	14037.14	446129.02	0.0237,0.0103
growth	Round_4_Replicate_29	-7167.8	14339.6	14048.36	448227.15	0.023,0.0103
growth	Round_4_Replicate_30	-7160.19	14324.38	14025.33	446286.83	0.0234,0.0102
growth	Round_4_Replicate_31	-7155.54	14315.08	14023.34	448017.77	0.0226,0.01
growth	Round_4_Replicate_32	-7152.62	14309.24	14010.6	446323.61	0.0231,0.0101
growth	Round_4_Replicate_33	-7154.53	14313.06	14021.16	447960.93	0.0226,0.01
growth	Round_4_Replicate_34	-7151.74	14307.48	14006.72	445870.93	0.0231,0.01
growth	Round_4_Replicate_35	-7174.9	14353.8	14064.3	448785.86	0.0229,0.0103
growth	Round_4_Replicate_36	-7151.62	14307.24	14012.25	447155.41	0.0228,0.01
growth	Round_4_Replicate_37	-7163.06	14330.12	14039.65	448417.79	0.0227,0.0101
growth	Round_4_Replicate_38	-7169.03	14342.06	14047.54	447377.36	0.0235,0.0104
growth	Round_4_Replicate_39	-7156.39	14316.78	14024.51	447875.54	0.0227,0.0101
growth	Round_4_Replicate_40	-7173.06	14350.12	14056.83	447711.41	0.0235,0.0104
growth	Round_4_Replicate_41	-7155.26	14314.52	14021.37	447635.55	0.0227,0.0101
growth	Round_4_Replicate_42	-7153.81	14311.62	14014.13	446589.22	0.0231,0.0101
growth	Round_4_Replicate_43	-7158.44	14320.88	14027.9	447697.46	0.0229,0.0101
growth	Round_4_Replicate_44	-7254.39	14512.78	14216.87	447628.21	0.0264,0.0117
growth	Round_4_Replicate_45	-7164.49	14332.98	14038.03	447244.16	0.0233,0.0103
growth	Round_4_Replicate_46	-7154.81	14313.62	14020.29	447588.19	0.0227,0.0101
growth	Round_4_Replicate_47	-7150.08	14304.16	14009.18	447148.8	0.0227,0.01
growth	Round_4_Replicate_48	-7169.86	14343.72	14042.96	445991.81	0.0238,0.0103
growth	Round_4_Replicate_49	-7150.46	14304.92	14009.27	446989.11	0.0228,0.01
growth	Round_4_Replicate_50	-7159.35	14322.7	14031.13	448082.33	0.0227,0.0101
growth	Round_4_Replicate_51	-7159.02	14322.04	14020.98	445857.61	0.0234,0.0102
growth	Round_4_Replicate_52	-7164.37	14332.74	14031.18	445790.97	0.0236,0.0102
growth	Round_4_Replicate_53	-7178.17	14360.34	14054.54	445056.53	0.0242,0.0104
growth	Round_4_Replicate_54	-7150.17	14304.34	14005.85	446341.44	0.023,0.01
growth	Round_4_Replicate_55	-7163.48	14330.96	14041.16	448623.39	0.0226,0.0101
growth	Round_4_Replicate_56	-7190.53	14385.06	14085.98	446478.61	0.0246,0.0108
growth	Round_4_Replicate_57	-7178.02	14360.04	14070.32	448737.02	0.0231,0.0104
growth	Round_4_Replicate_58	-7153.02	14310.04	14010.2	446071.56	0.0231,0.0101
growth	Round_4_Replicate_59	-7154.89	14313.78	14015.74	446472.23	0.0231,0.0101
growth	Round_4_Replicate_60	-7177.43	14358.86	14056.99	445814.59	0.0241,0.0105
growth	Round_4_Replicate_61	-7161.81	14327.62	14037.2	448427.8	0.0226,0.0101
growth	Round_4_Replicate_62	-7183.48	14370.96	14075.65	447278.8	0.0241,0.0106
growth	Round_4_Replicate_63	-7218.7	14441.4	14152.18	449169.68	0.0243,0.011
growth	Round_4_Replicate_64	-7154.42	14312.84	14015.67	446663.94	0.0231,0.0101
growth	Round_4_Replicate_65	-7155.07	14314.14	14021.38	447735.8	0.0227,0.0101
growth	Round_4_Replicate_66	-7178.52	14361.04	14071.24	448718.36	0.0231,0.0104
growth	Round_4_Replicate_67	-7157.54	14319.08	14024.46	447280.51	0.023,0.0101
growth	Round_4_Replicate_68	-7153.47	14310.94	14012.73	446423.02	0.0231,0.0101
growth	Round_4_Replicate_69	-7149.51	14303.02	14005.98	446661.04	0.0229,0.01
growth	Round_4_Replicate_70	-7152.48	14308.96	14015.82	447624.46	0.0226,0.01
growth	Round_4_Replicate_71	-7152.33	14308.66	14012.87	446967.35	0.0229,0.0101
growth	Round_4_Replicate_72	-7158.52	14321.04	14031.17	448568.4	0.0224,0.01
growth	Round_4_Replicate_73	-7149.57	14303.14	14006.64	446784.94	0.0228,0.01
growth	Round_4_Replicate_74	-7156.9	14317.8	14023.12	447264.92	0.023,0.0101
growth	Round_4_Replicate_75	-7159.57	14323.14	14033.1	448523.81	0.0225,0.0101
growth	Round_4_Replicate_76	-7151.37	14306.74	14011.34	447053.55	0.0228,0.01
growth	Round_4_Replicate_77	-7149.48	14302.96	14004.61	446370.27	0.0229,0.01
growth	Round_4_Replicate_78	-7158.26	14320.52	14021.26	446227.52	0.0233,0.0102
growth	Round_4_Replicate_79	-7150.85	14305.7	14005.94	446076.33	0.023,0.01
growth	Round_4_Replicate_80	-7159.43	14322.86	14018.75	445253.33	0.0234,0.0101
growth	Round_4_Replicate_81	-7171.05	14346.1	14050.16	447049.99	0.0237,0.0104
growth	Round_4_Replicate_82	-7161.0	14326.0	14029.27	446806.35	0.0233,0.0102
growth	Round_4_Replicate_83	-7160.32	14324.64	14032.29	447875.09	0.0229,0.0102
growth	Round_4_Replicate_84	-7180.78	14365.56	14063.97	445890.49	0.0243,0.0105
growth	Round_4_Replicate_85	-7150.66	14305.32	14009.1	446858.49	0.0228,0.01
growth	Round_4_Replicate_86	-7165.0	14334.0	14033.94	446104.33	0.0236,0.0103
growth	Round_4_Replicate_87	-7155.13	14314.26	14022.67	448049.96	0.0225,0.01
growth	Round_4_Replicate_88	-7155.16	14314.32	14020.72	447521.9	0.0228,0.0101
growth	Round_4_Replicate_89	-7165.94	14335.88	14035.93	446133.31	0.0236,0.0103
growth	Round_4_Replicate_90	-7149.46	14302.92	14006.44	446790.14	0.0228,0.01
growth	Round_4_Replicate_91	-7153.5	14311.0	14014.29	446763.69	0.023,0.0101
growth	Round_4_Replicate_92	-8108.03	16220.06	15875.15	445468.32	0.0498,0.0207
growth	Round_4_Replicate_93	-7170.87	14345.74	14053.09	447864.4	0.0234,0.0104
growth	Round_4_Replicate_94	-7155.25	14314.5	14020.76	447488.28	0.0228,0.0101
growth	Round_4_Replicate_95	-7153.0	14310.0	14011.07	446264.76	0.0231,0.0101
growth	Round_4_Replicate_96	-7170.84	14345.68	14035.79	444269.5	0.0236,0.0101
growth	Round_4_Replicate_97	-7155.81	14315.62	14017.01	446353.08	0.0232,0.0101
growth	Round_4_Replicate_98	-7191.82	14387.64	14088.47	446466.22	0.0247,0.0108
growth	Round_4_Replicate_99	-7208.94	14421.88	14123.52	446758.22	0.0252,0.0111
growth	Round_4_Replicate_100	-7155.18	14314.36	14019.41	447187.11	0.0229,0.0101
