Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu, T)
growth	Round_2_Replicate_23	-12454.8	24913.6	24204.32	444033.7	0.1407,0.0579
growth	Round_2_Replicate_24	-10174.36	20352.72	19904.15	447810.01	0.0964,0.0402
growth	Round_2_Replicate_25	-22274.7	44553.4	43450.31	486213.58	0.2566,0.1915
growth	Round_2_Replicate_26	-29206.07	58416.14	56420.75	521995.36	0.3071,0.3517
growth	Round_2_Replicate_27	-28022.77	56049.54	53829.84	488929.02	0.3194,0.288
growth	Round_2_Replicate_28	-13476.76	26957.52	26286.92	451794.67	0.1574,0.0714
growth	Round_2_Replicate_29	-43887.29	87778.58	80809.21	457807.77	0.4744,0.5343
growth	Round_2_Replicate_30	-14136.26	28276.52	27559.42	452917.5	0.168,0.0781
growth	Round_3_Replicate_1	-12541.25	25086.5	24514.32	452353.59	0.1407,0.0631
growth	Round_3_Replicate_2	-7675.78	15355.56	15022.14	444128.51	0.0387,0.0161
growth	Round_3_Replicate_3	-7212.53	14429.06	14141.45	449667.13	0.0237,0.0107
growth	Round_3_Replicate_4	-10423.67	20851.34	20281.62	440609.95	0.1005,0.0388
growth	Round_3_Replicate_5	-9517.93	19039.86	18575.63	442764.75	0.0821,0.0324
growth	Round_3_Replicate_6	-10611.85	21227.7	20691.58	443977.61	0.1055,0.0423
growth	Round_3_Replicate_7	-16300.64	32605.28	31833.68	462168.33	0.1961,0.1042
growth	Round_3_Replicate_8	-12126.81	24257.62	23572.34	443505.55	0.1347,0.0548
growth	Round_3_Replicate_9	-10243.77	20491.54	20142.38	457097.8	0.0923,0.0421
growth	Round_3_Replicate_10	-7949.22	15902.44	15522.14	440372.51	0.0442,0.0175
growth	Round_3_Replicate_11	-7927.58	15859.16	15535.8	447203.45	0.045,0.0192
growth	Round_3_Replicate_12	-15400.82	30805.64	29911.35	451183.56	0.1889,0.0888
growth	Round_3_Replicate_13	-13458.2	26920.4	26424.6	461966.85	0.1501,0.0747
growth	Round_3_Replicate_14	-15257.96	30519.92	29764.97	457150.78	0.1836,0.0911
growth	Round_3_Replicate_15	-14395.11	28794.22	27822.85	441872.3	0.174,0.0725
growth	Round_3_Replicate_16	-13020.1	26044.2	25065.3	433270.02	0.1451,0.053
growth	Round_3_Replicate_17	-7958.42	15920.84	15549.16	441378.39	0.045,0.018
growth	Round_3_Replicate_18	-9861.58	19727.16	19370.37	454253.98	0.0865,0.0384
growth	Round_3_Replicate_19	-13761.66	27527.32	27125.43	470175.07	0.1462,0.0781
growth	Round_3_Replicate_20	-7700.66	15405.32	15100.65	448832.82	0.0385,0.0169
growth	Round_3_Replicate_21	-7860.54	15725.08	15345.26	439809.19	0.0414,0.0164
growth	Round_3_Replicate_22	-7868.27	15740.54	15389.24	443123.89	0.0435,0.0178
growth	Round_3_Replicate_23	-8697.58	17399.16	17063.92	450270.36	0.0627,0.027
growth	Round_3_Replicate_24	-15106.47	30216.94	29272.08	447162.98	0.1854,0.0831
growth	Round_3_Replicate_25	-11747.84	23499.68	22988.02	451904.88	0.1263,0.0557
growth	Round_3_Replicate_26	-7490.0	14984.0	14656.24	443648.58	0.0336,0.0141
growth	Round_3_Replicate_27	-8097.77	16199.54	15833.99	442987.15	0.0492,0.0199
growth	Round_3_Replicate_28	-12245.85	24495.7	23730.34	439759.89	0.1357,0.053
growth	Round_3_Replicate_29	-9096.05	18196.1	17685.65	436423.33	0.0681,0.0252
growth	Round_3_Replicate_30	-10256.87	20517.74	20018.76	444513.58	0.0982,0.0396
growth	Round_3_Replicate_31	-7638.59	15281.18	14980.38	449197.3	0.0366,0.0162
growth	Round_3_Replicate_32	-17100.5	34205.0	33338.45	462182.29	0.2079,0.1126
growth	Round_3_Replicate_33	-9125.58	18255.16	17843.6	444827.15	0.0738,0.0299
growth	Round_3_Replicate_34	-10973.58	21951.16	21448.3	448286.5	0.1126,0.0474
growth	Round_3_Replicate_35	-15657.92	31319.84	30351.59	449205.52	0.1935,0.0897
growth	Round_3_Replicate_36	-11182.59	22369.18	21935.01	454394.62	0.114,0.0511
growth	Round_3_Replicate_37	-14406.9	28817.8	27776.41	438662.11	0.1733,0.0695
growth	Round_3_Replicate_38	-7978.16	15960.32	15584.78	441089.67	0.0453,0.0181
growth	Round_3_Replicate_39	-19068.36	38140.72	36993.95	461417.38	0.2359,0.1334
growth	Round_3_Replicate_40	-8444.34	16892.68	16528.46	445342.7	0.058,0.0238
growth	Round_3_Replicate_41	-7809.05	15622.1	15289.79	445166.18	0.0422,0.0177
growth	Round_3_Replicate_42	-9640.27	19284.54	18813.55	442970.64	0.0849,0.0336
growth	Round_3_Replicate_43	-7350.88	14705.76	14352.1	439189.45	0.0261,0.0105
growth	Round_3_Replicate_44	-7943.15	15890.3	15599.46	453802.41	0.0407,0.0187
growth	Round_3_Replicate_45	-7191.02	14386.04	14089.15	446964.93	0.0245,0.0108
growth	Round_3_Replicate_46	-7224.11	14452.22	14134.1	443252.23	0.0254,0.0107
growth	Round_3_Replicate_47	-10856.82	21717.64	21360.65	459436.34	0.1028,0.0482
growth	Round_3_Replicate_48	-7165.47	14334.94	14036.57	446470.67	0.0235,0.0103
growth	Round_3_Replicate_49	-8872.98	17749.96	17410.14	450709.26	0.0666,0.0287
growth	Round_3_Replicate_50	-8250.51	16505.02	16147.58	444885.76	0.0533,0.0219
growth	Round_4_Replicate_1	-7150.39	14304.78	14007.12	446525.94	0.0229,0.01
growth	Round_4_Replicate_2	-7151.74	14307.48	14011.6	446943.94	0.0229,0.01
growth	Round_4_Replicate_3	-7158.25	14320.5	14020.14	445996.31	0.0234,0.0101
growth	Round_4_Replicate_4	-7150.16	14304.32	14004.78	446116.06	0.023,0.01
growth	Round_4_Replicate_5	-7152.15	14308.3	14009.05	446191.27	0.0231,0.01
growth	Round_4_Replicate_6	-7151.99	14307.98	14013.38	447252.88	0.0228,0.01
growth	Round_4_Replicate_7	-7153.2	14310.4	14010.79	446123.68	0.0231,0.0101
growth	Round_4_Replicate_8	-7153.92	14311.84	14011.34	445939.49	0.0232,0.0101
growth	Round_4_Replicate_9	-7150.26	14304.52	14009.41	447120.0	0.0227,0.01
growth	Round_4_Replicate_10	-7153.44	14310.88	14013.75	446663.1	0.023,0.0101
growth	Round_4_Replicate_11	-7151.78	14307.56	14012.74	447197.49	0.0228,0.01
growth	Round_4_Replicate_12	-7152.07	14308.14	14013.57	447259.43	0.0228,0.01
growth	Round_4_Replicate_13	-7152.02	14308.04	14010.64	446595.3	0.023,0.0101
growth	Round_4_Replicate_14	-7152.46	14308.92	14012.18	446750.35	0.023,0.0101
growth	Round_4_Replicate_15	-7150.24	14304.48	14007.55	446690.47	0.0229,0.01
growth	Round_4_Replicate_16	-7149.46	14302.92	14005.53	446583.19	0.0229,0.01
growth	Round_4_Replicate_17	-7154.13	14312.26	14019.16	447643.41	0.0227,0.01
growth	Round_4_Replicate_18	-7152.3	14308.6	14015.21	447559.68	0.0226,0.01
growth	Round_4_Replicate_19	-7152.61	14309.22	14015.62	447505.37	0.0227,0.01
growth	Round_4_Replicate_20	-7160.06	14324.12	14019.06	445078.34	0.0234,0.0101
growth	Round_4_Replicate_21	-7151.82	14307.64	14008.03	446111.12	0.0231,0.01
growth	Round_4_Replicate_22	-7150.67	14305.34	14010.1	447089.19	0.0228,0.01
growth	Round_4_Replicate_23	-7150.08	14304.16	14005.72	446352.88	0.023,0.01
growth	Round_4_Replicate_24	-7150.54	14305.08	14005.15	446036.58	0.023,0.01
growth	Round_4_Replicate_25	-7151.67	14307.34	14010.55	446730.58	0.0229,0.01
growth	Round_4_Replicate_26	-7150.09	14304.18	14007.63	446777.16	0.0229,0.01
growth	Round_4_Replicate_27	-7152.56	14309.12	14015.26	447437.48	0.0227,0.01
growth	Round_4_Replicate_28	-7150.89	14305.78	14007.39	446367.89	0.023,0.01
growth	Round_4_Replicate_29	-7163.42	14330.84	14042.05	448941.17	0.0223,0.01
growth	Round_4_Replicate_30	-7150.9	14305.8	14008.85	446689.0	0.0229,0.01
growth	Round_4_Replicate_31	-7153.34	14310.68	14017.99	447744.15	0.0226,0.01
growth	Round_4_Replicate_32	-7151.49	14306.98	14012.63	447310.66	0.0227,0.01
growth	Round_4_Replicate_33	-7153.37	14310.74	14010.64	446017.85	0.0231,0.0101
growth	Round_4_Replicate_34	-7151.33	14306.66	14010.91	446972.85	0.0228,0.01
growth	Round_4_Replicate_35	-7150.52	14305.04	14009.76	447080.15	0.0228,0.01
growth	Round_4_Replicate_36	-7151.11	14306.22	14006.44	446074.84	0.023,0.01
growth	Round_4_Replicate_37	-7149.51	14303.02	14007.26	446958.76	0.0228,0.01
growth	Round_4_Replicate_38	-7175.58	14355.16	14052.14	445572.36	0.0241,0.0104
growth	Round_4_Replicate_39	-7149.35	14302.7	14005.68	446665.0	0.0229,0.01
growth	Round_4_Replicate_40	-7150.46	14304.92	14005.37	446117.39	0.023,0.01
growth	Round_4_Replicate_41	-7153.63	14311.26	14018.71	447785.91	0.0226,0.01
growth	Round_4_Replicate_42	-7151.58	14307.16	14011.48	446988.82	0.0228,0.01
growth	Round_4_Replicate_43	-7152.32	14308.64	14013.5	447122.47	0.0228,0.01
growth	Round_4_Replicate_44	-7152.63	14309.26	14013.14	446892.73	0.0229,0.0101
growth	Round_4_Replicate_45	-7149.37	14302.74	14004.74	446445.6	0.0229,0.01
growth	Round_4_Replicate_46	-7149.37	14302.74	14005.22	446553.95	0.0229,0.01
growth	Round_4_Replicate_47	-7149.69	14303.38	14004.56	446270.4	0.023,0.01
growth	Round_4_Replicate_48	-7153.33	14310.66	14015.11	447032.38	0.0229,0.0101
growth	Round_4_Replicate_49	-7163.5	14331.0	14024.64	444855.17	0.0235,0.0101
growth	Round_4_Replicate_50	-7151.06	14306.12	14007.5	446318.83	0.023,0.01
growth	Round_4_Replicate_51	-7203.86	14411.72	14117.01	447567.66	0.0247,0.0109
growth	Round_4_Replicate_52	-7149.34	14302.68	14005.65	446661.36	0.0229,0.01
growth	Round_4_Replicate_53	-7149.97	14303.94	14007.51	446802.76	0.0228,0.01
growth	Round_4_Replicate_54	-7153.43	14310.86	14011.88	446257.89	0.0231,0.0101
growth	Round_4_Replicate_55	-7154.14	14312.28	14016.83	447062.54	0.0229,0.0101
growth	Round_4_Replicate_56	-7149.7	14303.4	14004.92	446343.75	0.0229,0.01
growth	Round_4_Replicate_57	-7153.84	14311.68	14017.26	447308.49	0.0228,0.0101
growth	Round_4_Replicate_58	-7155.35	14314.7	14015.24	446166.15	0.0232,0.0101
growth	Round_4_Replicate_59	-7151.33	14306.66	14010.88	446966.63	0.0228,0.01
growth	Round_4_Replicate_60	-7150.62	14305.24	14008.26	446680.23	0.0229,0.01
growth	Round_4_Replicate_61	-7150.12	14304.24	14006.53	446515.43	0.0229,0.01
growth	Round_4_Replicate_62	-7152.87	14309.74	14009.86	446062.49	0.0231,0.0101
growth	Round_4_Replicate_63	-7151.02	14306.04	14005.52	445918.38	0.023,0.01
growth	Round_4_Replicate_64	-7153.6	14311.2	14010.83	445963.44	0.0232,0.0101
growth	Round_4_Replicate_65	-7150.69	14305.38	14010.38	447145.72	0.0227,0.01
growth	Round_4_Replicate_66	-7149.79	14303.58	14008.03	447007.27	0.0228,0.01
growth	Round_4_Replicate_67	-7159.78	14323.56	14026.43	446708.54	0.0233,0.0102
growth	Round_4_Replicate_68	-7149.51	14303.02	14007.21	446946.41	0.0228,0.01
growth	Round_4_Replicate_69	-7151.81	14307.62	14013.45	447358.75	0.0227,0.01
growth	Round_4_Replicate_70	-7157.69	14319.38	14027.84	448081.52	0.0226,0.0101
growth	Round_4_Replicate_71	-7153.11	14310.22	14013.08	446662.43	0.023,0.0101
growth	Round_4_Replicate_72	-7153.37	14310.74	14014.91	446964.48	0.0229,0.0101
growth	Round_4_Replicate_73	-7152.71	14309.42	14015.87	447521.58	0.0227,0.01
growth	Round_4_Replicate_74	-7188.53	14381.06	14069.87	444156.33	0.0244,0.0104
growth	Round_4_Replicate_75	-7149.38	14302.76	14006.77	446902.89	0.0228,0.01
growth	Round_4_Replicate_76	-7150.0	14304.0	14005.47	446334.26	0.023,0.01
growth	Round_4_Replicate_77	-7149.9	14303.8	14004.9	446250.59	0.023,0.01
growth	Round_4_Replicate_78	-7156.94	14317.88	14022.47	447089.94	0.023,0.0101
growth	Round_4_Replicate_79	-7149.89	14303.78	14007.28	446785.11	0.0228,0.01
growth	Round_4_Replicate_80	-7151.65	14307.3	14011.18	446888.61	0.0229,0.01
growth	Round_4_Replicate_81	-7153.12	14310.24	14009.57	445897.76	0.0231,0.01
growth	Round_4_Replicate_82	-7152.59	14309.18	14016.15	447652.23	0.0226,0.01
growth	Round_4_Replicate_83	-7149.6	14303.2	14004.87	446376.0	0.0229,0.01
growth	Round_4_Replicate_84	-7158.13	14320.26	14030.45	448582.94	0.0223,0.01
growth	Round_4_Replicate_85	-7150.64	14305.28	14006.05	446185.92	0.023,0.01
growth	Round_4_Replicate_86	-7154.34	14312.68	14017.48	447124.09	0.0229,0.0101
growth	Round_4_Replicate_87	-7150.95	14305.9	14008.47	446580.33	0.0229,0.01
growth	Round_4_Replicate_88	-7150.64	14305.28	14010.36	447167.12	0.0227,0.01
growth	Round_4_Replicate_89	-7150.12	14304.24	14008.07	446865.04	0.0228,0.01
growth	Round_4_Replicate_90	-7150.48	14304.96	14009.84	447118.26	0.0227,0.01
growth	Round_4_Replicate_91	-7149.3	14302.6	14005.36	446612.61	0.0229,0.01
growth	Round_4_Replicate_92	-7152.97	14309.94	14015.43	447280.26	0.0228,0.01
growth	Round_4_Replicate_93	-7149.58	14303.16	14006.49	446745.68	0.0228,0.01
growth	Round_4_Replicate_94	-7155.37	14314.74	14023.36	448110.64	0.0225,0.01
growth	Round_4_Replicate_95	-7150.74	14305.48	14009.19	446839.87	0.0229,0.01
growth	Round_4_Replicate_96	-7170.8	14345.6	14051.02	447376.8	0.0236,0.0104
growth	Round_4_Replicate_97	-7155.81	14315.62	14019.7	446960.3	0.023,0.0101
growth	Round_4_Replicate_98	-7150.64	14305.28	14008.92	446823.34	0.0229,0.01
growth	Round_4_Replicate_99	-7152.22	14308.44	14013.63	447202.37	0.0228,0.01
growth	Round_4_Replicate_100	-7152.42	14308.84	14015.8	447652.49	0.0226,0.01
