Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu, T)
growth	Round_1_Replicate_1	-172465.44	344934.88	316355.2	172856.26	2.5312,3.0522
growth	Round_1_Replicate_2	-19700.99	39405.98	38558.85	479444.32	0.2291,0.1518
growth	Round_1_Replicate_3	-110325.32	220654.64	196433.32	315948.83	1.2351,0.0967
growth	Round_1_Replicate_4	-82976.47	165956.94	147999.01	1348312.11	0.227,4.4969
growth	Round_1_Replicate_5	-95153.5	190311.0	169632.67	324637.6	1.0035,1.3683
growth	Round_1_Replicate_6	-107752.2	215508.4	192408.28	305364.83	1.1382,0.8453
growth	Round_1_Replicate_7	-34871.51	69747.02	67174.97	939748.2	0.1974,0.764
growth	Round_1_Replicate_8	-74597.93	149199.86	133371.83	1192909.94	0.2444,2.8971
growth	Round_1_Replicate_9	-131697.9	263399.8	237054.97	125604.92	3.0232,11.2731
growth	Round_1_Replicate_10	-176452.35	352908.7	323287.16	227242.49	2.0026,1.1918
growth	Round_1_Replicate_11	-141658.9	283321.8	251873.14	300264.68	1.9192,0.0933
growth	Round_1_Replicate_12	-83333.83	166671.66	148627.65	1512267.44	0.2027,4.4437
growth	Round_1_Replicate_13	-102415.6	204835.2	182539.48	320046.95	1.0908,0.1451
growth	Round_1_Replicate_14	-16660.68	33325.36	32621.36	467653.35	0.1969,0.1103
growth	Round_1_Replicate_15	-83235.23	166474.46	148454.13	844395.16	0.3629,5.0074
growth	Round_2_Replicate_1	-21009.21	42022.42	40784.36	470278.31	0.2545,0.1632
growth	Round_2_Replicate_2	-13284.93	26573.86	26129.83	464579.48	0.1443,0.0732
growth	Round_2_Replicate_3	-23312.23	46628.46	46426.14	554069.94	0.1891,0.1979
growth	Round_2_Replicate_4	-18205.68	36415.36	35158.88	451460.5	0.2298,0.1158
growth	Round_2_Replicate_5	-17508.14	35020.28	34260.15	469779.13	0.2075,0.1208
growth	Round_2_Replicate_6	-18156.24	36316.48	35155.52	455213.9	0.2273,0.1187
growth	Round_2_Replicate_7	-24863.35	49730.7	48640.92	512593.06	0.265,0.2507
growth	Round_2_Replicate_8	-37942.99	75889.98	70094.69	429929.1	0.4504,0.3105
growth	Round_2_Replicate_9	-35170.21	70344.42	65785.51	457987.33	0.4074,0.3526
growth	Round_2_Replicate_10	-22723.23	45450.46	44639.12	505472.28	0.2436,0.207
growth	Round_2_Replicate_11	-31949.27	63902.54	60448.72	473931.63	0.3678,0.3327
growth	Round_2_Replicate_12	-10520.93	21045.86	20659.54	454878.92	0.1002,0.0449
growth	Round_2_Replicate_13	-13093.02	26190.04	25375.17	442068.7	0.1518,0.0618
growth	Round_2_Replicate_14	-9419.7	18843.4	18354.54	440229.97	0.0788,0.0303
growth	Round_2_Replicate_15	-13163.4	26330.8	25618.16	447813.61	0.1532,0.0664
