Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, T1, T2)
anc_asym_mig	Round_1_Replicate_1	-380352.45	760716.9	18187373.02	9862.83	6.7109,0.291,0.3693,0.136,0.1674,0.8922
anc_asym_mig	Round_1_Replicate_2	-744299.57	1488611.14	1517983760.8	29539.12	0.2411,0.5905,0.7125,2.9134,3.1664,1.3704
anc_asym_mig	Round_1_Replicate_3	-243365.22	486742.44	250763437326.53	3814.84	4.7597,0.1753,0.8048,0.4924,0.2708,3.8719
anc_asym_mig	Round_1_Replicate_4	-166734.1	333480.2	1013911.85	39652.69	0.4049,0.2048,1.9836,3.5293,1.0485,0.2079
anc_asym_mig	Round_1_Replicate_5	-138753.12	277518.24	637190.77	4151.43	6.4159,5.1849,1.1435,0.8793,2.9932,1.5088
anc_asym_mig	Round_1_Replicate_6	-504172.1	1008356.2	82665974.96	16267.98	0.9884,0.5394,1.244,0.2317,7.7162,1.7543
anc_asym_mig	Round_1_Replicate_7	-293278.17	586568.34	6122614.91	13309.93	4.6797,0.2045,1.6208,0.3014,1.9006,0.2188
anc_asym_mig	Round_1_Replicate_8	-1384426.87	2768865.74	23608990674196.56	20714.94	0.2066,0.4708,0.3412,0.2694,1.9921,2.4041
anc_asym_mig	Round_1_Replicate_9	-104183.08	208378.16	283851.91	7577.82	1.0035,5.6821,2.7811,0.1537,2.9921,0.3187
anc_asym_mig	Round_1_Replicate_10	-487036.74	974085.48	37219120.27	36542.61	0.1487,0.1734,0.136,0.1636,2.3318,0.1268
anc_asym_mig	Round_2_Replicate_1	-225887.15	451786.3	1004108.07	3951.38	0.5774,12.2644,2.963,0.1222,9.1047,0.7663
anc_asym_mig	Round_2_Replicate_2	-54485.71	108983.42	122824.28	12182.47	0.6416,2.064,3.9755,0.1895,11.7243,0.0734
anc_asym_mig	Round_2_Replicate_3	-169717.73	339447.46	550801.85	4893.3	0.6241,10.1437,10.5112,0.0711,6.7041,0.6055
anc_asym_mig	Round_2_Replicate_4	-140215.11	280442.22	488162.61	11593.85	0.7315,5.6495,0.8372,0.1915,1.0139,0.1219
anc_asym_mig	Round_2_Replicate_5	-324754.46	649520.92	3142157.64	6506.94	0.3273,9.9345,1.5892,0.3215,3.8372,0.6027
