Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1, nu2, m12, m21, T1, T2)
anc_asym_mig	Round_4_Replicate_1	-44908.87	89829.74	124915.96	27888.09	0.4406,0.6322,5.6085,0.9301,0.6753,0.0119
anc_asym_mig	Round_4_Replicate_2	-52427.22	104866.44	149389.63	26729.92	0.7659,0.4397,4.1624,0.9182,0.73,0.0157
anc_asym_mig	Round_4_Replicate_3	-35462.18	70936.36	112705.6	35295.7	0.3764,0.3324,11.1648,0.8311,0.2328,0.0119
anc_asym_mig	Round_4_Replicate_4	-40815.93	81643.86	98669.52	35043.05	0.3597,0.3896,6.7106,0.6674,0.4154,0.0103
anc_asym_mig	Round_4_Replicate_5	-42075.34	84162.68	156841.23	33427.19	0.3933,0.4938,10.695,0.8677,0.4794,0.0164
anc_asym_mig	Round_4_Replicate_6	-40384.56	80781.12	105021.07	33878.42	0.4289,0.3455,5.8314,1.8955,0.4963,0.011
anc_asym_mig	Round_4_Replicate_7	-49953.88	99919.76	159738.78	24393.43	0.6287,0.7337,5.4322,1.0523,0.3857,0.0303
anc_asym_mig	Round_4_Replicate_8	-49028.89	98069.78	158923.86	24751.43	0.709,0.6331,5.0018,1.0562,0.2876,0.0267
anc_asym_mig	Round_4_Replicate_9	-45641.87	91295.74	130407.24	28263.43	0.6677,0.4121,5.1647,0.8575,0.4028,0.0105
anc_asym_mig	Round_4_Replicate_10	-40184.04	80380.08	116530.28	29786.55	0.532,0.3931,6.0797,1.3184,0.2771,0.0113
anc_asym_mig	Round_4_Replicate_11	-52117.24	104246.48	263875.19	22378.96	0.7376,0.7957,5.1348,1.0308,0.6724,0.0127
anc_asym_mig	Round_4_Replicate_12	-47841.28	95694.56	149882.24	24423.75	0.6708,0.5976,3.883,1.6071,0.5657,0.0159
anc_asym_mig	Round_4_Replicate_13	-40469.15	80950.3	113717.34	30600.12	0.5152,0.3887,6.9928,1.105,0.2827,0.0164
anc_asym_mig	Round_4_Replicate_14	-36303.76	72619.52	97843.17	34982.11	0.3983,0.298,8.0152,2.0449,0.2827,0.0121
anc_asym_mig	Round_4_Replicate_15	-49854.93	99721.86	123921.65	36752.76	0.3222,0.3552,4.6526,0.6181,0.4831,0.0104
anc_asym_mig	Round_4_Replicate_16	-56445.01	112902.02	245234.29	21757.08	1.1386,0.6489,3.5582,1.4735,0.2961,0.0203
anc_asym_mig	Round_4_Replicate_17	-44189.83	88391.66	133391.31	27062.58	0.5915,0.4732,4.1846,2.0267,0.5681,0.0113
anc_asym_mig	Round_4_Replicate_18	-42709.85	85431.7	130612.85	29949.63	0.4983,0.4559,5.7216,1.6889,0.6255,0.011
anc_asym_mig	Round_4_Replicate_19	-50208.05	100428.1	166776.13	25659.55	1.0214,0.3204,4.5869,2.2795,0.4227,0.011
anc_asym_mig	Round_4_Replicate_20	-57210.91	114433.82	331495.98	23587.3	1.0334,0.5793,5.5311,0.8909,0.7725,0.0106
anc_asym_mig	Round_4_Replicate_21	-54136.27	108284.54	186728.5	22677.67	1.1323,0.5201,3.9457,1.7485,0.2813,0.0308
anc_asym_mig	Round_4_Replicate_22	-43838.68	87689.36	126203.83	27910.24	0.5248,0.5463,5.5228,0.8073,0.4445,0.0118
anc_asym_mig	Round_4_Replicate_23	-42295.37	84602.74	121949.57	29671.91	0.5365,0.3905,4.523,2.5264,0.687,0.0116
anc_asym_mig	Round_4_Replicate_24	-47550.95	95113.9	129173.55	25415.95	0.5967,0.6352,4.0891,0.7149,0.412,0.0134
anc_asym_mig	Round_4_Replicate_25	-44574.84	89161.68	122190.85	27467.85	0.5856,0.4415,3.5999,1.9771,0.7858,0.0109
anc_asym_mig	Round_4_Replicate_26	-52595.32	105202.64	160030.85	23617.62	1.0093,0.46,3.5641,1.07,0.4623,0.0108
anc_asym_mig	Round_4_Replicate_27	-48988.98	97989.96	183790.39	27228.67	0.3353,0.8509,9.0316,1.2326,0.2608,0.0155
anc_asym_mig	Round_4_Replicate_28	-47648.97	95309.94	128627.6	25109.37	0.5224,0.6962,4.1061,0.968,0.7082,0.0124
anc_asym_mig	Round_4_Replicate_29	-43480.49	86972.98	127291.66	28979.16	0.4916,0.5361,5.9663,0.7993,0.523,0.0106
anc_asym_mig	Round_4_Replicate_30	-43670.92	87353.84	122512.41	32891.89	0.4009,0.4996,6.9253,0.8612,0.7541,0.0108
anc_asym_mig	Round_4_Replicate_31	-52137.12	104286.24	182652.95	22354.65	0.9029,0.6041,3.9053,1.9758,0.5176,0.0307
anc_asym_mig	Round_4_Replicate_32	-51410.96	102833.92	166486.88	23102.83	0.5816,0.9212,4.6366,0.6479,0.4559,0.015
anc_asym_mig	Round_4_Replicate_33	-45025.67	90063.34	122350.48	29601.09	0.456,0.5452,5.406,0.991,0.8636,0.0114
anc_asym_mig	Round_4_Replicate_34	-40861.02	81734.04	155513.03	30390.99	0.5032,0.4531,9.065,0.7843,0.2831,0.0151
anc_asym_mig	Round_4_Replicate_35	-65582.24	131176.48	581491.78	29039.88	1.1512,0.4629,9.6231,0.8685,0.7979,0.0184
anc_asym_mig	Round_4_Replicate_36	-46695.91	93403.82	140542.54	26037.95	0.5233,0.6626,5.4638,1.1751,0.5085,0.02
anc_asym_mig	Round_4_Replicate_37	-39297.62	78607.24	98210.55	34974.39	0.3418,0.4165,7.7437,0.7039,0.4062,0.0104
anc_asym_mig	Round_4_Replicate_38	-44055.61	88123.22	125922.7	33739.34	0.3695,0.5271,8.246,0.7098,0.7522,0.0144
anc_asym_mig	Round_4_Replicate_39	-46037.51	92087.02	135262.1	26373.14	0.4434,0.722,5.4704,0.9278,0.5371,0.0105
anc_asym_mig	Round_4_Replicate_40	-42724.0	85460.0	161558.72	30983.67	0.5424,0.422,7.6853,1.1238,0.4268,0.01
