Model	Replicate	log-likelihood	AIC	chi-squared	theta	optimized_params(nu1a, nu2a, nu1b, nu2b, m12, m21, T1, T2)
anc_asym_mig_size	Round_1_Replicate_1	-118270.63	236557.26	428385.58	11248.06	2.5714,1.2633,2.5194,5.4051,0.1372,0.9202,0.6148,0.2557
anc_asym_mig_size	Round_1_Replicate_2	-266509.28	533034.56	1867777.75	21679.83	3.4792,0.5026,0.1668,6.2028,6.8423,2.2025,1.1319,0.3276
anc_asym_mig_size	Round_1_Replicate_3	-1210103.37	2420222.74	1389283732144.66	18326.54	0.1607,0.7959,0.2315,1.0836,3.5172,4.1826,2.4311,2.8469
anc_asym_mig_size	Round_1_Replicate_4	-127779.44	255574.88	422316.93	17891.09	0.2173,3.009,5.3703,4.3665,0.5049,3.4237,0.1291,0.1411
anc_asym_mig_size	Round_1_Replicate_5	-233469.26	466954.52	2421732.33	10446.5	1.4139,7.8802,1.9008,1.892,0.4599,3.7415,0.1916,1.6447
anc_asym_mig_size	Round_1_Replicate_6	-673529.3	1347074.6	545255793.95	10210.23	4.8309,3.0004,0.771,0.6053,0.2217,0.2393,6.2262,2.7734
anc_asym_mig_size	Round_1_Replicate_7	-270550.18	541116.36	3355059.74	25354.01	0.1904,2.3112,0.4984,0.4607,0.9558,0.4785,0.6754,0.446
anc_asym_mig_size	Round_1_Replicate_8	-104633.93	209283.86	330564.62	14557.36	5.2096,0.4051,1.945,3.672,3.1876,0.7769,0.1264,0.3519
anc_asym_mig_size	Round_1_Replicate_9	-122829.67	245675.34	463717.37	10418.63	3.7655,3.3905,6.1122,0.868,0.1543,0.7999,0.6224,0.2234
anc_asym_mig_size	Round_1_Replicate_10	-122106.55	244229.1	407208.98	11319.15	1.7676,1.3013,1.8738,6.9196,2.5331,2.0877,0.3352,0.4955
anc_asym_mig_size	Round_2_Replicate_1	-71902.28	143820.56	202272.69	22678.0	3.5392,0.7039,0.5638,3.2808,2.3428,1.1217,0.0425,0.1335
anc_asym_mig_size	Round_2_Replicate_2	-136958.7	273933.4	563092.51	20490.47	9.9515,1.0755,0.654,1.0018,0.8586,1.841,0.1673,0.4251
anc_asym_mig_size	Round_2_Replicate_3	-132259.47	264534.94	531917.49	9809.81	16.0532,0.5019,4.1332,4.7048,2.7148,0.3393,0.0381,0.6944
anc_asym_mig_size	Round_2_Replicate_4	-384364.56	768745.12	10273114.48	10487.26	2.0376,0.2664,0.5443,10.2048,1.2735,0.5511,0.2189,1.3369
anc_asym_mig_size	Round_2_Replicate_5	-126247.27	252510.54	443394.18	11540.18	19.6138,0.2097,4.3664,10.706,2.789,1.727,0.1068,0.3846
anc_asym_mig_size	Round_2_Replicate_6	-91711.6	183439.2	2090005.49	18551.83	6.2186,0.5099,4.4786,3.5743,2.5306,0.6364,0.0537,0.0902
anc_asym_mig_size	Round_2_Replicate_7	-66093.01	132202.02	177830.31	23753.15	4.7383,0.3083,0.5577,4.409,3.0931,0.2326,0.0399,0.118
anc_asym_mig_size	Round_2_Replicate_8	-157251.16	314518.32	721687.12	9328.68	4.9861,0.4257,5.4965,2.7114,13.1859,0.6115,0.264,0.8306
anc_asym_mig_size	Round_2_Replicate_9	-193513.42	387042.84	980977.64	15366.23	3.0122,0.4769,0.5805,4.7379,0.8821,1.4346,0.0533,0.6367
anc_asym_mig_size	Round_2_Replicate_10	-256411.46	512838.92	2167836.04	12981.09	2.0196,0.2558,0.5786,8.4658,1.1983,0.5665,0.0825,0.8572
anc_asym_mig_size	Round_2_Replicate_11	-93453.49	186922.98	288407.42	16994.2	13.3747,0.3692,1.8889,1.2549,1.1525,1.1097,0.087,0.2735
anc_asym_mig_size	Round_2_Replicate_12	-116393.61	232803.22	403551.71	12546.43	2.916,0.3294,2.7835,5.6053,9.3197,1.0859,0.1222,0.457
anc_asym_mig_size	Round_2_Replicate_13	-236652.03	473320.06	2712114.26	11665.12	5.4929,0.1824,2.0559,1.5763,0.9712,0.9426,0.1567,1.2106
anc_asym_mig_size	Round_2_Replicate_14	-71208.31	142432.62	202402.18	19980.29	19.5237,0.6507,0.7832,0.9734,1.87,1.6272,0.2102,0.1211
anc_asym_mig_size	Round_2_Replicate_15	-88742.39	177500.78	522657.96	18542.25	2.1644,0.3539,6.8659,2.4564,7.9503,0.9238,0.2192,0.0907
anc_asym_mig_size	Round_2_Replicate_16	-113727.92	227471.84	367942.81	13433.4	10.3172,0.1434,4.9404,7.2703,2.9701,1.5888,0.0634,0.2778
anc_asym_mig_size	Round_2_Replicate_17	-109570.84	219157.68	350580.58	13952.97	5.9695,0.1835,2.3222,5.0732,4.1608,0.2362,0.0513,0.3885
anc_asym_mig_size	Round_2_Replicate_18	-111949.26	223914.52	2731691.03	14487.16	2.3747,1.2443,4.41,13.2583,3.9934,0.4908,0.1153,0.1697
anc_asym_mig_size	Round_2_Replicate_19	-89299.5	178615.0	269201.9	21806.99	7.0542,0.1362,0.8891,5.324,5.0294,2.2567,0.1506,0.1539
anc_asym_mig_size	Round_2_Replicate_20	-93836.2	187688.4	272616.57	17628.95	1.4749,0.4414,1.3945,2.5594,1.2207,0.2434,0.1087,0.2487
anc_asym_mig_size	Round_3_Replicate_1	-60598.57	121213.14	321756.53	22964.61	11.8323,0.2465,1.6055,1.6196,1.4248,0.114,0.0543,0.03
anc_asym_mig_size	Round_3_Replicate_2	-87805.57	175627.14	373854.36	16641.86	7.7092,0.1959,2.1367,3.3033,1.4506,0.2815,0.0171,0.2519
anc_asym_mig_size	Round_3_Replicate_3	-63983.27	127982.54	550059.16	26383.14	2.1112,0.8382,0.3342,9.115,2.0758,0.1111,0.0244,0.0489
anc_asym_mig_size	Round_3_Replicate_4	-114610.06	229236.12	429648.23	19620.52	16.0859,0.2071,1.1432,1.2615,9.9888,0.1964,0.115,0.3807
anc_asym_mig_size	Round_3_Replicate_5	-137460.48	274936.96	380236.61	20821.3	3.3399,0.5829,0.3179,13.8474,9.0414,0.0926,0.0293,0.2394
anc_asym_mig_size	Round_3_Replicate_6	-159290.38	318596.76	533942.61	21775.29	5.4837,0.6152,0.2737,5.0622,8.4432,0.7399,0.0947,0.2698
anc_asym_mig_size	Round_3_Replicate_7	-101300.68	202617.36	278949.6	22189.25	13.818,0.1304,0.5662,3.3516,9.3943,0.0574,0.0367,0.256
anc_asym_mig_size	Round_3_Replicate_8	-78023.72	156063.44	1588445.79	22479.16	2.4834,1.1422,0.7739,15.7297,8.2941,0.1187,0.0267,0.0854
anc_asym_mig_size	Round_3_Replicate_9	-49823.81	99663.62	232310.95	30592.48	8.9472,0.229,0.1656,4.2025,8.7822,0.0949,0.0175,0.0283
anc_asym_mig_size	Round_3_Replicate_10	-66865.38	133746.76	309865.1	22062.28	2.86,0.6014,0.9042,2.0035,10.1216,0.4612,0.03,0.1317
anc_asym_mig_size	Round_3_Replicate_11	-56797.46	113610.92	298196.64	27857.69	1.9968,1.0368,0.213,1.5697,0.8302,0.254,0.0402,0.033
anc_asym_mig_size	Round_3_Replicate_12	-59652.43	119320.86	158318.0	28381.51	1.3889,0.2373,0.27,5.6839,10.0872,0.181,0.0207,0.0646
anc_asym_mig_size	Round_3_Replicate_13	-92347.95	184711.9	210846.03	29162.7	2.6159,0.2883,0.2277,14.9821,11.6671,0.2175,0.1158,0.1194
anc_asym_mig_size	Round_3_Replicate_14	-52040.98	104097.96	266279.65	25083.82	7.3406,0.2675,0.5705,9.1463,1.1492,0.513,0.0519,0.0363
anc_asym_mig_size	Round_3_Replicate_15	-62639.99	125295.98	393292.59	24207.21	6.2259,0.5663,0.5641,3.7031,1.0285,0.2395,0.0347,0.0769
anc_asym_mig_size	Round_3_Replicate_16	-115898.84	231813.68	336140.41	16126.1	4.0933,0.0979,0.9511,7.2799,8.4042,0.0586,0.0115,0.405
anc_asym_mig_size	Round_3_Replicate_17	-81532.91	163081.82	577577.87	18417.3	14.5463,0.2427,2.0212,3.6056,4.3646,0.2467,0.0218,0.1721
anc_asym_mig_size	Round_3_Replicate_18	-135520.3	271056.6	401268.29	26972.32	3.1057,0.3316,0.2148,2.3024,1.1851,0.3316,0.0565,0.1817
anc_asym_mig_size	Round_3_Replicate_19	-92140.52	184297.04	948337.81	16612.08	3.7827,0.7657,2.0525,12.5578,3.8214,0.8172,0.0851,0.1652
anc_asym_mig_size	Round_3_Replicate_20	-66438.24	132892.48	238414.73	25600.36	1.5612,1.0137,0.4094,2.5171,4.2312,0.2888,0.0101,0.0921
anc_asym_mig_size	Round_3_Replicate_21	-128801.26	257618.52	348334.01	21554.77	13.4679,0.6178,0.331,6.1034,2.1503,0.425,0.0344,0.2344
anc_asym_mig_size	Round_3_Replicate_22	-44025.8	88067.6	125313.24	30677.74	10.5225,0.1105,0.2413,1.3814,1.7681,0.8287,0.0161,0.0404
anc_asym_mig_size	Round_3_Replicate_23	-64621.39	129258.78	158996.23	28478.9	9.5915,0.1736,0.4079,6.9576,8.1589,0.1416,0.1142,0.0882
anc_asym_mig_size	Round_3_Replicate_24	-97624.68	195265.36	294173.93	18168.34	4.2987,0.3432,1.2288,1.4376,3.6909,0.9059,0.0273,0.3705
